MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIt is good that we can talk after I spent so long\nsilently watching over you, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06マルス\nRelationships built on time and trust. Wonderful.\nI hope we can claim the same someday.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nSo much has happened in such a short time.\nAnd there is yet more to be done.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06マルス\nYou have been through a great deal. We shall\nensure no one else need endure the same.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nIt's strange. Somehow I just feel comfortable\naround you─like I can tell you anything.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06マルス\nI am glad to hear that. Anytime you should need\nan ear, I shall be there to listen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nI sometimes wish I had your ability to trust\npeople unconditionally.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06マルス\nYou trust your people, no? You also trusted\nyour allies enough to bring them those rings.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nThat's true. I suppose the time I've spent with\nour allies has made me...protective of them.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06マルス\nThe bonds we forge with others always make\nus stronger.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMy main *pursuit* is to win us victory. For that\npurpose, Marth, consider me at your disposal.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06マルス\nThat is kind of you, but I will accept no offer\nof service. Let us fight together as equals.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou work too hard, Zelkov. A little rest now\nand then would do you good.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nI appreciate the sentiment, but it is unnecessary.\nI fear *idleness* more than lack of rest.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nThe loss of my family left me with an emptiness\nthat not even *revenge* was able to fill.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06マルス\nI know that loss, and the emptiness that follows\nit, exceptionally well.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nFighting for Princess Ivy gives me *relief.*\nThank you for giving me the strength to do so.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06マルス\nNo need to thank me. I only hope that your\nfeelings of emptiness end with the war.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth! May our deep bond of friendship outlast\nall of time!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06マルス\nIndeed. Let us fight together as friends, from\nnow until the end.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nTell me of your homeland. I wish to hear\nparticularly of its greatest fighters!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06マルス\nWe had many powerful swordsmen, not unlike\nyou. The Scarlet Sword comes to mind.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth! I have seen your future! Would you like\nto know what lies in store?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06マルス\nMy future? That is a rather weighty decision,\nyet I admit I am curious. What did you see?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nYou will assume a mighty pose during our next\nbattle! I assume this means we will win!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06マルス\nA promising prediction indeed. I look forward\nto winning this victory with you.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nYou're a popular guy, aren't you, Marth?\nI've got an eye for this sort of thing.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06マルス\nI suspect not in the way you mean, although\nI have been blessed to have many allies.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI admire you staying in Elusia as long as you\ndid. It was noble of you to help those people.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nIt's what my father would have done. He always\nthought of his kingdom first.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nI'm gonna do whatever it takes to help my sister\nput our kingdom back together.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06マルス\nI was forced to flee my war-torn homeland as\nwell, long ago. I had the same determination.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nHow did it turn out for you? Did you restore\nyour country's glory?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06マルス\nWith the help of those allies I spoke of before.\nI believe you shall do the same for Elusia.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nHey, Marth! Can you give me a smile? Perfect.\nYou're adorable!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06マルス\nI am not sure anyone ever called me that before.\nI am flattered though. Thank you.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nSome cute clothes would do you a lot of good.\nYou'd look great in an outfit like mine.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06マルス\nI appreciate the thought. Wonderful as your\nstyle is, I do not think it is for me.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nI was pretty hopeless in school. Always too\nbusy messing around to get anything done.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06マルス\nI would never have guessed, considering how\nstudious you are now. What changed?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nI met Hortensia. Without her to push me along,\nI'd never have gotten my act together.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06マルス\nMy friends are responsible for my finer qualities\ntoo. Let us be good influences on one another.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nWithout the ring you returned, we might very\nwell be lost. Thank you, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI see you know how to give a compliment.\nI think we'll get along just fine, Marth.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI'm sorry if I completely overshadow you, Marth,\nbut you're charming in your own right.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06マルス\nNo need for concern. This army has many\npersonalities more charming than my own.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nThis may be hard to fathom now, but I used to\nbe quite complacent and difficult to motivate.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06マルス\nIndeed that is hard to fathom. How did you\nbecome the Goldmary you are today?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI was caught in a battle. War is a cruel but\neffective teacher. It made me want to be more.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06マルス\nWar came to me in my youth, in much the same\nway. It seems we are alike in that regard.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nPretty much anything that's fun to do, I like\ndoing. How 'bout you? What do you do for fun?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06マルス\nI have given it no thought. But learning to have\nfun sounds...fun. Perhaps you will teach me?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nHey, Marth! I wrote a song for you─you know,\na little tune to inspire you. Wanna hear it?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06マルス\nYou are too kind. I would love to hear it, though\nI wonder if you could sing it...quietly?\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nI had so much fun on my camping trip! I met all\nkinds of folks, and we partied all night long.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06マルス\nI was surprised to hear you were camping. For a\nprincess, you have a great deal of freedom.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nYup, it's been really good for me. That freedom\nwe all enjoy is why I'm trying to protect Solm.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06マルス\nWell, your travels have made you many friends,\nand I am grateful you consider me one of them.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI must say, you fought gallantly in battle, Merrin.\nI could hardly take my eyes off you.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nI am pleased to hear you say so, Sir Marth.\nI hope I never disappoint you on the battlefield.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nI confess, I never get tired of eating sweets.\nWould you care to try one, Sir Marth?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06マルス\nI am sure they are delicious. Alas, I cannot eat.\nIt is fun to take in their pretty colors though.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nIn Solm, women inherit the leadership roles.\nOne day, I'll be the matriarch of my hometown.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06マルス\nOnce peace is restored and that time comes,\nwill you have to give up being a knight?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nNo, I'm pleased to say my princess has given\nme leave to continue on in both roles.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06マルス\nShe is a wise leader indeed. You are sure to be\nthe...coolest matriarch that ever lived.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パネトネ\n'Tis a glorious honor to fight by thy side,\nLord Emblem! I shall not fail thee in battle!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06マルス\nNo need for formalities. I am an Emblem, yet I\nwould prefer you consider me an equal.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHow did you learn to don makeup in such a\nmanner? I have never seen anything like it.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nI found it in an ancient Solmic text. It is said to\noffer magical protection to those who wear it.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI am curious, Panette, how did you become\na retainer to Timerra?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nI had left home on unpleasant terms, when I\nhappened upon my lady. We hit it off at once.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nI did not know she was royalty until she asked\nme to be her retainer. Imagine my surprise.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06マルス\nUnexpected bonds can change our lives. I hope\nours is a meaningful one for you.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nフォガート\nAll this fighting is exhausting. What we need\nis a big ol' feast to liven things up, right?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06マルス\nA feast can be a good way to inspire people.\nAnd while I cannot eat, I can socialize.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou and your sister are quite close, aren't you?\nYou trust each other even when you're apart.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nYeah, my family is a tight-knit bunch. No matter\nwhere we are, our hearts are always connected.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI hear Timerra went camping all across the\nqueendom. Have you traveled like that as well?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nI've hit the road plenty as a Sentinel. Many\npeople I meet say I look just like the prince.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSee, most folks only know the royal family from\nour portraits. They don't realize I am the prince.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06マルス\nAh, and you still have not corrected them. You\nare a very unusual prince indeed, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nSo, it was you I heard singing earlier. You have\na beautiful voice. I would love to hear more.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nLord Marth! You were listening?! I was singing\na prayer to the Divine Dragon, that's all.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nThe Ring Chamber is kinda dreary, yeah?\nI could easily liven it up with a bit of renovating.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06マルス\nWhat a fine idea. You redesigned your family\nchurch, yes? I hear it has been well received.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nNever imagined fighting beside a dragon. A life\nof worship leads to this? Fate is a funny thing.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06マルス\nIs it fate that guides us? I cannot say for sure,\nbut it does feel as if fate brought us together.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nAnd I am grateful! We must party sometime,\nunless that would be disrespectful.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06マルス\nOf course not. I am happy to join any festivities,\nespecially if I get to hear you sing again.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI am told you cook the most delicious dishes.\nYou are a chef and a knight? Truly impressive.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nCooking is my passion. Perhaps you will teach\nme a recipe from your own world one day?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ボネ\nEmblems are incapable of eating, I'm told. It\nsaddens me to know I can't treat you to a meal.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06マルス\nNot to worry, Bunet. Watching everyone enjoy\nyour cooking will be pleasure enough for me. \x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou are trying to rebuild your parents'\nrestaurant, I hear. It was destroyed by bandits?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nYes. It was a terrible time for me. But my dear\nfriend Fogado...he saved me.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nHe made me his personal chef and his knight.\nI owe my whole life to the prince.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06マルス\nSo, the two of you are bound together by food\nand friendship. Beautiful bonds indeed.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI worried how you would fare in combat, but\nyou have proven to be a staunch ally, Anna.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nI got pretty good with an axe from all the wood\nI used to chop. And that's Lady Anna to you!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nYou should stop by my village when the fighting\nis over! We'll throw a big ol' party for you!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06マルス\nI would enjoy seeing where you hail from.\nI have heard each day there is a festival.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nGood news! Today is now officially "Marth-Anna\nFriendship Day"!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06マルス\nAn occasion worth marking. But why declare\nit a holiday all its own?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nBecause that means there's gotta be a party!\nAlso, it'll help make sure I never forget you!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06マルス\nWell, I am honored to be celebrated. But I would\nremember you fondly even without a holiday.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nIt's my dream to be a doctor, just like my father.\nPeople will still get sick even after the war.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06マルス\nI am sure you will be a splendid doctor. I await\nthe day you can fulfill that dream.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nI know I'm not a full-fledged doctor yet, but I'll\nfind a niche for me here. There's gotta be one.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06マルス\nIt astonishes me how deftly you can treat even\nserious injuries. We all rely on you, Jean.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nWhew... Everyone's pushing themselves so\nhard─I can barely keep up with all the injuries.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06マルス\nI understand that it is difficult for you. But you\nmust rise to meet the challenge, as they do.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nThat's true. And it's not like I have nothing to\nfight for. My home, the tea fields, my friends...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06マルス\nYours is the grease that keeps our wheel of war\nmoving onward. We all appreciate your work.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou speak with a most unusual dialect, Yunaka.\nWhere did you pick it up, exactly?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, nowhere. I'm one of a kind! Wanna give it\na try? Say it with me... Zappy!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nTell me... Do you think there's such a thing\nas a fresh start?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06マルス\nEveryone has the potential to change. All they\nneed is the determination to make it happen.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ユナカ\nSay, Marth... What would you do if you found\nout I'd done something terrible in the past?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06マルス\nNothing. It's not my place to judge your past,\nYunaka. I trust the person you are now.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nYou trust me? What'd I ever do to deserve that?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06マルス\nA terrible person would not ask a question like\nthat so earnestly. That is enough for me.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nThank you for protecting Corrin's ring, Seadall.\nI understand you are a famous dancer.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nI admit I have something of a reputation. But the\nstars tell me you're quite famous as well, Marth.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nI love visiting places I've never been before. Tell\nme, Marth, what's it like where you're from?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06マルス\nNot so different from here, really. It is pretty.\nI even had a friend who danced for us like you.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セアダス\nMy dancing is almost as good as my master's\nwas. And yet, I still don't feel worthy of him.\x0E\x04\x00\x00
