MSID_Hp_5	HP+5
MSID_H_LucinaEngage_Heavy	인접 아군에 대한 적의 첫 공격을\n80% 확률로 무효화하는\n｢인연 방패｣ 커맨드 사용 가능.\n[중갑]아군이 중갑 스타일이라면 확정 발동.
MSID_H_LucinaEngage_Fly	인접 아군에 대한 적의 첫 공격을\n80% 확률로 무효화하는\n｢인연 방패｣ 커맨드 사용 가능.\n[비행]아군이 비행 스타일이라면 확정 발동.
MSID_H_LucinaEngage_Prana	인접 아군에 대한 적의 첫 공격을\n80% 확률로 무효화하는\n｢인연 방패｣ 커맨드 사용 가능.\n[기공]100% 확률로 발동.
MSID_LucinaEngageAtk	올 포 원
MSID_H_LucinaEngageAtk	자신의 주위 2칸 이내에 있는 아군이\n체인 어택에 참가한다.\n검·인접 시 한정.
MSID_H_LucinaEngageAtk_Dragon	주위 2칸 이내에 있는 아군이\n체인 어택에 참가한다/검·인접 시 한정.\n[용족]체인 어택 참가자의 명중률 100%.
MSID_H_LucinaEngageAtk_Coop	주위 2칸 이내에 있는 아군이\n체인 어택에 참가한다/검·인접 시 한정.\n[연계]범위+1.
MSID_H_LucinaEngageAtk_CMD	주위의 아군이 체인 어택에 참가한다
MSID_Pursuit_1	연속 공격
MSID_H_Pursuit_1	직접 공격 시, 추격이 발생할 상황이고\n속도가 상대보다 9 이상 높다면\n적의 반격보다 먼저 추격한다.
MSID_Pursuit_2	연속 공격+
MSID_H_Pursuit_2	직접 공격 시, 추격이 발생할 상황이고\n속도가 상대보다 7 이상 높다면\n적의 반격보다 먼저 추격한다.
MSID_Pursuit_3	연속 공격++
MSID_H_Pursuit_3	직접 공격 시, 추격이 발생할 상황이고\n속도가 상대보다 5 이상 높다면\n적의 반격보다 먼저 추격한다.
MSID_SpeedAbsorption	속도 흡수
MSID_H_SpeedAbsorption	직접 공격으로 적을 쓰러뜨릴 때마다\n속도+2(최대+10, 전투 맵 종료까지).
MSID_LinEngage	잔상
MSID_H_LinEngage	자신과 체인 어택이 가능한 잔상을\n4개 만드는 ｢잔상｣ 커맨드 사용 가능.
MSID_H_LinEngage_Dragon	자신과 체인 어택이 가능한 잔상을\n4개 만드는 ｢잔상｣ 커맨드 사용 가능.\n[용족]잔상의 수+1.
MSID_H_LinEngage_Fly	자신과 체인 어택이 가능한 잔상을\n4개 만드는 ｢잔상｣ 커맨드 사용 가능.\n[비행]잔상의 회피+10.
MSID_H_LinEngage_CMD	체인 어택이 가능한 잔상을 생성
MSID_LinEngage_Delete_CMD	잔상 해제
MSID_H_LinEngage_Delete_CMD	만들어 낸 잔상을 제거한다
MSID_LinEngageAtk	유성군
MSID_H_LinEngageAtk	사정거리 10, 대미지 30%로 5연속 공격.\n활 한정.
MSID_H_LinEngageAtk_Dragon	사정거리 10, 대미지 30%로 5연속 공격.\n활 한정.\n[용족]사정거리+5.
MSID_H_LinEngageAtk_Covert	사정거리 10, 대미지 30%로 5연속 공격.\n활 한정.\n[은밀]사정거리+10.
MSID_H_LinEngageAtk_Prana	사정거리 10, 대미지 30%로 5연속 공격.\n활 한정.\n[기공]브레이크 확정.
MSID_H_LinEngageAtk_CMD	활을 사용한 초원거리 연속 공격
MSID_H_LinEngageAtk_Weak	사정거리 10, 대미지 20%로 5연속 공격.\n활 한정.
MSID_H_LinEngageAtk_DarkSide_Prana	사정거리 10, 대미지 20%로 5연속 공격.\n활 한정.\n[기공]브레이크 확정.
MSID_Ravage	파괴
MSID_H_Ravage	｢파괴｣ 커맨드 사용 시\n대상을 일격에 파괴할 수 있게 된다.
MSID_PullBack	데려오기
MSID_H_PullBack	인접한 아군을 자신 너머 반대편으로\n이동시키는 ｢데려오기｣ 커맨드 사용 가능.
MSID_H_PullBack_CMD	아군을 자신의 반대편으로 이동시킨다
MSID_Anger	분노
MSID_H_Anger	감소된 HP만큼 필살이 상승한다.\n(최대+30)
MSID_BraveGeneral_1	용장
MSID_H_BraveGeneral_1	HP가 75% 이하일 때\n수비·마방+5.
MSID_BraveGeneral_2	용장+
MSID_H_BraveGeneral_2	HP가 75% 이하일 때\n수비·마방+7.
MSID_IkeEngage	부동
MSID_H_IkeEngage	회피가 0이 되는 대신에\n받는 대미지-50%.
MSID_H_IkeEngage_Dragon	회피가 0이 되는 대신에\n받는 대미지-50%.\n[용족]추가로 받는 대미지-10%.
MSID_IkeEngageAtk	패극·에테르
MSID_H_IkeEngageAtk	반격을 포기하고 수비·마방+5/다음 턴에\n주위 2칸 범위 공격/대미지의 30%만큼\nHP 회복. 검·도끼 한정.
MSID_H_IkeEngageAtk_Dragon	반격을 포기하고 수비·마방+5/다음 턴에\n주위 2칸 범위 공격/대미지의 30%만큼\nHP 회복. 검·도끼 한정.\n[용족]공격받은 횟수만큼 대미지+1.
MSID_H_IkeEngageAtk_Heavy	반격을 포기하고 수비·마방+5/다음 턴에\n주위 2칸 범위 공격/대미지의 30%만큼\nHP 회복. 검·도끼 한정.\n[중갑]사용 중 추가로 수비+5.
MSID_H_IkeEngageAtk_Fly	반격을 포기하고 수비·마방+5/다음 턴에\n주위 2칸 범위 공격/대미지의 30%만큼\nHP 회복. 검·도끼 한정.\n[비행]사용 중 추가로 마방+5.
MSID_H_IkeEngageAtk_CMD	공격을 견디고 다음 턴에 범위 공격
MSID_HeavenBeat_1	천각의 박동
MSID_H_HeavenBeat_1	30% 확률로 빗나간 공격이 명중한다.\n행운이 높으면 추가로 확률이 상승한다.
MSID_HeavenBeat_2	천각의 박동+
MSID_H_HeavenBeat_2	50% 확률로 빗나간 공격이 명중한다.\n행운이 높으면 추가로 확률이 상승한다.
MSID_TeacherGuidance	스승의 인도
MSID_H_TeacherGuidance	자신 및 자신과 인접한 아군의\n획득 경험치 120%.
MSID_PickUp	습득
MSID_H_PickUp	아군 유닛과 인접한 상태에서 자신의\n행동 종료·대기 시에, 행운% 확률로\n분실물을 줍는다.\n(떨어뜨린 아군과의 지원도가 상승한다)
MSID_PickUp_Message	떨어진 \x0E\x01\x00\x00의 물건을 주워서 건넸다
MSID_BylethEngage	지도
MSID_H_BylethEngage	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.
MSID_H_BylethEngage_Dragon	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[용족]모든 기본 능력+3.
MSID_BylethEngage_Dragon_CMD	지도<전>
MSID_H_BylethEngage_Dragon_CMD	주위 2칸 아군의 모든 기본 능력+3
MSID_H_BylethEngage_Coop	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[연계]힘+4.
MSID_BylethEngage_Coop_CMD	지도<힘>
MSID_H_BylethEngage_Coop_CMD	주위 2칸 아군의 힘+4
MSID_H_BylethEngage_Horse	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[기마]기술+10.
MSID_BylethEngage_Horse_CMD	지도<기술>
MSID_H_BylethEngage_Horse_CMD	주위 2칸 아군의 기술+10
MSID_H_BylethEngage_Covert	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[은밀]속도+5.
MSID_BylethEngage_Covert_CMD	지도<속도>
MSID_H_BylethEngage_Covert_CMD	주위 2칸 아군의 속도+5
MSID_H_BylethEngage_Heavy	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[중갑]수비+5.
MSID_BylethEngage_Heavy_CMD	지도<수비>
MSID_H_BylethEngage_Heavy_CMD	주위 2칸 아군의 수비+5
MSID_H_BylethEngage_Fly	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[비행]마방+5.
MSID_BylethEngage_Fly_CMD	지도<마방>
MSID_H_BylethEngage_Fly_CMD	주위 2칸 아군의 마방+5
MSID_H_BylethEngage_Magic	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[마도]마력+4.
MSID_BylethEngage_Magic_CMD	지도<마력>
MSID_H_BylethEngage_Magic_CMD	주위 2칸 아군의 마력+4
MSID_H_BylethEngage_Prana	주위 2칸의 아군에게 1턴 동안\n스타일에 따른 능력 상승 효과를\n부여하는 ｢지도｣ 커맨드 사용 가능.\n[기공]행운+10.
MSID_BylethEngage_Prana_CMD	지도<행운>
MSID_H_BylethEngage_Prana_CMD	주위 2칸 아군의 행운+10
MSID_BylethEngageAtk	계략: 여신의 춤
MSID_H_BylethEngageAtk	인접한 4칸의 아군을 재행동시킨다.
MSID_H_BylethEngageAtk_Dragon	인접한 4칸의 아군을 재행동시킨다.\n[용족]1턴 동안 재행동하는\n아군의 모든 기본 능력+3.
MSID_H_BylethEngageAtk_Coop	인접한 4칸의 아군을 재행동시킨다.\n[연계]1턴 동안 재행동하는 아군의 힘+4.
MSID_H_BylethEngageAtk_Horse	인접한 4칸의 아군을 재행동시킨다.\n[기마]1턴 동안 재행동하는 아군의 기술+10.
MSID_H_BylethEngageAtk_Covert	인접한 4칸의 아군을 재행동시킨다.\n[은밀]1턴 동안 재행동하는 아군의 속도+5.
MSID_H_BylethEngageAtk_Heavy	인접한 4칸의 아군을 재행동시킨다.\n[중갑]1턴 동안 재행동하는 아군의 수비+5.
MSID_H_BylethEngageAtk_Fly	인접한 4칸의 아군을 재행동시킨다.\n[비행]1턴 동안 재행동하는 아군의 마방+5.
MSID_H_BylethEngageAtk_Magic	인접한 4칸의 아군을 재행동시킨다.\n[마도]1턴 동안 재행동하는 아군의 마력+4.
MSID_H_BylethEngageAtk_Prana	인접한 4칸의 아군을 재행동시킨다.\n[기공]1턴 동안 재행동하는 아군의 행운+10.
MSID_H_BylethEngageAtk_CMD	인접한 4칸의 아군을 재행동시킨다
MSID_M014_BylethEngageAtk_DarkSide	계략: 사신의 춤
MSID_H_M014_BylethEngageAtk_DarkSide	주위 2칸의 아군을 재행동시킨다.
MSID_DragonPulse	용맥
MSID_H_DragonPulse	지정된 칸에 특수 효과를 부여하는\n｢용맥｣ 커맨드 사용 가능.
MSID_H_DragonPulse_CMD	대상 칸에 특수 효과를 부여한다
MSID_H_DragonPulse_Dragon	지정된 칸에 특수 효과를 부여하는\n｢용맥｣ 커맨드 사용 가능.\n[용족]모든 용맥 사용 가능.
MSID_DragonPulse_DefUp	용맥<호>
MSID_H_DragonPulse_DefUp	수비·마방이 상승하는 흙기둥을 발생시킨다
MSID_H_DragonPulse_Coop	지정된 칸에 특수 효과를 부여하는\n｢용맥<호>｣ 커맨드 사용 가능.\n[연계]수비·마방 상승 효과가 있는\n흙기둥을 발생시킨다.
MSID_DragonPulse_AvoDown	용맥<수>
MSID_H_DragonPulse_AvoDown	회피 감소 효과가 있는 웅덩이를 발생시킨다
MSID_H_DragonPulse_Horse	지정된 칸에 특수 효과를 부여하는\n｢용맥<수>｣ 커맨드 사용 가능.\n[기마]회피 감소 효과가 있는 웅덩이를\n발생시킨다.
MSID_DragonPulse_AvoUp	용맥<무>
MSID_H_DragonPulse_AvoUp	회피 상승 효과가 있는 안개를 발생시킨다
MSID_H_DragonPulse_Covert	지정된 칸에 특수 효과를 부여하는\n｢용맥<무>｣ 커맨드 사용 가능.\n[은밀]회피 상승 효과가 있는 안개를\n발생시킨다.
MSID_DragonPulse_NotBreak	용맥<녹>
MSID_H_DragonPulse_NotBreak	브레이크를 무효화하는 덩굴을 발생시킨다
MSID_H_DragonPulse_Heavy	지정된 칸에 특수 효과를 부여하는\n｢용맥<녹>｣ 커맨드 사용 가능.\n[중갑]브레이크를 무효화하는 덩굴을\n발생시킨다.
MSID_DragonPulse_Heal	용맥<유>
MSID_H_DragonPulse_Heal	HP 회복 효과가 있는 치유의 안개를 발생시킨다
MSID_H_DragonPulse_Fly	지정된 칸에 특수 효과를 부여하는\n｢용맥<유>｣ 커맨드 사용 가능.\n[비행]HP 회복 효과가 있는 치유의 안개를\n발생시킨다.
MSID_DragonPulse_Damage	용맥<염>
MSID_H_DragonPulse_Damage	대미지를 입히는 화염을 발생시킨다
MSID_H_DragonPulse_Magic	지정된 칸에 특수 효과를 부여하는\n｢용맥<염>｣ 커맨드 사용 가능.\n[마도]대미지를 입히는 화염을 발생시킨다.
MSID_DragonPulse_Block	용맥<빙>
MSID_H_DragonPulse_Block	진로를 막는 얼음 기둥을 발생시킨다
MSID_H_DragonPulse_Prana	지정된 칸에 특수 효과를 부여하는\n｢용맥<빙>｣ 커맨드 사용 가능.\n[기공]진로를 막는 얼음 기둥을 발생시킨다.
MSID_DragonCurse	용의 저주
MSID_H_DragonCurse	직접 공격 시\n전투 후 상대의 모든 기본 능력-4.\n(효과는 1턴에 1씩 회복된다)
MSID_DefenseStyle	방진
MSID_H_DefenseStyle	적의 체인 어택 무효.
MSID_PhysicalContact_1	스킨십
MSID_H_PhysicalContact_1	자신의 행동 종료·대기 시에\n인접한 아군의 HP를 5 회복.\n지원도가 조금 상승한다.
MSID_PhysicalContact_2	스킨십+
MSID_H_PhysicalContact_2	자신의 행동 종료·대기 시에\n인접한 아군의 HP를 10 회복.\n지원도가 조금 상승한다.
MSID_KamuiEngage	주박
MSID_H_KamuiEngage	직접 공격 시, 전투 후에 상대와 그 주위\n1칸 이내의 적을 1턴 이동할 수 없게 한다.
MSID_H_KamuiEngage_Covert	직접 공격 시, 전투 후에 상대와 그 주위\n1칸 이내의 적을 1턴 이동할 수 없게 한다.\n[은밀]추가로 상대의 회피-20.
MSID_KamuiEngageAtk	용천포
MSID_H_KamuiEngageAtk	물의 힘으로 직선 3칸을 공격해\n그 칸을 ｢웅덩이｣로 만든다.\n인접 한정.
MSID_H_KamuiEngageAtk_Dragon	물의 힘으로 직선 3칸을 공격해\n그 칸을 ｢웅덩이｣로 만든다/인접 한정.\n[용족]공격 범위+1.
MSID_H_KamuiEngageAtk_CMD	물의 힘으로 직선상 여러 칸을 공격
MSID_God_Change_CMD	얼터네이트
MSID_H_God_Change	문장사를 교대해 아군 전원의\n｢달의 팔찌｣를 ｢태양의 팔찌｣로\n｢우풍｣을 ｢용공｣으로 바꾸는\n｢얼터네이트｣ 커맨드 사용 가능.
MSID_H_God_Change_CMD	문장사를 바꾼다
MSID_MoonBracelet_1	달의 팔찌
MSID_H_MoonBracelet_1	물리 공격으로 직접 공격 시\n상대 수비의 20%를 대미지에 추가한다.
MSID_MoonBracelet_2	달의 팔찌+
MSID_H_MoonBracelet_2	물리 공격으로 직접 공격 시\n상대 수비의 30%를 대미지에 추가한다.
MSID_SunBracelet_1	태양의 팔찌
MSID_H_SunBracelet_1	직접 공격 시\n입힌 대미지의 30%만큼\n자신의 HP를 회복한다.
MSID_SunBracelet_2	태양의 팔찌+
MSID_H_SunBracelet_2	직접 공격 시\n입힌 대미지의 50%만큼\n자신의 HP를 회복한다.
MSID_SunMoonBracelet_1	태양과 달의 팔찌
MSID_H_SunMoonBracelet_1	직접 공격 시 입힌 대미지의 30%만큼\n자신의 HP를 회복한다.\n그 공격이 물리 공격일 경우\n상대 수비의 20%를 대미지에 추가한다.
MSID_SunMoonBracelet_2	태양과 달의 팔찌+
MSID_H_SunMoonBracelet_2	직접 공격 시 입힌 대미지의 50%만큼\n자신의 HP를 회복한다.\n그 공격이 물리 공격일 경우\n상대 수비의 30%를 대미지에 추가한다.
MSID_GentleWind_1	우풍
MSID_H_GentleWind_1	항상 받는 대미지-3.
MSID_GentleWind_2	우풍+
MSID_H_GentleWind_2	항상 받는 대미지-5.
MSID_BraveSky_1	용공
MSID_H_BraveSky_1	항상 입히는 대미지+3.
MSID_BraveSky_2	용공+
MSID_H_BraveSky_2	항상 입히는 대미지+5.
MSID_Azure_1	창궁
MSID_H_Azure_1	항상 받는 대미지-3.\n항상 입히는 대미지+3.
MSID_Azure_2	창궁+
MSID_H_Azure_2	항상 받는 대미지-5.\n항상 입히는 대미지+5.
MSID_EirikEngage	쌍성
MSID_H_EirikEngage	에이리카와 인게이지 중, 아군 전원의\n｢달의 팔찌｣를 ｢태양과 달의 팔찌｣로\n｢우풍｣을 ｢창궁｣으로 바꾼다.
MSID_EirikEngageAtk	트윈 스트라이크
MSID_H_EirikEngageAtk	에브라임과 함께 연속 공격.\n검·인접 시 한정.\n(에브라임은 창 공격/이형 특효를 지님)
MSID_H_EirikEngageAtk_Dragon	에브라임과 함께 연속 공격/검·인접 시 한정.\n(에브라임은 창 공격/이형 특효를 지님)\n[용족]대미지 120%.
MSID_H_EirikEngageAtk_Horse	에브라임과 함께 연속 공격/검·인접 시 한정.\n(에브라임은 창 공격/이형 특효를 지님)\n[기마]에브라임의 공격 대미지 150%.
MSID_H_EirikEngageAtk_CMD	에브라임과 함께 연속 공격
MSID_EvilDragonSpecialEffect	사룡 유효
MSID_H_EvilDragonSpecialEffect	자신의 공격에 사룡 유효가 부여된다.\n그리고 주위 2칸 이내에 있는\n아군의 용 특효 무기에도\n사룡 유효를 부여한다.
MSID_GodDragonProtection	신룡의 가호
MSID_H_GodDragonProtection	자신에 대한 특효 효과를 전부 무효화한다.
MSID_ConnectPerson_1	인연을 잇는 자
MSID_H_ConnectPerson_1	자신과 주위 2칸 이내에 있는\n싱크로, 인게이지 중인 아군의\n명중·회피+20.
MSID_ConnectPerson_2	인연을 잇는 자+
MSID_H_ConnectPerson_2	자신과 주위 2칸 이내에 있는\n싱크로, 인게이지 중인 아군의\n명중·회피+30.
MSID_BlessingOfEleos	엘레오스의 축복
MSID_H_BlessingOfEleos	직접 공격 시\n행동을 마친 아군의 수×2만큼\n필살과 필살 회피가 상승한다.
MSID_LueurEngage	이심
MSID_H_LueurEngage	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.
MSID_H_LueurEngage_Dragon	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[용족]추가로 모든 기본 능력+1.
MSID_H_LueurEngage_Coop	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[연계]추가로 힘+2.
MSID_H_LueurEngage_Horse	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[기마]추가로 기술+2.
MSID_H_LueurEngage_Covert	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[은밀]추가로 속도+2.
MSID_H_LueurEngage_Heavy	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[중갑]추가로 수비+2.
MSID_H_LueurEngage_Fly	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[비행]추가로 마방+2.
MSID_H_LueurEngage_Magic	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[마도]추가로 마력+2.
MSID_H_LueurEngage_Prana	직접 공격해 적 격파 시 인게이지 상대의\n모든 기본 능력을 인게이지 종료까지 +4.\n[기공]추가로 행운+2.
MSID_LueurEngageAtk	신룡파
MSID_H_LueurEngageAtk	검과 빔(마법)의 콤비네이션 공격.\n검·인접 시 한정.
MSID_H_LueurEngageAtk_Dragon	검과 빔(마법)의 콤비네이션 공격.\n검·인접 시 한정.\n[용족]대미지 120%.
MSID_H_LueurEngageAtk_Coop	검과 빔(마법)의 콤비네이션 공격.\n검·인접 시 한정.\n[연계]검 공격 대미지에 힘의 20%를 추가.
MSID_H_LueurEngageAtk_Magic	검과 빔(마법)의 콤비네이션 공격.\n검·인접 시 한정.\n[마도]빔 대미지에 마력의 20%를 추가.
MSID_H_LueurEngageAtk_Prana	검과 빔(마법)의 콤비네이션 공격.\n검·인접 시 한정.\n[기공]브레이크 확정.
MSID_H_LueurEngageAtk_CMD	검과 빔의 콤비네이션 공격
MSID_LueurEngageAtk_p	인연·신룡파
MSID_H_LueurEngageAtk_p	인게이지 상대와 검과 빔(마법)의\n3연속 연계 공격.\n검·인접 시 한정.
MSID_H_LueurEngageAtk_p_Dragon	인게이지 상대와 검과 빔(마법)의\n3연속 연계 공격/검·인접 시 한정.\n[용족]대미지 120%.
MSID_H_LueurEngageAtk_p_Coop	인게이지 상대와 검과 빔(마법)의\n3연속 연계 공격/검·인접 시 한정.\n[연계]검 공격 대미지에 힘의 20%를 추가.
MSID_H_LueurEngageAtk_p_Magic	인게이지 상대와 검과 빔(마법)의\n3연속 연계 공격/검·인접 시 한정.\n[마도]빔 대미지에 마력의 20%를 추가.
MSID_H_LueurEngageAtk_p_Prana	인게이지 상대와 검과 빔(마법)의\n3연속 연계 공격/검·인접 시 한정.\n[기공]브레이크 확정.
MSID_H_LueurEngageAtk_p_CMD	인게이지 상대와 3연속 연계 공격
MSID_PrivateSkill_Lueur	신룡의 결속
MSID_H_PrivateSkill_Lueur	인접한 아군이 입히는 대미지+3.\n받는 대미지-1.
MSID_PrivateSkill_Vandre	백의 충성
MSID_H_PrivateSkill_Vandre	주인공과 인접한 상태일 때\n주인공과 자신의 필살+5.
MSID_PrivateSkill_Clan	푸른 신앙
MSID_H_PrivateSkill_Clan	주인공과 인접한 상태일 때\n주인공과 자신의 명중+10.
MSID_PrivateSkill_Fran	붉은 성원
MSID_H_PrivateSkill_Fran	주인공과 인접한 상태일 때\n주인공과 자신의 회피+10.
MSID_PrivateSkill_Alfred	자기 연구
MSID_H_PrivateSkill_Alfred	전투 및 아이템 사용 등을 하지 않고\n대기했을 때 1턴 동안 힘+2.
MSID_PrivateSkill_Boucheron	눈물샘 붕괴
MSID_H_PrivateSkill_Boucheron	자신의 전투에 아군이\n체인 어택으로 참가했을 때\n자신이 입히는 대미지+2.
MSID_PrivateSkill_Atie	근육 증강제
MSID_H_PrivateSkill_Atie	HP 회복 아이템을 사용했을 때\n1턴 동안 힘+2.
MSID_PrivateSkill_Celine	평화의 꽃
MSID_H_PrivateSkill_Celine	주위 2칸 이내에 있는 아군이 사용하는\nHP 회복 아이템의 회복량을 150%로 한다.
MSID_PrivateSkill_Chloe	그림 같은 두 사람
MSID_H_PrivateSkill_Chloe	주위 2칸 이내에 아군 남녀 유닛이 서로\n인접해 있을 경우, 입히는 대미지+2.
MSID_PrivateSkill_Louis	화원의 문지기
MSID_H_PrivateSkill_Louis	주위 2칸 이내에 아군 여성 유닛 2명이\n서로 인접해 있을 경우, 받는 대미지-2.
MSID_PrivateSkill_Diamand	정면 승부
MSID_H_PrivateSkill_Diamand	직접 공격 시\n상대가 반격할 수 있는 경우, 서로의 명중+15.
MSID_PrivateSkill_Umber	자기소개
MSID_H_PrivateSkill_Umber	자신과 적의 주위 1칸에\n다른 유닛이 없을 경우\n명중+20, 회피-10.
MSID_PrivateSkill_Jade	명상
MSID_H_PrivateSkill_Jade	전투 및 아이템 사용 등을 하지 않고\n대기했을 때 1턴 동안 마방+2.
MSID_PrivateSkill_Staluke	제가 지키겠습니다!
MSID_H_PrivateSkill_Staluke	주위 2칸 이내에 있는 아군이 공격받았을 때\n1턴 동안 힘+3.
MSID_PrivateSkill_Lapis	전과 이양
MSID_H_PrivateSkill_Lapis	주위 1칸 이내에 아군이 있을 경우\n명중·회피+10, 필살-10.
MSID_PrivateSkill_Citrinica	진수성찬
MSID_H_PrivateSkill_Citrinica	HP 회복 아이템을 사용했을 때\n주위 1칸의 아군도 같은 양의 HP를 회복한다.
MSID_PrivateSkill_Ivy	집착
MSID_H_PrivateSkill_Ivy	같은 적과 연속해서 한 번 더 전투했을 때\n명중+20.
MSID_PrivateSkill_Zelkova	｢다음｣은 없다
MSID_H_PrivateSkill_Zelkova	적에게 공격받았을 때\n적의 명중-10.
MSID_PrivateSkill_Kagetsu	천하일색!
MSID_H_PrivateSkill_Kagetsu	직접 공격 시\n적의 회피-10.
MSID_PrivateSkill_Hortensia	빛나는 마력
MSID_H_PrivateSkill_Hortensia	회복 계열 지팡이를 사용할 때\n사정거리+1.
MSID_PrivateSkill_Rosado	미소
MSID_H_PrivateSkill_Rosado	적이 남성 유닛일 때\n적의 회피-20.
MSID_PrivateSkill_Goldmary	한숨
MSID_H_PrivateSkill_Goldmary	적이 남성 유닛일 때\n적의 명중-20.
MSID_PrivateSkill_Misutira	솔룸의 소음
MSID_H_PrivateSkill_Misutira	주위 3칸 이내에 있는 적의 필살-5.
MSID_PrivateSkill_Merin	에스코트
MSID_H_PrivateSkill_Merin	자신의 주위 2칸 이내에\n아군 여성 유닛이 2명 이상 있을 경우\n그 여성 유닛들과 자신의 명중·회피+5.
MSID_PrivateSkill_Panetone	전장의 피
MSID_H_PrivateSkill_Panetone	HP가 최대치가 아닐 경우\n필살+10.
MSID_PrivateSkill_Fogato	속임수
MSID_H_PrivateSkill_Fogato	같은 적과 연속해서 한 번 더 전투했을 때\n적의 필살-10.
MSID_PrivateSkill_Pandoro	대집회
MSID_H_PrivateSkill_Pandoro	주위 2칸 이내에 있는 적과 아군의 수×3만큼\n명중·회피가 상승한다.
MSID_PrivateSkill_Bonet	요리 재현
MSID_H_PrivateSkill_Bonet	도시락을 먹었을 때\n행운% 확률로 동일한 것을 획득한다.
MSID_PrivateSkill_Anna	일확천금
MSID_H_PrivateSkill_Anna	행운%로 발동.\n적 격파 시, 500G 획득.
MSID_PrivateSkill_Jean	노력하는 재능
MSID_H_PrivateSkill_Jean	레벨 업했을 때\n기본 능력이 오를 확률이 상승한다.
MSID_PrivateSkill_Yunaka	살인 기술
MSID_H_PrivateSkill_Yunaka	회피 지형에서 공격했을 때\n필살+15.
MSID_PrivateSkill_Seadas	신비한 춤
MSID_H_PrivateSkill_Seadas	턴 개시와 동시에\n자신의 주위 2칸 이내에 있는\n아군의 HP를 최대치의 10%만큼 회복시킨다.
MSID_PrivateSkill_Linden	베테랑의 감
MSID_H_PrivateSkill_Linden	자신이 장비한 무기의 레벨이\n상대보다 낮으면 필살+20.
MSID_PrivateSkill_Saphir	승리를 향한 의지
MSID_H_PrivateSkill_Saphir	HP가 50% 이하일 경우\n명중·회피+20.
MSID_PrivateSkill_Veyre	사룡의 구제
MSID_H_PrivateSkill_Veyre	인접한 아군이 입히는 대미지+1,\n받는 대미지-3.
MSID_PrivateSkill_Mauve	다음을 위한 준비
MSID_H_PrivateSkill_Mauve	전투 및 아이템 사용 등을 하지 않고\n대기했을 때 1턴 동안 수비+2.
MSID_JobSkill_SwordMaster	돌파
MSID_H_JobSkill_SwordMaster	인접해서 전투한 뒤,\n적 너머 반대편 칸으로 이동하는\n｢돌파｣ 커맨드 사용 가능.
MSID_H_JobSkill_SwordMaster_CMD	인접 전투 후, 상대의 반대편으로 이동
MSID_JobSkill_BraveHero	가세
MSID_H_JobSkill_BraveHero	자신의 HP가 최대치인 상태로\n체인 어택에 참가했을 경우\n2연속 공격이 된다.
MSID_JobSkill_Halberdier	협공
MSID_H_JobSkill_Halberdier	직접 공격 시\n적을 자신과 아군 사이에 두고 있을 경우\n추격이 발생한다
MSID_JobSkill_RoyalKnight	조력
MSID_H_JobSkill_RoyalKnight	아군이 전투 후 브레이크되었을 때\n자신이 인접해 있고 HP가 11 이상이라면\n10 소비해 아군의 브레이크 상태를 해제한다.
MSID_JobSkill_Berserker	스매시+
MSID_H_JobSkill_Berserker	스매시 발생 시\n상대를 2칸 이동시킨다.
MSID_JobSkill_Warrior	무자비
MSID_H_JobSkill_Warrior	브레이크 상태인 상대를 공격했을 때\n대미지 150%.
MSID_JobSkill_Sniper	집중
MSID_H_JobSkill_Sniper	상대에게 반격당하지 않을 경우\n필살+10.
MSID_JobSkill_BowKnight	저격
