MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nVous avez une force considérable, Roy. Ce n'est\npas étonnant que Brodia ait été chargé de votre\nprotection.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nMes alliés étaient en danger. Je ne pouvais pas\nme permettre d'hésiter... Ce n'est rien, vraiment.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x06\x04ロイ\nRien ? Vous avez abattu chaque ennemi\nd'un seul trait ! Ça, c'est quelque chose.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nUn si beau compliment ! De l'Emblème de\nBrodia ! Je ne sais pas quoi dire, à part... merci.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nJe me bats aux côtés du trésor national de\nBrodia. Quel honneur ! J'en suis ravie, Roy !\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x06\x04ロイ\nPas la peine d'être aussi modeste, Lapis.\nNous combattons ensemble pour la paix...\net j'en suis également ravi.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nJe me sens plus forte avec vous, Roy. Vous\nvous êtes entraîné contre les Aberrations ou\nles ennemis aberrants en général ?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x06\x04ロイ\nDes ennemis à Biran ? Bien entendu, je les ai\ncombattus de toutes mes forces. Euh... Vous\navez bien dit « à Biran » ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nEuh, Roy ? Je voulais vous remercier de m'avoir\nfait profiter de votre force tout ce temps...\nalors je, euh...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04ロイ\nPourquoi tant de cérémonie ? Inutile de me\nremercier. Je ne fais que ce qui doit être fait.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04ロイ\nAttendez, c'est quoi, ça ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nJ'ai voulu commémorer le temps passé à nous\nbattre ensemble, alors j'ai fait une poupée à\nvotre effigie. Vous voulez la tenir ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nRester ainsi dissimulé dans l'anneau de Brodia\npendant tout ce temps ! Je suis heureuse de\nrencontrer un être aussi exceptionnel que vous.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04ロイ\nMoi aussi, je suis content de vous rencontrer,\nCitrinne. Mettons nos forces en commun et\nbattons-nous jusqu'au bout !\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDites-moi, Roy... Y a-t-il quelque chose que\nvous désirez ? Je peux vous l'acheter afin\nde vous témoigner mon amitié.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04ロイ\nIl y a en effet quelque chose... Je ne comprends\nrien à la magie. Pourriez-vous m'aider à\ncombler cette lacune ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMoi qui viens d'un royaume de guerriers,\nje rougis de ma faiblesse... Si seulement\nla force physique pouvait s'acheter...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04ロイ\nCela ne vous a pas encore frappée, Citrinne ?\nVous êtes bien plus forte que lors de notre\npremière rencontre.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nVraiment ? Vous ne dites pas cela pour me\nfaire plaisir, Roy ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04ロイ\nL'expérience accumulée sur le champ de\nbataille ne s'achète pas... et nous n'avons\npas fini d'en acquérir.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAcceptez-vous de combattre à mes côtés, Roy ?\nMalgré ce que j'ai fait subir au roi de Brodia ?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04ロイ\nBien sûr que j'accepte. La mort du roi Morion\nn'était pas de votre faute.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nMerci d'accepter ma compagnie. La culpabilité\nqui me ronge en est quelque peu soulagée.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04ロイ\nJe vous en prie. Je suis heureux de constater\nque nous pouvons nous faire confiance.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAuprès de vous, c'est comme si tout devenait\nplus simple. Je dois dire que c'est un grand\nsoulagement.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04ロイ\nRavi de l'entendre. Je sais que nous avons tous\ndeux dû surmonter des sentiments difficiles.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nC'est grâce à votre bonté que nous y sommes\nparvenus. J'espère qu'un jour, je serai aussi\nforte et bienveillante que vous.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04ロイ\nJe crois que vous l'êtes déjà. Mais si un jour\nvous êtes en proie au doute, souvenez-vous\nque je suis à vos côtés.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nUne énergie brillante semble *émaner* de vous,\nRoy. J'espère que vous me prêterez cette force.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04ロイ\nJe ferai tout mon possible pour vous aider,\nZelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nCommençons l'entraînement, Roy. Et n'arrêtons\npas tant que je ne *m'effondre* pas de fatigue.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04ロイ\nVotre détermination fait plaisir à voir, mais\nil est inutile d'aller jusque-là. Il est important\nde savoir faire des pauses.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAujourd'hui, je vais m'adonner à la *peinture*.\nJ'aimerais que vous vous joigniez à moi.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04ロイ\nEncore une de vos activités, c'est ça ?\nEt qu'allez-vous peindre ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nVotre portrait. Veuillez rester immobile, afin\nque je puisse *préserver* votre profil pour\nles futures générations.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04ロイ\nOh, merci. Ha ha, je crois que je suis encore\nplus nerveux que sur un champ de bataille...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy ! Vous et moi allons nous battre comme\nsi nous ne faisions qu'un ! Cela conduira\ninévitablement à de profonds liens d'amitié !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04ロイ\nC'est ça... Je veux dire, je l'espère.\nJ'ai hâte de travailler avec vous, Kagetsu.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy ! Je veux vous connaître plus intimement\nen dehors du champ de bataille. Fusionnez\navec moi maintenant !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, vous voulez que nous nous entraînions à...\nAttendez, là ? Maintenant ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nNos liens sont devenus si profonds ! Je tiens\nénormément à vous, Roy. Partagez-vous ce\nsentiment ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04ロイ\nJe le partage. J'ai appris à vous estimer.\nL'énergie que vous mettez à apprendre\net à progresser force le respect.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nMerci ! Cela me conforte dans l'affection\nque je vous porte.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04ロイ\nJe n'ai jamais rencontré quelqu'un cherchant\nà devenir mon ami avec autant d'enthousiasme,\nKagetsu. Ça m'a beaucoup appris.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous êtes l'Emblème de Brodia ? Pas mal !\nJe crois que je me suis trompée sur Brodia.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04ロイ\nMerci, Hortensia. Je suis heureux de l'entendre.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous êtes un vrai charmeur, Roy. Je parie que\nvous avez fait tourner pas mal de têtes.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04ロイ\nVous pensez ? C'est gentil de dire ça...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est l'heure, Roy ! Allons leur montrer\nce dont nous sommes capables !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04ロイ\nHa ha, j'aime votre enthousiasme. Et d'ailleurs,\nje parie que vous êtes assez forte pour\nvous en sortir toute seule.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh. Et moi qui pensais que vous appréciiez\nqu'on fasse des choses ensemble...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04ロイ\nHortensia, je suis toujours heureux de passer\ndu temps avec vous. Allons-y.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJ'adore vos cheveux, Roy ! Avec une couleur\npareille, on ne risque pas de vous rater.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04ロイ\nAh oui ? Eh bien merci ! Je crois que personne\nne m'a encore jamais dit ça. J'aime votre façon\nde voir les choses.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEst-ce que, s'il est joli, un anneau augmente\nle charme de l'Emblème ? Je serais peut-être\nencore plus adorable sous forme d'Emblème...\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04ロイ\nDécidément, on ne s'ennuie jamais avec vous,\nRosado. Vos remarques m'offrent toujours\nmatière à réflexion.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJe dois vous avouer que je déteste la guerre.\nJe n'y vois strictement rien de séduisant.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04ロイ\nEn effet. La seule perspective séduisante est\nd'y mettre fin afin d'assurer la paix dans le\nmonde et la sûreté de nos amis.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nHé hé ! C'est typique de vous, et en plus\nvous avez raison. Je me battrai tant que\nnous aurons des amis à protéger.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04ロイ\nIl en va de même pour moi. Au moindre doute,\nraccrochez-vous à cette idée.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suis contente de vous avoir à mes côtés,\nRoy. Votre force complète mon raffinement.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04ロイ\nEuh, sans doute. On peut dire que nous faisons\ndu bon travail ensemble.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTout ce que vous préparez a l'air délicieux,\nGoldmary. J'aimerais vraiment pouvoir y goûter.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suppose que vous allez devoir vous contenter\nde l'arôme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPuis-je vous demander une faveur, Roy ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04ロイ\nBien entendu. Je ferai mon possible pour vous\naider.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'ai entendu parler d'une charmante source\nchaude et j'aimerais m'y rendre. Voulez-vous\nm'accompagner ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x06\x04ロイ\nCe doit être une zone dangereuse s'il vous faut\nune escorte. N'ayez crainte, vous arriverez à\nbon port sans encombre.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nAinsi Timerra, vous êtes à la fois princesse\net membre des Sentinelles ? On dirait que\nje suis entre de bonnes mains.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nMerci et pareillement. Vous êtes quand même\nl'Emblème de Brodia. le royaume des guerriers.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nJe suis contente que vous soyez venu à mon\nsecours, Roy. J'ai même écrit une chanson\npour vous remercier. Vous devez l'écouter !\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04ロイ\nJe me suis laissé dire que vous possédiez\nune voix incroyable, j'ai hâte de l'entendre.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDites-moi, Timerra, qu'est-ce qui vous pousse\nà vous battre ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nAu cours de mes voyages, j'ai rencontré des tas\nde gens et vu comment ils vivaient. C'étaient\ndes gens bien.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nJe veux les protéger, eux, leur façon de vivre,\nleurs visages souriants... Je veux apporter toute\nl'aide que je peux.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04ロイ\nC'est une raison qui vous honore, Timerra.\nJe promets de vous aider à défendre ces gens.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06メリン\nJe veux être un chevalier plus fort. Messire\nRoy, je vous en prie, aidez-moi... prêtez-moi\nvotre force.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04ロイ\nJ'en serais ravi, Merrin. Nous travaillerons\nensemble aussi longtemps que je serai\nauprès de vous.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDans mon monde, il n'y a pas de loups géants\ncomme celui que vous montez. Ils ont quelque\nchose de fascinant.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nOh, vous aimez les animaux ? Formidable !\nJe cours chercher mon encyclopédie des\ncréatures rares !\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nQu'est-ce que vous fabriquez, Merrin ?\nToutes ces poses que vous prenez... Est-ce une\nnouvelle technique d'entraînement ?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nOh non, pas du tout, Messire Roy. J'essaie\njuste de me trouver une pose rien qu'à moi.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x06\x04ロイ\nUne pose... rien qu'à vous ? Quel intérêt ?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nParce que c'est classe, voyons. Mais attention,\nj'en cherche aussi une pour vous, hein. Vous\naurez fière allure sur le champ de bataille !\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nVous êtes une combattante d'une extrême\nagilité, Panette. C'est extraordinaire de vous\nvoir sur le champ de bataille.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe suis honorée d'entendre ces paroles.\nJe vais m'entraîner encore plus dur afin\nde me montrer digne de vos éloges.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nJe suis tombée sur des foules de spécimens\nd'insectes. Regardez, il suffit de se pencher\npour se régaler les yeux à les observer.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, ouah ! En effet, on peut dire qu'il y en a\ndes foules. Merci. Et surtout, merci de les\néloigner de ma vue.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nVous ne voulez pas prendre une pause ?\nIl est très tard, et vous êtes toujours là,\nà vous entraîner.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nOh non. Je dois devenir plus forte si je veux\ncontribuer à instaurer la paix.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x06\x04ロイ\nVous êtes extrêmement forte et faites preuve\nd'une solide détermination. C'est un honneur\npour moi de me battre à vos côtés, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nMon cœur est transporté de joie en entendant\nces paroles, et je suis plus résolue que jamais\nà massacrer nos ennemis !\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nRoy, j'aimerais pouvoir compter sur votre\nforce quand je me bats parmi les Sentinelles.\nEst-ce que ça vous irait ?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04ロイ\nTout à fait, Fogado. Si vous avez besoin\nde quoi que ce soit, vous n'avez qu'à m'appeler.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nJ'ai beaucoup de talents, mais je suis bien\nincapable de pêcher. Vous auriez peut-être\ndes conseils, en tant qu'Emblème ?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04ロイ\nPas tellement, sinon que certaines compétences\npeuvent toujours s'acquérir. Entraînez-vous et\nj'essaierai de vous aiguiller.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nVous vous souvenez du village qu'on a secouru,\ncelui qui était assailli par des monstres ?\nSes habitants organisent un banquet !\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04ロイ\nC'est formidable, Fogado. Vous devriez y aller.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nHein ? Mais c'est uniquement grâce à vous\nque nous avons remporté la victoire... Vous\ndevez venir aussi !\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04ロイ\nOh, d'accord ! Dans ce cas, je me joindrai\navec plaisir aux festivités.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMessire Roy, merci de m'avoir prêté votre\nforce. En tant que dignitaire religieux, vous\nm'en voyez profondément honoré.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04ロイ\nOh, pas la peine de faire la révérence ou quoi\nque ce soit, Pandreo. Discutons d'égal à égal.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nJ'étudie actuellement une nouvelle danse de\ndévotion, mais il y manque un je-ne-sais-quoi\nde vénération, je crois. Vous auriez un conseil ?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x06\x04ロイ\nJe doute d'être le plus à même de vous aider.\nMais puisque vous me le demandez, je peux\nessayer. Allons, montrez-moi cela.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMessire Roy, Je veux organiser une fête en\nvotre honneur, parce que je suis moi-même\ntrès honoré du soutien que vous m'apportez.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04ロイ\nCe n'est pas la peine. Travailler avec vous à\ninstaurer la paix... Cela me suffit amplement.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nVous avez si bon cœur... D'ailleurs,\nc'est avant tout pour ça que je veux\norganiser une fête pour vous !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04ロイ\nSoit, j'ai hâte d'y être. Et si vous profitiez\nde cette fête pour inaugurer votre nouvelle\ndanse de dévotion ?\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nVos cheveux sont de la couleur du piment.\nJe me demande s'ils piquent tout autant.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ロイ\nMes cheveux ressemblent... à un piment ?\nMerci. Enfin... je crois...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nVous m'avez inspiré la création d'un nouveau\nplat, Roy. Regardez un peu.\x0E\x04\x00\x00
