MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nÊtre votre compagnon me remplit d'allégresse.\nJ'ai juré à Lumera de vous défendre au péril\nde ma vie.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNe vous en faites pas, Alcryst. Je ne suis\nqu'un allié du Dragon divin parmi d'autres,\ntout comme vous.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nVous n'en avez peut-être guère conscience,\nAlcryst, mais les gens vous apprécient.\nVotre gentillesse vous vaut de l'affection.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh... Je ne mérite pas de telles paroles. M-Merci\nde tout cœur, Messire Sigurd, c'est un honneur.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nVous jouissez d'un talent inné pour identifier\nles plus grandes qualités d'autrui. J'espère\nque vous êtes conscient de cette bénédiction.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nJe ne dirais pas que j'ai un talent particulier...\nc'est simplement dû au fait que tout le monde\nest meilleur que moi.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08シグルド\nHa ha, en êtes-vous sûr ? J'espère qu'un jour,\nvous porterez votre regard avisé sur\nvous-même, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nMerci, Messire Sigurd. Je ne vous promets rien,\nmais... je vais essayer.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nVous êtes un prince et un chevalier, n'est-ce\npas, Sigurd ? Et moi je ne suis qu'une roturière.\nOh, je suis si nerveuse...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08シグルド\nVos origines n'ont aucune espèce d'importance,\nLapis. Nous sommes unis par notre cause.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nMiam, rien ne vaut les pommes de terre de\nla maison... Ah, Sigurd ! Est-ce que vous avez...\ntout entendu ?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08シグルド\nPourquoi une telle panique, Lapis ? Je vous\nen prie, festoyez ! Nul ne saurait remporter un\ncombat le ventre vide.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJ'ai perdu la plus importante des batailles,\nlaissant mon fils Seliph derrière moi. J'avais\nencore tant à lui apprendre...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nÇa a dû être difficile, pour vous et votre fils.\nLa guerre engendre tant de douleurs et de\nsouffrance...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08シグルド\nChaque combat peut être votre dernier. S'il est\ndes choses que vous souhaitez que quelqu'un\nentende, n'hésitez jamais à les lui dire.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nOui... Il n'y aura peut-être pas d'autre chance,\nn'est-ce pas ? Merci, Sigurd. C'est une leçon\nimportante.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJe suis ravie de vous voir, Sigurd. Puis-je vous\noffrir une part de gâteau ? Je viens juste de\ndévaliser une pâtisserie !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08シグルド\nIl m'est impossible de dévorer tant de douceurs,\net même d'en avaler une bouchée, pour tout\ndire. Mais je vous remercie de votre offre.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'aime Brodia, et Brodia me rend bien cet\namour. Son peuple, ses terres... Tout ce qui\nfait d'elle ce qu'elle est.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08シグルド\nAttachez-vous à ce sentiment, Citrinne.\nLaissez-le vous guider et protéger votre\nroyaume... ainsi que votre peuple.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIl me faut vous remercier, Sigurd.\nVotre puissance m'aide à protéger ceux\nque j'aime... Et ils sont fort nombreux.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08シグルド\nLe temps que vous avez passé auprès de nos\nalliés a tissé des liens durables, dont certains\nsont plus forts que ceux du sang.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nC'est vrai. Je me sens proche de tout\nle monde... Vous y compris.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn effet ! Les liens forgés sur le champ de\nbataille sont encore plus forts... et le nôtre\ndurera longtemps.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe regrette de n'avoir rien pu faire pour sauver\nvotre père. La douleur qui s'abat sur l'enfant\néploré est... une chose que je connais bien.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nVous n'avez pas à vous préoccuper de moi.\nJe suis la princesse héritière d'Elusia. Je sais\noù est mon devoir.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アイビー\nUne telle affirmation n'est peut-être guère\nconvenable dans la bouche d'une princesse\nd'Elusia, mais je vénère le Dragon divin.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08シグルド\nC'est le premier reflet de votre vraie nature\nque j'aperçois, je crois. Et ce que je découvre\nn'est pas pour me déplaire.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nNous nous connaissons bien à présent,\net pourtant, j'ai l'impression de ne jamais\nvous avoir vue sourire.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nBonheur et devoir sont souvent incompatibles\npour une princesse.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nQuand j'étais simple élève à l'académie,\nje partageais bien des joies avec mes amis.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08シグルド\nAlors il est de mon devoir d'être votre ami,\ndans l'espoir de vous voir un jour retrouver\ncette joie.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIl n'est point nécessaire de vous affairer autant,\nZelkov. Pourquoi ne profitez-vous jamais des\ninstants de repos qui s'offrent à vous ?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nJe ne trouve aucun apaisement dans le\ndésœuvrement que vous appelez repos.\nJe préfère *demeurer* occupé.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEn tant qu'Emblème, vous ne pouvez vieillir.\nLa perspective d'une si longue vie ne vous\n*effraie*-t-elle pas ?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08シグルド\nJe ne crains pas de mener une longue vie,\nmais j'appréhende d'avoir à dire adieu à\nceux qui me sont chers.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMon fils, Seliph, a combattu pour venger ma\nmort. Mais notre ennemi considérait que ses\npropres actions étaient justes.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nJe me demande souvent s'il en allait de *même*\npour l'homme qui a tué mon père.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08シグルド\nLa moralité n'est ni simple, ni universelle.\nChacun a sa propre conception de ce qui\nest juste et de ce qui ne l'est pas.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nL'empathie dont vous faites preuve inspire\n*l'humilité*. Je comprends pourquoi on vous\nqualifie de chevalier sacré.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nSigurd ! Tout va bien ? Je tiens à ce que tous\nmes amis soient heureux et en bonne santé.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMerci de votre prévenance, mais je suis en\npleine forme. Et j'entends bien le rester tant\nque durera cette guerre.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nJe n'avais pas envie de passer ma vie sans\nvoir d'autre pays que le mien. C'est pourquoi\nj'ai fui ma patrie.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08シグルド\nÉcrivez-vous au moins à vos parents ?\nNul doute qu'ils apprécieraient le geste, ils\ndoivent se faire du mauvais sang à votre sujet.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nVotre force est admirable ! Acceptez-vous\nd'en faire la démonstration dans mon pays\nquand cette guerre sera terminée ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08シグルド\nLe choix de ma prochaine destination est entre\nles mains de Sa Divinité, mais je serais heureux\nde vous apprendre mes techniques.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nJe comprends, et j'accepte votre offre avec\njoie ! Je rêve d'étudier vos techniques !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08シグルド\nAlors c'est avec plaisir que je vous enseignerai\ntout ce que je sais.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMes plus sincères condoléances pour votre père.\nVoir un enfant endeuillé par la perte d'un parent\nm'emplit de chagrin.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nMerci, Sigurd, mais ça ira. Je suis suffisamment\ngrande pour faire passer la reconstruction\nd'Elusia avant tout.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous avez tellement de dignité et de vaillance.\nJe parie que vous étiez un bourreau des cœurs\ndans votre monde.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08シグルド\nJe n'ai jamais accordé d'importance à ce genre\nde choses. Il n'y a qu'une seule femme que j'ai\nvoulu séduire.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe ferai tout ce qui sera nécessaire pour rendre\nà Elusia sa gloire d'antan. Je le jure.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08シグルド\nC'est un serment que votre père serait fier\nde vous entendre prononcer. Et il n'aurait\naucun doute quant à votre réussite.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nMerci. J'aimerais également vous demander\nvotre aide, Sigurd. Mais je suppose que cela\ndépendra du Dragon divin.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn effet. Mais quels que soient les chemins\nque nous emprunterons, je vous considérerai\ntoujours comme mon amie.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ロサード\nSigurd, essayez de ne pas bouger, je vais\nvous dessiner. Et faites-moi un grand sourire.\nVoilà, c'est parfait !\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08シグルド\nC'est incroyable ! Comment faites-vous\npour dessiner si rapidement, tout en traçant\ndes lignes si précises ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJ'ai ouï dire que vous aviez risqué votre\nvie pour restituer un anneau au Dragon divin.\nC'est un acte noble et courageux.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nJe suis content d'avoir pu me rendre utile,\net qu'on se soit tous sortis de là...\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe regrette de ne pas posséder de portrait de\nma famille. Un tableau peut avoir une valeur\ninestimable.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nOui, c'est pratique d'avoir des souvenirs\nsous forme d'objets. Mais vous avez aussi\nceux que vous entretenez en vous.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08シグルド\nC'est vrai. Et comme mon fils n'a pas de\nportrait de moi, je ne peux qu'espérer\nêtre présent en sa mémoire.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nLes souvenirs que votre famille a de vous\nsont sûrement bien plus précieux qu'un portrait.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe vous implore de continuer de nous aider\ndans la lutte qui nous oppose au Dragon déchu.\nCe monde et ses habitants ont besoin de vous.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nC'est demandé de si charmante manière,\ncomment pourrais-je refuser ?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDevenir l'amie d'Hortensia à l'académie d'Elusia\na peut-être été le plus grand tournant de ma vie.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08シグルド\nJ'ai moi aussi rencontré mes amis les plus chers\ndans une académie. Nos liens nous ont permis\nde traverser bien des épreuves.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nToutes les épreuves que nous avons traversées\nm'ont conduit à profondément chérir l'amitié\nqui nous lie, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nTiens donc. Ainsi, même les Emblèmes ne sont\npas insensibles à mon charme ravageur.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08シグルド\nVotre élégance n'a d'égale que votre maîtrise\ndes combats. C'est un honneur de vous compter\nparmi nos alliés.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe sais. Et je suis navrée de placer la barre\nsi haut pour tous vos autres amis.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nミスティラ\nVous avoir ici, Sigurd, on peut pas rêver mieux !\nÇa mérite une ♪petite chanson de mon cru !♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08シグルド\nEh bien, voilà qui est... comment dire...\nun accueil hors du commun. Unique en\nson genre, oserais-je même dire.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMa jeune sœur me reprochait mon laisser-aller.\nJ'ai pourtant fait mon possible pour corriger ce\ntravers...\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nVous êtes surtout trop collet monté ! Mon père\nse balade dans tout le royaume sans se poser\nde question. Vous devriez faire pareil !\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe vous envie, la famille royale de Solm semble\nsi soudée... Hélas, ma propre famille m'a été\nenlevée.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nJ'en suis désolée, Sigurd. Je n'imagine même\npas ne plus pouvoir voir ma famille.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nJe sais que ce n'est pas la même chose, mais\nj'espère que vous pourrez nous considérer\ncomme votre famille à présent.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08シグルド\nMerci, Timerra. Cette idée me réchauffe le cœur.\nJamais je n'oublierai le lien qui nous unit.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nVoilà un moment que vous me fixez.\nSi vous souhaitez m'entretenir de quelque\nchose, je vous en prie, faites.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nPardonnez-moi, je ne faisais qu'observer vos\nmouvements. Messire Sigurd, vous êtes le\nparangon de la classe.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nMessire Sigurd, dites-moi... Comment dois-je\nm'y prendre pour devenir un chevalier aussi\nimpressionnant que vous ?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08シグルド\nLe devoir d'un chevalier est de protéger\nle peuple. Ne cessez jamais d'entretenir\ncette flamme en votre sein.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nJe n'ai toujours rêvé que d'être chevalier...\nMais c'est ma princesse qui a exaucé\nce souhait.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nElle m'a demandé si c'était là mon plus profond\ndésir. J'ai acquiescé, et je suis à son service\ndepuis lors.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08シグルド\nNul doute que Timerra a discerné quelque\nchose en vous, et qu'il lui est apparu que\nvous étiez destinée à cette charge.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0A\x08シグルド\nVous devez prouver votre valeur. Nous nous\nbattrons donc côte à côte et à la vue de tous,\ncomme deux valeureux chevaliers.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nC'est un immense privilège d'être en présence\nd'un chevalier si émérite, Messire Sigurd.\nJ'espère être en mesure de vous servir.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08シグルド\nÉmérite ? Ne vous embarrassez pas de\ntant de cérémonie. Nous sommes égaux.\nNe combattons-nous pas ensemble ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQuand je suis en proie au chagrin, une balade\nà dos de loup soulage mon cœur lourd.\nM'accompagnerez-vous un jour ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08シグルド\nUne balade à dos de loup ? Vous piquez ma\ncuriosité. Je vous rejoindrais volontiers,\nsi j'avais une enveloppe charnelle.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe vous ai mal comprise au premier abord,\nPanette. Je constate désormais qu'une grande\nsincérité préside à vos desseins.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nOù voulez-vous en venir ? Je vous préviens,\nla flatterie ne vous mènera nulle part.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08シグルド\nJe souhaitais seulement vous aviser qu'il n'est\nnul besoin de chercher à m'impressionner.\nIl vous suffit d'être vous-même.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nJ-Je ne cherche pas à vous impressionner.\nJe vous traite simplement en grand frère\naimant, objet de mon admiration.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nフォガート\nJe vais organiser la fête du siècle. Rien de\ntrop guindé, nous serons juste entre amis.\nAlors, Sigurd, est-ce que vous êtes tenté ?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMerci de votre invitation, Fogado, je serai\nheureux d'y participer. Je ne demande qu'à\nfraterniser avec mes compatriotes.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nフォガート\nVous ne laisseriez jamais quelqu'un dans le\npétrin, n'est-ce pas ? Ce n'est pas mon genre\nnon plus.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08シグルド\nLe devoir primordial du chevalier est de\nprotéger autrui. Je suis heureux de savoir\nque vous avez également cette priorité.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe laisse la politique à ceux qui en vivent.\nEt sur le champ de bataille, je m'appuie\nsur les plus grands stratèges.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nOui, je comprends, nous avons tous nos\npoints forts, n'est-ce pas ? Pour ma part,\nje suis une excellente Sentinelle.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nIl est important de trouver les gens possédant\nles capacités dont nous sommes dépourvus.\nC'est ainsi qu'on constitue une bonne équipe.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08シグルド\nJe suis tout à fait d'accord. Je compte bien\naffûter mes techniques et en exploiter toute\nla puissance partout où nous irons, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nÇa fait un bail que vous connaissez Sa Divinité,\npas vrai ? Je suis bien aise que vous soyez\nlà pour combattre avec nous.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08シグルド\nJe me contente de protéger ceux qui\nen ont le plus besoin. Et aujourd'hui,\nce monde est en détresse.\x0E\x04\x00\x00
