MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, auriez-vous un peu de temps pour\ndiscuter ? J'aimerais en savoir davantage\nsur le monde d'où vous venez.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nPourquoi gardez-vous ces vieilles armes et\nces morceaux d'armure qui ne servent plus ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nJe les réutilise comme matériaux pour bricoler.\nFabriquer soi-même ce dont on a besoin, c'est\nplus économique... euh, plus pratique !\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nOù allez-vous donc ? Toutes nos installations\nd'entraînement se trouvent ici, à Somniel.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nJe me rends en forêt pour chasser des ours...\nEuh ! Je veux dire, pour trouver un partenaire\nd'entraînement aussi fort qu'un ours !\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ラピス\nJe me suis coupé la main en réparant une arme.\nJ'ai eu beau y appliquer cet onguent de ma\nfabrication, c'est encore douloureux.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nVous avez l'air fâché... Laissez-moi deviner :\nvous allez me reprocher de toujours chercher\nà économiser mon équipement ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nEn tant que mercenaires, il nous arrivait aussi\nde devoir réparer des choses nous-mêmes.\nMais vous allez bien trop loin.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nUne combattante comme vous devrait laisser\ndes professionnels se charger des réparations.\nOu suivre un vrai apprentissage de forgeron...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nVous avez tellement de charme, Soren...\nPourquoi le montrez-vous si peu ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe consacre déjà toute mon attention à\nme soucier uniquement de mes affaires.\nVous devriez essayer.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJe suis désolée de vous avoir agacé auparavant.\nY a-t-il quelque chose que je puisse vous offrir\nen guise d'excuses ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nCe que je désire ne s'achète pas.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'aurais dû me douter qu'un Emblème\nn'aurait cure des choses matérielles.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nMerci de me l'avoir dit sans détour. J'apprécie\nles personnes sincères telles que vous, Soren.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nVotre avis m'est indifférent, mais... entre nous,\nj'ai un peu de mal avec les gens comme vous.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nJ'ignore pourquoi, mais quand j'ai affaire à\nun cœur trop pur... ça a tendance à m'irriter.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nDans le monde dont je viens, mon bracelet\navait été confié au royaume d'Elusia.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nIl est bon de le savoir, même si cela ne changera\nrien du tout entre nous.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nLes flagorneurs pullulaient à la cour d'Elusia.\nJ'apprécie votre franc-parler.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe n'ai nulle raison de chercher à vous flatter.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEn combat, je souhaite toujours ardemment\nque ceux auxquels je tiens puissent rentrer\nchez eux sains et saufs.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nC'est peut-être une forme d'égoïsme de ma\npart. Ce tourment vous est-il familier, Soren ?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nPas du tout.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nTout ce qui compte pour moi, c'est de me tenir\naux côtés de la personne que je sers.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJe m'efforce *d'accumuler* le plus possible de\ntâches à accomplir. C'est pour moi la seule\nfaçon de trouver un sommeil réparateur.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nQuelle approche surprenante... Ne croyez-vous\npas qu'il serait plus efficace de vous concentrer\nsur une tâche à la fois ?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJe n'hésiterais pas à *donner ma vie* pour\nmon travail. Je me demande si vous seriez\nprêt à un tel sacrifice ?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe préfère rester en vie, pour continuer à être\naussi utile que possible à ceux que je sers.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nJ'ai une question au sujet du nouveau remède\nque vous avez préparé... Les instructions quant\nà son utilisation me semblent... peu claires.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nVous parlez de la *teinture écarlate*, je suppose.\nC'est un onguent destiné à calmer les accès\nde rougeur des lésions cutanées.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nC'est donc pour la peau, mais sa présentation\nliquide pourrait laisser croire qu'il faut la boire.\nVoyez-vous ce qui pose problème ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nVoilà une observation tout à fait judicieuse.\nVous êtes quelqu'un de *perspicace*, Soren.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVous êtes beaucoup trop solitaire, Soren.\nAllez, venez donc vous entraîner avec moi.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon merci. J'ai des stratégies à étudier.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSoren ! À présent que nous nous sommes enfin\nentraînés ensemble, nos liens seront éternels !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nCela semble représenter un engagement bien\nplus important que je ne l'imaginais.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nJe souhaite ardemment visiter le monde entier.\nY a-t-il un lieu où vous aimeriez aller, Soren ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nAucun en particulier.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAlors j'en suis heureux pour vous. Cela veut\ndire que vous avez déjà trouvé l'endroit où\nvous vous plaisez le plus.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nCela n'est pas faux. Je sais pour qui je veux\ncombattre, alors je sais où je dois me trouver.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJ'espère que vous n'imaginez pas que\nvotre air détaché de tout vous dispense\nde complimenter ma beauté, Soren.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nJ'avoue que vous me prenez au dépourvu.\nMais quoi que vous attendiez de moi, je crois\nqu'il est peu probable que vous l'obteniez.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHé, pourquoi n'êtes-vous pas intervenu pour\nm'aider, pendant le dernier combat ? C'est\nà ça que servent les Emblèmes, non ?!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nJ'ai évalué la situation et jugé que vous\nla maîtrisiez déjà parfaitement.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous semblez totalement imperméable à ma\nbeauté, Soren. Quel est donc votre problème ?!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe n'ai aucun problème, et cette conversation\nest absolument sans intérêt.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nVous pensez qu'il y a une autre personne plus\nmignonne que moi, hein ? Qui ?! Dites-le-moi !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nVous êtes épuisante. Même si je vous donnais\nun nom, vous ne sauriez que vous méprendre\nsur le sens de ma réponse.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nVous êtes assez mignon, Soren. Vous le seriez\nsans doute encore plus si vous acceptiez de\nvous détendre et de rire de temps en temps !\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe n'ai pas souvenir de vous avoir demandé\nvotre opinion.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nVotre chevelure est tellement abondante...\nSi vous voulez, je peux vous donner des astuces\npour les rendre plus soyeux.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe vous ferais remarquer qu'ils n'ont\npas de forme matérielle.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJ'apprécie bien des choses chez vous, Soren,\nà commencer par votre vocabulaire. Même\nquand vous êtes cinglant, vous êtes mignon.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nDe mon côté, je vous trouve perturbant\net bien difficile à supporter.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nÇa ne vous empêche pas de faire attention\nà moi pendant les combats, n'est-ce pas ?\nVous êtes très attentionné, en réalité.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nJe fais tout ce qu'il faut pour obtenir\nle meilleur rendement tactique.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMes performances en combat augmentent à\nmesure que l'on me complimente. Félicitez-moi\ndonc chaleureusement et en détail.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe préférerais évaluer vos performances sans\néloges, et ajuster notre stratégie en fonction.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe comprends que mon charme puisse vous\nintimider, Soren, mais cela ne sert à rien de\nvous en prendre à moi pour autant.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nDe toute évidence, il y a un malentendu.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nJ'ai relevé quelques points à améliorer, lors de\nla dernière bataille. Vous devriez par exemple...\nDites, vous m'écoutez ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPourquoi est-ce que je fournis autant d'efforts\npour quelqu'un qui ne me fait même pas\nde compliments ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nÉvitez de m'interrompre, s'il vous plaît. Alors,\nà propos de votre positionnement en combat...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nVoilà que je me mets à accepter les critiques\nconstructives... Qu'avez-vous fait de moi ?!\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nVous êtes la princesse héritière de Solm, c'est\nbien cela ? Je vous remercie d'avoir protégé Ike.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nIl m'a tellement parlé de vous... J'attends\nde grands exploits d'un conseiller stratégique\nde votre envergure !\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nChaque fois que vous ouvrez la bouche,\nvous évoquez Ike. J'ai l'impression que\nvous l'aimez beaucoup, hein ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nAimer. Détester. Ce sont des mots vides de sens\net qui n'ont pas le moindre intérêt pour moi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nDites-moi, je serais curieuse d'en savoir plus\nsur le groupe de mercenaires d'Ike. Ils sont\ntous d'humeur aussi morose que vous ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon, c'est un groupe plutôt animé,\nvoire même bruyant.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nHa ha ! Voilà qui est intéressant ! Continuez,\nça pourrait m'aider à vous comprendre,\nIke et vous.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nPff... Que voulez-vous savoir, au juste ?\nJe dois pouvoir répondre à quelques\nquestions, si c'est vraiment nécessaire.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06メリン\nVous pourriez m'aider à trouver une répartie\npour mon prochain duel ? Je veux avoir\nle dernier mot avec un truc classe !\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nAvoir de la classe ? Mais à quoi bon ? Si vous\nvoulez que cette guerre se termine, cherchez\navant tout à tuer les ennemis.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nVotre programme d'entraînement est plus\nintense que je ne m'y serais attendu.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nJe tiens à être élégante, mais l'apparence ne fait\npas tout. Il faut qu'on puisse compter sur moi.\nFaisons un petit duel, et vous allez voir.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nVous êtes sans arrêt à la recherche de\ncréatures étranges... Cela fait-il aussi partie\nde votre programme d'entraînement ?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nHein ? Mais pas du tout. J'ai juste envie\nd'apprivoiser des petites bêtes rares.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nJe vois. Et moi qui m'imaginais que vous\npreniez l'entraînement très au sérieux...\nVous êtes parfois difficile à comprendre.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nIl y a bien des activités qui vous plaisent, non ?\nVous devriez vous aussi vous consacrer un peu\nà vos passions, de temps en temps.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous êtes une des rares personnes à m'épargner\ndes regards perplexes quand je mets des\ninsectes en bouteille.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nJ'interviendrais si cette manie risquait de\nnuire à nos efforts en combat, mais elle\nest sans conséquence particulière.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nC'est une gageure de s'exprimer avec élégance.\nDans le feu du combat, il m'arrive de ne pas\npouvoir tenir ma langue.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSi vous avez de l'énergie à dépenser pour\nbavarder, peut-être devriez-vous vous\nentraîner davantage.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nJ'aimerais vous faire don de ceci, Soren. C'est\nmagnifique, n'est-ce pas ? On dirait un joyau.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nC'est un de vos insectes embouteillés.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nSes coloris changent selon l'angle sous lequel\nvous l'observez. Il s'agit d'une espèce très\nrare, vous savez.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nAussi inutile qu'elle soit, j'avoue que\ncette babiole m'intrigue.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nSoren, j'aime bien ce motif sur votre front !\nIl vous ajoute de la prestance.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDe la prestance ? Alors ça... C'est bien\nla première fois qu'on me le dit.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nVous n'êtes vraiment pas loquace. Mais cela ne\nfait rien. Vous n'êtes pas un homme de parole,\nmais un homme d'action. Je vous comprends.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe vous parlerais volontiers si la discussion\nétait en rapport avec les combats, mais\nc'est si rarement le cas...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nSoren, mon ami ! Nous devrions faire une\nvirée nocturne dans le désert, vous et moi.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nJe préfère autant m'abstenir...\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nAllez ! Vous verrez, vous ne le regretterez pas.\nEt je sais que c'est dur à croire, mais la vue\nest encore plus belle de nuit.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nVous n'avez vraiment peur de rien. Votre\nassurance à toute épreuve ne me laisse rien\nprésager de bon quant à votre avenir.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nVous savez, votre tenue ne paraîtrait nullement\ndéplacée dans une église. Ça vous dirait de\nvenir prier avec moi ?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon. La foi... ne me sied guère.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nLa prière n'a jamais sauvé de vies. Seul\nl'accomplissement scrupuleux de son devoir\nle permet.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nC'est vrai. Mais bien des gens trouvent dans\nla prière un moyen d'affermir leur cœur.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLa prière est aussi un moyen d'apaiser l'esprit,\npar exemple lorsqu'on pleure des amis disparus.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNe serait-il pas pour autant possible d'apaiser\nson esprit sans avoir recours à la prière ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nEh bien, ma foi... Que diriez-vous alors de prier\npour le bonheur des gens qu'on aime ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nHmm... Le bonheur des gens qu'on aime...\nPeut-être n'est-ce pas une mauvaise idée.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ボネ\nOn m'a raconté que vous faisiez partie\nd'une bande de mercenaires. J'ai moi-même\nété mercenaire, c'était très difficile.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nAussi banale qu'elle puisse paraître, la vie\nd'un mercenaire n'est pas exempte de défis.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ボネ\nVotre odeur est aussi mystérieuse que\ndélicieuse. Il s'agit là d'un intéressant\nmélange de parfums...\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nVous seriez bien avisé de garder vos distances.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nVous semblez en difficulté. Si celle-ci est\nd'ordre stratégique, vous pouvez m'en parler.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nEn fait, je pensais à vous. Ou plutôt, je me\ndemandais quel plat pourrait bien vous\nrendre heureux.\x0E\x04\x00\x00
