MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nスフォリア\x023\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nReine Seforia !\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x00\x0E\x08リュール\x023\n\x0E\x03\x02\x0A\x08リュール\nJe vous en prie, Votre Majesté. Zephia contrôlait\nl'esprit de la princesse Hortensia à l'aide d'une\nsorte de magie.\x0E\x04\x02\x00
MID_ED3_#020	Dès que celle-ci s'est dissipée, elle a\ncessé de combattre et m'a même\ndonné son Anneau d'Emblème.\x0E\x04\x00\x00
MID_ED3_#021	\x0E\x03\x02\x0C\nスフォリア\nJe ne me rappelle pas avoir vu Zephia ici\nlorsque la jeune princesse me retenait en otage.\x0E\x04\x02\x00
MID_ED3_#022	Regardez-moi bien, vous deux.\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x02\x0E\x0Cオルテンシア\nD'accord...\x0E\x04\x00\x00
MID_ED3_#024	\x0E\x03\x02\x0C\nスフォリア\nAttenter aux jours d'une reine est un crime\ngrave. Vous mériteriez de croupir au cachot !\x0E\x04\x02\x00
MID_ED3_#025	Mais... je ne vais pas vous châtier.\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x0E\x0Cオルテンシア\nAh... non ?\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x02\x0C\nスフォリア\nCe sont les serviteurs du Dragon déchu\nqui ont déclenché le conflit en s'introduisant\ndans le château, n'est-ce pas ?\x0E\x04\x02\x00
MID_ED3_#028	Vos seuls crimes ont été de vous faufiler\nsans y avoir été invitées... et d'avoir menacé\nde me tuer.\x0E\x04\x02\x00
MID_ED3_#029	Si vous voulez vous racheter,\nvainquez le Dragon déchu.\nReconstruisez votre royaume.\x0E\x04\x02\x00
MID_ED3_#030	Le retour au calme en Elusia ne peut qu'être\nbénéfique pour Solm. Oublions tout cela,\nd'accord ?\x0E\x04\x00\x00
MID_ED3_#031	\x0E\x03\x02\x0E\x0Cオルテンシア\nMerci, Votre Majesté.\x0E\x04\x00\x00
MID_ED3_#032	\x0E\x03\x02\x0A\x08アイビー\nNous n'oublierons pas votre témoignage\nde compassion. Nous allons rebâtir Elusia.\nJe vous en fais la promesse.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x02\x0C\nスフォリア\nPour ma part, je pense que je devrais envisager\nde renforcer les défenses du palais.\x0E\x04\x00\x00
MID_ED3_#034	\x0E\x03\x02\x0A\x08リュール\nVous avez raison. Les forces du Dragon déchu\npourraient revenir s'en prendre à vous...\x0E\x04\x02\x00
MID_ED3_#035	Je peux laisser quelques soldats ici afin\nd'assurer votre sécurité.\x0E\x04\x00\x00
MID_ED3_#036	\x0E\x03\x02\x0C\nスフォリア\nOh, ce n'est pas nécessaire. Je dispose\nde beaucoup de membres de ma famille\npour m'aider dans ce domaine.\x0E\x04\x02\x00
MID_ED3_#037	Si la situation dégénère, je peux toujours laisser\nune doublure ici et vadrouiller dans le pays.\x0E\x04\x02\x00
MID_ED3_#038	Alors ne vous en faites pas pour moi.\nConcentrez-vous sur l'élimination du Dragon\ndéchu.\x0E\x04\x00\x00
MID_ED3_#039	\x0E\x03\x02\x0A\x08リュール\nD'accord. Merci.\x0E\x04\x00\x00
MID_ED3_#040	\x0E\x03\x02\x0C\nスフォリア\nTimerra, il est temps de montrer au Dragon\ndivin où se trouve l'autre anneau de Solm.\x0E\x04\x00\x00
MID_ED3_#041	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nBien sûr, maman. Anneau de la Main du Destin\ndroit devant !\x0E\x04\x00\x00
MID_ED3_#042	\x0E\x03\x02\x0A\x08リュール\nOù est-il ?\x0E\x04\x00\x00
MID_ED3_#043	\x0E\x03\x02\x0C\nミスティラ\nDans la forteresse du Nord. Oh... Vous n'allez\npas vous effrayer pour si peu ?\x0E\x04\x00\x00
MID_ED4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ヴェイル_白_悪\x022\n\x0E\x03\x02\x12\x10ヴェイル_白_悪\nHmm...\x0E\x04\x02\x00
MID_ED4_#002	Encore un anneau entre les mains du Dragon\ndivin. Cela ne suffira pas à renverser le cours\ndes choses, toutefois.\x0E\x04\x02\x00
MID_ED4_#003	...\x0E\x04\x02\x00
MID_ED4_#004	Je dois me reposer. Maudit soit ce corps si\nfrêle qui me plonge dans les ténèbres.\x0E\x04\x02\x00
MID_ED4_#005	Je prie pour que mes heures d'éveil ne\ns'écoulent pas aussi vite la prochaine fois.\x0E\x04\x02\x00
MID_ED4_#006	...\x0E\x04\x02\x00
MID_ED4_#007	\x0E\x03\x01\x12\x10ヴェイル_白_悪\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x02\x00
MID_ED4_#008	Du sable ? Mais... où est passée toute la neige ?\x0E\x04\x02\x00
MID_ED4_#009	Où suis-je ?\x0E\x04\x02\x00
MID_ED4_#010	Pourquoi est-ce que ça se passe toujours\ncomme ça ?\x0E\x04\x00\x00
