MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nDites-moi, Claude. J'ai entendu dire qu'on\nvous surnommait le Génie Tactique. Je serais\nravi\x0E\x0A\x00\x06
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nJe suis désolé que vous vous inquiétiez pour\nmoi. Si nous n'étions en guerre, je disparaîtrais\nvolontiers pour éviter de vous causer du souci.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nVous... vous êtes un prince, n'est-ce pas ?\nJ'ai parfois l'impression de discuter à nouveau\navec mon ancienne camarade de l'Académie...\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous êtes exactement comme mon frère, Dame\nEdelgard. Tellement plus forte et plus royale\ndans votre attitude que moi...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nPrince Alcryst, refuser ainsi de croire en vous,\nc'est presque comme si vous reniiez ceux qui\nvous ont accordé leur confiance.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nJe ne vous demande pas de changer du jour au\nlendemain, mais reconnaissez et admettez ce\nque moi et bien d'autres voyons en vous.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nJe... ne sais pas si j'en serai capable... mais je\nvous remercie malgré tout pour ces paroles\nfort aimables.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nDe vous à moi, Dimitri... Est-ce que vous,\nvous mettez un peu d'eau dans votre lait\navant de le boire ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nディミトリ\nJ'avoue que non, mais si c'est comme cela que\nvous préférez le boire, ne vous sentez surtout\npas gênée de le faire.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nDimitri, auriez-vous une petite minute ?\nDites-moi si cette reprise, là, se remarque...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nディミトリ\nNon, pas du tout. C'est du très beau travail.\nJ'aimerais faire preuve d'une telle dextérité...\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nVous m'avez félicitée pour mes talents en\ncouture, mais... c'est une activité qui ne doit pas\nvous être familière, avec vos origines royales ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0C\nディミトリ\nDétrompez-vous. Une camarade de l'Académie\nm'avait donné des leçons, même si j'avoue que\nmes connaissances sont restées basiques.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nディミトリ\nIl m'est arrivé de casser quelques aiguilles et\ndes ciseaux. Je trouve que ce n'est pas évident\nde modérer sa force, quand on coud.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nVoilà qui est bien vrai ! Aiguilles et ciseaux sont\ndes instruments tellement fragiles ! Personne\nd'autre ne semblait l'avoir compris, jusqu'ici...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSi je suis ici, je le dois avant tout aux relations\nde ma famille. Je dois consacrer tous mes\nefforts à démontrer ma force.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08クロード\nElle est déjà impressionnante. Avec l'ambition\nqui vous anime, vous accomplirez vos objectifs\nen un rien de temps.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'ai deux frères aînés. Ils me gâtent au-delà\nde tout ce qu'on peut imaginer. Vous n'en\ncroiriez pas vos yeux, Claude.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08クロード\nDes grands frères aux petits soins pour leurs\npetites sœurs... Il y a des choses qu'on retrouve\ndans tous les mondes.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nJ'ai entendu dire que vous aviez acheté\nl'intégralité des pâtisseries d'une échoppe.\nM'en expliquerez-vous la raison ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, le Dragon divin avait un air mélancolique.\nComment ne pas tout faire pour l'aider ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nJ'ai peut-être un peu exagéré... Mais je n'avais\nnulle mauvaise intention, je le jure.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08クロード\nJe vois... Un de mes camarades était un grand\namateur de bonne chère. J'ai pensé que c'était\négalement votre cas.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEn tant que princesse héritière d'Elusia, je vous\nprie d'accepter mes remerciements officiels\npour votre aide dans cette guerre.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nディミトリ\nIl n'est pas nécessaire d'être aussi formelle,\nmême si je sais bien ce que vous ressentez.\nJ'ai moi aussi du mal à me détendre.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nJ'ai remarqué que vous observiez de loin\nle Dragon divin. Voudriez-vous que je lui\ntransmette un message de votre part ?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nQuelle aimable attention de votre part de vous\npréoccuper ainsi de mes affaires personnelles.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nMaintenant que je comprends vos sentiments,\nPrincesse Ivy, je vous présente mes excuses\npour ne pas avoir su vous apporter mon aide.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nディミトリ\nMes amis de l'Académie ont toujours été bien\nplus doués que moi pour ce genre de situations.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nJe n'ai jamais demandé votre aide à ce sujet,\nmais je vous remercie pour ces excuses.\nEt votre compréhension.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nJe compte rassembler mes idées pour exprimer\nce que j'ai à dire au Dragon divin en personne,\ndu mieux que j'en suis capable.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEn tant que vassal, j'ai un travail exigeant et\nqui laisse parfois peu de place aux *scrupules*.\nVotre aide est la bienvenue.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nLa façon dont vous venez à l'instant de dire\ncela me rappelle un peu trop mon propre vassal.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nJe suis ravie de vous voir travailler avec un tel\nentrain pour la Princesse Ivy, mais n'oubliez pas\nde tenir compte aussi de vos propres besoins.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMon devoir me tient *occupé*. C'est mon\nunique besoin personnel.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nJe comprends bien vos problèmes de sommeil.\nJe me souviens quand mon professeur avait\ndécouvert que je faisais des cauchemars...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nCe *professeur* dont vous parlez s'est inquiété\npour vous, certainement. Cela n'a pas dû être\nfacile de vous sentir aussi vulnérable.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nÀ vrai dire, parler de mes problèmes m'a permis\nde me libérer en grande partie de ce poids.\nJ'espère que vous saurez faire de même.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nInutile de vous faire du souci pour moi, mais\nj'apprécie votre préoccupation. Vous avez\nune admirable capacité *d'empathie*.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDimitri ! À compter de ce jour, je crois que\nnos liens d'amitié ne cesseront de se renforcer.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nディミトリ\nVotre enthousiasme est une bouffée d'air frais,\nKagetsu. J'apprécie aussi d'entendre prononcer\nmon nom avec une telle décontraction.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nJ'ai un ami qui s'appelle Dedue. Sa loyauté\nest absolue, mais il veille à toujours conserver\nune certaine distance.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nVoilà qui est bien triste à entendre. Peut-être\ndevriez-vous sortir plus souvent ensemble,\nafin de renforcer vos liens.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nMa position et mon passé font qu'il m'est\ndifficile de me lier d'amitié avec qui que ce soit.\nMême avec les gens en qui j'ai toute confiance.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nNouer des liens d'amitié est plus facile que vous\nne le pensez. Il suffit de le vouloir, et c'est tout.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nディミトリ\nPeut-être avez-vous raison. J'ai certainement\ntendance à trop réfléchir avant d'agir.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nNous sommes de bons amis. Si vous voulez en\ndiscuter, je vous prêterai une oreille attentive.\nC'est pour ça que les amis sont là !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous êtes fort charmant, Claude, mais vous\nm'avez aussi l'air d'être un intrigant.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08クロード\nQui, moi ?! Voyons ! Quel genre d'intrigue\nm'imaginez-vous donc manigancer ?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe ne me sens pas très bien... Pensez-vous\nque quelqu'un pourrait se charger de mon tour\nde garde à ma place, aujourd'hui ?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08クロード\nJ'ai l'impression que vous nous jouez un peu\nla comédie.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous avez livré de nombreuses batailles\nd'entraînement lorsque vous étiez à l'Académie,\nn'est-ce pas ? Ça devait être très amusant !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08クロード\nHeureusement, vous n'étiez pas dans ma classe.\nJe préférerais renoncer au commandement\nque de vous avoir sous mes ordres.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nHé ! Ça ne se voit sans doute pas, mais j'étais\nla meilleure de ma classe. C'est peut-être vos\nqualités de chef qui laissent à désirer.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08クロード\nOuah, je retire ce que j'ai dit... Vous feriez\ntout à fait la paire avec d'autres membres\ndes Cerfs d'or. En particulier l'un d'entre eux.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nEdelgard, qu'est-ce que vous dites de ma\ncoiffure, aujourd'hui ? Elle est mignonne\nà souhait, pour ne pas changer ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nTout à fait, Rosado. Parfaitement\nadorable, comme toujours.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nQuand la guerre sera derrière nous, je voudrais\nretourner à l'académie. Et vous, Edelgard ?\nVous avez des plans précis ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nJe compte bien suivre ma propre voie,\net c'est ce que tout le monde devrait\ns'efforcer de faire.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nVous êtes si ambitieuse, Edelgard, que mes\nprojets doivent vous paraître bien futiles.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nEt pourtant, je n'ai jamais eu l'impression que\nvous me méprisiez. Comment est-ce possible ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nCe n'est pas parce que je suis ambitieuse\nque je vous suis supérieure. L'important,\nc'est de rester soi-même.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nEnfin, c'est là ma conception. Je connais au\nmoins une personne qui ne serait pas d'accord.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suis désolée si je vous ai perturbé, Claude.\nMes talents exceptionnels font qu'il est parfois\ndifficile de m'ignorer.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08クロード\nAh, euh... d'accord, c'est noté. Vous n'avez\nvraiment rien à voir avec la fille à laquelle\nvous m'aviez d'abord fait penser, vous savez.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nVoulez-vous que je vous parle de mon village ?\nC'est là-bas qu'on trouve les plus belles sources\nchaudes de tout le royaume d'Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08クロード\nCe doit être fort agréable. Il y avait un sauna,\ndans mon école. J'adorais m'y asseoir aussi\nlongtemps que mon corps le supportait.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nParlez-moi un peu plus de ce sauna qu'abritait\nvotre école. Je dois avouer qu'il n'y a rien de\ntel à l'académie d'Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08クロード\nC'était juste une sorte d'étuve, une pièce où\non jetait de l'eau sur des pierres brûlantes pour\nse détendre en profitant de la vapeur.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCela doit être fort agréable... mais peut-être\nun peu étouffant si on y reste trop longtemps.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08クロード\nLe moment qui fait le plus de bien, c'est quand\non sort. On se sent d'un coup léger comme l'air.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nミスティラ\nClaude ! Vous voulez entendre mon chant\nde bienvenue ? Hum, hum... ♪ C'est un Cerf\nd'or ! Il est avec nous et on l'adore... ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08クロード\nOuah... C'est ça, la musique que l'on écoute\ndans ce monde ? Il va sans doute falloir que\nmes oreilles s'y habituent.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nJe vois que vous êtes toujours aussi élégante,\nPrincesse Timerra... Comment décririez-vous\nvotre sens de la mode ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nHa ha ! Je choisis juste des vêtements\ndans lesquels je peux bouger facilement.\nMais je suis ravie qu'ils vous plaisent !\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nPrincesse Timerra, vous me rappelez parfois\nune amie un peu spéciale de l'Académie.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08クロード\nUne fille qui chantait des chansons aux\nparoles, disons... créatives. Du style :\n♪ Et je rampe, et je glisse... ♪\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nEt de quoi ça parle, au juste ? Des petites\nbêtes qui rôdent autour du feu de camp\noù on fait des grillades ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nEn tout cas, ça va être ma nouvelle chanson\nfavorite. Je ne vous laisse pas partir d'ici\navant que vous m'ayez chanté le reste !\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nMessire Dimitri, me feriez-vous l'honneur\nde vous entraîner avec moi ? Et ce n'est\npas la peine de retenir vos coups !\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nディミトリ\nVolontiers. Développons nos forces ensemble.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nLes loups sont prêts à mourir pour leur meute.\nEt moi, je donnerais sans hésiter ma vie pour\nma princesse.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nディミトリ\nSacrifier sa vie n'est pas une vertu, Merrin.\nIl faut arrêter de penser cela, franchement. \x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nJe vous présente mes excuses pour l'autre fois.\nC'était irréfléchi de ma part de sous-entendre\nqu'il était vertueux de rechercher la mort.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nディミトリ\nNon, c'est plutôt moi qui devrais m'excuser.\nJe me suis laissé emporter par mes émotions.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nIl est de mon devoir de chevalier de rester en\nvie pour servir la princesse, avec le même\ninstinct de survie que mes créatures adorées.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0C\nディミトリ\nJe vois. Je suis soulagé de vous l'entendre dire.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQuel journée superbe ! Le temps idéal pour\nune bonne baston à... Je veux dire, pour un\nduel entre gens civilisés.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nJe ne sais que penser de votre proposition, mais\nje confirme qu'il fait un temps magnifique.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nVous êtes issue d'une famille de roturiers,\nn'est-pas ? La fréquentation de la noblesse\nvous pose-t-elle quelque difficulté ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nLes débuts n'ont pas été aisés. La viande qu'on\nfait griller en plein air, les journées entières\npassées à camper... J'ignorais tout de cela.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous êtes incroyable, comme une fleur qui\naurait éclos dans un sol propice. Quant à moi,\nje détestais mon foyer, et j'ai pris la fuite.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nJe tiens davantage de la plante vénéneuse,\ntâchant de toutes ses forces de pousser, quitte\nà faire périr toutes les autres autour d'elle.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nIl ne serait guère avisé de m'ériger en exemple.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nCe n'est pas moins prestigieux ! Pour ma part,\nj'aime encore plus les plantes vénéneuses\nque les autres !\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nBonjour, je m'appelle Claude. Vous m'avez l'air\nde savoir organiser des fêtes du tonnerre, vous.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nJe vois que vous m'avez bien cerné. Je suis ravi\nde faire votre connaissance, Claude, et je pense\nque nous allons parfaitement nous entendre.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nフォガート\nVous êtes vraiment hilarant, Claude.\nVous deviez avoir des amis à la pelle,\ndans cette école que vous fréquentiez.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08クロード\nÀ la pelle, comme vous dites. Cela dit, il y avait\ntout autant de gens qui me haïssaient.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nフォガート\nQuand cette guerre sera finie, j'aimerais\nvoyager. J'imagine que ce n'est pas très\ndigne d'un prince.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08クロード\nNe vous faites pas de souci pour ça. Tout\nce temps passé au contact du peuple vous\nsera très utile, quand vous serez roi.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSans doute, mais ce n'est pas moi qui monterai\nsur le trône. Cela dit, je pourrai faire profiter\nma sœur de mes expériences.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08クロード\nTrès certainement. Au fond, peu importe votre\nrôle, vous aurez acquis là des connaissances\nqui vous seront forcément utiles.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nJ'ai eu l'occasion d'assister à votre office\net c'était... Comment dire ? Bruyant.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nJe suis content que vous soyez venu !\nHésitez pas à revenir, d'ailleurs...\nEt à hurler avec nous ! Ahouuuuu !\x0E\x04\x00\x00
