MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nC'est étrange... Cela ne fait pas longtemps que\nnous combattons ensemble, et pourtant il me\nsemble que nous nous comprenons très bien.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous avez tant de talent et de confiance en\nvous, tous les deux... Je suis désolé de vous\nimposer ma présence à vos côtés.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06クロム\nDaraen et toi avez tous les deux un esprit\ntactique, contrairement à moi. Chacun de\nnous à son rôle à jouer en combat.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nスタルーク\nJe vous remercie de m'encourager ainsi à tout\npropos. Cette façon de vous soucier de moi\nsouligne à quel point nous sommes différents.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06クロム\nVous faites preuve d'autant de prouesses sur\nle champ de bataille que vos compagnons, et\nvous avez un excellent sens de l'observation.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06クロム\nEt ces talents vous aident à protéger ceux qui\ncomptent à vos yeux, non ? En ce sens, nous\nnous ressemblons beaucoup, vous et moi.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nVous m'adressez à nouveau des compliments !\nJe vais devoir faire tout mon possible pour me\nsentir digne de vos louanges !\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVous vous êtes admirablement bien débrouillée,\nen combat. Je suppose que vous avez dû suivre\nun apprentissage éprouvant.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nJ'ai nettement développé mes forces en luttant\ncontre des ours. Vous êtes fort, vous aussi...\nQuels genres d'ours avez-vous affrontés ?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ラピス\nAvec une puissance comme la vôtre, chaque\nentraînement met l'équipement à rude épreuve.\nJe devrais fabriquer du matériel plus résistant.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06クロム\nCe serait appréciable, en effet. Quand je laisse\nlibre court à ma force, il m'arrive de démolir des\nmurs. Vous pourriez en bâtir de plus solides.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ラピス\nDites-moi, vous avez bien deux sœurs, non ?\nSerait-ce donc pour protéger votre famille que\nvous êtes devenu aussi fort ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06クロム\nEn effet. Je me suis entraîné et j'ai enchaîné\nles batailles afin de protéger mes sœurs et\nmes amis.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nPour votre famille et vos amis... Peut-être\ndevrais m'entraîner davantage afin de pouvoir\nprotéger tout le monde, tout comme vous.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06クロム\nVous avez déjà suffisamment de force pour\nvaincre des ours. Mais je peux vous entraîner\ncomme je le faisais avec mes Veilleurs.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nJe reste bouche bée devant votre trésorerie.\nVous ne devriez avoir guère de mal à remplacer\ntous les murs que j'ai brisés.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nSi vous craignez de détruire les murs, je peux\nles remplacer par des cloisons en diamant.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nVous tombez bien. J'étais sur le point de\nm'entraîner. Voulez-vous vous joindre à moi ?\nOn progresse davantage à deux.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nCe serait un honneur de m'entraîner\navec vous ! Je songeais justement à\naffiner mes compétences.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMes frères aînés ont tous les deux tendance à\nêtre exagérément protecteurs. Vous aviez une\nsœur cadette, vous aussi. Comment était-elle ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06クロム\nMa petite sœur passait son temps à gambader\npartout en cherchant quelque nouvelle bêtise à\ncommettre. Elle était loin d'avoir votre flegme.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nPourtant, cette douceur dans votre regard\nindique que vous l'aimez. Je me demande\nsi mes frères pensent aussi à moi...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06クロム\nJe n'en doute pas une seconde, et ils vous\nle confirmeront si vous le leur demandez.\nEn attendant, je vous tiendrai compagnie.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nJ'admire votre maîtrise de vous, Ivy. Je crois\nque j'en apprendrai beaucoup en faisant équipe\navec vous.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nMerci pour ce compliment, Chrom. Je constate\navec plaisir que ma première impression à\nvotre sujet était absolument inexacte.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nEn mémoire de mon défunt père, je dois rester\nforte pour défendre Elusia.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06クロム\nVous l'avez perdu récemment, n'est-ce pas ?\nJ'ai vécu cela, moi aussi. Prenez bien le temps\nde faire votre deuil.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nVous veillez sur moi avec une telle gentillesse,\nChrom, que je voudrais vous confier un secret.\nJ'ai terriblement peur des fantômes.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06クロム\nDes... fantômes ? Je ne savais pas trop à quoi\nm'attendre, mais là, vous me surprenez.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nC'est pourtant la vérité. Et dans l'éventualité\nimprobable où nous aurions à affronter en\ncombat un esprit tourmenté...\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06クロム\nNe vous faites pas de souci, Ivy. Quiconque\nvous menace aura toujours affaire à moi.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nNe troublez pas ma concentration, Chrom.\nJe me consacre à des *activités* importantes.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06クロム\nJe n'y vois aucun problème. Je me concentrerai\nsur mon entraînement, pendant ce temps.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nPourriez-vous m'en dire davantage sur ces\n*Veilleurs* que vous commandiez autrefois ?\nJe trouve ce sujet tout à fait fascinant.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06クロム\nC'est une longue histoire, mais je serai ravi de\nvous la raconter si vous avez assez de temps.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSi vous me permettez la question... comment\navez-vous réussi à conserver votre optimisme\nintact après une guerre aussi *horrible* ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06クロム\nC'est le rêve de la paix à venir qui m'a guidé\ntout au long de cette guerre. Et j'ai à présent\nle même rêve pour Elyos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nUn rêve, dites-vous ? Quelle notion *étrange*...\nPeut-être est-ce là ce qu'il me faudrait aussi,\nun rêve bienheureux.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06クロム\nSi tel est le cas, je serai ravi de vous aider à\nle trouver, par quelque moyen que ce soit.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nChrom ! Vous maîtrisez à la fois l'escrime et\nles bonnes manières. Rien d'étonnant à ce\nque nos liens soient si forts !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06クロム\nJe ne suis pas certain de savoir depuis quand\nnous avons noué des liens forts, mais je vous\nremercie pour le compliment.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nParlez-moi donc de votre groupe de Veilleurs.\nY avait-il parmi eux une fine lame capable de\nrivaliser avec mes talents de bretteur ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06クロム\nIl y avait quelqu'un, oui. Un brave homme,\nd'abord un peu rude. Je crois que vous vous\nseriez bien entendus.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nVous avez une épée spectaculaire, Chrom.\nComment s'appelle cette arme majestueuse ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06クロム\nElle se nomme Falchion. Cette lame a été ma\nfidèle compagne dans d'innombrables batailles.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAh ! Il y a donc un lien fort entre vous deux !\nAlors montrez-moi de quoi Falchion et vous\nêtes capables !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06クロム\nJe me disais justement qu'un peu d'action\nne me ferait pas de mal. Très bien, Kagetsu.\nVous l'aurez voulu !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nQue signifie cette marque sur votre épaule,\nChrom ? Est-ce une mode, là d'où vous venez ?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06クロム\nC'est la marque de la Sainte-Lignée, un signe\nhéréditaire. Je suppose que la marque sur\nvotre joue est assez similaire.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, vous évoquiez ma joue, l'autre fois... Ce que\nvous voyez là n'est pas une marque ou un signe\nparticulier, je trouve juste que ça fait joli...\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06クロム\nVraiment ? Cela vous confère en effet\nun certain charme. Je me demande quel\nsymbole pourrait convenir à mes amis...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous paraissez effrayant au premier abord, mais\nvous êtes très gentil. Je suis sûre que tout le\nmonde vous appréciait dans votre monde.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06クロム\nAvec vos talents d'observation, vous auriez pu\nsans peine rejoindre les rangs des Veilleurs.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nMoui... j'imagine que vous devez être marié\net heureux en ménage, avec un enfant.\nPeut-être même deux ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06クロム\nOh là ! On dépasse allègrement le stade de\nla simple observation. Dites-moi, qui vous a\ndonc raconté tout cela ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nVous êtes fort, Chrom, cela ne fait aucun doute,\nmais vous avez aussi une touche de raffinement\nroyal, et c'est ce qui fait tout votre charme. \x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06クロム\nVous me trouvez charmant ? Voilà bien un\ncompliment qu'on ne me fait pas souvent.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nJ'essaie de réviser un peu, mais j'ai vraiment\ndu mal avec les études. Est-ce que vous\npourriez m'aider, Chrom ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06クロム\nMa sœur était bien plus studieuse que moi,\nmais j'ai quand même appris certaines choses.\nLaissez-moi jeter un œil.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nVotre épée est si belle... Rien qu'à la regarder,\nj'ai la sensation que rien n'est impossible.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06クロム\nC'est vrai qu'elle a cet effet. Falchion est\nune épée légendaire que le Roi-Héros\nlui-même aurait maniée.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06クロム\nC'est ce sentiment d'espoir qui m'a guidé tout\nau long de la guerre, dans mon monde. J'espère\nqu'il m'aidera à mettre un terme à la vôtre.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nCe que vous venez de dire est absolument\nadorable et m'inspire, Chrom. En deux mots,\nj'adore !\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe vous ai vu m'observer, sur le champ de\nbataille. Je suis désolée si mon incroyable\ntalent a pu vous distraire.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06クロム\nCela ne m'a nullement distrait. Je me disais\njuste que de tels talents nous auraient été\nutiles, au sein des Veilleurs.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'ai grandi à proximité des plus belles sources\nchaudes d'Elusia. Existe-t-il aussi de telles\nsources dans votre monde ?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06クロム\nIl y en a. Un jour, des monstres baptisés\nles Ombres nous ont même attaqués\nen plein milieu de l'une d'entre elles.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMême si je suis déjà proche de la perfection,\nje pense qu'il est important de chercher sans\ncesse à s'améliorer.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06クロム\nVoilà une disposition d'esprit fort positive,\nGoldmary. Voudriez-vous vous entraîner\navec Daraen et moi ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06クロム\nNous sommes peut-être un peu stricts, mais si\nvous nous supportez, vous serez bientôt capable\nde traverser les murs, vous aussi.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nTraverser les murs ?! Il risque d'être difficile\nde le faire avec élégance, mais... pourquoi pas.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nIl paraît que vous étiez à la tête d'un groupe de\nvolontaires, comme moi ! On est pareils, tous\nles deux ! Ça mérite bien une chanson...\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06クロム\nUne chanson ? Euh... merci. Quand vous aurez\nfini de chanter, vous devriez me parler un peu\nde votre groupe.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nVos Veilleurs combattaient les Ombres, et moi,\nmes Sentinelles combattent les Aberrations.\nC'est du pareil au même !\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06クロム\nCertes, mais le fait que vous postiez des troupes\ndans tout Solm implique que vous disposez\nd'effectifs bien plus nombreux.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nCombattre avec les Sentinelles m'a appris\nque je devais être forte pour pouvoir protéger\nmon peuple quand je serai reine.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06クロム\nJe comprends cela. Quand j'étais à la tête\ndes Veilleurs, je sentais peser sur mes épaules\nles responsabilités du futur Saint-Roi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06クロム\nAvec mes amis, je me suis battu jusqu'au bout.\nÀ présent, je voudrais consacrer mes forces à\nvotre cause. Vous pouvez compter sur moi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nC'est formidable d'avoir à ses côtés quelqu'un\nqui comprenne ce que je ressens. D'ailleurs,\nje vais en faire une chanson !\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nJe vous remercie tous les deux pour votre aide.\nÇa me ferait très plaisir si vous pouviez me\nparler un peu des animaux de votre monde.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06クロム\nEh bien, nous avons des pégases et des chevaux\ntout comme vous... Oh, connaissez-vous les\nTagüels ? Ils peuvent se changer en lapins...\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nAlors comme ça, ces « Tagüels » dont vous\nm'avez parlé ont des oreilles de lapins ?\nC'est fascinant !\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06クロム\nIl y a aussi des dragons, que nous appelons\nles Manaketes. Et puis les Ombres, bien sûr,\nmais ce ne sont pas des animaux...\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nJ'ai deux grands frères, qui sont tous les deux\nchevaliers. C'est leur exemple qui m'a poussée\nà devenir chevalier à mon tour.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nSi je ne me trompe pas, vous avez une sœur\naînée. Vous avez cherché à l'imiter, vous aussi ?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06クロム\nPas exactement. Mais c'est pour perpétuer\nsa gentillesse et la paix qu'elle souhaitait que\nj'ai voulu me battre. Et que je me bats encore.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06クロム\nElle voulait faire régner la paix... Je ferai tout\nmon possible pour que son rêve se réalise,\nmême dans ce monde-ci...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous êtes sûrement obligé de vous exprimer\nde la plus gracieuse des manières, comme\ntoutes les personnes de sang royal.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06クロム\nEuh, je ne sais pas... Ma sœur en tout cas\nn'a jamais parlé comme ça.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nDans le cadre de mes efforts pour mener une\nvie exemplaire, j'aimerais en savoir davantage\nsur les gentes dames de votre contrée.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06クロム\nJe pourrais vous parler de mes sœurs, même\nsi ma petite sœur était une gente dame qui\nne s'embarrassait guère des formalités.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nJe suis membre des Sentinelles, tout en étant\négalement l'une des vassales de ma maîtresse.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe m'efforce de développer ma force dans\nle dessein de protéger ma princesse ainsi\nque mon peuple. M'entraînerez-vous ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06クロム\nVoilà un désir qui m'est familier. Je voulais\nmoi aussi devenir plus fort pour pouvoir\ndéfendre les autres.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06クロム\nJe me suis battu avec cet objectif chevillé au\ncorps. Je ferai tout ce qui est en mon pouvoir\npour vous aider à l'atteindre.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nAlors vous aussi, vous dirigez une milice !\nC'est prodigieux ! Il faut absolument\nqu'on devienne amis !\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06クロム\nHa ! Vous êtes un prince encore plus\naccessible que moi. Mais j'aime autant ça.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nÀ force d'entendre des anecdotes sur\nvos Sentinelles, mes amis de mon monde\nme manquent.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nVous parlez des Veilleurs, c'est bien cela ?\nCe serait formidable qu'on puisse faire\nune immense fête tous ensemble, un jour !\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nNotre partenariat se renforce, on dirait !\nJe me suis beaucoup entraîné pour pouvoir\naider Timerra.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06クロム\nVous me ressemblez vraiment énormément...\nVous faites tant d'efforts pour aider votre\nsœur à monter sur le trône.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06クロム\nHélas, la mienne s'est fait blesser et a perdu\nson rôle de souveraine. Je ne vous laisserai\npas traverser la même épreuve.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nLa vie semble avoir été assez dure avec vous.\nEt pourtant, vous vous souciez toujours autant\ndes autres. Je trouve cela très noble.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMessire Chrom ! Être à la fois un Emblème\net un Saint-Roi... C'est divin ! Puis-je vous\nconsacrer une prière ?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06クロム\nOh, ce n'est pas nécessaire. Il ne servirait\npas à grand-chose de prier pour moi.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nMa petite sœur est aussi une prêtresse, et elle\ndéborde autant d'énergie que vous. Vous\nvous entendriez comme larrons en foire.\x0E\x04\x00\x00
