MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08リュール\nAlors... le dernier fragment de Dragon\ndéchu se trouve ici ? Dans le temple\nde Gradlon ?\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x02\x0A\x08ルミエル\n\x0E\x06\x03\x00 ? Cette voix...\nC'est bien toi, mon enfant ?\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\n \x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ルミエル\nArgh... Il... semble que tu as...\nbien reçu mon anneau.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nMère ! Vous avez retrouvé vos esprits !\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08ルミエル\nTe souviens-tu de ma promesse ?\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08リュール\nOui ! Tout ce que nous avons dit avant\nque je ne sombre dans le sommeil.\x0E\x04\x02\x00
MID_ED1_#008	Vous voyez ? Je suis devenu\x0E\x0A\x00\x06
MID_ED1_#009	\x0E\x03\x02\x0A\x08ルミエル\nUn Emblème ? J'ai du mal à le croire. Oh, tu as\ndû travailler si dur pour en arriver là.\x0E\x04\x02\x00
MID_ED1_#011	\x0E\x03\x02\x0A\x08リュール\nJe suis ravi\x0E\x0A\x00\x06
MID_ED1_#013	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0A\x08ルミエル\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAh ! La reine Lumera... elle disparaît.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08ヴェイル\nL'Aberration quitte son corps, alors elle doit\ndisparaître. Il n'y a rien à faire.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nPardonnez-moi, Mère. Il semble que nous\ndevions une fois encore être séparé\x0E\x0A\x00\x0A\x02s\x04es...\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08ルミエル\nTu te trompes... Depuis notre première\nrencontre, j'ai toujours été à tes côtés.\x0E\x04\x02\x00
MID_ED1_#017	Quand les miens ont disparu, la douleur était\ninsoutenable, puis je t'ai rencontré\x0E\x0A\x00\x06
MID_ED1_#018	Pendant ton sommeil, tu me manquais, mais\nje savais qu'à ton réveil, nous serions réuni\x0E\x0A\x00\x0A\x02s\x04es.\x0E\x04\x02\x00
MID_ED1_#019	Cela m'aidait à chasser la solitude. Toi et moi...\nnous ne serons... plus jamais séparé\x0E\x0A\x00\x0A\x02s\x04es.\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x0A\x08リュール\nJe ressens la même chose. Depuis notre rencontre,\nje n'ai plus jamais ressenti la solitude.\x0E\x04\x02\x00
MID_ED1_#021	Vous m'avez fait connaître la chaleur de liens\ndurables qui perdurent même par-delà la mort.\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x0A\x08ルミエル\n\x0E\x06\x03\x00... tu es la... lumière de ma vie...\nMerci infiniment d'être mon enfant.\x0E\x04\x00\x00
MID_ED1_#023	\x0E\x03\x02\x0A\x08リュール\nMerci, Mère. C'est un véritable\nhonneur que d'être votre enfant.\x0E\x04\x02\x00
MID_ED1_#024	Si nous nous revoyons... tâchons de passer plus\nde temps... ensemble... Promis juré ?\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0A\x08ルミエル\nOui, mon enfant. Je n'oublierai pas... notre\npromesse. Et je ne t'oublierai pas non plus.\x0E\x04\x02\x00
MID_ED1_#026	Aah... Le ciel est si clair...\x0E\x04\x02\x00
MID_ED1_#027	Exactement comme le jour...\noù tu t'es enfin réveillé\x0E\x0A\x00\x06
MID_ED1_#028	Désormais... tu dois protéger le monde entier...\nTous ceux qui voient ce... magnifique ciel.\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x01\x0A\x08ルミエル\n\x0E\x03\x02\x0A\x08リュール\nJ'en fais le serment.\x0E\x04\x00\x00
MID_ED1_#030	\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nMon frère, je...\x0E\x04\x00\x00
MID_ED1_#030_F	\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nMa sœur, je...\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08リュール\nJe vais bien. Ne soyez pas triste, je vous en prie.\x0E\x04\x02\x00
MID_ED1_#032	Mère est... est dans un monde meilleur.\nNous nous reverrons un jour, elle et moi.\x0E\x04\x02\x00
MID_ED1_#033	Il est temps d'y aller. Nous devons\nexaminer la barrière.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nLa barrière s'estompe.\nNous l'avons enfin brisée.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08ヴェイル\nMais regardez le ciel...\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\nSombron a ouvert le portail.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08ヴェイル\nPapa... Il est là.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06マルス\nSi ça continue, le pouvoir des autres mondes va\nse déverser à travers le portail, et Elyos sera\ndétruit.\x0E\x04\x02\x00
MID_ED2_#006	Ce sera la fin de ce monde.\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x0A\x08リュール\nNon. Je ne le permettrai pas. Ma mère m'a\nconfié ce monde.\x0E\x04\x02\x00
MID_ED2_#008	Je protégerai tous ceux\nqui peuvent voir ce ciel.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06マルス\nHmm.\x0E\x04\x02\x00
MID_ED2_#010	Je sais qu'un monde dirigé par vous serait\nun endroit absolument magnifique.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08リュール\nPourquoi me dites-vous cela ?\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x08\x06マルス\nJe trouvais important que vous le sachiez.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nJ'ai besoin de votre aide pour bâtir ce monde,\nMarth. Aidez-moi à le protéger. Pour toujours.\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x02\x08\x06マルス\nHum. Pour toujours.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08リュール\nAlors, c'est une promesse.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x01\x08\x06マルス\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nUn monde dirigé par le Dragon divin\n\x0E\x06\x03\x00. Voilà qui me réchauffe le cœur.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nComment s'en sont sorties nos troupes ?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nNous soignons actuellement les blessés et\ndevrions pouvoir nous déplacer très bientôt.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x02\x0E\x0Cディアマンド\nVous affichez une admirable bravoure avant le\ncombat final. J'ai tant à apprendre de vous.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\nQuand tout sera terminé, et que mon pays sera\nreconstruit, je veux visiter tous vos pays.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x0A\x08リュール\nApportez les Emblèmes.\x0E\x04\x02\x00
MID_ED2_#022	Après tout ce temps passé à l'intérieur des\nanneaux, j'imagine qu'ils aimeraient bien voir\nun peu du pays.\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBien. Maintenant que le pouvoir des douze\nanneaux a été utilisé, personne n'essaiera\nplus de les dérober.\x0E\x04\x02\x00
MID_ED2_#024	Les Emblèmes seront en sécurité. Ils pourront\nrester auprès de nous et aller où ils voudront.\x0E\x04\x00\x00
MID_ED2_#025	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nNous leur ferons visiter nos contrées et leur\nprésenterons nos citoyens. Ils seront sans\nnul doute vénérés en tant que héros de guerre.\x0E\x04\x00\x00
MID_ED2_#026	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x02\x0C\nミスティラ\nComment pourrais-je refuser d'avoir non\npas une, mais deux personnes de plus\navec qui camper ? Nous pourrons chanter !\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nJ'imagine que leur expérience en ferait\nd'excellents conseillers pour la reconstruction\nd'Elusia.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nC'est formidable, n'est-ce pas ? D'avoir des\nrêves, je veux dire. Ils nous donnent une raison\nde nous battre.\x0E\x04\x02\x00
MID_ED2_#029	Pour la première fois de ma vie, j'ai hâte de\ndécouvrir ce qui nous attend.\x0E\x04\x00\x00
MID_ED2_#030	\x0E\x03\x02\x0A\x08リュール\nAvant de connaître cet avenir, nous devons\naffronter Sombron. Vous êtes prête, Veyle ?\x0E\x04\x00\x00
MID_ED2_#031	\x0E\x03\x02\x0A\x08ヴェイル\nJe suis prête. Je n'ai plus peur de le défier.\x0E\x04\x02\x00
MID_ED2_#032	J'étais si seule que je ne voulais pas l'admettre,\nmais... cela fait bien longtemps qu'il n'est plus\nmon père.\x0E\x04\x02\x00
MID_ED2_#033	Il n'y a plus de lien à briser.\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0C\nヴァンドレ\nVotre Divinité, nos soldats blessés ont tous\nété soignés.\x0E\x04\x00\x00
MID_ED2_#036	\x0E\x03\x02\x0A\x08リュール\nMerci, Vander.\x0E\x04\x02\x00
MID_ED2_#037	Allons-y. Le combat final va\nbientôt commencer.\x0E\x04\x00\x00
MID_ED2_#038	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\n...\x0E\x04\x02\x00
MID_ED2_#039	Ce voyage vous a rendus beaucoup plus forts,\nvos alliés et vous.\x0E\x04\x02\x00
MID_ED2_#040	J'aimerais tant rester ici et vous aider\nà bâtir un monde paisible.\x0E\x04\x02\x00
MID_ED2_#041	Mais l'heure de notre séparation\nest peut-être imminente.\x0E\x04\x00\x00
