MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nJe dois dire que vous avez fait de remarquables\nprogrès. Vos talents se sont vraiment améliorés.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nSaluer avec un tel enthousiasme quelqu'un\nde si peu talentueux par rapport à vous...\nVous me surprenez...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSi vous en avez le temps, que diriez-vous\nd'un petit duel ? Cela me ferait plaisir de\nmanier ma hache.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nJe vous ai fait pitié, à me tenir là, désœuvré...\nMessire Hector, quelle magnanimité de\nvotre part !\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous êtes bien plus doué que vous ne vous\nl'accordez, vous savez.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nJe suis ravi que vous le pensiez. Mais comparé\nà mon frère, mes talents sont insignifiants.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nJe vous comprends. J'ai eu un frère aîné, moi\naussi. Mais n'oubliez jamais que vous avez\ndes atouts qui vous sont propres.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nMessire Hector... Je vous remercie. Je ferai de\nmon mieux pour moins vous décevoir.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nEh bien, vous êtes grand et costaud, Hector !\nVous me rappelez la fois où j'ai affronté\ncet ours monumental...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nC'est censé... être un compliment ?! Ma foi,\nil est vrai que j'ai déjà survécu à une collision\navec un cheval ailé !\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nVotre armure présente bon nombre d'éraflures.\nJe suppose que vous ne la quittez presque\njamais, tout comme moi.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOui, c'est un peu ma fidèle partenaire. Elle m'a\naidé à affronter les assassins du Black Fang\nqui menaçaient mon monde.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nOserais-je vous demander un menu service,\nen vertu des nombreux combats que nous\navons livrés ensemble ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCela ne vous ressemble guère d'hésiter ainsi.\nAllez-y, je vous écoute. Il faut savoir s'entraider,\nentre amis.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nEh bien, j'ai abattu un ours si gigantesque que\nje n'arrive pas à le transporter. J'aurais besoin\nde faire appel à votre force.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHa ha ha ! Voilà une demande qui sort de\nl'ordinaire. Allons-y, montrez-moi donc\noù se trouve votre carcasse d'ours.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'envie votre puissance. Si je ne ménage pas\nma peine, croyez-vous que je pourrai égaler\nvotre talent ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVous avez repris votre entraînement personnel,\nn'est-ce pas ? Vous récolterez le fruit de ces\nefforts redoublés.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nOn m'a déjà dit que j'avais un regard effrayant,\nmais le vôtre n'est pas sans inspirer une\ncertaine appréhension, le savez-vous ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSi cela contribue à semer l'effroi parmi\nmes ennemis, je m'en réjouis !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHector, avez-vous un instant à me consacrer ?\nJe veux que vous voyiez de vos propres yeux\nle résultat de mon entraînement.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBien sûr, j'ai un instant. À quels exercices\nvous livrez-vous ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nMon regard est si effrayant que les enfants\nsanglotent sur mon passage. J'ai donc décidé\nd'œuvrer à un sourire avenant... Alors ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHa ha ! Soyez tranquille, vous avez un sourire\ncharmant. Je ne peux m'empêcher en le voyant\nde prendre à mon tour une expression rieuse !\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous semblez garder vos distances avec moi,\nPrincesse Ivy. Vous aurais-je donc offensée ?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nPas le moins du monde. Simplement, je n'ai\npas l'habitude d'être en contact avec des gens\nà la personnalité aussi... flamboyante.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nIl m'a semblé repérer un mouvement dans\nl'ombre, là-bas. Cela pourrait être un fantôme.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIl n'y a que nous deux ici, Princesse Ivy. Mais...\nauriez-vous peur des fantômes, par hasard ?\nOh, c'est mignon !\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nJe sais qu'il n'est... pas évident de s'entendre\navec moi. Je vous remercie de m'apporter\nmalgré tout votre appui.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCe n'est rien, voyons. Nous sommes des amis.\nVous faites régulièrement de même pour moi.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nEt je continuerai avec plaisir. Tant que\nvous resterez d'une loyauté sans faille.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHa ha ! Quel humour pince-sans-rire !\nAttendez... c'était bien une plaisanterie ?!\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous semblez toujours occupé, Zelkov...\nQue faites-vous, cette fois-ci ?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nCette activité exige toute mon *attention*,\nje ne peux vous répondre pour l'instant.\nReposez-moi la question une autre fois.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJ'ai décidé de me consacrer aujourd'hui à\n*l'entraînement*. Me feriez-vous le plaisir\nde m'assister, Hector ?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOh, vous voulez vous entraîner avec moi ?\nParfait ! Mais je préfère vous prévenir...\nJe ne suis pas du genre à retenir mes coups.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nCela m'intéresserait beaucoup d'entendre des\n*récits* de votre monde d'origine, Hector,\nsi vous voulez bien m'en parler.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAvec plaisir. Je pourrais évoquer les assassins\nque nous avons affrontés pour sauver le monde.\nIl y a eu des moments difficiles...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nJe vois que vous n'avez jamais reculé devant\nune bataille. Vous arrive-t-il d'éprouver des\n*doutes* en combattant pour notre cause ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nBien sûr que non. Pour la paix, je suis prêt à\nme battre toujours et partout. Et regardez\ntoutes les amitiés que j'y ai gagnées !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nTout en vous respire l'expérience du combat,\nHector ! J'ai hâte d'apprendre à vos côtés !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVous êtes plutôt doué vous-même. Pourquoi ne\nferions-nous pas un petit duel d'entraînement ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nVotre frère aîné doit vous manquer, Hector.\nSi cela peut vous aider, je serais ravi de lui\nservir de remplaçant.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSi vous voulez jouer son rôle avec sérieux,\ncommencez donc par être moins bavard.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nTout comme moi, vous êtes constamment\nà la recherche d'adversaires capables de\nse mesurer à vous en combat.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEn effet. Je croisais très souvent le fer avec\nmon ami Eliwood. C'était toujours un plaisir.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDans ce cas, nous devrions croiser plus souvent\nle fer, afin que nos liens d'amitié soient tout\naussi forts !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNos liens d'amitié, hein ? Voilà qui me plaît.\nMa foi, Kagetsu, je suis partant. Mettons-y\ntoute notre énergie !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHmm... Une apparence un peu brutale,\nmais pleine de dignité. Voilà qui me plaît.\nVous avez passé l'examen, Hector !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJ'ignorais que vous alliez m'évaluer. Je dois\nsans doute m'estimer heureux de ne pas\navoir échoué.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe vous avais trouvé effrayant au premier abord,\nmais en fait vous êtes très gentil. Je comprends\nque tout le monde vous apprécie.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe ne sais pas si les gens m'apprécient, mais\nen tout cas je vous considère comme une amie.\nN'hésitez pas à faire appel à moi, au besoin !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nÀ votre avis, Hector... qui est la personne la plus\nmignonne de cette armée ? Allez, dites-le-moi !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVoilà une question inattendue. J'avoue que ce\nn'est pas un sujet auquel je réfléchis beaucoup.\nJe ne saurais pas vous répondre.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, voyons, ne faites pas votre timide. Ce n'est\npas grave si ce n'est pas moi que vous jugez la\nplus mignonne. Je ne vous en voudrai pas trop.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nPourrions-nous parler... euh... d'autre chose ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nVous avez un peu une allure de gentil géant,\nHector. Ça ne manque pas de charme et\nça vous va à ravir.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nC'est bien la première fois qu'on me dit cela,\nmais c'est assez flatteur. Je vous remercie.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nIl faut que je révise un peu, mais je ne suis\npas très doué pour les études. Est-ce que\nvous pourriez m'aider ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe ne suis pas sûr d'être celui qu'il vous faut.\nJ'ai passé la moitié de mes cours à dormir.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nLa guerre est déjà si laide que je m'efforce\nd'être beau pendant les combats. Pour offrir\nun peu de contraste, vous comprenez ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVous cherchez donc par votre beauté à mieux\nsouligner la laideur de la guerre aux yeux des\nautres. C'est tout à fait remarquable, Rosado.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nC'est aussi que plus je suis beau, plus je\nme sens fort. Et en plus, les gens sont\ndavantage prêts à me protéger !\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nEt c'est tout à fait normal. Je ne laisserais\njamais quiconque blesser Rosado, mon ami\nsi adorable !\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAvez-vous des commentaires à propos de\nla dernière bataille ? Des compliments sur\nmes prouesses, peut-être ?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEuh... certainement. Vous vous êtes fort bien\ncomportée. Vous savez, vous me rappelez une\nde mes amies, du nom de Serra.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'apprécie votre ardeur à intervenir et à m'aider,\nmême si j'ai toujours la situation sous contrôle.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nQuand je vois une amie en danger, je n'hésite\npas. C'est une réaction toute naturelle.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMême si cela peut sembler difficile à croire, il\nm'a fallu me battre pour réussir à l'académie.\nAtteindre la perfection exige bien des efforts.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe vous comprends... tout au moins en partie.\nIl m'arrivait de fuir l'étude, au château, pour\nm'exercer plutôt dans l'arène.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSi vous voulez mon avis, je trouve que\nvotre allure rude contribue grandement\nà votre charme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nJe n'y avais jamais songé ainsi. Je voulais juste\nêtre fort pour pouvoir protéger mes amis.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nJe vois que vous êtes habituée à dormir en plein\nair. Cela m'arrivait souvent, quand je voyageais.\nVous ne trouvez pas cela trop inconfortable ?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nOh, mais pas du tout ! C'est l'occasion de\nvoir du pays, de se prélasser au grand air,\nde chanter... J'adore ça !\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nJ'ai entendu dire que vous aviez des vassaux,\nvous aussi, Hector. Vous arrivait-il de faire\ndes grillades et de chanter tous ensemble ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon, je n'ai jamais fait cela. Il régnait cependant\nune grande confiance entre nous. Y repenser\nfait remonter en moi de bons souvenirs.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nJe trouve le comportement des Aberrations\nimpardonnable. Elles s'en prennent à notre\npeuple, personne ne peut voyager en sécurité !\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOui... Un sinistre groupe baptisé le Black Fang\nfaisait de même dans mon monde.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nVous leur avez donné une bonne leçon, je parie.\nUn vaillant guerrier comme vous ne peut rester\nles bras croisés face à une situation pareille.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nTout à fait. Mes alliés et moi les avons affrontés\ntous ensemble. Et nous allons faire de même\navec les Aberrations !\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous avez quitté votre foyer pour devenir\nchevalier, c'est bien cela ? Pour ma part, j'ai\nfui mon château pour aller sauver un ami.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nIl est étonnant que nous ayons vécu des\nexpériences similaires. Nous allons peut-être\nnous entendre encore mieux que je l'espérais !\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nJ'ai lu dans un livre qu'un chevalier devrait être\nprêt à mettre sa vie en danger pour ses amis.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJe ne pense pas qu'il soit vraiment nécessaire\nde se sacrifier. À mon avis, cela signifie plutôt\nqu'il faut être prêt à tout pour eux.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nSi j'avais votre physique, Messire Hector,\nje pourrais protéger ma princesse encore\nplus efficacement.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nComme l'a dit une fois un bon ami à moi :\n« Heureusement, ce n'est pas par la force\nseule que les guerres se remportent. »\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nIl n'est pas aussi costaud que moi, mais\nquand nous nous battions en duel, nous\nterminions toujours ex-aequo.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nIl faut croire que les muscles ne font pas tout.\nJe m'efforcerai de m'imposer à ma façon, alors !\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVous n'avez manqué ni d'adresse ni d'efficacité\nlors de la dernière bataille. Notre entraînement\nsemble porter ses fruits !\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe le dois à votre enseignement, Hector.\nJ'espère que vous continuerez à me prodiguer\nvos conseils.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nD'après votre expérience, comment\nun vassal peut-il servir au mieux son\nmaître ou sa maîtresse ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEh bien, mes vassaux avaient chacun leurs\npetites manies... Je ne suis pas sûr qu'il\nfaille les prendre en exemples.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nLorsque de vives émotions me saisissent,\nje crains toujours de voir mon ancienne\npersonnalité sauvage ressurgir.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJ'ai aussi tendance à lâcher la bride, dans\nle feu du combat. Soyez vous-même.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nNe songez pas à la bienséance. Ce qui compte,\nc'est de savoir exactement ce que vous voulez.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nVous croyez ? J'avoue que je suis soulagée\nd'entendre ça.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nHector, est-ce que vous avez une minute ?\nJe voulais voir si nous pouvions discuter des\ntactiques des petites unités.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBien sûr. Je serais heureux de partager\navec vous mon expérience.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nJ'ai hâte que la paix revienne pour pouvoir\nreprendre mes voyages. Vous avez beaucoup\nvoyagé, dans votre monde ?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSurtout en temps de guerre. C'était loin\nd'être simple, mais il m'est tout de même\narrivé de trouver cela amusant.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nJe ferais n'importe quoi pour Timerra.\nVous avez un frère, vous aussi, alors\nvous devez connaître ce sentiment.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVous tenez vraiment à elle, n'est-ce pas ?\nPour ma part... Eh bien, disons que mon frère\nétait le plus utile de nous deux.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nMême lorsque je l'ai quitté pour aller sauver\nun ami, c'est grâce à lui que j'ai pu le faire.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nEh bien ! Votre frère a l'air formidable. Je ne\nl'ai jamais rencontré, mais je l'apprécie déjà !\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIl faut qu'on fasse une fiesta pour célébrer\nvotre arrivée parmi nous. Si ça vous branche,\nje fonce décorer l'église !\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVoilà des paroles que je n'attendais guère dans\nla bouche d'un homme d'église... En tout cas,\nvous vous seriez bien entendu avec Serra.\x0E\x04\x00\x00
