MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08リュール\nJe me bats pour sauver le monde qu'aimait\nma mère, mais j'ai besoin de votre aide, Leif.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06リーフ\nVous accordez de la valeur aux habitants de\nvotre pays. Je suis sûr qu'ils font de même à\nvotre égard... tout comme moi.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06ラピス\nMiam, rien ne vaut une gorgée d'eau sucrée\npour reprendre des forces... Ah ! Leif ?!\nVous êtes là depuis longtemps ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06リーフ\nIncroyable ! Il y a tant de façons de consommer\ndu sucre... Vous êtes un vrai puits de science,\nLapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nVous profitez de vos pauses pour arracher les\nmauvaises herbes, Lapis ? Vous êtes tellement\nminutieuse...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nÇa je l'ignore, je prépare juste des rations de\nsecours. Enfin, je veux dire... Oui ! J'arrache\nles mauvaises herbes !\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nThracia est un pays désolé et stérile. Cela\na mené à des guerres entre le nord et le sud.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nIl devait être difficile de s'y procurer de la\nnourriture. À ce propos... avez-vous déjà\nmangé de l'ours ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06リーフ\nNous ne croisions pas souvent d'ours... mais\nles wyvernes ne manquaient pas.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nJe n'ai jamais essayé la wyverne... Quel goût\nça a ? Comment est la texture de la viande ?\nJe veux tout savoir !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nOh ! Désolée, Leif. Vous vous figurez sans doute\nque je vous lançais des regards courroucés,\nmais c'est là mon expression naturelle.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06リーフ\nCe n'était absolument pas ma pensée, Citrinne.\nIl émane de vous une grande bonté.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nDites-moi un peu, Citrinne, pourquoi\nvouliez-vous devenir une des vassales\nd'Alcryst ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nC'est mon cousin. Je voulais le protéger,\nalors j'en ai parlé à ma famille et... ma foi,\nme voilà !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJe suis devenue la vassale d'Alcryst grâce aux\nrelations de ma famille. Mes compétences,\nquant à elles... laissent à désirer.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nJe ne ménage pas ma peine pour m'améliorer,\nmais tout le monde est si fort... Je doute de\npouvoir jamais être à la hauteur.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06リーフ\nTâchez de ne pas vous précipiter. La force au\ncombat n'est pas quelque chose qu'on acquiert\ndu jour au lendemain.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06リーフ\nPar ailleurs, vos alliés attendent davantage de\nvous qu'une simple démonstration de force.\nEn tout cas, moi, j'en attends davantage.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nVotre force a été utilisée contre votre volonté...\nVous devez être furieux.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06リーフ\nIl n'en est rien, Ivy. C'est un honneur de\ncombattre à vos côtés.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nIl reste tant à faire, et la seule chose dont je sois\ncapable semble être de m'apitoyer sur mon sort.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06リーフ\nSe remettre en question avec honnêteté n'est\npas chose aisée. Mais courage, vous ferez une\ntrès bonne reine.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nJ'aimerais pouvoir être davantage comme vous\nou Sa Divinité. Vous êtes si honnêtes et avez\nle cœur si pur.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nJe veux qu'on me croie... que l'on croie en moi.\nÇa semble si ridicule quand je le dis.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06リーフ\nÇa n'a rien de ridicule. À vrai dire, je pense\nque votre souhait est d'ores et déjà exaucé.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06リーフ\nN'êtes-vous pas entourée d'amis et d'alliés ?\nIls croient en vous. Tout comme moi.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nDès qu'une bataille est finie, vous cherchez\ntoujours un moyen de vous occuper, Zelkov.\nEst-ce que tout va bien ?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nVos inquiétudes n'ont pas lieu d'être. Je ne\nfais que reprendre les activités qui assurent\nma *subsistance*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nVous pourriez peut-être m'apprendre à préparer\ndes onguents ? Cela me serait sûrement utile.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nCertainement pas. C'est à moi que *revient* la\npréparation de remèdes. Que ferais-je si vous\nusurpiez ma place ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nQu'avez-vous *l'intention* de faire une fois\nque nous aurons atteint nos objectifs ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06リーフ\nQuand tout sera terminé et qu'il n'y aura plus\nde raison de faire appel à moi, je suppose que\nje retournerai dans mon anneau.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nLe *désœuvrement* qui vous y attend ne vous\neffraie-t-il pas ? Êtes-vous seulement conscient\nà l'intérieur de votre anneau ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06リーフ\nC'est comme un long sommeil. Peut-être me\ncontenterai-je de rêver aux moments que nous\naurons passés ensemble.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nN'hésitez pas à me demander s'il vous faut quoi\nque ce soit, Leif. Je suis toujours prêt à aider\nmes plus chers amis.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06リーフ\nMerci, Kagetsu. Personne ne m'a jamais compté\nparmi ses plus chers amis aussi vite que vous.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVous êtes un épéiste accompli, je me trompe ?\nVenez, montrez-moi ce que vous savez faire !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06リーフ\nVous voulez que nous joutions l'un contre\nl'autre ? Très bien, je serai heureux de vous\nmontrer comment l'on se bat en Leonster.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRacontez-moi d'autres histoires sur votre\nmonde, Leif. Je veux tout savoir.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06リーフ\nVous savez déjà presque tout ce qu'il y a à\nsavoir. Je serai rapidement à court d'histoires\nà ce rythme.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nMa curiosité est encore loin d'être satisfaite !\nDites-m'en plus ! J'exige satisfaction !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06リーフ\nHa, très bien. Laissez-moi vous raconter\nune bataille au cours de laquelle l'ennemi nous\nattendait perché sur des assommoirs...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous avez vu ma sœur se battre de près, Leif.\nJe sais qu'elle est douée. Comment est-ce que\nje m'en sors en comparaison ?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06リーフ\nVous êtes très talentueuse. J'ai hâte de voir\ndavantage de vos prouesses sur le champ de\nbataille.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nIl est temps d'y aller, Hortensia. Êtes-vous\nprête ? Tout va bien avec votre tête ?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nJ'essaie de me coiffer correctement ! Je ne\npeux pas me battre avec une tête pareille,\nquand même !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous pensez que c'est grave si je crois en ce\nque je choisis de croire, même si mon pays\nvénère le Dragon déchu ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06リーフ\nSi vous me posez la question ainsi, je pense\nque vous connaissez déjà la réponse.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nN'essayez pas d'éviter le sujet. Vous voulez bien\nme confirmer que j'ai raison, s'il vous plaît ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06リーフ\nHa ha, je pense que vous devriez faire ce qui\nvous semble juste, et je serais heureux de vous\naider à y parvenir.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nLe charme est la meilleure des vertus.\nJe n'ai jamais pu voir quoi que ce soit\nde mignon sans en tomber sous le charme.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06リーフ\nVous avez des valeurs très simples,\nc'est tout à fait remarquable.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nQuelle est votre motivation à être soldat,\nRosado ? La guerre n'a pourtant rien de\ncharmant.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nÉvidemment qu'elle n'a rien de charmant.\nMais je me bats pour que les gens aient\nla possibilité de l'être, eux.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nIl est temps que nous laissions votre charme\ns'exprimer à pleins poumons, Leif. Regardez\nun peu ça !\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06リーフ\nC'est une tenue qui ne manque pas de\ncouleurs, ainsi qu'une très jolie perruque.\nMais... C'est pour moi ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nÉvidemment ! Rappelez-vous que le charme\nest la meilleure des vertus, et apportez votre\ncontribution à cette noble cause !\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06リーフ\nJe me vois contraint de décliner. Ces vêtements\nsont certes superbes, mais je n'ai pas la\ncarrure pour les porter.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nVous savez, Leif, je ne vous blâmerai pas si\nvous développez des sentiments à mon égard.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06リーフ\nJ'en nourris déjà, Goldmary. Je pense que vous\net moi serons de très bons amis.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNavrée si ma sidérante élégance vous distrait\nsur le champ de bataille. Je crains de ne pas\npouvoir la dissimuler.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06リーフ\nInutile de vous excuser pour ça. Si je devais être\ndistrait, ce serait ma faute, et non la vôtre.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nQuelque chose ne va pas ?\nVous avez l'air abattue.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe pense à toutes les fois où ma grâce\néblouissante a dû déconcentrer nos alliés\nen plein cœur du combat.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEst-ce égoïste de vouloir afficher son élégance,\nmême en temps de guerre ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06リーフ\nNe vous en faites pas pour ça, Goldmary.\nVous êtes une alliée qu'il est bon d'avoir\nsur le champ de bataille.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nC'est un plaisir de vous rencontrer, Timerra.\nJe jure de faire de mon mieux pour devenir\nvotre ami.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nTout le plaisir est pour moi. Oh, ça me fait\npenser à une chanson ! ♪Leif et son amitié,\nmeilleurs que la viande grillée !♪\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nミスティラ\nUne femme qui a le sens du style,\nc'est plutôt chouette, non ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06リーフ\nOh, euh... oui. Autrefois, j'ai été très attaché à\nune femme qui ne manquait pas d'élégance.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEst-ce que quelque chose ne va pas, Timerra ?\nJe ne vous ai pas entendue chanter, récemment.\nC'est assez inhabituel de votre part.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nOh Leif, j'ai écrit une chanson pour dire à quel\npoint j'aimais les Emblèmes, mais personne ne\nveut l'écouter.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06リーフ\nVous dites que c'est à propos des Emblèmes ?\nÉtant moi-même un Emblème, je serais ravi\nde l'entendre.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nVraiment ?! Vous êtes le meilleur. Je vais vous\nla chanter à tue-tête pas plus tard que tout\nde suite ! Et une, et deux...\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nMessire Leif, ça vous ennuierait de discuter\nun peu de la dernière bataille ? Il y a un sujet\nsur lequel j'aimerais avoir votre point de vue.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06リーフ\nBien sûr que non ! Je suis toujours ravi\nd'exposer ma vision des choses ou de\npartager quelque savoir.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMerrin, je vous ai vue à plusieurs reprises\nobserver les animaux avec attention.\nPourquoi faites-vous cela ?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nJ'aime étudier les choses que j'admire.\nD'ailleurs, il m'est aussi arrivé de me pencher\nsur votre cas, Messire Leif.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nQuand la guerre sera finie, j'ai l'intention\nde voyager. Je rêve d'observer des animaux\nque nul n'a vus avant moi.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nJ'ai déjà un peu voyagé, bien entendu, mais\nle monde est si vaste... Messire Leif, quel est\ndonc votre rêve ?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06リーフ\nCe serait probablement de voir ma ville natale\nprospérer dans la paix.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06リーフ\nMais il s'agit là de mon rêve en tant que roi.\nPeut-être devrais-je me trouver un rêve plus\npersonnel, tel que le vôtre.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nPanette ! Comment se fait-il qu'un insecte\nse retrouve piégé dans ce flacon ?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nParce que j'entends le conserver, figurez-vous.\nContemplez donc cette créature ! Ses couleurs\nsont un ravissement pour les yeux.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nJe dois arracher ces mauvaises herbes, alors\nallez traîner ailleurs... Oh, Leif ! Que puis-je\nfaire pour votre service ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06リーフ\nEh bien, je songeais à vous aider à vous occuper\ndu jardin... Mais de toute évidence, vous avez\nla situation bien en main.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous vous présentez à l'instant le plus\nopportun. Je m'apprêtais à déguster quelque\nen-cas. Voulez-vous partager ma pitance ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06リーフ\nAvec joie, merci, même si je devrai me contenter\nde l'odeur. Mais dites-moi, vous mangez ces...\nchoses rouges ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nEt comment ! Ce sont mes pommes de terre\npréférées. Il paraît que d'aucuns trouvent\nleur fumet peu commun.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06リーフ\nArgh ! Peu commun... oui... on peut le dire.\nVous aimez vraiment ce qui sort de l'ordinaire.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nAllez, c'est l'heure de faire mes tours de garde.\nJe suis incapable de rester assis à ne rien faire.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06リーフ\nSi vous partez en patrouille, j'aimerais vous\naccompagner. Nous pourrons discuter sur\nle champ de bataille.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nMa sœur est une dure à cuire, vous savez...\nEt pourtant, c'est plus fort que moi,\nje ressens le besoin de la protéger.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06リーフ\nJe comprends ce que vous ressentez.\nMoi aussi, je chercherais à protéger ma sœur.\nC'est ainsi, dans une fratrie.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nLeif, euh... Est-ce que vous êtes doué pour\nla pêche ? Et le cas échéant, est-ce que vous\npourriez m'apprendre ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06リーフ\nVous apprendre à pêcher ? Vous ne savez\npas comment on fait ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nOui, je sais que c'est inconcevable, mais je n'ai\njamais appris. Vous êtes le seul à qui j'ose\ndemander de me l'apprendre.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06リーフ\nHa ha ! Votre requête me va droit au cœur.\nJ'ignore si je suis bon enseignant, mais je\nvous apprendrai à pêcher.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAh, Messire Leif ! C-C'est si intimidant.\nJe ne vous ai même pas salué.\nAlors voilà... Ahouuuuu !\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06リーフ\nAhouuuu ! C'est là votre salutation ?\nLes us et coutumes de cette contrée\nsont décidément exotiques.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMessire Leif, il a été porté à ma connaissance\nque vos parents étaient décédés. Cela vous\ndérangerait-il que je prie pour eux ?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06リーフ\nVoilà une délicate attention, Pandreo.\nJe ne doute pas que ma mère et mon père\nsauront l'apprécier.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nVous semblez plus occupé que d'ordinaire.\nQuelque événement se profile-t-il ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nPour tout dire... oui ! Je prépare un banquet.\nUn banquet... pour célébrer notre amitié !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nIl y a un siège spécialement pour vous,\ncelui avec toutes les décorations... Ah, et\nil y a aussi une carte qui vous attend.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06リーフ\n« Merci pour tout »... Ah, il ne fallait pas.\nC'est plutôt moi qui devrais vous remercier,\nPandreo.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nOn m'appelle le Souverain Éclairé, mais j'ai\nencore tant à apprendre. J'espère que vous\nm'enseignerez une chose ou deux.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nLe Souverain Éclairé... On dirait presque\nle nom d'un dessert. Je suis sûr que nous\napprendrons beaucoup l'un de l'autre, Leif.\x0E\x04\x00\x00
