MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nMe revoilà.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nAttendez, dites-moi ! Comment se porte Veyle ?\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x08\x06モーヴ\nLe seigneur Sombron a confié à Zephia un\nnouvel objet magique à utiliser sur Dame Veyle.\nSi jamais elle l'utilise...\x0E\x04\x02\x00
MID_ED1_#007	Jamais plus la véritable Dame Veyle ne\nrefera surface.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x08\x06モーヴ\nLes autres pensent que c'est une bonne chose.\nMais moi... je me suis toujours soucié de sa\nsécurité.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVous semblez réellement vouloir la protéger,\nn'est-ce pas ?\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x02\x08\x06モーヴ\nJ'en ai trop dit. Marni, je rentre. Avec ou sans\ntoi.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x02\x08\x06マロン\nTu ne partirais pas sans m... Hé, attends-moi !\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nEst-ce une bonne chose de les laisser filer ?\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08リュール\nNous avons récupéré les anneaux.\nEn outre...\x0E\x04\x02\x00
MID_ED1_#016	Je pense que Veyle aura bien besoin de lui\nà ses côtés.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ミカヤ\x021\n\x0E\x03\x00\x0A\x04ロイ\x023\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEmblème Micaiah, Emblème Roy... Ravi\x0E\x0A\x00\x06
MID_ED2_#002	\x0E\x03\x02\x08\x06ミカヤ\nJ'ai toujours su que nous retournerions auprès\nde vous. Merci, \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED2_#003	Dans la lande ombragée et au port de\nFlorra, c'était un véritable déchirement\nque de devoir vous affronter...\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08リュール\nJe suis désolé\x0E\x0A\x00\x06
MID_ED2_#005	Quand je pense qu'Elusia grouille\nd'Aberrations...\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04ロイ\nC'est le Dragon déchu qui est à l'origine du\nsoulèvement des Aberrations dans ce royaume.\x0E\x04\x02\x00
MID_ED2_#007	Il semble que le sang de souverain ne lui suffise\nplus. Il enlève également les citoyens d'Elusia,\ndésormais.\x0E\x04\x02\x00
MID_ED2_#008	Lorsque Sombron draine leur sang, ils se\nchangent en Aberrations. C'est pour cette\nraison qu'il y en a partout.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nVous voulez dire que les Aberrations que nous\navons éliminées étaient...\x0E\x04\x00\x00
MID_ED2_#010	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\n...\x0E\x04\x02\x00
MID_ED2_#011	Solm, Brodia, Firene... Tout le monde souffrira\nsi elles parviennent à quitter mon royaume.\nNous devons agir sans plus attendre.\x0E\x04\x02\x00
MID_ED2_#012	En outre, si mon peuple compte encore des\nsurvivants, je dois faire tout ce qui est en mon\npouvoir pour les sauver.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nCes deux-là ont fait tout ce chemin pour nous\nempêcher d'atteindre le château d'Elusia.\x0E\x04\x02\x00
MID_ED2_#014	De toute évidence, les Quatre Chacals sont\nprêts à tout pour nous tenir à distance.\nTâchons de découvrir pourquoi.\x0E\x04\x00\x00
