MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nVotre présence me remonte toujours le moral,\nMicaiah. Je pense que c'est ce doux sourire\nque vous portez en permanence.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nAlcryst... vous devriez prendre le temps de vous\nexaminer et d'estimer plus justement vos\nqualités. Vous pouvez faire ça pour moi ?\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nSi je fais ça, je risque de me découvrir encore\nplus pitoyable que je ne me l'imagine... Je ne\npeux pas prendre ce risque !\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nMon frère est unique. Fort, sage, bienveillant...\nC'est une personne fantastique.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, Alcryst... Vous êtes aussi une personne\nfantastique.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nMoi ?! Non, non... je ne suis qu'un rebut\ncomparé à Diamant.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nVotre frère, fort, sage et bienveillant, ne\npartage pas cette opinion. Allez-vous ajouter\n« menteur » à la liste ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nNos mondes sont différents, mais on\ntrouve le même calme dans nos forêts.\nLa tranquillité de mes racines me manque...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nOui ! Moi aussi j'adore les forêts ! Je pourrais y\npasser la journée à fabriquer des meub... je veux\ndire... à observer les oiseaux !\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ラピス\nJ'espère que nous pourrons bientôt mettre un\nterme à cette guerre. Plus les combats durent,\nplus les gens ordinaires souffrent.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nJe comprends pourquoi Alcryst apprécie votre\ncompagnie, Lapis. Votre cœur est juste et\nregorge de bonté.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nPourquoi tant de furtivité, Lapis ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nMicaiah ?! J'ai, euh, reçu quelques patates\nde chez m... euh, du marché ! Oui, c'est là\nque j'étais.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nOh ! Vous en avez tellement ! J'adore les\npommes de terre. On ne peut pas les préparer\nde travers, vous le saviez ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nVous aimez les patates ? Je ne l'aurais jamais\ndeviné. J'adore vos secrets, Micaiah, ils sont\nparfaitement à mon goût !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nCe monde doit vous sembler si étrange, à vous\net aux autres Emblèmes... Si je peux vous aider,\nn'hésitez pas.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nComme vous êtes prévenante ! Merci, Citrinne.\nJe profiterai peut-être de cette offre.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous portez une quantité extravagante\nde sucreries, Citrinne. Vous vous rendez\ndonc à une fête ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, ça ? J'ai découvert récemment qu'une\nde mes connaissances avait un faible pour\nles sucreries. Je m'en vais la gâter de ce pas !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLes enfants se mettent toujours à sangloter\nquand je leur souris... Comment les débarrasser\nde cette peur que je leur inspire ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nRien de plus normal pour un enfant que d'avoir\npeur des inconnus. Je suis sûre qu'ils sècheront\nleurs larmes quand ils vous connaîtront mieux !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nOh, je comprends ! Ainsi... vous ne pensez\npas que mon sourire soit le moins du monde\neffrayant, Micaiah ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nPas du tout. Je n'y vois que de la bonté.\nSi cette bonté peut survivre à cette guerre,\nrien ne pourra l'altérer.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nJ'ai peur que vous en fassiez trop, Ivy.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nJ'ai juré d'aider le Dragon divin, Micaiah.\nEt c'est ce que je ferai.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEt si nous faisions une balade en forêt pour\nnous détendre, Ivy ?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nParvenez-vous à sentir quand une chose\nme tourmente ? Vous semblez toujours\ndeviner ce dont j'ai besoin.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nC'est difficile de combattre ses propres idéaux.\nJe ne connais cette douleur que trop bien.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nVous êtes parvenue à surmonter ce conflit,\nje me trompe ?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nJ'espère un jour suivre votre exemple.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNul besoin de mes talents de voyante pour vous\ndire ce qu'il en sera. J'ai vu de quelle étoffe\nvous étiez faite. Vous y arriverez.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous débordez d'énergie, Zelkov, mais même\nles travailleurs les plus acharnés doivent parfois\nse reposer.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nJe n'ai nul besoin de *repos*. Pas tant qu'il\nreste des choses à faire.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nUne potion de sommeil aiderait à soulager\nla misère du monde. Je devrais en *concevoir*\nune.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nHi hi ! Vous avez essayé la tisane ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMon désir ardent de nouveaux *desseins* me\nconsume toujours autant. Je dois me trouver\ndes raisons de continuer à vivre.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nJ'aurais aimé pouvoir vous soulager grâce\nà mon pouvoir.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nVotre *sacrifice* peut guérir les corps.\nMon combat est spirituel.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nJe sais. Je ne peux que prier pour que vous\ntrouviez un jour la paix.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMicaiah ! Nous sommes liés par la plus grande\namitié qui soit. Comptez sur moi si vous avez\nbesoin de quelque chose.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nHum... Merci ? Mais je crois que notre amitié est\nencore un peu fraîche pour de telles envolées.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nJ'aimerais être ami avec la princesse Ivy,\nmais je crois qu'elle ne partage pas ce désir.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nÇa a pu être le cas auparavant, mais peut-être\na-t-elle changé d'avis.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nLa culture de mon pays est bien différente\nde celle d'ici. J'ai découvert beaucoup de\nchoses en vivant en Elusia.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nQu'avez-vous appris ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDe nouveaux styles de combat. J'étais\nimbattable chez moi, mais ici, Zelkov\na été capable de me vaincre.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nHi hi ! On dirait que vous avez trouvé le rival\nqu'il vous fallait.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nJe ferai de mon mieux pour vous aider,\nHortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe n'ai pas besoin de vous. Mais comme vous\nêtes plutôt mignonne, je vous accorde une\nchance de prouver votre valeur.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous allez arrêter de me regarder comme ça ?\nJ'ai l'impression que vous sondez mon âme.\nJe déteste ça.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nHi hi ! Je m'assure juste que vous allez bien.\nJe m'inquiète pour vous, parfois. C'est tout.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMa sœur a quitté Elusia alors qu'elle savait\nque j'y étais. Elle m'a abandonnée.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nIvy et vous êtes de la même famille.\nVous comptez pour elle plus que tout\nau monde. Croyez-moi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nComment vous pouvez en être si sûre ?\nVous avez lu dans ses pensées ou quoi ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNon, mais je sais ce qu'elle ressent. Il existe\nquelqu'un pour qui je ressens la même chose.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVotre wyverne est merveilleuse, Rosado !\nComment l'appelez-vous ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nElle s'appelle Camille et nous sommes\ninséparables, elle et moi. Elle est magnifique,\nn'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nCe paquet a l'air très lourd. Que contient-il ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nDe jolies petites pierres que j'ai ramassées\nà Somniel. Je compte m'en servir pour\nun tableau.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ロサード\nVotre chevelure argentée est sublime, Micaiah.\nElle vous donne un air apaisant et sophistiqué.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, merci. Je vous avoue que je ne m'en suis\njamais préoccupée. J'ai toujours trouvé que mes\ncheveux attiraient trop l'attention.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nNe dites pas ça ! Je les ai adorés dès que\nmon regard s'est posé dessus, et c'est tout\nce dont vous devez vous souvenir.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nC'est un vrai compliment, venant de quelqu'un\ndont la chevelure est aussi radieuse.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'espère que mon prodigieux charisme ne sera\npas un problème pour vous, Micaiah.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nJe ferai de mon mieux pour qu'il ne remette\npas notre amitié en cause.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous semblez perdue dans vos pensées,\nGoldmary. Qu'est-ce qui vous préoccupe ?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'ai l'habitude d'être l'atout charme de tous\nles duos que je forme, mais dans notre cas,\nil se pourrait que ce soit vous.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nC'est malheureux que nous soyons si loin\nde mon village. J'aurais tant voulu vous\nmontrer ses sources chaudes.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nÇa a l'air amusant. Mais ça serait du gâchis\nde me faire profiter d'un bain, puisque je suis\ndépourvue de forme physique.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nC'est juste. C'est peut-être mieux ainsi.\nLa jalousie vous rongerait cruellement,\nj'en suis sûre.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nHi hi ! Vous n'entendez que ce que vous\nvoulez entendre, on dirait.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nAlors, Micaiah, dites-moi : qu'est-ce qui fait\nbattre votre cœur ? Moi j'adore voyager,\nchanter, et simplement m'amuser.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nJ'aime lire des livres et écouter le vent.\nDe manière générale, j'aime la paix et\nla tranquillité.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nAinsi, vous pouvez percer à jour les mensonges\net voir l'avenir ? J'aimerais tellement en être\ncapable, moi aussi !\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nÇa a ses avantages. Mais je promets que jamais\nje n'utiliserai mes pouvoirs pour tricher à un jeu.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVous savez, Micaiah, vous avez une voix\nfantastique. Elle est très belle, mais aussi\ntrès puissante.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nVous pensez ? Je n'ai jamais vraiment réfléchi\nà ma voix.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nJe parie que vous êtes une super chanteuse.\nOn devrait faire un duo à l'occasion.\nJe m'occupe de l'orchestre !\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nOh, c'est beaucoup de pression. Mais...\nj'accepte. Nous pourrions chanter notre\nbelle amitié !\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nJe suis reconnaissante d'avoir l'occasion d'unir\nmes forces aux vôtres, Merrin. Ensemble, nous\nalignerons une puissance redoutable.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nEt comment. Quant à moi, je suis\nreconnaissante de combattre aux côtés d'un\nEmblème aussi fort et charmant que vous.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nMicaiah, je dois avouer que je ressens un\nirrépressible besoin de vous protéger. Mais je\nme demande si vous en avez vraiment besoin ?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nCela part d'une bonne intention, mais ne vous\nlaissez pas abuser par mon apparence. Il fut\nun temps où j'étais en charge des troupes.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nEst-il vrai que les oiseaux et les dragons\npeuvent se transformer en êtres humains\ndans votre monde ?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nEh bien oui, c'est exact. Mais je crois que\nvous avez mal compris, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nIl s'agit d'humains pouvant se métamorphoser\nen oiseaux et en dragons, et non l'inverse.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nQuoi ? Comme le Dragon divin, en fait ?\nMaintenant, je meurs encore plus d'envie\nd'en rencontrer un !\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nLa dernière bataille était pour le moins\néprouvante. Vous n'avez pas manqué\nde bravoure, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe suis la hache de la princesse. Quelque\nobstacle ose-t-il se dresser sur sa route,\nje le fends aussitôt en deux !\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIl se raconte que vous êtes une grande\namoureuse de la forêt, Micaiah. Nous\ndevrions y cheminer ensemble à l'occasion.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nMa foi, je serais curieuse de voir ce\nque vous attrapez avec cet énorme\nfilet...\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous désirez que je vous dise l'avenir ?\nHmm, serait-ce au sujet de ce fantôme qu'on\na vu rôder dans le désert de Solm ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nPrécisément ! Je vous en conjure, dites-moi si\nle fantôme du bandit du désert qui emporta ses\nrichesses dans la tombe existe réellement !\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nVous semblez si enthousiaste à ce sujet,\nPanette. Vous n'avez donc pas peur\ndes fantômes ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nPeur ? Moi ? Pas le moins du monde !\nDe plus, tant que vous êtes à mes côtés,\nje n'ai rien à craindre.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\nHé, Micaiah ! Il est grand temps de faire\nune fête à la gloire de tous nos nouveaux\namis. Êtes-vous partante ?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nHi hi ! Ça a l'air vraiment amusant.\nJe serais très heureuse d'y participer.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\nBonjour, Micaiah. Vous avez déjà quelque\nchose de prévu, demain ?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nVous organisez encore une fête ?\nMais vous en avez déjà fait une hier,\net une autre avant-hier.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVous arborez un air plutôt satisfait, Fogado.\nPuis-je savoir pourquoi ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nJe viens de mettre la main sur un instrument\nde musique extrêmement rare. J'ai hâte de\nle donner à ma sœur.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nElle en sera ravie. j'en suis sûre.\nVous tenez beaucoup à elle, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nEh bien, vous savez ce que c'est. Quand on\naime quelqu'un, il faut le lui montrer.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nFaites-moi signe s'il y a quoi que ce soit qui\nvous pèse, d'accord ? J'imagine que vous avez\nvotre lot de soucis.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nC'est fort aimable de votre part, Pandreo.\nMais tout le monde ici est aux petits soins,\nje suis parfaitement à l'aise.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nJe me demandais qui chantait ainsi de cette\ncharmante voix. Hi hi, vous avez de petits\nadmirateurs, on dirait.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nDame Micaiah ?! C-C'est trop. Ne me demandez\npas pourquoi, mais ces oiseaux viennent danser\nprès de moi dès que je pousse la chansonnette.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パンドロ\n...\nDame Micaiah ? Je peux vous aider ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, je suis navrée de vous avoir interrompu\nen pleine prière. Je passais juste vous dire\nbonjour.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nAucun problème. Toutes ces vies que nous\navons fauchées... Je prie pour le repos de leur\nâme. Voulez-vous vous joindre à moi ?\x0E\x04\x00\x00
