MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nNotre navire est amarré ici.\x0E\x04\x00\x00
MID_OP5_2_#003	\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06モーヴ\nJe ne me tiendrai plus jamais près de vous,\nZephia, à part quand ma lame vous transpercera\nle cœur.\x0E\x04\x02\x00
MID_OP5_2_#004	Dragon divin, je vous en conjure !\nPermettez-moi de me battre à vos côtés.\x0E\x04\x02\x00
MID_OP5_2_#005	Pour venger Marni. Et pour sauver Dame Veyle.\x0E\x04\x00\x00
MID_OP5_2_#006	\x0E\x03\x02\x0A\x08リュール\nMauvier, bien sûr.\x0E\x04\x00\x00
MID_OP5_2_#007	\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nAlors, tu vas me trahir, tout simplement ?\nM'abandonner à la tristesse et à la solitude\nune fois encore ?\x0E\x04\x02\x00
MID_OP5_2_#008	Et toi, mon frère. Je pensais que tu serais\nravi de retrouver ta sœur après tout ce temps.\x0E\x04\x00\x00
MID_OP5_2_#008_F	Et toi, ma sœur. Je pensais que tu serais\nravie de retrouver ta sœur après tout ce temps.\x0E\x04\x00\x00
MID_OP5_2_#009	\x0E\x04\x03\x04
MID_OP5_2_#010	\x0E\x03\x02\x0A\x08リュール\nVous n'êtes pas notre Veyle.\x0E\x04\x00\x00
MID_OP5_2_#011	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nC'est sûrement à cause de mon nouveau style.\nAlors, vous risquez également d'abhorrer ce\nstyle-là.\x0E\x04\x00\x00
MID_OP5_2_#012	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x00\x0C\x06マルス\x023\n\x0E\x03\x02\x0A\x08リュール\nMarth.\x0E\x04\x00\x00
MID_OP5_2_#013	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nLes autres Emblèmes ont été volés, et vous lui\navez tourné le dos. Oh, pauvre petite chose.\x0E\x04\x02\x00
MID_OP5_2_#014	Tout comme moi. Mais je suis là pour vous,\npetit Emblème. Je suis tout ce dont vous\navez besoin.\x0E\x04\x02\x00
MID_OP5_2_#015	Si j'avais su qu'un\x0E\x0A\x00\x06
MID_OP5_2_#016	Je veux m'assurer d'être la seule enfant de\nmon Père.\x0E\x04\x00\x00
MID_OP5_2_#017	\x0E\x03\x02\x0A\x08リュール\nVous désirez donc être seule à jamais ?\x0E\x04\x00\x00
MID_OP5_2_#018	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nOui, tout à fait. Je n'ai nullement besoin d'une\nfamille, d'amis ou de fidèles serviteurs.\x0E\x04\x02\x00
MID_OP5_2_#019	Je vous remercie de m'apporter les anneaux,\nmais c'est là que notre relation prend fin...\x0E\x04\x02\x00
MID_OP5_2_#020	Maintenant, au revoir, mon frère.\x0E\x04\x00\x00
MID_OP5_2_#020_F	Maintenant, au revoir, ma sœur.\x0E\x04\x00\x00
MID_OP5_2_#021	\x0E\x04\x03\x04
MID_OP5_2_#022	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nVotre Divinité... À compter de ce jour,\nje suis à vos côtés !\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nQui regardez-vous ? Moi, qui me tiens devant\nvous ? Ou celle que j'étais avant ?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nJe voulais tant vous retrouver. Je voulais tant\nvous tuer.\x0E\x04\x02\x00
MID_BT2_#002	\x0E\x05\x01 \x12M021_ヴェイル\nAngry\nLa marionnette de la reine Lumera. Un vulgaire\nvermisseau pleurnichard et pathétique. Vous\nn'êtes pas m\x0E\x0A\x00 \x10on frère\x0Ca sœur.\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nEt vous n'êtes pas ma sœur. Contrairement\nà Veyle. Rendez-la-moi.\x0E\x04\x00\x00
MID_BT2_#004	\x0E\x03\x02\x14\x12M021_ヴェイル\nJe suis Veyle ! Et je vais vous le prouver\nimmédiatement... en vous ôtant la vie !\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nAh ! Mon fidèle chevalier, Mauvier. Ne vas-tu\ndonc pas me défendre ?\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nMon service au sein des Quatre Chacals est de\nl'histoire ancienne. Je ne vous défendrai pas.\x0E\x04\x00\x00
MID_BT3_#003	\x0E\x05\x01\x1C\x12M021_ヴェイル\x06Sad\n\x0E\x03\x02\x14\x12M021_ヴェイル\nToujours le même, Mauvier. Vous ne me voyez\npas. Vous ne pouvez même pas dire mon nom.\x0E\x04\x02\x00
MID_BT3_#004	\x0E\x05\x01 \x12M021_ヴェイル\nSmile\nMais n'ayez crainte. Je n'ai pas oublié votre\nrécompense. Que diriez-vous d'une mort\nrapide ?\x0E\x04\x00\x00
MID_BT3_#005	\x0E\x05\x01\x10\x06モーヴ\x06Die\n\x0E\x03\x02\x08\x06モーヴ\nJe suis prêt à tous les sacrifices pour\narracher Dame Veyle à vos griffes.\x0E\x04\x02\x00
MID_BT3_#006	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nDonne-moi la force, Marni !\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01\x1E\x12M021_ヴェイル\x08Pain\n\x0E\x03\x02\x14\x12M021_ヴェイル\nJe... Je...\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x03\x02\x12\x10M021_セピア\nIl n'y a rien de personnel. Je suis simplement\nles ordres de Dame Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x05\x01\x1A\x10M021_セピア\x06Sad\n\x0E\x03\x02\x12\x10M021_セピア\nC'est bien triste que nous devions nous\naffronter, toi et moi, Mauvier.\x0E\x04\x02\x00
MID_BT6_#002	\x0E\x05\x01\x1E\x10M021_セピア\nAngry\nMoi qui pensais que nous formions\nune famille...\x0E\x04\x00\x00
MID_BT6_#003	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x16\x06モーヴ\x0CStrike\n\x0E\x03\x02\x08\x06モーヴ\nUne famille ?! Vous avez tué Marni !\x0E\x04\x02\x00
MID_BT6_#004	\x0E\x05\x01\x14\x06モーヴ\nAngry\nJ'aurais dû me dresser contre vous plus tôt.\nDame Veyle et Marni auraient eu une chance...\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x05\x01\x1C\x10M021_セピア\x08Pain\n\x0E\x03\x02\x12\x10M021_セピア\nCe n'était pas si pathétique, finalement...\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1C\x0EM021_グリ\nRelax\n\x0E\x03\x02\x10\x0EM021_グリ\nQu'il y ait deux Chacals ou bien quatre, peu\nm'importe. Je combattrai avec plus de rage,\nvoilà tout.\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1E\x0EM021_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM021_グリ\nTiens, voilà le traître. Ne t'inquiète pas, tu vas\nbientôt rejoindre Marni.\x0E\x04\x00\x00
MID_BT9_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nComment oses-tu prononcer son nom ?!\x0E\x04\x02\x00
MID_BT9_#003	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nJe te tuerai vite. Tu seras enterré avant\nmême de ressentir la douleur de la mort.\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1A\x0EM021_グリ\x08Pain\n\x0E\x03\x02\x10\x0EM021_グリ\nLa mort, c'est la fin de toute douleur. Qui\nsouhaiterait une telle chose ?\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_善\nQue... Que se passe-t-il ?\x0E\x04\x02\x00
MID_ED1_#002	Vous ici, \x0E\x06\x03\x00 ?\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nVeyle ? Veyle ! C'est vraiment vous,\nn'est-ce pas ?!\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x12\x10ヴェイル_黒_善\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nÇa n'a aucun sens. Elle n'était pas censée\nchanger de la sorte...\x0E\x04\x02\x00
MID_ED1_#005	Le casque enchanté... Il est fissuré !\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x02\x08\x06モーヴ\nL'attaque de Marni a fait mouche ?\x0E\x04\x02\x00
MID_ED1_#007	Marni... Quel courage.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_善\nOù... sommes-nous ?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08リュール\nAu château de Lythos. Vous étiez sous\nle joug de Zephia.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nMa tête me fait souffrir le martyre. Et...\nAttendez un peu. Qu'est-ce que c'est\nque ces vêtements ?\x0E\x04\x02\x00
MID_ED1_#011	Et... Où ai-je donc trouvé cet anneau ?\x0E\x04\x02\x00
MID_ED1_#012	C'est le vôtre, n'est-ce pas ? Je me souviens...\nNous étions près de la cathédrale. Vous disiez\nqu'il était important pour vous.\x0E\x04\x02\x00
MID_ED1_#013	Tenez... Prenez-le.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08リュール\nJe vous remercie, Veyle.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x12\x10ヴェイル_黒_善\n\x0E\x03\x00\x0E\x08ソンブル\x021\n\x0E\x03\x02\x0A\x08ソンブル\nJe ne le tolérerai pas.\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08ソンブル\nÉcoutez-moi, ô ma pauvre fille,\ntare de sa lignée.\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nPapa...\x0E\x04\x00\x00
MID_MOVIE1_#003	\x0E\x03\x02\x0A\x08ソンブル\nNous sommes si proches, je le sens,\nmais leur bonté vous rend faible.\x0E\x04\x00\x00
MID_MOVIE1_#003_2	\x0E\x03\x02\x0A\x08ソンブル\nAllez récupérer mes Anneaux d'Emblèmes !\x0E\x04\x00\x00
MID_MOVIE1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nNon !\x0E\x04\x00\x00
MID_MOVIE1_#005	\x0E\x03\x02\x0A\x08ソンブル\nJe vois. Quel dommage.\x0E\x04\x02\x00
MID_MOVIE1_#006	Bien... Vous ne m'êtes plus d'aucune utilité.\x0E\x04\x00\x00
MID_MOVIE1_#006_2	Et je préfère... me débarrasser\ndes choses inutiles.\x0E\x04\x00\x00
MID_MOVIE1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nAh !\x0E\x04\x00\x00
MID_MOVIE1_#008	\x0E\x03\x02\x0A\x08リュール\nVeyle !\x0E\x04\x00\x00
MID_MOVIE1_#009	\x0E\x03\x02\x0A\x08ヴェイル\n \x0E\x04\x00\x00
MID_MOVIE1_#010	\x0E\x03\x02\x0A\x08リュール\nAaah ! Argh... Ugh...\x0E\x04\x00\x00
MID_MOVIE1_#011	\x0E\x03\x02\x0A\x08ヴェイル\nNon !\x0E\x04\x00\x00
MID_MOVIE1_#012	\x0E\x03\x02\x0A\x08ソンブル\nStupide enfant.\x0E\x04\x02\x00
MID_MOVIE1_#013	C'est la deuxième fois que je vous réprime.\x0E\x04\x02\x00
MID_MOVIE1_#013_2	Mais cette fois-ci... le sommeil\nne vous ramènera pas.\x0E\x04\x02\x00
MID_MOVIE1_#014	Cette fois-ci...\x0E\x04\x00\x00
MID_MOVIE1_#014_2	votre défaite sera définitive.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nPourquoi avez-vous fait ça ?! Vous n'auriez\npas dû surgir devant moi, \x0E\x06\x03\x00 !\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nJ'ai simplement fait... mon possible...\npour vous protéger du danger.\x0E\x04\x02\x00
MID_ED2_#003	Je voulais me faire pardonner toutes\nles fois où je n'ai pas su vous protéger.\x0E\x04\x02\x00
MID_ED2_#004	Je suis désolé\x0E\x0A\x00\x06
MID_ED2_#005	\x0E\x03\x02\x0A\x08ヴェイル\nTout ça m'est bien égal ! Mais ne mourez pas !\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08リュール\nNe vous inquiétez pas... J'ai encore...\ndes choses importantes à faire...\x0E\x04\x02\x00
MID_ED2_#006_2	\x0E\x03\x02\x0A\x08リュール\nJe ne peux pas mourir tant\nque je ne vous ai pas tout dit...\x0E\x04\x02\x00
MID_ED2_#007	J'ai... tant de choses à vous dire...\nVous devez savoir qui... je suis...\x0E\x04\x02\x00
MID_ED2_#007_2	Écoutez-moi, Veyle, je suis votre...\x0E\x04\x02\x00
MID_ED2_#008	 \x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x06\x03\x00 ? Non...\naccrochez-vous... Ne me laissez pas !\x0E\x04\x02\x00
MID_ED2_#010	Ne me laissez pas, \x0E\x06\x03\x00 !\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x00\x0E\x08ソンブル\x022\n\x0E\x03\x02\x0A\x08ソンブル\nMaintenant, plus personne\nne se dressera sur mon chemin.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x00\x10\nヴァンドレ\x023\n\x0E\x03\x02\x0C\nヴァンドレ\nLe Dragon divin... est mort.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x12\x0Cアルフレッド\x023\n\x0E\x03\x02\x0E\x0Cアルフレッド\nComment... Comment est-ce possible ?\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08ヴェイル\nAttendez, la dracopierre !\x0E\x04\x00\x00
MID_ED2_#014_2	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08ヴェイル\nMais pourquoi...\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08ソンブル\nCette créature rebelle était\nun autre de mes enfants.\x0E\x04\x00\x00
MID_ED2_#015_2	\x0E\x03\x02\x0A\x08ソンブル\nCelui que vous cherchiez depuis tout ce temps.\x0E\x04\x00\x00
MID_ED2_#015_3	\x0E\x03\x02\x0A\x08ソンブル\nVotre frère.\x0E\x04\x00\x00
MID_ED2_#015_F	\x0E\x03\x02\x0A\x08ソンブル\nCette créature rebelle était\nune autre de mes enfants.\x0E\x04\x00\x00
MID_ED2_#015_F_2	\x0E\x03\x02\x0A\x08ソンブル\nCelle que vous cherchiez depuis tout ce temps.\x0E\x04\x00\x00
MID_ED2_#015_F_3	\x0E\x03\x02\x0A\x08ソンブル\nVotre sœur.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x02\x0A\x08ヴェイル\nHein ?\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08ソンブル\nLe Dragon divin a recueilli ce\x0E\x0A\x000\x10 traître\x1Ctte traîtresse après\nla dernière guerre et l'a aidé\x0E\x0A\x00\x06
MID_ED2_#018	Aucun de mes enfants ne devrait être\nun Dragon divin. La mort était la seule issue.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x02\x0A\x08ヴェイル\nNon... Mais la pierre... La pierre\nne peut se briser que si...\x0E\x04\x02\x00
MID_ED2_#020	Depuis tout ce temps... C'était vous, mon frère...\x0E\x04\x02\x00
MID_ED2_#020_2	Je vous ai trouvé... Je vous ai enfin trouvé !\x0E\x04\x02\x00
MID_ED2_#020_F	Depuis tout ce temps... C'était vous, ma sœur...\x0E\x04\x02\x00
MID_ED2_#020_F_2	Je vous ai trouvée... Je vous ai enfin trouvée !\x0E\x04\x02\x00
MID_ED2_#021	Je vous en prie, je dois vous parler ! Vous\nn'auriez pas dû vous sacrifier pour moi !\x0E\x04\x02\x00
MID_ED2_#022	 \x0E\x04\x02\x00
MID_ED2_#023	\x0E\x03\x02\x0A\x08ソンブル\nLes enfants sont si pathétiques. Enfin,\nles douze anneaux sont désormais à moi.\x0E\x04\x00\x00
MID_ED2_#024	\x0E\x03\x02\x0A\x08ヴェイル\nNon ! Rendez-les-nous ! Immédiatement !\nCes anneaux appartiennent à mon frère !\x0E\x04\x02\x00
MID_ED2_#024_F	\x0E\x03\x02\x0A\x08ヴェイル\nNon ! Rendez-les-nous ! Immédiatement !\nCes anneaux appartiennent à ma sœur !\x0E\x04\x02\x00
MID_ED2_#025	Ses amis ont fait tant d'efforts\npour arriver jusqu'ici !\x0E\x04\x02\x00
MID_ED2_#026	\x0E\x03\x02\x0A\x08ソンブル\nEt pourtant... Je contrôle\ntous les Anneaux d'Emblèmes.\x0E\x04\x02\x00
MID_ED2_#027	Le pouvoir qu'ils octroient tous\nles mille ans est si grand !\x0E\x04\x00\x00
MID_ED2_#027_2	Et aujourd'hui, il est à moi !\x0E\x04\x00\x00
MID_MOVIE2_#002	\x0E\x03\x02\x0A\x08ソンブル\nEntendez-moi, Anneaux d'Emblèmes...\nAccordez-moi votre pouvoir infini !\x0E\x04\x02\x00
MID_MOVIE2_#004	 \x0E\x04\x02\x00
MID_MOVIE2_#006	Gradlon, élève-toi... Élève-toi à nouveau !\x0E\x04\x02\x00
MID_MOVIE2_#009	Ha ha ha ha...\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nImpossible. Gradlon... est restaurée...\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nPapa, où allez-vous ? Vous avez tout détruit.\nVous avez même tué votre propre enfant...\x0E\x04\x02\x00
MID_ED3_#003	Est-ce là ce que vous souhaitiez ?\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nOn dirait que c'est la fin pour vous tous, hum ?\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nZephia !\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x02\x08\x06セピア\nDame Tare. Vous n'avez survécu en ce jour\nque parce que l'on vous protégeait...\x0E\x04\x02\x00
MID_ED3_#007	Mais malheureusement... il est temps\ndésormais de faire vos adieux.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nMes adieux ?\x0E\x04\x02\x00
MID_ED3_#009	M-Ma tête !\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nDame Veyle ?!\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nJe ne veux... pas qu'elle... prenne\nle contrôle !\x0E\x04\x00\x00
MID_ED3_#012	\x0E\x03\x02\x08\x06モーヴ\nMais Marni a détruit le casque !\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06セピア\nOh, Mauvier. Mon pauvre Mauvier. Ce n'était\nqu'une petite fissure. Cela l'a seulement\naffaibli...\x0E\x04\x02\x00
MID_ED3_#014	Mais avec l'évolution du pouvoir du seigneur\nSombron, le casque est encore plus efficace\nqu'avant.\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x08\x06モーヴ\n...\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x08\x06セピア\nDame Veyle ? Venez. Joignez-vous à nous,\nsi vous le voulez bien...\x0E\x04\x00\x00
MID_ED3_#017	\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x022\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nAaargh !\x0E\x04\x02\x00
MID_ED3_#018	Ha ha ha !\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x02\x08\x06モーヴ\nNon !\x0E\x04\x00\x00
MID_ED3_#020	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nPère ! Mouah ha ha ! Quelle puissance !\nVous avez enfin réussi.\x0E\x04\x02\x00
MID_ED3_#021	Je voulais tuer moi-même le Dragon divin,\nmais bon...\x0E\x04\x00\x00
MID_ED3_#022	\x0E\x03\x02\x08\x06セピア\nDame Veyle... Le seigneur Sombron sera ravi\nde vous accueillir comme sa fille, désormais.\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x02\x06\x04グリ\nContent que vous soyez revenue parmi nous.\nJ'avoue que j'étais prêt à vous tuer moi-même,\ndans le cas contraire.\x0E\x04\x00\x00
MID_ED3_#024	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nZephia, Griss, retournez auprès de Père. Je vous\nretrouve très vite.\x0E\x04\x00\x00
MID_ED3_#025	\x0E\x03\x02\x08\x06セピア\nBien sûr.\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x06\x04グリ\nOui, je me doutais que vous diriez ça.\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x01\x12\x10ヴェイル_黒_悪\n\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nBon... quant à vous, la mort est inévitable.\nMais je ne puis souffrir une tâche à moitié\nterminée.\x0E\x04\x02\x00
MID_ED3_#028	Rangez tout ce désordre. Ne laissez aucun\nsurvivant.\x0E\x04\x00\x00
MID_ED3_#029	\x0E\x03\x00\x12\x0Cディアマンド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDes Aberrations ! Il y en a beaucoup trop !\x0E\x04\x00\x00
MID_ED3_#030	\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nNous n'avons même pas nos anneaux...\x0E\x04\x00\x00
MID_ED3_#031	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nDes anneaux ? Ils ne vous serviraient à rien.\nLe Dragon divin est mort.\x0E\x04\x02\x00
MID_ED3_#032	Aucun d'entre vous n'est capable d'invoquer\ndes Emblèmes.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x0E\x08アイビー\x022\n\x0E\x03\x02\x0A\x08アイビー\nC'est la fin... Nous n'avons aucune issue...\x0E\x04\x00\x00
MID_ED3_#034	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nAlors, qui veut mourir en premier ? Ne soyez\npas timides, voyons.\x0E\x04\x02\x00
MID_ED3_#035	Vous rejoindrez tous bientôt votre cher\n« Dragon divin », \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED3_#036	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAllons-nous tous mourir ici ?\x0E\x04\x02\x00
MID_ED3_#037	Il doit bien y avoir une solution ! Je vous en\nprie, \x0E\x06\x03\x00 !\x0E\x04\x02\x00
