MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNous y voilà. Le royaume de Firene.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x02\x0A\x08セリーヌ\nVotre Divinité !\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nCéline.\x0E\x04\x02\x00
MID_ED2_#003	Auriez-vous vu passer une jeune fille aux\nlongs cheveux ? Elle n'est pas bien grande\net a les pieds nus.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nNon, je n'ai vu personne correspondant\nà cette description.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08リュール\nD'accord... Vous désiriez quelque chose ?\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08セリーヌ\nJe souhaitais vous remercier.\x0E\x04\x02\x00
MID_ED2_#007	Alfred m'a dit que vous aviez accepté\nla demande d'assistance de Firene.\x0E\x04\x02\x00
MID_ED2_#008	Et votre aide a fait la différence entre une\nvictoire et une défaite. Merci du fond du cœur.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nInutile de me remercier.\x0E\x04\x02\x00
MID_ED2_#010	Alfred et moi sommes amis. J'étais bien\naise de lui porter assistance.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08セリーヌ\nDes amis ? C'est ce qu'il vous a dit ?\nComment peut-on se comporter si\ngrossièrement avec le Dragon divin ?\x0E\x04\x02\x00
MID_ED2_#012	Je vous présente des excuses en son nom.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nVous n'avez nullement besoin de me\nmettre sur un piédestal.\x0E\x04\x02\x00
MID_ED2_#014	Je viens seulement de m'éveiller, et le monde\nm'est inconnu. Je fais des erreurs, ainsi que\ntout un chacun.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08セリーヌ\nVraiment ? Je pensais que le Dragon divin ne\npouvait être qu'omnipotent et omniscient.\x0E\x04\x02\x00
MID_ED2_#016	En fin de compte, vous êtes bien plus humain\x0E\x0A\x00\x06
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nAlors, Céline, qu'en dites-vous ? Ami\x0E\x0A\x00\x06
MID_ED2_#018	\x0E\x03\x02\x0A\x08セリーヌ\nJ'en serais honorée.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06武器屋\x021\n\x0E\x03\x00\x0C\x06道具屋\x023\n\x0E\x03\x02\x08\x06武器屋\nHé, vous autres. Vous avez une minute ?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0A\x08リュール\nHein ?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x08\x06武器屋\nJe m'appelle Durthon. Je tiens une armurerie,\net Anisse ici présente s'occupe d'un magasin\nd'objets.\x0E\x04\x02\x00
MID_ED3_#004	On vous a vus batailler tout à l'heure, et on\ns'est dit que vous auriez sans doute besoin\nde faire des emplettes.\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x08\x06道具屋\nOui, on peut vous fournir des armes\nsolides et des objets de grande qualité.\x0E\x04\x02\x00
MID_ED3_#006	Tant que ça vous aide à vous débarrasser de\nces créatures... Ils présentent une menace\nsérieuse pour les marchands itinérants.\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0A\x08リュール\nEh bien, que diriez-vous de monter\ndes commerces dans notre base ?\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x0C\nヴァンドレ\nEuh... Votre Divinité ?\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0A\x08リュール\nOui ? Nous ne disposons d'aucun service,\nlà-bas. Il me semble qu'ils ne seraient pas\nde trop.\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x08\x06武器屋\nVous voulez bien qu'on s'installe\ndans votre base ?\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x0A\x08リュール\nSi vous le désirez aussi. Nous aurons grand\nbesoin d'armes et d'objets lors de\nnos expéditions.\x0E\x04\x02\x00
MID_ED3_#012	C'est un havre de paix. Aucune créature\nne s'aventure ici.\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06武器屋\nMarché conclu ! Il nous tarde de faire\ndes affaires avec vous !\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x08\x06道具屋\nMerci. Je ferai tout ce qui est en mon pouvoir\npour vous procurer les meilleurs articles.\x0E\x04\x00\x00
