MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08ルミエル\nQue fais-tu ici... tout\x0E\x0A\x00\x06
MID_ED5_#003	\x0E\x03\x02\x0A\x08リュール\nCe n'est pas un peu loin ?\x0E\x04\x02\x00
MID_ED5_#004	Je ne me vois pas faire la navette avec tout\nle monde à longueur de temps.\x0E\x04\x00\x00
MID_ED5_#005	\x0E\x03\x02\x0C\nヴァンドレ\nEn tant que Dragon divin, vous pouvez vous\nrendre à Somniel depuis n'importe quel endroit.\x0E\x04\x02\x00
MID_ED5_#006	\x0E\x03\x02\x0A\x08リュール\nAh bon ?\x0E\x04\x00\x00
MID_ED5_#007	\x0E\x03\x02\x0C\nヴァンドレ\nOui. Qui plus est, personne ne peut entrer\nà Somniel sans le pouvoir d'un Dragon divin.\x0E\x04\x02\x00
MID_ED5_#008	Sans la bénédiction de Sa Majesté Lumera,\nles gardiens n'auraient jamais pu en fouler\nle sol.\x0E\x04\x02\x00
MID_ED5_#009	Ce lieu est un véritable havre de paix.\x0E\x04\x00\x00
MID_ED5_#010	\x0E\x03\x02\x0A\x08リュール\nTrès bien, Somniel sera notre base.\x0E\x04\x02\x00
MID_ED5_#011	Avant notre départ, pourriez-vous me laisser\nseul\x0E\x0A\x00\x06
MID_ED5_#012	\x0E\x03\x02\x0C\nヴァンドレ\x0E\x05\x01\x1A\nヴァンドレ\x0CNormal\nHm ?\x0E\x04\x00\x00
MID_ED5_#013	\x0E\x03\x02\x0A\x08リュール\nNous ne reviendrons pas de sitôt, alors...\nj'aimerais dire au revoir à ma mère.\x0E\x04\x00\x00
MID_ED5_#014	\x0E\x03\x02\x0C\nヴァンドレ\nBien sûr. Prenez tout votre temps.\x0E\x04\x00\x00
MID_ED5_#015	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_ED5_#016	Merci d'avoir veillé sur moi toutes ces années.\x0E\x04\x02\x00
MID_ED5_#017	Le voyage que nous allons entreprendre sera\nlong. Mais ne vous inquiétez pas, Vander et les\nautres seront avec moi.\x0E\x04\x02\x00
MID_ED5_#018	Je remplirai mon devoir de Dragon divin.\nJe récupérerai les anneaux, comme vous\nme l'avez demandé.\x0E\x04\x02\x00
MID_ED5_#019	Et ensuite, je retournerai auprès de vous,\nMère. Je vous le promets.\x0E\x04\x00\x00
MID_ED6_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nNous voilà revenus en toute sécurité\nà Somniel.\x0E\x04\x02\x00
MID_ED6_#002	Je n'avais pas remarqué à quel point\nc'était... vaste.\x0E\x04\x00\x00
MID_ED6_#003	\x0E\x03\x02\x0C\nヴァンドレ\nOui, pour le moment, c'est assez désert.\nMais ce lieu sera plus chaleureux quand\nnous aurons davantage d'alliés.\x0E\x04\x02\x00
MID_ED6_#004	Nous aurons probablement besoin de\nquelqu'un pour nous fournir en équipement.\nIl faudra y réfléchir.\x0E\x04\x00\x00
MID_ED6_#005	\x0E\x03\x02\x0A\x08リュール\nEntendu.\x0E\x04\x00\x00
MID_ED6_#006	\x0E\x03\x02\x0C\nヴァンドレ\nOh, maintenant que j'y pense, Votre Divinité,\nceci serait-il à vous ?\x0E\x04\x00\x00
MID_ED6_#007	\x0E\x03\x02\x0A\x08リュール\nHmm, un bijou... Je ne le reconnais pas.\nCe cristal paraît assez inhabituel.\x0E\x04\x02\x00
MID_ED6_#008	Où l'avez-vous trouvé ?\x0E\x04\x00\x00
MID_ED6_#009	\x0E\x03\x02\x0C\nヴァンドレ\nDans la chambre des Anneaux, après son\nassaut. Il était par terre.\x0E\x04\x02\x00
MID_ED6_#010	J'ai pensé qu'il pourrait vous appartenir.\nMais il semblerait que je me sois fourvoyé.\x0E\x04\x02\x00
MID_ED6_#011	Personne d'autre n'ayant voulu le récupérer,\nil devait appartenir à un soldat ennemi.\nJe vais m'en débarrasser.\x0E\x04\x00\x00
MID_ED6_#012	\x0E\x03\x02\x0A\x08リュール\nAttendez.\x0E\x04\x02\x00
MID_ED6_#013	Je ne l'ai jamais vu, mais il me rappelle\nquelque chose.\x0E\x04\x00\x00
MID_ED6_#014	\x0E\x03\x02\x0C\nヴァンドレ\nDans ce cas, prenez-le. Il réveillera peut-être\nquelques souvenirs.\x0E\x04\x00\x00
MID_ED6_#015	\x0E\x03\x02\x0A\x08リュール\nMerci, Vander.\x0E\x04\x02\x00
MID_ED6_#016	Reposons-nous un peu, puis nous\nnous rendrons en Firene.\x0E\x04\x00\x00
