MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIch bin ja so glücklich, mit \x0E\x0A\x008\x1Aeinem anderen\x1Aeiner anderen\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin Freundschaft zu schließen.\nWir haben uns bestimmt viel zu erzählen!\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nIch bin überrascht, dass Ihr es gesehen habt.\nSelbst wenn ich lächle, wird das von den\nmeisten nicht bemerkt.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x06\x04チキ\nNun, wir haben uns ja auch schon so oft\nunterhalten und Zeit zusammen verbracht.\nWas ist denn der Grund? Bitte, erzähl es mir!\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nJemand hat Interesse an meinem neuesten\nWerk gezeigt. Wenn ich es Euch vorlese, würdet\nIhr mir dann Eure Meinung dazu sagen?\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nスタルーク\nIch kann nicht glauben, dass Ihr mit jemandem\nwie mir sprecht. Ihr seid wirklich großartig,\nMilady Tiki! Ich dagegen bin unwürdig...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x06\x04チキ\nWie meint Ihr das? Ich unterhalte mich gerne\nmit Euch. Wir sollten uns noch viel öfter\nunterhalten!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nWie Ihr in der letzten Schlacht den Gegner\nangegriffen habt, war wirklich unglaublich!\nIhr wart das Gesprächsthema Nummer eins!\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nIhr solltet niemanden wie mich loben... Ihr seid\nabsolut überwältigend! Ah, das ist zu viel für\nmich! Entschuldigt mich.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nスタルーク\nIhr seid so stark, Milady Tiki. Ein jeder verlässt\nsich auf Euch. Bitte, erlaubt mir, Euch nach\nbesten Kräften zu beschützen.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x06\x04チキ\nEinverstanden! Und ich beschütze im Gegenzug\nEuch, Alcryst!\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nWas?! I-Ihr könnt doch nicht... Das wäre reine\nVerschwendung. Bitte, beschützt jemanden,\nder es verdient hat...\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x06\x04チキ\nIch meine, Ihr habt es auf jeden Fall verdient!\nAbgesehen davon ist es sicherer, wenn wir uns\ngegenseitig den Rücken freihalten!\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nOh, dein Ärmel ist ja ganz ausgefranst! Bist du\ndamit irgendwo hängengeblieben?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nHmm. Vielleicht in der letzten Schlacht? Ich\nwerde ihn nähen. Da muss ich wohl etwas mehr\nGarn spinnen.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIch habe gesehen, dass du ganz viele Speisen\nzubereitet hast, Lapis! Die sahen so lecker aus!\nDu kannst bestimmt richtig gut kochen, oder?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nIch habe Süßkartoffeln aus meiner Heimat be-\nkommen, die habe ich mit Grünzeugs gekocht,\ndas ich ausgegrab-- Ah, nein. Schon gut.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ラピス\nIch möchte Euch danken, weil Ihr mir immer\nhelft. Gibt es etwas, was ich für Euch tun kann?\nIch könnte für Euch etwas Schönes herstellen.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04チキ\nOh, wirklich?! Dann, ähm... Eigentlich möchte\nich gerne Zeit mit dir verbringen. Viel mehr Zeit!\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04チキ\nWenn jemand für mich da ist, sich mit mir\nunterhält... Das ist etwas, was ich wirklich mag.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nDas bekomme ich garantiert hin! Überlasst das\nnur mir! Wir werden ganz viel Zeit miteinander\nverbringen.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch liebe meine Heimat und meine Freunde. Ich\nmöchte sie beschützen. Vielen Dank, dass Ihr\nuns im Kampf zur Seite steht.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04チキ\nGern geschehen! Ich gebe mein Bestes, damit\njeder sicher und glücklich ist!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nÜber solch eine Kraft zu verfügen und dennoch\nso unschuldig zu bleiben – Ihr müsst ganz sicher\nherausragende Freunde haben.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04チキ\nOh! Es freut mich, dass du das sagst! Meine\nFreunde sind alle wunderbar. Damit meine ich\nauch dich!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch habe ganz viele Spielsachen gekauft, damit\nwir damit spielen können, Tiki. Falls Ihr Zeit\nhabt, können wir heute ganz viel Spaß haben.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04チキ\nOooh... Das alles hast du gekauft? Das ist ja\nunglaublich! Äh, aber wie spielt man denn\ndamit?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nEhrlich gesagt... weiß ich das auch nicht, ich\nkenne mich mit den Sachen nicht aus. Wollen\nwir es zusammen herausfinden? Das wird lustig!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04チキ\nHihihi. Ich kann es kaum erwarten, die Sachen\nauszuprobieren. Womit fangen wir an? Das ist\neine echt schwere Entscheidung!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEs ist eine Ehre, dass die Wyrmgöttin aus einer\nanderen Welt uns hilft. Ich bin wahrhaft\ndankbar.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04チキ\nIch hoffe, die anderen sind auch froh darüber.\nIch werde mich besonders hart anstrengen,\ndamit alle glücklich werden!\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEuch scheint es nicht zu kümmern, dass meine\nNation den Dämonendrachen verehrt. Sind alle\nWyrmgötter so gütig?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04チキ\nIch kenne keine anderen. Ich weiß nur, dass ich\nEuch sehr mag!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nDarf ich Euch etwas anvertrauen? Ich kann dies\nnicht in aller Öffentlichkeit preisgeben, aber ich\nverehre \x0E\x0A\x00\x10\x06den\x06die \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04チキ\nDas müsst Ihr also vor Eurem Volk verheim-\nlichen? Das muss wirklich schwer für Euch sein.\nIhr seid sehr stark.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nEs ist sehr nett von Euch, das zu sagen. Ich\ndanke Euch, Tiki. Ich hoffe, Ihr werdet weiter\nan unserer Seite bleiben.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04チキ\nMacht Euch darüber keine Sorgen.\nIch werde immer bei Euch sein, denn wir sind\nFreundinnen!\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nDu scheinst ein recht... frühreifes... junges\nEmblem zu sein. Ich bin gespannt auf unsere\nZusammenarbeit.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04チキ\nJung? Ich bin über 1000 Jahre alt, weißt du!\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSieh dir diese... smaragdgrüne... Kerze an. Ich\nhabe bei ihrer Anfertigung an dich gedacht.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04チキ\nOooh, die ist aber hübsch! Können wir sie\nanzünden?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAlte... Albträume... hindern mich daran, richtigen\nSchlaf zu finden. Ich wage stets nur kurz zu\nschlafen.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04チキ\nIch hatte auch immer viele Albträume. Ich hatte\nAngst, allein schlafen zu müssen.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nSelbst die... Unschuldigen... sind vor solchen\nSchrecken anscheinend nicht gefeit. Es tut mir\nleid, dies zu hören.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04チキ\nDas muss es nicht. Es ist nun schon viel besser.\nMit so vielen Freunden um mich herum, habe\nich keine Angst mehr vor schlimmen Träumen!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDu bist immer so gut gelaunt, Tiki. Manchmal\nbist du noch besser gelaunt als ich!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04チキ\nMit dir zusammen zu sein und mit all unseren\nFreunden – das macht mich glücklich, Kagetsu!\nWas hast du denn heute noch so vor?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDein Stein ermöglicht es dir also, dich in einen\nDrachen zu verwandeln. Zeigst du mir noch\nmehr von dieser Fähigkeit?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04チキ\nLiebend gerne. Meine Drachenform ist aber\nsehr stark, mach dich also auf was gefasst!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nErzählst du mir etwas über deine Heimat? Ich\nbin immer ganz begierig darauf, etwas von mir\nfremden Orten zu erfahren.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04チキ\nDort ist es ist sehr friedlich und es leben einfach\nwunderbare Leute dort. Wie Ban-Ban!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x06\x04チキ\nVielleicht kann ich dir eines Tages alles mal\nzeigen. Dann verwandle ich mich in einen\nDrachen und du reitest auf meinem Rücken!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nOh, ein aufregender Vorschlag! Ich kann es\nkaum erwarten!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nWie kannst du nur so niedlich, hinreißend\nund auch noch stark sein? So etwas gehört\nverboten! Du bist viel zu bezaubernd.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04チキ\nDas ist aber lieb von dir, das zu sagen! Ich bin\nsicher, wir werden die besten Freundinnen,\nHortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSonnige Tage wie diese gibt es in Elusia nur\nselten. Es ist eine wirklich nette Abwechslung.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04チキ\nIch mag das auch. Wir sollten ein kleines,\nnettes Nachmittagsschläfchen halten!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nStört es dich eigentlich, dass du deine Freizeit\nmit einer Prinzessin verbringst, deren König-\nreich den Dämonendrachen verehrt?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04チキ\nWarum sollte es das denn? Ich denke nicht\neinmal daran. Für mich zählt nur, dass ich dich\nwirklich sehr gern habe!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nDas bedeutet mir sehr viel, Tiki. Ich habe dich\nauch gern. Du gehörst zu meinen engsten\nFreunden.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04チキ\nDu gehörst auch zu meinen besten Freunden!\nUnd das wird immer so sein!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nSind alle in deiner Welt so niedlich wie du,\nTiki? Sogar deine Drachenform ist bezaubernd!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04チキ\nHihihi. Danke, Rosado! Du bist süß!\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nDas Band, dass dein Wyvern trägt, ist hübsch!\nSo eines hätte ich auch gerne.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nOh, ich habe viele davon. Du kannst sie nicht\nals Band tragen, aber ich kann gerne deinen\nArmring damit verzieren!\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nIch habe den Krieg so satt. Es ist ein Frevel,\ndass so niedliche Wesen wie wir beide kämpfen\nmüssen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04チキ\nDas bedeutet, dass wir uns beeilen und dem\nGanzen ein Ende bereiten müssen. Dann kann\njeder glücklich sein!\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nDu hast recht. Und wenn der Krieg vorbei ist,\ngehen wir nach Herzenslust niedliche Bänder\nkaufen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04チキ\nIst das ein Versprechen?! Oh, ich bin ja so\naufgeregt! Ich kann es kaum erwarten!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIch freue mich sehr, dich kennenzulernen,\nGoldmary! Wir werden bestimmt gute\nFreundinnen.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch bin erleichtert, dass Ihr das sagt, Tiki.\nIch hatte befürchtet, Ihr könntet auf meine\nAusstrahlung neidisch sein.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nWenn Ihr heiße Quellen mögt, werdet Ihr den\nOrt in Elusia lieben, in dem ich aufgewachsen\nbin.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x06\x04チキ\nDas muss ein schöner Ort sein! Nimmst du mich\nirgendwann einmal dorthin mit?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nWenn es Prinzessin Hortensia nicht gäbe...\nwäre ich wohl recht durchschnittlich geworden.\nNicht auszudenken!\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04チキ\nManchmal trifft man durch Zufall jemanden –\nund der ändert alles. So war es bei mir und\nMar-Mar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04チキ\nAber das trifft auch auf uns beide zu, nicht\nwahr? Wir haben uns zufällig kennengelernt,\nund sind nun richtig gute Freundinnen!\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nOh, wie schön, dass Ihr das sagt!\nVielen Dank, Tiki.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nOooh, Ihr seid also eine Wyrmgöttin, ja?\nWir müssen einfach Freundinnen werden!\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x06\x04チキ\nDarauf freue ich mich schon, Timerra!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nTiki, da wir ja nun schon eine Weile befreundet\nsind, habe ich beschlossen, für Euch ein Lied zu\nschreiben. Möchtet Ihr es hören?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04チキ\nOooh, ja bitte! Ich liebe Eure Lieder. Ihr müsst\nmir den Text beibringen, damit wir es gemein-\nsam singen können.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nMeiner Meinung nach profitiert jeder, egal, ob\nDrache, Mensch oder sonst was, davon, wenn er\nmit anderen spricht und Freundschaft schließt.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x06\x04チキ\nDem stimme ich zu! Mein Leben hat sich\nwirklich verändert, als ich begann, mit Leuten\naus der Außenwelt zu leben.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nDas ist großartig, Tiki. Ich bin wirklich froh,\ndass Ihr bei uns seid.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04チキ\nDas bin ich auch, Timerra... Und besonders\nglücklich bin ich darüber, Euch getroffen zu\nhaben! Lasst uns auf ewig Freundinnen bleiben.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nEine Wyrmgöttin aus einer anderen Welt... Wie\nfaszinierend. Würdet Ihr mir wohl etwas über\nEuch erzählen?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04チキ\nGerne! Weißt du, du wirkst immer so lässig,\ndaher möchte ich auch etwas über dich\nerfahren.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nIch liebe Tiere aus allen Ecken der Welt – und\nSüßes. Wofür interessiert Ihr Euch, Milady Tiki?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04チキ\nOh, gute Frage! Hm... Ich liebe lebhafte\nUnterhaltungen und Spiele.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nIn meiner Heimat drücken wir Freude durch\nLieder aus. Mögt Ihr Musik, Milady Tiki?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04チキ\nSicher! Ich höre sie gerne, ich singe auch\ngerne... Ich liebe alles daran!\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nWirklich? Dann würde ich mich freuen, bei\nGelegenheit mal Eure Singstimme zu hören.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04チキ\nOh, gerne! Ich singe mal ein Liedchen aus meiner\nWelt. Ahäm... hum... mimimi...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIch bin Panette, meines Standes eine Getreue\nder Prinzessin Timerra. Wie ergeht es Euch\nheute wohl?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04チキ\nOooh, ich liebe die Art, wie du sprichst! Das\nklingt so ausgefallen! Wir werden uns sicher\ngut verstehen, das weiß ich.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSei gegrüßt, meine liebste Panette! ...Ups.\nDas hat wohl auf mich abgefärbt.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nSchätzt Euch glücklich. Solch elegante Art zu\nkonversieren, spricht in höchsten Tönen von\nEurer Abstammung!\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIch behaupte, dass wir – selbst wenn wir die\nTatsache Eures Wyrmgottseins ignorieren –\ndazu bestimmt sind, Freundinnen zu sein.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04チキ\nAuf jeden Fall! Je mehr Freundschaften man\nschließt, desto besser ist es. Mir ist es egal,\nob jemand Mensch oder Drache ist.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nWie bemerkenswert offen Ihr seid. Ihr beurteilt\nniemanden aufgrund von Status oder Spezies.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04チキ\nNatürlich nicht. Ich wünschte nur, jeder würde\nso handeln. Dann wäre niemand mehr ohne\nFreunde!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nTiki, Ihr seid wirklich superlustig. Wir müssen\nunbedingt mehr Zeit miteinander verbringen.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04チキ\nDas gefällt mir, Fogado. Ich finde Euch auch\ninteressant.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nIch mag die meisten Sportarten, aber ich muss\nzugeben, dass Angeln nicht zu meinen Stärken\nzählt.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04チキ\nDarin bin auch nicht gut. Aber das liegt\nhauptsächlich daran, dass ich die Angelrute\nnicht in die Hand nehmen kann...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nTiki, heute seht Ihr gar nicht so fröhlich aus wie\nsonst. Ist irgendetwas passiert?\x0E\x04\x00\x00
