MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMit Emblem Corrin in unseren Reihen sind\nnun die Ringe aller Länder eingesammelt.\x0E\x04\x02\x00
MID_ED2_#012	Deswegen kehre ich nicht zu Papa zurück.\nIch will diese Welt nicht zerstören.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nWie gütig von Euch.\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x02\x0A\x08ヴェイル\nWenn ihr beide mir wirklich helfen wollt, dann\nkönntet ihr mir – nachdem ich dieses Missver-\nständnis ausgeräumt habe...\x0E\x04\x02\x00
MID_ED2_#015	vielleicht helfen, mein Geschwister zu\nfinden?\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x02\x08\x06セピア\nWas redet Ihr da für Unfug! Ihr seid Lord\nSombrons einziges Kind.\x0E\x04\x02\x00
MID_ED2_#017	Ihr habt keine Brüder oder Schwestern.\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08ヴェイル\nDas ist nicht wahr. Wir sind uns schon\nbegegnet.\x0E\x04\x02\x00
MID_ED2_#019	Sieh mal.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x02\x08\x06セピア\nWie hübsch. Sieht wie ein Drachenstein aus.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x0A\x08ヴェイル\nEs ist ein Drachenstein.\x0E\x04\x02\x00
MID_ED2_#022	Vor tausend Jahren habe ich geweint, und\neines meiner Geschwister gab ihn mir. Ich\nerinnere mich noch gut daran.\x0E\x04\x02\x00
MID_ED2_#023	„Auch wenn ich nicht an deiner Seite bleiben\nkann, wisse, dass ich \x0E\x0A\x006\x16dein Freund\x1Cdeine Freundin bin.“\x0E\x04\x02\x00
MID_ED2_#024	„Bist du traurig oder einsam, erinnere dich...\nsolange dieser Stein intakt ist, bin ich am\nLeben.“\x0E\x04\x02\x00
MID_ED2_#025	Und wie du siehst, hat er in all dieser Zeit nicht\neinmal einen Kratzer bekommen.\x0E\x04\x00\x00
MID_ED2_#026	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x06\x04グリ\nAber das bedeutet... Was bedeutet das genau?\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x02\x0A\x08ヴェイル\nDas heißt, dass mein Bruder noch am Leben\nist. Und ich werde ihn finden.\x0E\x04\x02\x00
MID_ED2_#028_F	\x0E\x03\x02\x0A\x08ヴェイル\nDas heißt, dass meine Schwester noch am\nLeben ist. Und ich werde sie finden.\x0E\x04\x02\x00
MID_ED2_#029	Vielleicht kann ich mit seiner Hilfe Papa davon\nüberzeugen, diesen entsetzlichen Krieg zu\nbeenden.\x0E\x04\x02\x00
MID_ED2_#029_F	Vielleicht kann ich mit ihrer Hilfe Papa davon\nüberzeugen, diesen entsetzlichen Krieg zu\nbeenden.\x0E\x04\x02\x00
MID_ED2_#030	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_ED2_#031	\x0E\x03\x02\x0A\x08ヴェイル\nZephia, stimmt etwas nicht?\x0E\x04\x00\x00
MID_ED2_#032	\x0E\x03\x02\x08\x06セピア\nNein, ich bin nur so... gerührt.\x0E\x04\x02\x00
MID_ED2_#033	Nachdem wir in Firene fertig sind, werden\nGriss und ich Euch natürlich helfen, Euer\nGeschwister zu finden.\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x02\x0A\x08ヴェイル\nDanke. Die ganze Zeit habe ich allein gesucht.\nIhr beide werdet eine große Hilfe sein.\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x02\x08\x06セピア\nSeht, Milady Veyle! Dort am Horizont ist Firene.\x0E\x04\x02\x00
MID_ED2_#036	Warum genießt Ihr nicht den Anblick? Und\nbereitet schon mal vor, was Ihr sagen wollt,\num die Dinge wiedergutzumachen?\x0E\x04\x00\x00
MID_ED2_#037	\x0E\x03\x02\x0A\x08ヴェイル\nGute Idee.\x0E\x04\x00\x00
MID_ED2_#038	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x02\x00
MID_ED2_#039	Ein weiteres Kind von Lord Sombron hat\nüberlebt?\x0E\x04\x00\x00
MID_ED2_#040	\x0E\x03\x02\x06\x04グリ\nDas höre ich zum ersten Mal.\x0E\x04\x00\x00
MID_ED2_#041	\x0E\x03\x02\x08\x06セピア\nIch verstehe das nicht. Sie sind alle in dem\nKrieg vor tausend Jahren umgekommen.\x0E\x04\x02\x00
MID_ED2_#042	Alle außer Milady Veyle, die noch zu jung war,\num zu kämpfen.\x0E\x04\x02\x00
MID_ED2_#043	Ich war dabei, Griss. Ich habe gesehen, wie\njeder und jede einzelne von ihnen ein Ende\ngefunden hat.\x0E\x04\x02\x00
MID_ED2_#044	Es sei denn... Nein.\x0E\x04\x00\x00
MID_ED2_#045	\x0E\x03\x02\x06\x04グリ\nWas? Ein Geistesblitz?\x0E\x04\x00\x00
MID_ED2_#046	\x0E\x03\x02\x08\x06セピア\nNur eine Vermutung. Aber wenn ich recht habe,\nstehen wir vor einem Problem.\x0E\x04\x00\x00
MID_ED2_#047	\x0E\x03\x02\x06\x04グリ\nGut, dass Milady Veyle sich verplappert hat,\nbevor sie eingeschlafen ist.\x0E\x04\x00\x00
MID_ED2_#048	\x0E\x03\x02\x08\x06セピア\nJa. Denn sobald wir in Firene eingetroffen sind\nund die Wahrheit aufgedeckt haben...\x0E\x04\x02\x00
MID_ED2_#049	...wird sie nie wieder aufwachen.\x0E\x04\x00\x00
