MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIhr macht gute Fortschritte dort draußen auf\ndem Schlachtfeld. Eure Fähigkeiten haben sich\nwirklich verbessert.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nBist du nicht die Siegerin eines Kampfturniers?\nWie hast du es geschafft, all die starken\nKämpfer zu besiegen?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMeine Spezialität ist die Verteidigung. Ich habe\nihre Angriffe geblockt und bei jeder sich\nbietenden Gelegenheit zurückgeschlagen.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nEine gute Strategie. Dank dieser Rüstung sind\ndefensive Taktiken ebenfalls meine Stärke.\nWie wäre es mit einem Duell?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nMit Euch zu trainieren, Sir Hector... Ich wäre\nhocherfreut. Wollen wir anfangen?\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIhr seid also Prinz Alcryst? Ich bin Hector. Ich\nhoffe, wir werden uns als Waffengefährten\ngut verstehen!\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nDass Ihr jemanden, der so viel weniger Talent\nbesitzt, so enthusiastisch begrüßt... Das kam\nwahrhaft unerwartet...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHabt Ihr Zeit? Und Interesse an einem Duell?\nIch habe gerade Lust, ein wenig mit meiner\nAxt zu spielen.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nIhr habt Mitleid mit mir, wie ich hier so allein\nstehe. Lord Hector, wie könnt Ihr nur so nett\nsein?\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIhr seid talentierter, als Ihr denkt.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nIch bin sehr glücklich, dass Ihr das meint. Aber\nmeine Fähigkeiten stehen in keinem Vergleich\nzu denen meines hochverehrten Bruders.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nIch hatte auch einen älteren Bruder, daher kann\nich die Gedanken nachvollziehen. Aber vergesst\nnicht, dass auch Ihr einzigartige Stärken besitzt.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nLord Hector... Ich danke Euch. Ich werde ver-\nsuchen, keine zu große Enttäuschung für Euch\nzu sein.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nIhr seid groß und stark, hm, Hector. Erinnert\nmich an meinen Kampf mit dem stärksten\nBären...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWar das ein... Kompliment? Aber ja, ich selbst\nhabe mal einen Zusammenstoß mit einem\ngeflügelten Pferd überlebt!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nEure Rüstung hat viele Kratzer. Ich nehme an,\nsie ist ständig in Gebrauch – so wie meine.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJa, sie ist wie eine Partnerin für mich. Sie half\nmir, als ich den Assassinen der Black Fang\ngegenüberstand, die meine Welt bedrohten.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nWir haben viele Schlachten gemeinsam\ngeschlagen, dürfte ich Euch daher wohl\num einen Gefallen bitten?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nZurückhaltung liegt doch sonst nicht in deinem\nNaturell. Also los, ich werde mir jede Bitte\neiner Freundin gerne anhören.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nNun, ich habe einen Bären erlegt, der aber viel\nzu schwer ist für mich. Ich kann ihn nicht allein\ntragen. Würdet Ihr mir Eure Kraft leihen?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHahaha! Diesen Grund für ein Bündnis höre\nich zum ersten Mal! Dann zeig mir mal, wo\ndieser Bär ist.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch beneide Euch um Euer Talent. Glaubt Ihr,\nich könnte so fähig werden wir Ihr, wenn ich\nmich anstrenge?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDu trainierst im Moment allein, nicht wahr?\nDeine Bemühungen werden sich auszahlen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMir wurde gesagt, ich hätte einen furchtein-\nflößenden Gesichtsausdruck, aber auch Ihr\nhabt einen recht einschüchternden Blick, oder?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHähä, da ich manchmal meine Gegner auf dem\nSchlachtfeld in Angst und Schrecken versetzen\nkann, nehme ich das an!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHector, hättet Ihr etwas Zeit für mich? Ich\nmöchte Euch die Früchte meines Trainings\nzeigen.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSicher, ich habe Zeit. Was genau hast du denn\ntrainiert?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nKinder fangen manchmal wegen meines\nGesichtsausdrucks an zu weinen, daher habe ich\nan meinem Lächeln gearbeitet. Wie ist das?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHahaha! Du musst dir keine Sorgen machen.\nDu hast ein nettes Lächeln. Ich muss zurück-\nlächeln, wenn ich dich nur ansehe!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIch habe das Gefühl, dass Ihr mir aus dem Wege\ngeht, Prinzessin Ivy. Habe ich Euch in irgend-\neiner Weise beleidigt?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nKeinesfalls. Ich bin es nur einfach nicht\ngewohnt, mit solch einer... strahlenden\nPersönlichkeit umzugehen.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nIrgendetwas hat sich gerade in den Schatten\ndort bewegt. Das könnte ein Geist sein.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHier sind nur wir beide, Prinzess Ivy. Moment!\nHabt Ihr etwa Angst vor Geistern? Hmhmhm.\nBezaubernd!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nIch bin mir bewusst, dass... der Umgang mit mir\nschwierig ist. Vielen Dank, dass Ihr mir dennoch\nEure Stärke leiht.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHe, keine Ursache. Wir sind Freunde. Ihr tut\ndas doch andauernd auch für mich.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nIch werde das auch gerne weiterhin für Euch\ntun. Solange Ihr nur loyal zu mir steht.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHahaha. Das war jetzt ein Scherz, nicht wahr?\nIhr meint das nicht ernst?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDu hast immer etwas zu tun, Zelkov.\nWas hast du denn dieses Mal geplant?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMeine Betätigung benötigt meine... volle\nKonzentration... daher kann ich Euch gerade\nnicht antworten. Fragt mich ein anderes Mal.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMeine Betätigung für heute ist... Kampf...\ntraining, Hector. Ich hoffe, Ihr habt Nachsicht\nmit mir.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOho, du möchtest mit mir kämpfen? Perfekt!\nAber mach dich auf was gefasst. Ich bin nicht\nder Typ, der sich gerne zurückhält.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIch bin sehr begierig darauf... Geschichten...\naus Eurer Heimatwelt zu hören. Sofern Ihr sie\nmit mir teilen mögt.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nGerne. Ich kann dir etwas über die Assassinen\nerzählen, gegen die wir kämpfen mussten,\num die Welt zu retten. Das waren harte Zeiten.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nIhr wart nie jemand, der einen Kampf scheut,\nwie es scheint. Kommen Euch jemals... Zweifel...\nfür unsere Sache zu kämpfen?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNatürlich nicht. Ich bin stets bereit, für den\nFrieden zu kämpfen. Und sieh dir nur all die\nFreunde an, die ich dabei gewinne!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nEure Präsenz strahlt Kampferfahrung aus,\nHector. Ich freue mich schon sehr, von Euch\nzu lernen!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDu bist auch sehr talentiert. Warum messen wir\nuns nicht ein paar Runden in einem Übungs-\nkampf?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nIhr müsst Euren älteren Bruder bestimmt\nvermissen, Hector. Wenn es Euch hilft, seht\nmich bitte gerne als Ersatzbruder an.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWenn du für ihn einspringen willst, musst du\naber viel schweigsamer sein.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nSo wie ich, seid auch Ihr auf der ständigen\nSuche nach jemandem, der über vergleichbare\nKampfesfähigkeiten wie Ihr verfügt.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDas stimmt. Früher habe ich ständig mit\nmeinem Freund Eliwood die Klingen gekreuzt.\nDas hat uns immer sehr viel Spaß gemacht.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nIhr und ich müssen viel öfter die Klingen\nkreuzen, damit das Band zwischen uns genauso\nfest wird!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nUnser Band, hm? Das gefällt mir. Also gut,\nKagetsu, so soll es sein. Gib alles, was du hast!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHmm... ein bisschen roh, aber auf würdevolle\nArt. Gefällt mir. Du hast den Test bestanden,\nHector!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch wusste gar nichts von einem Test. Da muss\nich wohl dankbar sein, dass ich nicht durchge-\nfallen bin.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nErst fand ich dich ja etwas furchteinflößend,\naber du bist eigentlich total nett. Ich verstehe,\nwarum du so beliebt bist.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch weiß nicht, ob ich beliebt bin. Aber ich\nweiß, dass ich dich als Freundin ansehe. Sag\nBescheid, wann immer du etwas brauchst!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAaalso, Hector, wer ist deiner Meinung nach\ndie oder der Niedlichste in dieser Armee?\nKomm, sag schon!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWo kommt die Frage denn auf einmal her? Über\nso etwas mache ich mir eigentlich keine Ge-\ndanken. Ich kann es dir wirklich nicht sagen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOooh, nun sei doch nicht so. Es ist schon in\nOrdnung, wenn ich es nicht bin. Ich würde dir\nauch nicht zu viele Vorwürfe deswegen machen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nKönnen wir, äh... über etwas anderes reden?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nDu hast die ganze Zeit etwas von einem\nsanften Riesen an dir, Hector. Und das\nfunktioniert bei dir richtig gut. Sehr niedlich.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDas höre ich wirklich zum ersten Mal, aber es\nfreut mich. Vielen Dank.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nIch muss mich mehr auf das Lernen konzen-\ntrieren, aber ich bin gar nicht gut darin.\nKönntest du mir helfen?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch weiß nicht, ob ich die richtige Adresse\ndafür bin. Ich habe stets die Hälfte des Unter-\nrichts verschlafen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nKrieg ist eine hässliche Sache. Vermutlich\nmöchte ich daher im Kampf niedlich aussehen.\nAls Kontrast, weißt du?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIndem du niedlich aussiehst, erinnerst du jeden\ndaran, wie hässlich Krieg ist. Das ist brillant,\nRosado.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nJe niedlicher ich bin, desto stärker bin ich auch,\nUnd viel mehr Leute wollen mich dann beschüt-\nzen!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nDas ist doch nur natürlich. Ich würde es auch\nnicht erlauben, dass mein bezaubernder Freund\nRosado verletzt wird!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMöchtet Ihr mir eventuell etwas zu der letzten\nSchlacht sagen? Vielleicht meine Fähigkeiten\nloben?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nÄh, gewiss. Du hast dich gut geschlagen. Weißt\ndu, du erinnerst mich an eine Freundin.\nIhr Name war Serra.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch weiß es zu schätzen, dass Ihr mir im\nKampf unter die Arme gegriffen habt, obwohl\nich durchaus alles unter Kontrolle hatte.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWenn ich sehe, dass Freunde in Gefahr sind,\nzögere ich nicht. Das ist schon alles.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAuf der Akademie musste ich hart für meine\nErfolge kämpfen. Auch wenn das schwer zu\nglauben ist. Perfektion ist nie ein leichtes Ziel.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch kann das nachvollziehen... einiges jedenfalls.\nIch habe oft den Unterricht im Schloss ge-\nschwänzt, um in die Arena zu gehen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWenn Ihr mich fragt, machen Eure Ecken und\nKanten einen großen Teil Eures Charmes aus.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nSo habe ich das nie betrachtet. Ich wollte\neinfach nur stark sein, damit ich meine Freunde\nbeschützen konnte.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nIhr seid es gewohnt, im Freien zu übernachten,\nwie ich sehe. Ich tat dies sehr oft, wenn ich auf\nReisen war. Empfindet Ihr es als unangenehm?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nAbsolut gar nicht! Man entdeckt neue Orte,\ngenießt die Natur und die frische Luft, man\nsingt... Ich liebe es!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nWie ich hörte, hattet auch Ihr Getreue, Hector.\nHabt Ihr mit Ihnen zusammen auch Fleisch\ngegrillt, gesungen und ähnliche Dinge getan?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNein, das habe ich nie getan. Aber ganz sicher\nhaben wir uns absolut vertraut. Wenn ich an\nsie denke, erinnere ich mich sofort an vieles.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nIch kann den Verzerrten nicht vergeben. Sie\ngreifen unser Volk an. Niemand ist auf Reisen\nmehr sicher!\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIn meiner Welt gab es eine Gruppe, die sich\nBlack Fang nannte. Diese Gruppe agierte\nauf die gleiche Weise.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nIch wette, Ihr habt ihren Mitgliedern gezeigt, wo\nder Hammer hängt. Ein mutiger Krieger wie Ihr\nwürde dem Treiben doch nie tatenlos zusehen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNiemals! Meine Verbündeten und ich sind ihnen\ngemeinsam gegenübergetreten. Und ebenso\nwerden wir auch die Verzerrten vernichten!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDu hast deine Familie verlassen, um Ritterin zu\nwerden, nicht wahr? Ich habe einst mein\nSchloss verlassen, um einen Freund zu retten.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nIch bin überrascht, dass wir ähnliche Erfah-\nrungen gemacht haben. Vielleicht werden wir\nbesser miteinander auskommen, als ich dachte!\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nIch habe in einem Buch gelesen, dass Ritter\nfür ihre Freunde ihr Leben riskieren müssen.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIch glaube nicht, dass das bedeutet, dass man\nsich selbst opfern muss. Es bedeutet einfach,\ndass man auf alles vorbereitet sein sollte.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nLord Hector, wenn ich Eure Statur hätte,\nkönnte ich meine Prinzessin viel besser\nbeschützen.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMein guter Freund sagte mir einmal Folgendes:\n„Glücklicherweise werden Schlachten\nnicht nur durch Stärke gewonnen.“\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nEr war nicht so robust gebaut wie ich, aber in\nunseren gemeinsamen Übungskämpfen stand er\nmir in nichts nach.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nIch nehme an, dass Muskeln nicht alles sind.\nDann werde ich danach streben, auf meine\nWeise erfolgreich zu sein!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDeine Aktionen in der letzten Schlacht waren\ngeschickt und effizient. Unser Training scheint\nsich auszuzahlen!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nDas verdanke ich allein Euren Anweisungen,\nHector. Ich hoffe, Ihr werdet mir auch weiterhin\nmit Eurem Rat zur Seite stehen.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSagt mir, aus Eurer Erfahrung sprechend, wie\nvermag eine Getreue ihrer Herrin oder ihrem\nHerrn am besten zu dienen?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNun, meine Getreuen hatten alle ihre eigenen\nkleinen Macken. Ich bin nicht sicher, ob sie\ndie besten Vorbilder sind.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIch befürchte, dass ich mich schnell wieder in\nmein vorheriges, ungezähmtes Ich verwandle,\nwenn mich die Gefühle überwältigen.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDie Hitze der Schlacht stachelt mich auch\njedes Mal an. Ich meine, du solltest einfach du\nselbst sein.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nVergiss die Nettigkeiten. Das Wichtigste ist,\ndass du genau weißt, was du willst.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nMeint Ihr wirklich? Oh, ich bin erleichtert, das\nzu hören.\x0E\x04\x00\x00
