MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIch bin hocherfreut, an Eurer Seite sein zu\ndürfen. Ich habe Lumera gelobt, Euch bei\nmeinem Leben zu beschützen.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nWer hat denn diese Rüstung hierhin gestellt,\naufrecht und allein... Ah! Jade! Ich habe dich\ndarin gar nicht bemerkt.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nTut mir leid, Sigurd. Ich habe meditiert. Heh,\nich muss zugeben, Eure Reaktion hatte etwas\nsehr Befriedigendes an sich.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSigurd? Würde es Euch etwas ausmachen, wenn\nich eine Geschichte über Euer Leben schreiben\nwürde? Ich möchte Eure Erfahrungen festhalten.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08シグルド\nDu möchtest mich in einen Roman stecken? Es\ngibt viele andere, deren Geschichte fröhlicher\nist als meine...\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nDas mag sein... Aber ich möchte dennoch vor\nallem über Euch schreiben. Sofern Ihr dies\nerlaubt.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08シグルド\nNun gut. Wir müssen viel Zeit miteinander\nverbringen... so kann ich dir am besten meine\nGeschichte erzählen.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nスタルーク\nAaah! Vergebt mir, Lord Sigurd! Ich wollte\nEuch Hallo sagen, aber ich bin Eurer Zeit\nnicht würdig, und dennoch...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0A\x08シグルド\nKein Grund zur Sorge, Alcryst. Ich bin einfach\nnur ein weiterer Verbündeter \x0E\x0A\x00<\x1Cdes Wyrmgottes\x1Cder Wyrmgöttin\nso wie Ihr.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIhr mögt dies noch nicht bemerkt haben,\nAlcryst, aber Ihr werdet geliebt. Eure Warm-\nherzigkeit lädt diese Zuneigung ein.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh... Ich bin Eurer Worte nicht würdig. Ich\nda-danke Euch vielmals, Lord Sigurd...\nEs ist mir eine Ehre.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIhr seid ein Naturtalent darin, die Eigenschaften\nanderer zu bemerken. Ich hoffe, Ihr seid Euch\ndessen bewusst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nIch würde nicht sagen, dass ich darin ein Talent\nbesitze. Es ist einfach eine Tatsache, dass jeder\nbesser ist, als ich es bin.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08シグルド\nHahaha, Ihr seid Euch da so sicher! Ich hoffe,\nIhr werdet eines Tages mit diesem scharfen\nAuge auch auf Euch selbst blicken, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nIch danke Euch, Lord Sigurd. Ich kann nicht\nversprechen, dass dies passieren wird... aber\nich werde es versuchen.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nIhr seid ein Prinz und Ritter, richtig, Sigurd?\nUnd ich bin nur eine einfache Gemeine. Oh,\nich bin so nervös...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08シグルド\nDie Herkunft spielt keine Rolle, Lapis. Unser\nAnliegen eint uns. Nur das zählt.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nMmmh, die Kartoffeln von zu Hause sind nicht\nzu schlagen... Ah! Sigurd! Habt Ihr... das alles\nmitbekommen?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08シグルド\nWarum diese Panik, Lapis? Iss dich unbedingt\nsatt! Mit leeren Magen kann man keine Schlacht\ngewinnen.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIch verlor meine wichtigste Schlacht und ließ\nmeinen Sohn Seliph zurück. Ich hatte noch so\nviel, was ich ihn lehren wollte...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nDas klingt sehr hart – für Euch und Euren\nSohn. Krieg verursacht so viel Schmerz und\nLeid...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08シグルド\nJede Schlacht kann die letzte für dich sein.\nWenn du jemandem etwas sagen willst, dann\nzögere nicht, es zu tun.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nJa... Man bekommt vielleicht keine weitere\nChance dafür, hm? Danke, Sigurd. Das war\neine wichtige Lektion.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEs ist wundervoll, Euch zu treffen, Sigurd. Darf\nich Euch etwas Kuchen anbieten? Ich habe\ndie halbe Bäckerei leergekauft!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08シグルド\nSo viel Kuchen könnte ich wohl niemals essen –\noder besser gesagt, ich kann gar keinen essen.\nDoch ich weiß Euer Angebot zu schätzen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch liebe Brodia, und Brodia liebt mich ebenfalls.\nSein Volk, sein Land... Einfach alles.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08シグルド\nHaltet an dieser Liebe fest, Citrinne. Lasst Euch\nbei Eurem Schutz Eures Königreichs und Eures\nVolkes von ihr leiten.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch muss Euch danken, Sigurd. Eure Macht\nhilft mir, diejenigen zu beschützen, die ich\nliebe – und ich liebe so, so viele.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08シグルド\nDie Zeit, die Ihr mit Euren Verbündeten ver-\nbracht habt, hat Beziehungen entstehen lassen –\neiniger sind sogar stärker als Blutsbande.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nIhr habt recht. Ich fühle mich mit allen\nverbunden. Euch eingeschlossen.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08シグルド\nIn der Tat! Bande, die durch Schlachten ge-\nknüpft werden, sind stärker... und unser Band\nwird bis weit in die Zukunft bestehen.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIch bedauere es, dass wir Euren Vater nicht\nretten konnten. Der Schmerz eines trauernden\nKindes... Ich kenne ihn genau.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nIhr müsst Euch keine Gedanken machen. Ich\nbin die Kronprinzessin von Elusia. Ich kenne\nmeine Pflicht.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アイビー\nAuch wenn ich es nicht als Prinzessin von\nElusia verkünde, verehre ich als Privatperson\ndoch \x0E\x0A\x00\x10\x06den\x06die \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08シグルド\nDies könnte mein erster kurzer Blick auf Euer\nwahres Selbst gewesen sein. Ich muss sagen,\nmir gefällt, was ich sehe.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nWir kennen uns beide nun schon ziemlich gut\nund doch glaube ich, dass ich Euch noch\nniemals glücklich gesehen habe.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nGlücklich sein und Pflichterfüllung schließen\nsich für eine Prinzessin oft gegenseitig aus.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nAls ich an der Akademie war, erlebte ich\nzusammen mit meinen Freunden viele glückliche\nMomente.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08シグルド\nDann werde ich mich bemühen, Euch ein\nFreund zu sein, sodass Ihr eines Tages diese\nFreude erneut erfahren könnt.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nDu musst nicht die ganze Zeit emsig sein,\nZelkov. Warum gönnst du dir nicht eine Pause,\nwenn es möglich ist?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nIch finde keine Ruhe in der Müßigkeit, die Ihr\nPause nennt. Ich bevorzuge es, beschäftigt zu...\nbleiben.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAls Emblem altert Ihr nicht. Ängstigt... Euch die\nAussicht auf solch ein langes Leben nicht?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08シグルド\nIch fürchte ein langes Leben nicht. Doch von so\nvielen, die ich schätze, irgendwann Abschied\nnehmen zu müssen, beunruhigt mich.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMein Sohn, Seliph, kämpfte, um meinen Tod\nzu rächen. Aber unser Feind sah sein eigenes\nVerhalten als gerecht an.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nIch frage mich oft, ob der Mann, der meinen\nVater tötete, das... ebenso... sieht.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08シグルド\nDas Verständnis von Moral ist nicht einfach\noder objektiv anzusehen. Jeder von uns hat\neine eigene Ansicht, was richtig und falsch ist.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nEure Empathie ist... demütigend. Ich erkenne\nnun, warum sie Euch den Heiligen Ritter\nnennen.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nSigurd! Ich hoffe, es geht Euch gut. Es ist für\nmich wichtig, dass all meine Freunde gesund\nund munter sind.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMir geht es recht gut, danke für deine Sorge.\nIch habe vor, durchzuhalten, bis dieser Krieg\ngewonnen ist.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nIch wollte nicht mein ganzes Leben nur in\nmeinem eigenen Land verbringen. Daher habe\nich meine Heimat verlassen.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08シグルド\nSchreibst du denn wenigstens deinen Eltern?\nSie würden das sicher begrüßen. Sie werden\nsich gewiss Sorgen machen.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nIhr besitzt eine bewundernswerte Stärke.\nWerdet Ihr sie meinem Heimatland zeigen,\nwenn der Krieg beendet ist?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08シグルド\nAuf meiner Reise bleibe ich an der Seite \x0E\x0A\x00\x10\x06des\x06der\nGöttlichen, aber ich würde mich freuen, wenn\nich dir meine Techniken beibringen dürfte.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDas verstehe ich – und nehme Euer Angebot\nsehr gerne an. Ich habe davon geträumt, wie\nich Eure Techniken studiere!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08シグルド\nDann wird es mir eine Freude sein, dir alles\nbeizubringen, was ich weiß.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMein tiefstes Beileid zum Tode Eures Vaters.\nEin Kind zu sehen, das eines Elternteils beraubt\nwurde, erfüllt mich mit Trauer.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nDanke, Sigurd, aber es ist schon gut. Ich bin\nbereits erwachsen genug, um mich weiter auf\nden Wiederaufbau von Elusia zu konzentrieren.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr seid so würdevoll und ritterlich. Ich wette,\nin Eurer Welt seid Ihr ein echter Herzensbrecher\ngewesen.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08シグルド\nÜber solche Dinge habe ich mir kaum Gedanken\ngemacht. Es gab nur eine einzige Frau, die ich\nmit meinem Charme verzaubern wollte.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIch werde tun, was immer auch nötig ist, um\nElusia den Glanz zurückzubringen. Nehmt dies\nals Gelöbnis an.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08シグルド\nDein Vater wäre stolz, wenn er dieses Gelöbnis\nhören könnte. Und er wäre zuversichtlich,\ndass du erfolgreich sein wirst.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nDanke. Ich würde auch gerne Eure Hilfe\nerbitten, Sigurd. Aber ich vermute, das hat \x0E\x0A\x00\x10\x06der\x06die\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin zu entscheiden.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08シグルド\nSo ist es. Aber wo immer uns unsere Wege auch\nhinführen mögen, ich werde in Euch stets\neine Freundin sehen.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ロサード\nHaltet eine Sekunde still, Sigurd. Ich werde\nEuch zeichnen. Zeigt mir ein schönes breites\nLächeln, in Ordnung? Perfekt.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08シグルド\nErstaunlich! Wie kannst du mit solcher\nAkkuratesse und Geschwindigkeit zeichnen?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nWie ich hörte, hast du dein Leben riskiert, um\n\x0E\x0A\x00\x10\x06dem\x06der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin einen Ring zurückzubringen.\nDas war sehr mutig und uneigennützig.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nIch bin froh, dass ich helfen konnte – und dass\nwir alle heil dort herausgekommen sind.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIch trauere um die verlorene Chance, für ein\nPorträt zu sitzen, zusammen mit meiner Familie.\nEin Bild kann so viel bedeuten.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nSicher, es ist schön, ein Andenken zu besitzen.\nAber Ihr werdet immer Eure Erinnerungen\nhaben.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08シグルド\nDas ist wahr. Da ich meinem Sohn kein Porträt\nhinterlassen konnte, kann ich nur darauf bauen,\ndass seine Erinnerung an mich nicht verblasst.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nIch wette, die ist für Eure Familie viel wertvoller,\nals ein Bild es jemals sein könnte.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nBitte hilf uns weiterhin im Kampf gegen den\nDämonendrachen, Goldmary. Das Volk dieser\nWelt braucht dich.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWie könnte ich bei so seiner süßen Bitte\nablehnen?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAls ich mich mit Hortensia in der Akademie von\nElusia anfreundete, führte dies zu der\nvielleicht größten Wende in meinem Leben.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08シグルド\nAuch ich habe meinen liebsten Freund an einer\nAkademie kennengelernt. Das Band zwischen\nuns führte uns zu vielen Erfolgen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nNach allem, was geschehen ist, Goldmary, weiß\nich unsere Freundschaft sehr zu schätzen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nAh. Selbst Embleme sind also nicht immun\ngegen meinen umwerfenden Charme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08シグルド\nDu bist in der Tat anmutig, und im Kampf sehr\ntalentiert. Es ist eine Freude, dich als Verbün-\ndete an meiner Seite zu haben.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nNatürlich. Es tut mir leid, wenn der Maßstab,\nden mein Talent setzt, unfair gegenüber all\nEuren anderen Freunden ist.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nミスティラ\nEuch hier zu haben, ist das Beste überhaupt,\nSigurd. Das schreit nach einem ♪meiner\nLiiieder! ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08シグルド\nÄhm, das ist ein äußerst... wie soll ich sagen...\neinzigartiger Weg, mich zu begrüßen. Wirklich\neinzigartig.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMeine jüngere Schwester denkt, ich sei nach-\nlässig. Ich habe versucht, mich zu bessern,\ndoch...\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nWenn Ihr irgendetwas seid, dann zu verspannt.\nMein Paps latscht völlig sorgenlos im\nKöniginreich herum. Versucht es mal!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIch beneide die königliche Familie von Solm. Ihr\nscheint so eng miteinander verbunden zu sein.\nLeider wurde mir meine Familie genommen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nOh, das ist traurig, Sigurd. Ich kann es mir gar\nnicht vorstellen, wie es ohne meine Familie sein\nkönnte.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nIch weiß, das ist nicht dasselbe, aber ich hoffe,\nIhr seht uns nun als Eure Familie an.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08シグルド\nIch danke Euch, Timerra. Es wärmt mir das\nHerz. Ich werde die Bande zwischen uns\nniemals vergessen.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nDu starrst mich nun schon für eine Weile an.\nWenn du etwas zu sagen hast, dann nur zu.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nEntschuldigt, ich habe einfach nur beobachtet,\nwie Ihr Euch bewegt. Sir Sigurd, Ihr seid der\nInbegriff der Lässigkeit.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nSir Sigurd, bitte verratet es mir... Was muss ich\ntun, um als Ritterin so beeindruckend zu\nwerden, wie Ihr es seid?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08シグルド\nEs ist die Pflicht eines Ritters, sein Volk zu\nbeschützen. Du solltest das Feuer in deinem\nHerzen niemals erlöschen lassen.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nAlles, was ich je wollte, war, eine Ritterin zu\nwerden. Aber es war meine Prinzessin, die\nmeinen Traum wahr werden ließ.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nSie fragte mich einst, ob das wirklich mein\nWunsch sei. Ich nickte und stehe seitdem in\nihren Diensten.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08シグルド\nTimerra muss etwas in dir gesehen haben –\nund erkannt haben, dass du für diese Aufgabe\ngeschaffen bist.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0A\x08シグルド\nDiese Erwartungen musst du erfüllen. Du bist\neine ausgezeichnete Ritterin. Alle können das\nauf dem Schlachtfeld sehen.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEs ist ein großartiges Privileg, den hoch ver-\nehrten Ritter Sir Sigurd kennenzulernen. Ich\nhoffe, ich kann Euch zu Diensten sein.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08シグルド\nHoch verehrt? Es gibt keinen Grund für derlei\nFörmlichkeiten. Ich befinde mich unter meines-\ngleichen. Wir kämpfen zusammen!\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nWenn ich unglücklich bin, dann empfinde ich\nes so, dass ein Ausritt auf einem Wolf meinen\nGeist klärt. Möchtet Ihr mich mal begleiten?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08シグルド\nAuf einem Wolf reiten? Wie faszinierend.\nHätte ich einen physischen Körper, würde ich\ndich mit Vergnügen begleiten.\x0E\x04\x00\x00
