MID_OP1_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_MOVIE2_#004	\x0E\x03\x02\x0A\x08ルミエル\nEndlich. Du bist erwacht.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08ルミエル\nBist du es wirklich, \x0E\x06\x03\x00?\x0E\x04\x02\x00
MID_ED3_#002	\x0E\x03\x02\x0A\x08リュール\nJa, \x0E\x0A\x00\x10\x06der\x06die bin ich. Danke für die rettende Hilfe.\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x0A\x08ルミエル\nEs freut mich, dich zu sehen, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x02\x0A\x08リュール\nWas?\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x0A\x08ルミエル\nIch habe so lange auf diesen Moment gewartet!\x0E\x04\x02\x00
MID_ED3_#006	\x0E\x03\x02\x0A\x08リュール\nOh!\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0A\x08ルミエル\nAls ich spürte, dass du erwacht bist, flog ich\nhierher, so schnell es meine Flügel erlaubten.\x0E\x04\x02\x00
MID_ED3_#008	Ich hoffe, du bist nicht verletzt.\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0A\x08リュール\nMir... mir geht es gut.\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x0A\x08ルミエル\nWas für eine Erleichterung! Du ahnst ja nicht,\nwie sehr ich dich vermisst habe, mein Kind.\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x0A\x08リュール\nOh! Du bist... meine Mutter.\x0E\x04\x00\x00
MID_ED3_#012	\x0E\x03\x02\x0A\x08ルミエル\nWas ist denn los? Sag bloß, du...\x0E\x04\x02\x00
MID_ED3_#013	\x0E\x03\x00\x10\nヴァンドレ\x023\n\x0E\x03\x02\x0C\nヴァンドレ\nDie Erinnerungen \x0E\x0A\x00\x10\x06des\x06der Göttlichen sind seit\n\x0E\x0A\x00\x1A\x0Cseinem\nihrem Erwachen etwas getrübt.\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x0A\x08ルミエル\nOh! Ich verstehe.\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x0A\x08リュール\nEs tut mir leid. Das ist sicher nicht das, was du\nerwartet hattest.\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x0A\x08ルミエル\nNein, ich muss mich entschuldigen. Ich war so\nvoller Freude, dass ich dich mit aller Kraft\numarmt habe.\x0E\x04\x02\x00
MID_ED3_#017	Das bedeutet also, du hast alles... vergessen.\x0E\x04\x02\x00
MID_ED3_#018	Das war wohl zu erwarten. Tausend Jahre sind\neine sehr lange Zeit.\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x02\x0A\x08リュール\nVander hat erklärt, dass ich seit... einem Krieg,\nder damals stattfand, geschlafen habe.\x0E\x04\x00\x00
MID_ED3_#020	\x0E\x03\x02\x0A\x08ルミエル\nJa. Du hast damals eine furchtbare Verletzung\ndavongetragen, und... und deswegen...\x0E\x04\x00\x00
MID_ED3_#021	\x0E\x03\x02\x0A\x08リュール\nEine Verletzung? Daran kann ich mich nicht\nerinnern. Und auch nicht an diese Welt, oder\nirgendetwas sonst.\x0E\x04\x00\x00
MID_ED3_#022	\x0E\x03\x02\x0A\x08ルミエル\nSorge dich nicht, \x0E\x0A\x00 \x0EKleiner\x0EKleines. Ich werde dir alles\nerzählen, was du vergessen hast.\x0E\x04\x02\x00
MID_ED3_#023	Ich bin einfach nur froh, dich wiederzuhaben.\nGanz gleich, woran du dich erinnerst, du bist\nmein geliebtes Kind.\x0E\x04\x00\x00
MID_ED3_#024	\x0E\x03\x02\x0A\x08リュール\nDennoch... Das ist nicht das Wiedersehen, das\ndu dir erhofft hast.\x0E\x04\x00\x00
MID_ED3_#025	\x0E\x03\x02\x0A\x08ルミエル\nOh, sorge dich nicht um mich. Es ist mir bereits\nTrost genug, deine schöne Stimme wieder\nhören zu können!\x0E\x04\x02\x00
MID_ED3_#026	Und noch einmal in deine Augen blicken zu\ndürfen. Sie haben so eine schöne Farbe,\n\x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED4_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x0B\x00f
MID_MOVIE3_#001	\x0E\x03\x02\x0A\x08ルミエル\nWir leben auf dem Kontinent Elyos...\nVier Nationen, die ein heiliges Land umgeben.\x0E\x04\x02\x00
MID_MOVIE3_#002	Firene, Reich der Fülle.\x0E\x04\x02\x00
MID_MOVIE3_#002_2	Brodia, Reich der Krieger.\x0E\x04\x02\x00
MID_MOVIE3_#002_3	Elusia, Reich des Wissens.\x0E\x04\x02\x00
MID_MOVIE3_#002_4	Solm, Reich der Freiheit.\x0E\x04\x02\x00
MID_MOVIE3_#003	Das heilige Land der Wyrmgötter, Lythos.\x0E\x04\x02\x00
MID_MOVIE3_#003_2	Und Gradlon, Reich des Dämonendrachen.\nIn Ruinen.\x0E\x04\x02\x00
MID_MOVIE3_#004	Vor tausend Jahren tobte ein erbitterter Krieg\nzwischen unseren Landen und dem Dämonendrachen.\x0E\x04\x02\x00
MID_MOVIE3_#005	Wir riefen Helden aus anderen Welten\nzur Hilfe herbei – die sogenannten Embleme.\x0E\x04\x02\x00
MID_MOVIE3_#006	Gemeinsam mit ihnen kämpften die Krieger\nunserer Nationen Seite an Seite.\x0E\x04\x02\x00
MID_MOVIE3_#007	Am Ende waren wir siegreich\nund konnten den Dämonendrachen verbannen.\x0E\x04\x02\x00
MID_MOVIE3_#008	Lange Jahre herrschte Frieden.\x0E\x04\x02\x00
MID_MOVIE3_#008_2	Doch nun spüre ich die Wiedererweckung.\nDer Bann wird schwächer.\x0E\x04\x02\x00
MID_MOVIE3_#009	Fällt sein Schatten erneut über das Land,\nbleibt uns keine Wahl, als ihn wie einst zu bekämpfen.\x0E\x04\x02\x00
MID_MOVIE3_#010	Der Dämonendrache Sombron\nmuss aufgehalten werden.\x0E\x04\x02\x00
