MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nDu bist wirklich stark, Roy. Es wundert mich\nnicht, dass man dich Brodia anvertraut hat.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIn der letzten Schlacht habt Ihr wirklich\ngeglänzt, Alcryst! Es war großartig, wie Ihr\nallen den Rücken freigehalten habt.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nMeine Verbündeten waren in Gefahr, ich durfte\nnicht zögern... Es war nun wirklich nichts\nBesonderes.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x06\x04ロイ\nDas nennt Ihr „nichts Besonderes“?! Ihr habt\njeden Feind mit einem Angriff niedergestreckt.\nIch nenne das beeindruckend!\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nSo ein großes Lob! Und noch dazu vom\nEmblem von Brodia! Ich weiß nicht, was ich\nsagen soll, außer... danke!\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nIch darf neben Brodias Nationalschatz\nkämpfen? Welche Ehre! Ich freue mich so, Roy!\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x06\x04ロイ\nSei nicht so bescheiden, Lapis. Wir kämpfen\nbeide für den Frieden, also freue ich mich auch.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nMit Euch bin ich stärker als sonst, Roy. Habt Ihr\netwa mit Bären gekämpft, um zu trainieren?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x06\x04ロイ\nMit Biran gekämpft? Oh ja, da gab es manche\nSchlacht. Halt, sagtest du „Biran“?\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nRoy? Ich wollte Euch dafür danken, dass Ihr mir\nimmer Eure Kraft geliehen habt, also, nun...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04ロイ\nWarum so förmlich? Du musst mir nicht danken.\nIch tue nur, was getan werden muss.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04ロイ\nWarte einmal, was hast du denn da?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nZur Erinnerung an unsere gemeinsamen\nSchlachten habe ich eine Puppe von Euch\ngemacht! Wollt Ihr sie mal halten?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSo eine wunderbare Person hat sich also in\nBrodias Ring verborgen! Sehr erfreut!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04ロイ\nGanz meinerseits, Citrinne. Vereinen wir\nunsere Kräfte und geben wir unser Bestes!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSagt mir, Roy... Gibt es etwas, das Ihr Euch\nwünscht? Ich möchte etwas für Euch kaufen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04ロイ\nEs gibt da schon etwas... Ich verfüge über kein\nWissen in Magie. Kannst du mich unterrichten?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch stamme aus einem kriegerischen Königreich,\naber dennoch bin ich so schwach. Ich wünschte,\nman könnte Muskelkraft einfach kaufen.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04ロイ\nHast du es denn noch nicht bemerkt, Citrinne?\nSeit wir uns zuerst begegnet sind, bist du viel\nstärker geworden.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nIst das wahr? Glaubt Ihr das wirklich, Roy?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04ロイ\nDie Erfahrung, die du auf dem Schlachtfeld\ngewonnen hast, kannst du nicht kaufen. Und\nunsere Arbeit ist noch lange nicht getan.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nKämpft Ihr an meiner Seite, Roy? Nach dem,\nwas ich dem König von Brodia angetan habe?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04ロイ\nGewiss stehe ich Euch bei. König Morions Tod\nwar nicht Eure Schuld.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nIch danke Euch, dass Ihr bei mir bleibt. Eure\nNachsicht lindert den Schmerz meiner Schuld.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04ロイ\nEs ist mir ein Vergnügen. Ich bin froh, dass wir\neinander allmählich vertrauen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nMit Euch an meiner Seite erscheint alles in\ngewisser Weise einfacher. Ich muss sagen,\ndass mich dies erheblich erleichtert.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04ロイ\nIch bin froh, dies zu hören. Wir hatten in der\nTat durchaus komplizierte Gefühlslagen zu\nverarbeiten.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nDass wir dies bewältigen konnten, verdanken\nwir Eurer Güte. Ich kann nur hoffen, eines Tages\nebenso stark und barmherzig zu werden.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04ロイ\nIch denke, dass Ihr schon mehr als stark seid,\nIvy. Aber solltet Ihr Euch unsicher sein, dann\nwisst, dass ich an Eurer Seite bin.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIhr... strahlt... geradezu positive Energie aus,\nRoy. Ich hoffe, dass Ihr mir diese Kraft leiht.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04ロイ\nIch werde alles für dich tun, was in meiner\nMacht steht, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nUnser Training beginnt nun, Roy. Es endet erst,\nwenn mein Körper erschöpft... zusammenbricht.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04ロイ\nMir gefällt deine Hingabe, aber man muss nicht\nso weit gehen. Pausen sind ebenfalls wichtig.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHeute werde ich... malen. Bitte gesellt Euch\ndazu.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04ロイ\nDies ist ein weiteres deiner Steckenpferde,\nnicht wahr? Was wirst du malen?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nEin Porträt von Euch. Haltet bitte still,\ndamit ich Euch für künftige Generationen...\nbewahren... kann.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04ロイ\nOh, danke. Hahaha, in gewisser Weise ist dies\nnervenaufreibender als eine Schlacht...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy! Wir beide werden gemeinsam kämpfen.\nDas wird ein Band der festen Freundschaft\nzwischen uns knüpfen!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04ロイ\nJawohl. Ich meine, das hoffe ich. Ich freue mich\nauf unsere Zusammenarbeit, Kagetsu.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy! Ich möchte Euch abseits des Schlachtfelds\nnäher kennenlernen. Verbündet Euch mit mir!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, du meinst, dass du üben willst, wie--\nMoment, jetzt? Auf der Stelle?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nUnser Band ist wirklich stark geworden!\nIch schätze Euch sehr, Roy. Geht es Euch\nauch so?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04ロイ\nGewiss. Du hast in der Tat meine Achtung\ngewonnen. Es begeistert mich, mit welcher\nHingabe du lernst und an dir arbeitest.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDas ist sehr nett! Ihr bestärkt mich darin, dass\nmeine Sympathie für Euch nicht umsonst ist.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04ロイ\nIch habe noch nie jemanden getroffen, der so\nbegeistert von Freundschaft ist wie du, Kagetsu.\nDadurch habe ich sehr viel gelernt.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr seid Brodias Emblem? Ihr seid so hübsch.\nIch hatte die ganze Zeit einen falschen Eindruck\nvon Brodia.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04ロイ\nDanke, Hortensia. Das höre ich gern.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr seid echt ein Charmeur, Roy. Ich möchte\nwetten, dass Ihr alle um den Finger wickelt.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04ロイ\nMeint Ihr? Das ist sehr freundlich von Euch...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEs wird Zeit, Roy! Zeigen wir ihnen, wie gut\nwir kämpfen!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04ロイ\nHahaha, mir gefällt Eure Energie. Ich wette, Ihr\nseid stark genug, um alles allein zu schaffen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh. Ich dachte, dass es Euch gefällt, mit mir\nZeit zu verbringen...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04ロイ\nHortensia, ich verbringe sehr gerne Zeit mit\nEuch. Packen wir es an!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nMir gefällt Euer Haar, Roy. Die Farbe ist so\nlebhaft – ein richtiger Augenschmaus!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04ロイ\nWirklich? Danke! Ich glaube nicht, dass mir das\nzuvor jemand gesagt hat. Mir gefällt deine\nEinstellung.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nMacht ein hübscher Ring ein Emblem noch\nattraktiver? So könnte ich noch schöner sein...\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04ロイ\nMit dir wird es nie langweilig, Rosado. Deine\nIdeen geben wirklich Stoff zum Nachdenken.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nIch muss gestehen, dass ich den Krieg hasse.\nNichts daran erscheint mir reizvoll.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04ロイ\nDu hast recht. Der Reiz liegt in seinem Ende –\nim Frieden für die Welt und unsere Freunde.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nHahaha, typisch Roy. Aber es stimmt. Solange\nwir Freunde beschützen müssen, kämpfe ich\nweiter.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04ロイ\nAuch ich werde das tun. Behalte diesen\nGedanken im Herzen. Er wird dir helfen,\nmögliche Zweifel zu zerstreuen.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch habe Euch gerne in meiner Nähe, Roy.\nEure Stärke ergänzt meine Kultiviertheit.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04ロイ\nÄhm, gewiss. Ja, wir ergänzen uns gut.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nAlles, was du kochst, sieht köstlich aus,\nGoldmary. Ich wünschte, ich könnte essen.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch nehme an, dass Ihr Euch wohl mit dem\nDuft begnügen müsst.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nKann ich Euch um einen Gefallen bitten, Roy?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04ロイ\nAber gewiss. Ich werde helfen, wo ich kann.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch habe von einer entzückenden heißen Quelle\ngehört und würde sie gerne besuchen. Würdet\nIhr mich begleiten?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x06\x04ロイ\nSie muss ja in einer gefährlichen Gegend sein,\nwenn du Begleitschutz brauchst. Aber keine\nSorge – ich werde dich sicher dorthin geleiten.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nAlso, Timerra, Ihr seid Prinzessin und zugleich\nWächterin? Ich bin wohl in fähigen Händen.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nDanke gleichfalls! Ich meine, Ihr seid doch das\nEmblem von Brodia, Königreich der Krieger.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nIch bin so froh, dass Ihr mich gerettet habt, Roy,\ndass ich ein Lied darüber geschrieben habe.\nIhr müsst es Euch anhören!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04ロイ\nIch hörte von Eurer großartigen Singstimme.\nNun kann ich sie selbst hören, das freut mich.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIch frage mich, Timerra, was Euch dazu bewegt,\nin diesem Krieg zu kämpfen?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nAuf meinen Reisen habe ich viele Leute\nkennengelernt und gesehen, wie sie leben.\nEs waren gute Leute.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nIch möchte sie beschützen – ihre Art zu leben,\nihre lächelnden Gesichter. Ich möchte einfach\nhelfen, wo ich kann.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04ロイ\nDas ist bewundernswert. Ich verspreche Euch,\ndass wir gemeinsam dafür streiten werden,\ndiese Leute zu behüten.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06メリン\nIch möchte eine bessere Ritterin werden.\nBitte helft mir, Sir Roy. Leiht mir Eure Kraft.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04ロイ\nNichts würde ich lieber tun, Merrin. Ich helfe\ndir, so lange du mich brauchst.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIn meiner Welt haben wir keine Riesenwölfe wie\nden, auf dem du reitest. Ich bin fasziniert.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nIhr interessiert Euch also für Tiere? Wunderbar!\nIch hole mein Lexikon über seltene Viecher!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nWas tust du da, Merrin? All diese Posen...\nGehören sie zu einem neuen Übungsprogramm?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nOh nein, Sir Roy, ganz und gar nicht. Ich arbeite\nnur an meiner charakteristischen Pose.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x06\x04ロイ\nDeine... charakteristische Pose? Wozu brauchst\ndu denn so etwas?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nNatürlich um schneidig auszusehen. Aber ich\narbeite auch an einer Pose für Euch. Damit seht\nIhr im Kampf bestimmt großartig aus!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDu bist eine höchst gewandte Kämpferin,\nPanette – ein außergewöhnlicher Anblick!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nEure Worte gereichen mir zur Ehre. Sie sollen\nmir Ansporn sein, mich würdig zu erweisen.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIch habe eine erstaunliche Fülle an Insekten\naufgespürt. Hier, ergötzt Euch daran.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, „Fülle“ ist in der Tat nicht übertrieben.\nDanke, aber bitte tu sie wieder weg.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nWillst du nicht einmal Pause machen? Es ist\nschon spät und du trainierst immer noch.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nOh nein. Ich muss stärker werden, damit ich\nhoffen dürfte, je dem Frieden zum Sieg zu\nverhelfen.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x06\x04ロイ\nDu bist stark und voller Eifer. Ich betrachte es\nals Ehre, an deiner Seite kämpfen zu dürfen,\nPanette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nEure Worte lassen mein Herz frohlocken\nund ich fühle mich beflügelter denn je, aus\nunseren Feinden Kleinholz zu machen!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nRoy, Ich möchte Eure Stärke nutzen können,\nwenn ich als Wächter kämpfe. Erlaubt Ihr das?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04ロイ\nAber mit Freuden, Fogado. Sagt mir einfach,\nwenn Ihr etwas braucht.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nIch habe viele Talente, aber Angeln ist keines\ndavon. Habt Ihr als Emblem Ratschläge dafür?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04ロイ\nNein, aber es gibt Dinge, die jeder lernen kann.\nÜbt einfach, dann versuche ich, Euch zu helfen.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nSagt mal, erinnert Ihr euch noch an das Dorf,\ndas wir vor den Monstern gerettet haben?\nDie Leute dort geben ein Freudenfest!\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04ロイ\nDas ist großartig, Fogado. Ihr solltet daran\nteilnehmen.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nWie bitte? Wir haben doch einzig und allein\ndank Eurer Kraft gewonnen. Ihr müsst auch\nmitkommen!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04ロイ\nOh, ich verstehe! Nun, es wäre mir ein großes\nVergnügen, an den Feierlichkeiten teilzuhaben.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Roy, ich danke Euch für Euren Beistand.\nAls Geistlicher fühle ich mich zutiefst geehrt.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04ロイ\nOh, du musst dich nicht verbeugen, Pandreo.\nHier sind wir unter Gleichen.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIch arbeite an einem neuen Gebetstanz, aber er\nmuss andächtiger werden. Habt Ihr einen Rat?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x06\x04ロイ\nIch bin wohl nicht der beste Berater dafür. Aber\nwenn du willst, sehe ich ihn mir gern an. Nur zu!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDa Ihr mich mit Eurem Beistand ehrt, Lord Roy,\nmöchte ich zu Euren Ehren eine Party\nveranstalten. Wäre das in Ordnung?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04ロイ\nDas musst du nicht tun. Ich bin zufrieden damit,\ngemeinsam mit euch allen für den Frieden zu\nkämpfen.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nIhr seid zu freundlich... was der Hauptgrund ist,\nwarum ich eine Party für Euch geben will!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04ロイ\nNun gut, das klingt ja wirklich amüsant.\nVielleicht könntest du auf der Party deinen\nGebetstanz zum Besten geben!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nEuer Haar hat die Farbe einer wunderbaren\nChilischote. Ich frage mich, ob es auch so feurig\nschmeckt, wie es aussieht.\x0E\x04\x00\x00
