MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nKaum zu glauben, dass hier, wo jetzt dieser See\nist, mal ein Berg gewesen sein soll.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0A\x08リュール\nAuf Wiedersehen... früheres Ich.\x0E\x04\x02\x00
MID_ED1_#014	Wenn du irgendwann deine Reise antrittst, dann\nhoffe ich, dass sie genauso wunderbar wird wie\nmeine.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ソンブル\x021\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x02\x0A\x08ソンブル\nDu sagtest, die Eindringlinge seien hier. Und\ndoch sind sie nirgends zu sehen.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06セピア\nSehr merkwürdig... Vielleicht hat sich der Kampf\nverlagert?\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x0A\x08ソンブル\nIch spürte ein Emblem, das ich nicht erwartet\nhatte. Ich wollte es mit eigenen Augen sehen.\nDoch jetzt – keine Spur mehr davon.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x08\x06セピア\nIch bin überrascht, dass Ihr gekommen seid,\nMylord. Ihr habt Euch lange nicht mehr in der\nAußenwelt gezeigt.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08ソンブル\nIch musste sichergehen... wenngleich mir auch\nbewusst war, dass dieses Emblem nicht mehr\nexistiert.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x08\x06セピア\nHm?\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x0A\x08ソンブル\nIch kehre zum Tempel zurück. Wenn der Kampf\nsein Ende findet, wird mein Kind uns die\nneuesten Nachrichten überbringen.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x08\x06セピア\nEure Kinder sind endlos beeindruckend. Was\ngäbe ich nicht für derart loyale Untergebene...\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08ソンブル\nWenn du welche brauchst, dann tu es mir\ngleich und mach Kinder.\x0E\x04\x00\x00
MID_ED2_#010	\x0E\x03\x02\x08\x06セピア\nIch soll... meine eigenen Kinder machen?\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08ソンブル\nFamilien sind eine Funktion. Ein Programm.\nMan investiert Blut. Man erntet Loyalität.\x0E\x04\x02\x00
MID_ED2_#012	Meine Kinder verdanken mir ihr Leben und\nschulden mir ihre Liebe, ihre absolute Hingabe.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nFamilie. Was für eine Offenbarung... Ich würde\nzu gerne selbst ein solches Kind machen – mit\nEuch.\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x02\x0A\x08ソンブル\nDu willst ein Kind von mir?\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x08\x06セピア\nBitte, Mylord Sombron.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x02\x0A\x08ソンブル\nJetzt ist nicht die Zeit dafür. Aber nach dem\nKrieg, wenn meine Ziele erfüllt sind, werde ich\nes in Betracht ziehen.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x08\x06セピア\nIch verstehe, Mylord. Ich schwöre, dass ich\nEuch helfen werde, Eure Ziele zu erreichen.\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08ソンブル\nIch erwarte deinen absoluten Einsatz.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x01\x0A\x08ソンブル\n\x0E\x03\x02\x08\x06セピア\nEin Kind... Ein faszinierender Gedanke.\x0E\x04\x02\x00
MID_ED2_#020	Wie das wohl wäre, jemanden vollständig zu\nbesitzen, durch solch bedingungslose Liebe?\x0E\x04\x02\x00
MID_ED2_#021	Haben meine Mutter und mein Vater mich auch\nso betrachtet? Mit dieser... Liebe? Wenn ich\ndoch nur in der Zeit zurückreisen könnte.\x0E\x04\x02\x00
MID_ED2_#022	Was für ein einfältiger, unmöglicher Gedanke.\x0E\x04\x02\x00
MID_ED2_#023	Nun denn, vielleicht sollte ich mich auf die\nSuche nach Lord Sombrons Kind machen.\nWie hieß es doch gleich?\x0E\x04\x02\x00
MID_ED2_#024	Ach, eigentlich ist es auch egal. Er entsorgt\nsie ohnehin alle. Man darf sich nicht zu sehr\nan sie gewöhnen.\x0E\x04\x02\x00
MID_ED2_#025	Sonst ist man am Ende nur traurig.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x18\x12M024_リュール\x021\n\x0E\x03\x02\x14\x12M024_リュール\n...\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08ルミエル\x022\n\x0E\x03\x02\x0A\x08ルミエル\nDu! Ist alles in Ordnung?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x14\x12M024_リュール\n...\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x02\x0A\x08ルミエル\nOh, dem Himmel sei Dank.\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x14\x12M024_リュール\nIch... Ich...\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x02\x0A\x08ルミエル\nIch habe dich hier auf dem Boden gefunden.\nIch hatte Angst, du seist vielleicht tot...\x0E\x04\x02\x00
MID_ED3_#007	Aber jetzt bin ich erleichtert – du warst nur\nbenommen.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x14\x12M024_リュール\nWar das... alles nur ein Traum?\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0A\x08ルミエル\nEin Traum?\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x14\x12M024_リュール\nIch habe jemanden getroffen, \x0E\x0A\x00\x10\x06der\x06die dasselbe\nGesicht hatte wie ich. Ein wenig sah \x0E\x0A\x00\x0E\x04er\x06sie aber\nauch aus wie Ihr.\x0E\x04\x02\x00
MID_ED3_#011	Eure blauen Haare und Augen sind schön.\n\x0E\x0A\x00\x10\x06Der\x06Der Fremde mit meinem Gesicht... hatte die\ngleichen.\x0E\x04\x00\x00
MID_ED3_#012	\x0E\x03\x02\x0A\x08ルミエル\nDas klingt nach einem schönen Traum. Sag mal,\nwird es nicht langsam kalt hier draußen? Wir\nwollen nicht, dass du dich erkältest.\x0E\x04\x02\x00
MID_ED3_#013	Wir sollten dich ins Warme bringen. Meinst du,\ndu kannst aufstehen?\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x14\x12M024_リュール\nVielen Dank. Das ist das erste Mal, dass mir\ndas passiert. Dass jemand... nett zu mir ist.\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x0A\x08ルミエル\nWirklich? Ich... bedauere, das zu hören.\nWie lautet dein Name, mein Kind?\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x14\x12M024_リュール\nOh, mein Name... ist \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED3_#017	Mutter erzählte mir, bevor sie starb, dass Vater\nmich bei diesem Namen gerufen hatte. Aber nur\nein einziges Mal.\x0E\x04\x02\x00
MID_ED3_#018	Wie heißt Ihr?\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x02\x0A\x08ルミエル\nIch bin Lumera.\x0E\x04\x00\x00
MID_ED3_#020	\x0E\x03\x02\x14\x12M024_リュール\nIch kenne diesen Namen. Das ist der Name der\nletzten Wyrmgöttin.\x0E\x04\x02\x00
MID_ED3_#021	Der Name der Feindin meines Vaters.\x0E\x04\x00\x00
MID_ED3_#022	\x0E\x03\x02\x0A\x08ルミエル\n...\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x02\x14\x12M024_リュール\nWenn Ihr die Wyrmgöttin seid, dann muss ich\nEuch töten.\x0E\x04\x02\x00
MID_ED3_#024	Wenn ich das nicht mache, bin ich ein Fehlgriff\nund Vater wird mich entsorgen. Aber...\x0E\x04\x02\x00
MID_ED3_#025	Ihr wart gut zu mir. Ich will Euch nicht töten.\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x0A\x08ルミエル\nOh, \x0E\x06\x03\x00...\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x02\x14\x12M024_リュール\nIch denke Gedanken, die nicht in meinen Kopf\ngehören. Dann bin ich wohl doch einer. Ein\nFehlgriff...\x0E\x04\x02\x00
MID_ED3_#028	Fehlgriff. Fehlgriff. Fehlgriff. Fehlgriff. Fehlgriff.\x0E\x04\x00\x00
MID_ED3_#029	\x0E\x03\x02\x0A\x08ルミエル\nSag so etwas nicht! Nichts an dir ist ein\nFehlgriff!\x0E\x04\x00\x00
MID_ED3_#030	\x0E\x03\x02\x14\x12M024_リュール\nAber ich muss meine Aufgabe erfüllen... sonst\nwird Vater mich entsorgen. Er wird mich an\ndie Verzerrten verfüttern.\x0E\x04\x02\x00
MID_ED3_#031	Das macht mir mehr Angst als alles andere...\x0E\x04\x02\x00
MID_ED3_#032	Ich will leben. Den morgigen Tag erleben. Und\nden Tag danach.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x02\x0A\x08ルミエル\nDann bleibt unser heutiges Treffen einfach\nunser Geheimnis. Ich möchte nicht, dass du\nstirbst.\x0E\x04\x02\x00
MID_ED3_#034	Wie wäre es, wenn wir uns bald wieder treffen?\nDann unterhalten wir uns in aller Ruhe, und\nniemand muss je davon erfahren.\x0E\x04\x02\x00
MID_ED3_#035	Was sagst du? Versprochen?\x0E\x04\x00\x00
MID_ED3_#036	\x0E\x03\x02\x14\x12M024_リュール\n...\x0E\x04\x02\x00
MID_ED3_#037	Einverstanden.\x0E\x04\x00\x00
MID_ED4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0A\x08リュール\nWir sind wieder zurück.\x0E\x04\x00\x00
MID_ED4_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nKaum zu glauben, dass wir in der Vergangenheit\nZephia und Euch begegnet sind. Ich muss\nzugeben, das war ganz schön unheimlich.\x0E\x04\x00\x00
MID_ED4_#003	\x0E\x03\x02\x0A\x08ヴェイル\nDie Barriere ist jetzt schwächer als zuvor. Es hat\nfunktioniert!\x0E\x04\x02\x00
MID_ED4_#004	Jetzt müssen wir nur noch das letzte Siegel\nbrechen.\x0E\x04\x00\x00
MID_ED4_#005	\x0E\x03\x02\x0C\nミスティラ\nMachen wir es platt! Wo ist das letzte Siegel?\x0E\x04\x00\x00
MID_ED4_#006	\x0E\x03\x02\x0A\x08ヴェイル\nEinen Moment. Mal sehen...\x0E\x04\x02\x00
MID_ED4_#007	...!\x0E\x04\x00\x00
MID_ED4_#008	\x0E\x03\x02\x0A\x08リュール\nWas ist los? Du siehst besorgt aus.\x0E\x04\x00\x00
MID_ED4_#009	\x0E\x03\x02\x0A\x08ヴェイル\nOh, ach... nichts.\x0E\x04\x00\x00
MID_ED4_#010	\x0E\x03\x02\x0C\nミスティラ\nLass mich raten. Wir müssen wieder an irgend-\neinen abgefahrenen Ort?\x0E\x04\x00\x00
MID_ED4_#011	\x0E\x03\x02\x0A\x08ヴェイル\nNein. Es ist hier in Gradlon. Aber...\x0E\x04\x00\x00
MID_ED4_#012	\x0E\x03\x02\x0E\x0Cディアマンド\nJa?\x0E\x04\x00\x00
MID_ED4_#013	\x0E\x03\x02\x0A\x08ヴェイル\nTut mir leid, ich bin müde. Könnte ich mich\nbitte kurz zurückziehen?\x0E\x04\x00\x00
MID_ED4_#014	\x0E\x03\x02\x0A\x08リュール\nWir haben uns die ganze Zeit auf deine Kräfte\nverlassen, um die Siegel aufzuspüren...\x0E\x04\x02\x00
MID_ED4_#015	Bitte, nimm dir alle Zeit, die du brauchst. Wir\nwarten.\x0E\x04\x00\x00
MID_ED4_#016	\x0E\x03\x02\x0A\x08ヴェイル\nDanke.\x0E\x04\x00\x00
MID_ED4_#017	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x02\x00
MID_ED4_#018	Wir werden das letzte Siegel brechen. Das\nwerden wir ganz sicher.\x0E\x04\x02\x00
MID_ED4_#019	Aber wie soll ich \x0E\x0A\x00\x10\x06ihm\x06ihr nur sagen, wer es\nbewacht? Oder warum ich spüren kann,\nwas uns dort erwartet?\x0E\x04\x00\x00
