MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDies ist also Solm. Es ist sehr... sandig.\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x08\x06マロン\nHehehe. Ihr beide werft wirklich mit Lob nur so\num Euch. Deswegen liebe ich Euch!\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x00\x0A\x04グリ\x024\n\x0E\x03\x02\x06\x04グリ\nDu bist so ein kleines Kind.\x0E\x04\x02\x00
MID_ED3_#016	Lob ist für Waschlappen. Es ist viel schöner,\nbestraft zu werden.\x0E\x04\x00\x00
MID_ED3_#017	\x0E\x03\x02\x1A\x18ヴェイル_フード_顔出し\nKeine Sorge, Griss. Bald bekommst du all die\nSchmerzen, die dein Herz begehrt.\x0E\x04\x00\x00
MID_ED3_#018	\x0E\x03\x02\x06\x04グリ\nDas will ich hören! Genau dafür bin ich dabei!\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x02\x1A\x18ヴェイル_フード_顔出し\nUnd was ist mit dir, Mauvier? Wie möchtest du\nbelohnt werden?\x0E\x04\x00\x00
MID_ED3_#020	\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x02\x08\x06モーヴ\nFür mich nichts, Milady.\x0E\x04\x00\x00
MID_ED3_#021	\x0E\x03\x02\x1A\x18ヴェイル_フード_顔出し\nDu sprichst nicht einmal meinen Namen aus.\nWie kalt.\x0E\x04\x00\x00
MID_ED3_#022	\x0E\x03\x02\x08\x06モーヴ\n...\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x02\x1A\x18ヴェイル_フード_顔出し\nSchon gut. Erst einmal werden wir warten,\nbeobachten – und dann, wenn die Zeit\ngekommen ist, werden wir--\x0E\x04\x02\x00
MID_ED3_#024	Hngh...\x0E\x04\x00\x00
MID_ED3_#025	\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x02\x08\x06セピア\nLady Veyle?\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x1A\x18ヴェイル_フード_顔出し\nIch war zu lange wach.\x0E\x04\x02\x00
MID_ED3_#027	Ich muss schlafen. Hier sind eure Anweisungen.\nZephia, übernimm du.\x0E\x04\x00\x00
MID_ED3_#028	\x0E\x03\x02\x08\x06セピア\nWie Ihr wünscht.\x0E\x04\x00\x00
