MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nUnser Schiff hat angelegt.\x0E\x04\x00\x00
MID_OP5C_#018	...\x0E\x04\x00\x00
MID_OP5C_#019	\x0E\x03\x02\x08\x06モーヴ\nStirb nicht... Bitte! Marni!\x0E\x04\x00\x00
MID_OP5C_#020	\x0E\x03\x02\x08\x06マロン\n...\x0E\x04\x00\x00
MID_OP5C_#021	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x08\x06セピア\nOch, ist sie etwa in deinen Armen gestorben?\nDas ist aber tragisch...\x0E\x04\x00\x00
MID_OP5C_#022	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x0A\x04グリ\x021\n\x0E\x03\x02\x06\x04グリ\nWas für eine Verschwendung.\nIst für nichts und wieder nichts krepiert.\x0E\x04\x00\x00
MID_OP5C_#023	\x0E\x03\x02\x08\x06モーヴ\nAAAH!\x0E\x04\x00\x00
MID_OP5_2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMarni hat nur... versucht, Veyle zurückzuholen.\x0E\x04\x02\x00
MID_OP5_2_#002	Und all das... hierfür?\x0E\x04\x00\x00
MID_OP5_2_#003	\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06モーヴ\nIch werde nie wieder an deiner Seite sein,\nZephia. Außer in dem Moment, in dem meine\nKlinge dein Herz durchbohrt!\x0E\x04\x02\x00
MID_OP5_2_#004	\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin, ich bitte Euch! Lasst mich an\nEurer Seite kämpfen.\x0E\x04\x02\x00
MID_OP5_2_#005	Um Marni zu rächen und Milady Veyle zu retten!\x0E\x04\x00\x00
MID_OP5_2_#006	\x0E\x03\x02\x0A\x08リュール\nMauvier, selbstverständlich.\x0E\x04\x00\x00
MID_OP5_2_#007	\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nDu willst mich also einfach verraten? Mich\ntraurig und einsam zurücklassen?\x0E\x04\x02\x00
MID_OP5_2_#008	Du auch, Bruder. Ich dachte, du würdest dich\nfreuen, mich nach so langer Zeit wiederzusehen.\x0E\x04\x00\x00
MID_OP5_2_#008_F	Du auch, Schwester. Ich dachte, du würdest\ndich freuen, mich nach so langer Zeit wiederzu-\nsehen.\x0E\x04\x00\x00
MID_OP5_2_#009	\x0E\x04\x03\x04
MID_OP5_2_#010	\x0E\x03\x02\x0A\x08リュール\nDu bist nicht unsere Veyle.\x0E\x04\x00\x00
MID_OP5_2_#011	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nDas muss an meinem neuen Aussehen liegen.\nDann wirst du diesen Anblick auch nicht mögen.\x0E\x04\x00\x00
MID_OP5_2_#012	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x00\x0C\x06マルス\x023\n\x0E\x03\x02\x0A\x08リュール\nMarth.\x0E\x04\x00\x00
MID_OP5_2_#013	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nDie anderen Embleme wurden gestohlen. Du\nhast ihm den Rücken gekehrt. Oh, einsames\nDing.\x0E\x04\x02\x00
MID_OP5_2_#014	Genau wie ich. Aber ich bin für dich da, kleines\nEmblem. Ich bin alles, was du brauchst.\x0E\x04\x02\x00
MID_OP5_2_#015	Hätte ich gewusst, dass ein Geschwister von mir\nüberlebt hat... hätte ich dich getötet.\x0E\x04\x02\x00
MID_OP5_2_#016	Ich hätte dafür sorgen wollen, dass ich das\neinzige Kind meines Vaters bin.\x0E\x04\x00\x00
MID_OP5_2_#017	\x0E\x03\x02\x0A\x08リュール\nDu willst für immer allein sein?\x0E\x04\x00\x00
MID_OP5_2_#018	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nJa, das stimmt. Ich brauche keine Familie\ndieser Art, keine Freundschaften oder Bande\nder Treue.\x0E\x04\x02\x00
MID_OP5_2_#019	Ich weiß es zu schätzen, dass du mir die Ringe\nbringst, aber das war es dann auch schon mit\nunserer Beziehung...\x0E\x04\x02\x00
MID_OP5_2_#020	Und nun lebe wohl, Bruder.\x0E\x04\x00\x00
MID_OP5_2_#020_F	Und nun lebe wohl, Schwester.\x0E\x04\x00\x00
MID_OP5_2_#021	\x0E\x04\x03\x04
MID_OP5_2_#022	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche... Ab dem heutigen Tag bin ich an\nEurer Seite!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nWen starrst du an? Mein Ich, das vor dir steht?\nOder mein Ich von vorhin?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nOh, wie ich dich finden wollte. Wie ich dich\ntöten wollte!\x0E\x04\x02\x00
MID_BT2_#002	\x0E\x05\x01 \x12M021_ヴェイル\nAngry\nDas Schoßhündchen von Königin Lumera.\nWimmernd und jämmerlich. Du bist nicht\n\x0E\x0A\x008\x16mein Bruder\x1Emeine Schwester.\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nDu bist nicht meine Schwester. Veyle ist das.\nGib sie mir zurück.\x0E\x04\x00\x00
MID_BT2_#004	\x0E\x03\x02\x14\x12M021_ヴェイル\nPass gut auf. Ich bin Veyle! Und ich werde es\nbeweisen, hier und jetzt - indem ich dich\nvernichte!\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nAh! Mein treuer Ritter, Mauvier. Willst du mich\ndenn nicht mehr beschützen?\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nMeine Zeit bei den Vier Bluthunden ist vorbei.\nIch werde Euch nicht beschützen.\x0E\x04\x00\x00
MID_BT3_#003	\x0E\x05\x01\x1C\x12M021_ヴェイル\x06Sad\n\x0E\x03\x02\x14\x12M021_ヴェイル\nWie immer, Mauvier. Du erkennst mich nicht an.\nDu sagst nicht mal meinen Namen.\x0E\x04\x02\x00
MID_BT3_#004	\x0E\x05\x01 \x12M021_ヴェイル\nSmile\nNun, keine Sorge. Ich habe deine Belohnung\nnicht vergessen. Wie wäre es mit einem\nschnellen Tod?\x0E\x04\x00\x00
MID_BT3_#005	\x0E\x05\x01\x10\x06モーヴ\x06Die\n\x0E\x03\x02\x08\x06モーヴ\nIch werde alles – wirklich alles – opfern, um\nMilady Veyle vor Euch zu retten.\x0E\x04\x02\x00
MID_BT3_#006	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nGib mir Kraft, Marni!\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01\x1E\x12M021_ヴェイル\x08Pain\n\x0E\x03\x02\x14\x12M021_ヴェイル\nIch...\nIch...\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x03\x02\x12\x10M021_セピア\nEs ist nichts Persönliches. Ich befolge nur die\nBefehle von Milady Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x05\x01\x1A\x10M021_セピア\x06Sad\n\x0E\x03\x02\x12\x10M021_セピア\nEs ist ein trauriger Tag, da ich gegen dich\nkämpfen muss, Mauvier.\x0E\x04\x02\x00
MID_BT6_#002	\x0E\x05\x01\x1E\x10M021_セピア\nAngry\nIch dachte, wir wären eine Familie.\x0E\x04\x00\x00
MID_BT6_#003	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x16\x06モーヴ\x0CStrike\n\x0E\x03\x02\x08\x06モーヴ\nFamilie?! Du hast Marni getötet!\x0E\x04\x02\x00
MID_BT6_#004	\x0E\x05\x01\x14\x06モーヴ\nAngry\nIch hätte dich schon früher aufhalten sollen.\nDann hätten Milady Veyle und Marni vielleicht\neine Chance gehabt.\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x05\x01\x1C\x10M021_セピア\x08Pain\n\x0E\x03\x02\x12\x10M021_セピア\nVielleicht bist du tatsächlich stark genug.\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1C\x0EM021_グリ\nRelax\n\x0E\x03\x02\x10\x0EM021_グリ\nZwei Bluthunde oder vier, das spielt für mich\nkeine Rolle. Ich werde kämpfen, so viel steht\nfest.\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1E\x0EM021_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM021_グリ\nWenn das nicht der Verräter ist. Keine Sorge,\ndu wirst Marni bald wiedersehen.\x0E\x04\x00\x00
MID_BT9_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nWie kannst du es wagen, ihren Namen in den\nMund zu nehmen!\x0E\x04\x02\x00
MID_BT9_#003	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nIch werde dich schnell töten. Du wirst begraben,\nbevor du irgendeinen Schmerz spüren kannst.\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1A\x0EM021_グリ\x08Pain\n\x0E\x03\x02\x10\x0EM021_グリ\nTot zu sein bedeutet, keine Schmerzen mehr zu\nhaben. Und wer will das schon?\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_善\nWas... Was geht hier vor?\x0E\x04\x02\x00
MID_ED1_#002	Warum bist du hier, \x0E\x06\x03\x00?\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nVeyle? Veyle! Du bist es wirklich, nicht wahr?!\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x12\x10ヴェイル_黒_善\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nDas ergibt keinen Sinn. Es sollte nicht möglich\nsein, dass sie sich zurückverwandelt...\x0E\x04\x02\x00
MID_ED1_#005	Der magische Helm... Er hat Risse!\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x02\x08\x06モーヴ\nMarnis Angriff hatte Erfolg?\x0E\x04\x02\x00
MID_ED1_#007	Marni... Welch Tapferkeit.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_善\nWo... sind wir?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08リュール\nIn Schloss Lythos. Du warst unter Zephias\nKontrolle.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nMein Kopf schmerzt. Und zwar sehr. Und...\nMoment mal. Was... trage ich denn da?\x0E\x04\x02\x00
MID_ED1_#011	Und... woher habe ich diesen Ring?\x0E\x04\x02\x00
MID_ED1_#012	Er gehört dir, nicht wahr? Ich erinnere mich...\nWir waren in der Nähe der Kathedrale. Du hast\ngesagt, er sei dir wichtig.\x0E\x04\x02\x00
MID_ED1_#013	Hier. Bitte nimm ihn.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08リュール\nDanke, Veyle.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x12\x10ヴェイル_黒_善\n\x0E\x03\x00\x0E\x08ソンブル\x021\n\x0E\x03\x02\x0A\x08ソンブル\nDas werde ich nicht erlauben.\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08ソンブル\nHör mir zu, oh Fehlgriff von einer Tochter.\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nPapa...\x0E\x04\x00\x00
MID_MOVIE1_#003	\x0E\x03\x02\x0A\x08ソンブル\nMein Ziel ist so nah, dass ich es schmecken kann,\naber ihre Güte macht dich schwach.\x0E\x04\x00\x00
MID_MOVIE1_#003_2	\x0E\x03\x02\x0A\x08ソンブル\nNun geh und hol mir meine\nEmblem-Ringe zurück!\x0E\x04\x00\x00
MID_MOVIE1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nDas werde ich nicht!\x0E\x04\x00\x00
MID_MOVIE1_#005	\x0E\x03\x02\x0A\x08ソンブル\nVerstehe. Das ist schade.\x0E\x04\x02\x00
MID_MOVIE1_#006	Nun, dann... gibt es nichts mehr,\nwas du für mich tun kannst.\x0E\x04\x00\x00
MID_MOVIE1_#006_2	Und ich hatte noch nie die Angewohnheit,\nDinge zu behalten, die keinen Wert haben.\x0E\x04\x00\x00
MID_MOVIE1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nAh!\x0E\x04\x00\x00
MID_MOVIE1_#008	\x0E\x03\x02\x0A\x08リュール\nVeyle!\x0E\x04\x00\x00
MID_MOVIE1_#009	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_MOVIE1_#010	\x0E\x03\x02\x0A\x08リュール\nAaah! Nnng...\x0E\x04\x00\x00
MID_MOVIE1_#011	\x0E\x03\x02\x0A\x08ヴェイル\nNein!\x0E\x04\x00\x00
MID_MOVIE1_#012	\x0E\x03\x02\x0A\x08ソンブル\nTörichtes Kind.\x0E\x04\x02\x00
MID_MOVIE1_#013	Zweimal habe ich dich jetzt niedergestreckt.\x0E\x04\x02\x00
MID_MOVIE1_#013_2	Doch ich verspreche dir... Kein noch so langer\nSchlaf wird dich diesmal zurückbringen.\x0E\x04\x02\x00
MID_MOVIE1_#014	Diesmal...\x0E\x04\x00\x00
MID_MOVIE1_#014_2	ist deine Niederlage endgültig.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nWarum hast du das getan?! Du hättest nicht\nvor mich springen sollen, \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nIch habe getan... was ich tun musste...\num Schaden von dir abzuhalten.\x0E\x04\x02\x00
MID_ED2_#003	Ich wollte all die Male wiedergutmachen, als ich dich\nnicht beschützen konnte. Als ich nicht für dich da war...\x0E\x04\x02\x00
MID_ED2_#004	Es tut mir so leid... Veyle...\ndass ich diese schrecklichen Dinge gesagt habe.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08ヴェイル\nDas ist mir egal! Das ist mir vollkommen egal!\nBitte stirb nicht!\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08リュール\nEs wird alles gut...\nEs gibt noch so vieles... was ich tun muss...\x0E\x04\x02\x00
MID_ED2_#006_2	\x0E\x03\x02\x0A\x08リュール\nIch kann nicht sterben,\nbevor ich dir alles erzählt habe...\x0E\x04\x02\x00
MID_ED2_#007	Es gibt noch... zu viel, was ich dir sagen muss...\nWer ich... bin.\x0E\x04\x02\x00
MID_ED2_#007_2	Hör zu, Veyle, ich bin \x0E\x0A\x00\x16\x08dein\ndeine...\x0E\x04\x02\x00
MID_ED2_#008	 \x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x06\x03\x00? Nein, du darfst nicht...\nVerlass mich nicht!\x0E\x04\x02\x00
MID_ED2_#010	Verlass mich nicht, \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x00\x0E\x08ソンブル\x022\n\x0E\x03\x02\x0A\x08ソンブル\nNun steht mir nichts mehr im Weg.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x00\x10\nヴァンドレ\x023\n\x0E\x03\x02\x0C\nヴァンドレ\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin... ist fort.\nDass ich diesen Tag erleben muss...\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x12\x0Cアルフレッド\x023\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAber wie... Wie kann das...\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08ヴェイル\nMoment, der Drachenstein!\x0E\x04\x00\x00
MID_ED2_#014_2	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08ヴェイル\nAber wieso...\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08ソンブル\nDieses missratene Geschöpf\nwar ein weiteres meiner Kinder.\x0E\x04\x00\x00
MID_ED2_#015_2	\x0E\x03\x02\x0A\x08ソンブル\nEr war derjenige, den du\nall die Zeit lang gesucht hast...\x0E\x04\x00\x00
MID_ED2_#015_3	\x0E\x03\x02\x0A\x08ソンブル\nDein Bruder.\x0E\x04\x00\x00
MID_ED2_#015_F	\x0E\x03\x02\x0A\x08ソンブル\nDieses missratene Geschöpf\nwar ein weiteres meiner Kinder.\x0E\x04\x00\x00
MID_ED2_#015_F_2	\x0E\x03\x02\x0A\x08ソンブル\nSie war diejenige, die du\nall die Zeit lang gesucht hast...\x0E\x04\x00\x00
MID_ED2_#015_F_3	\x0E\x03\x02\x0A\x08ソンブル\nDeine Schwester.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x02\x0A\x08ヴェイル\nWas?\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08ソンブル\nDie Wyrmgottkönigin nahm \x0E\x0A\x00B\x1Ediesen Verräter diese Verräterin nach\ndem letzten Krieg auf. So hat \x0E\x0A\x00(\x10der Narr\x14die Närrin überlebt.\x0E\x04\x02\x00
MID_ED2_#018	Keines meiner Kinder sollte als Wyrmgott leben.\nDer Tod war \x0E\x0A\x00\x12\x08sein\x06ihr unausweichliches Schicksal.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x02\x0A\x08ヴェイル\nNein... Aber der Stein sollte niemals zerspringen...\nDer Stein sollte nicht zerspringen, außer...\x0E\x04\x02\x00
MID_ED2_#020	All die Zeit... warst du mein Bruder...\x0E\x04\x02\x00
MID_ED2_#020_2	Ich habe dich gefunden...\nIch habe dich endlich gefunden!\x0E\x04\x02\x00
MID_ED2_#020_F	All die Zeit... warst du meine Schwester...\x0E\x04\x02\x00
MID_ED2_#020_F_2	Ich habe dich gefunden...\nIch habe dich endlich gefunden!\x0E\x04\x02\x00
MID_ED2_#021	Bitte geh nicht – ich muss mit dir sprechen! Ich\nverstehe nicht, warum du dich für mich opferst!\x0E\x04\x02\x00
MID_ED2_#022	 \x0E\x04\x02\x00
MID_ED2_#023	\x0E\x03\x02\x0A\x08ソンブル\nWelch erbärmliche Kinder.\nEndlich sind alle zwölf Ringe in meinem Besitz.\x0E\x04\x00\x00
MID_ED2_#024	\x0E\x03\x02\x0A\x08ヴェイル\nNein! Gebt sie zurück! Sofort!\nDiese Ringe gehören meinem Bruder!\x0E\x04\x02\x00
MID_ED2_#024_F	\x0E\x03\x02\x0A\x08ヴェイル\nNein! Gebt sie zurück! Sofort!\nDiese Ringe gehören meiner Schwester!\x0E\x04\x02\x00
MID_ED2_#025	\x0E\x0A\x00\x16\nSeine\x08Ihre Freunde haben so hart gekämpft,\num es bis hierher zu schaffen!\x0E\x04\x02\x00
MID_ED2_#026	\x0E\x03\x02\x0A\x08ソンブル\nUnd trotz allem... bin ich es, der\ndie Emblem-Ringe kontrolliert.\x0E\x04\x02\x00
MID_ED2_#027	Ihre vereinte Macht ist so groß...\nSie wird nur einmal alle tausend Jahre gewährt!\x0E\x04\x00\x00
MID_ED2_#027_2	Und jetzt ist diese unübertroffene Macht mein!\x0E\x04\x00\x00
MID_MOVIE2_#002	\x0E\x03\x02\x0A\x08ソンブル\nErhört mich, Emblem-Ringe...\nIch fordere unendliche Macht!\x0E\x04\x02\x00
MID_MOVIE2_#004	 \x0E\x04\x02\x00
MID_MOVIE2_#006	Gradlon, erhebe dich... Erhebe dich erneut!\x0E\x04\x02\x00
MID_MOVIE2_#009	Hahahaha...\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nUnmöglich. Die Wiederherstellung... Gradlons...\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nPapa, wohin gehst du? Du hast alles zerstört.\nDu hast dein eigenes Kind getötet.\x0E\x04\x02\x00
MID_ED3_#003	Ist es das, was du wolltest?\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nFür Euch scheint alles vorbei zu sein, hm?\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nZephia!\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x02\x08\x06セピア\nMilady Fehlgriff. Ihr habt hier nur dank denen\nüberlebt, die Euch zu Hilfe kamen.\x0E\x04\x02\x00
MID_ED3_#007	Was für ein Jammer... Denn nun ist es Zeit,\nEuch zu verabschieden.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nVerabschieden?\x0E\x04\x02\x00
MID_ED3_#009	M-mein Kopf!\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nMilady Veyle?!\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nIch will nicht... dass sie... die Kontrolle hat!\x0E\x04\x00\x00
MID_ED3_#012	\x0E\x03\x02\x08\x06モーヴ\nAber Marni hat den Helm zerstört!\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06セピア\nOh, Mauvier. Wie naiv du bist. Er hat lediglich\nRisse. Das hat ihn sicher geschwächt...\x0E\x04\x02\x00
MID_ED3_#014	Aber durch Lord Sombrons Machtgewinn\nfunktioniert der Helm viel besser als zuvor.\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x08\x06モーヴ\n...\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x08\x06セピア\nMilady Veyle? Zeigt Euch. Schließt Euch uns an.\x0E\x04\x00\x00
MID_ED3_#017	\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x022\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nNgh... Ah!\x0E\x04\x02\x00
MID_ED3_#018	Hahaha!\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x02\x08\x06モーヴ\nNein!\x0E\x04\x00\x00
MID_ED3_#020	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nVater! Hahaha! Was für eine Macht! Ihr habt es\nendlich geschafft.\x0E\x04\x02\x00
MID_ED3_#021	Ich wollte \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin eigenhändig töten,\naber na gut...\x0E\x04\x00\x00
MID_ED3_#022	\x0E\x03\x02\x08\x06セピア\nMilady Veyle... Lord Sombron wird Euch jetzt\nbereitwillig als seine Tochter anerkennen.\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x02\x06\x04グリ\nGut, dass Ihr zurück seid. Andernfalls hätte ich\nEuch töten müssen.\x0E\x04\x00\x00
MID_ED3_#024	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nZephia, Griss, kehrt zu Vater zurück. Ich werde\nbald zu euch stoßen.\x0E\x04\x00\x00
MID_ED3_#025	\x0E\x03\x02\x08\x06セピア\nJawohl.\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x06\x04グリ\nJa, ich wusste, dass Ihr das sagen würdet.\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x01\x12\x10ヴェイル_黒_悪\n\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nNun, was euch alle betrifft... Der Tod ist\nunausweichlich. Aber ich will, dass diese\nUnordnung jetzt beseitigt wird.\x0E\x04\x02\x00
MID_ED3_#028	Erledigt das für mich. Lasst niemanden am\nLeben.\x0E\x04\x00\x00
MID_ED3_#029	\x0E\x03\x00\x12\x0Cディアマンド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nVerzerrte! Mit so vielen davon werden wir allein\nnicht fertig!\x0E\x04\x00\x00
MID_ED3_#030	\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nWir haben noch nicht einmal unsere Ringe...\x0E\x04\x00\x00
MID_ED3_#031	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nRinge? Die würden euch nichts nützen.\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin ist tot.\x0E\x04\x02\x00
MID_ED3_#032	Keiner von euch ist in der Lage, Embleme zu\nbeschwören.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x0E\x08アイビー\x022\n\x0E\x03\x02\x0A\x08アイビー\nDas ist das Ende... Wir haben keinen Ausweg.\x0E\x04\x00\x00
