MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nEs ist seltsam... Auch wenn wir noch nicht lange\ngemeinsam kämpfen, so verstehen wir einander\ndoch schon gut.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nWas? Wenn Ihr mich unentwegt loben würdet,\nmüsste ich sterben. Ich werde aber versuchen,\nden Gedanken zu würdigen.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nスタルーク\nIhr habt beide so großartige Fähigkeiten und\nsolches Selbstvertrauen. Es tut mir leid, dass Ihr\njemanden wie mich neben Euch ertragen müsst.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06クロム\nIhr und Daraen seid strategisch überaus begabt.\nMir selbst fehlt das leider vollkommen.\nJeder von uns hat seine Stärken.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nスタルーク\nDanke, dass Ihr mich stets ermutigt. Eure\nBemühungen zeigen nur, wie unterschiedlich\nwir doch sind.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06クロム\nEure Kampffähigkeiten stehen denen aller\nanderen in nichts nach, und Ihr habt eine\nhervorragende Beobachtungsgabe.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06クロム\nDiese Stärken helfen Euch dabei, all jene zu\nbeschützen, die Euch wichtig sind, richtig?\nIn diesem Punkt sind wir uns sehr ähnlich.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nUnd wieder die Lobeshymnen! Ich muss ein\nMann werden, der sich nicht für solche Worte\nschämt!\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDu hast dich in diesem Kampf beachtlich\ngeschlagen. Offenbar hattest du ein hartes\nTraining.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nIch kämpfe gegen Bären, das macht stark.\nIhr seid auch stark. Gegen welche Bären habt Ihr\nschon gekämpft?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ラピス\nBeim Training leidet die Ausrüstung unter Eurer\ngroßen Stärke. Ich sollte mal härtere Sachen\nherstellen.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06クロム\nDas wüsste ich zu schätzen. Jeder, dem ich\nmeine Kraft leihe, reißt irgendwann Mauern\nein. Bau uns stärkere Mauern.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ラピス\nHe, Ihr habt doch zwei Schwestern, richtig?\nSeid Ihr wirklich so stark geworden, um Eure\nFamilie zu beschützen?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06クロム\nJa. Ich habe hart trainiert und mir meinen Weg\ndurch einen Krieg gebahnt, um meine\nSchwestern und meine Freunde zu beschützen.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nFür Familie und Freunde... Vielleicht sollte ich\nauch mehr trainieren, damit ich alle genauso\nbeschützen kann wie Ihr.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06クロム\nDu bist bereits stark genug, um Bären zu\nbesiegen. Ich kann dich aber in den Wegen\nmeiner Hirten unterrichten.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nDeine finanziellen Ressourcen verblüffen mich.\nDamit könnte ich sogar alle Mauern reparieren,\ndie ich jemals zerstört habe.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nWenn Ihr Euch über das Einreißen von Mauern\nsorgt, könnte ich welche aus Diamant für Euch\nanfertigen lassen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nGerade richtig. Ich wollte mit dem Training\nbeginnen, und zu zweit ist das effektiver.\nMagst du dich anschließen?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nWelche Ehre, mit Euch zu trainieren! Ich dachte\nohnehin gerade daran, dass ich weiter an\nmeinen Fähigkeiten arbeiten muss.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMein großer Bruder ist eher überbehütender\nNatur. Ihr hattet eine kleine Schwester.\nWie war sie denn so?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06クロム\nMeine kleine Schwester liebte Streiche und\nrannte stets herum. Sie war nicht so gefasst\nwie du.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nAber der sanfte Ausdruck in Euren Augen zeigt,\ndass sie Euch am Herzen liegt. Ich frage mich,\nwas meine Brüder von mir denken.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06クロム\nDas werden sie dir sicher sagen, wenn sie dich\nwiedersehen. Bis dahin leiste ich dir\nGesellschaft.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIch bewundere Eure Haltung, Ivy. Ich denke,\nich werde aus unserer Zusammenarbeit viel\nlernen.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nHabt Dank, Chrom. Es freut mich zu sagen,\ndass mein erster Eindruck von Euch\nvollkommen unzutreffend war.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nUm meines verstorbenen Vaters willen bin ich\nentschlossen, für Elusia stark zu bleiben.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06クロム\nIhr habt ihn kürzlich verloren, nicht wahr?\nIch kenne das Gefühl. Eilt Eure Trauer nicht,\nIvy, so etwas braucht Zeit.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nDa Ihr so freundlich über mich wacht, Chrom,\nhabe ich Euch etwas zu beichten. Ich habe\nAngst vor Geistern.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06クロム\nGeister? Ich weiß nicht, was ich zu hören\nerwartet habe, aber sicherlich nicht das.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nIn der Tat. Also, für den unwahrscheinlichen\nFall, dass wir auf dem Schlachtfeld einer\nruhelosen Seele begegnen...\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06クロム\nKeine Sorge, Ivy. Alles, was Euch bedrohen will,\nmuss erst einmal an mir vorbei.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nStört bitte nicht meine Konzentration, Chrom.\nIch habe... Aktivitäten... nachzugehen.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06クロム\nSoll mir recht sein. Dann gehe ich so lange\ntrainieren.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nErzählt mir mehr von dieser Organisation von...\nHirten... die Ihr geleitet habt. Das Thema ist\nfaszinierend.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06クロム\nEs ist eine lange Geschichte. Ich erzähle sie dir\ngerne, wenn du Zeit hast.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nWenn ich fragen darf... Wie bewahrt Ihr Euch\ndiese positive Einstellung angesichts eines\nso... entsetzlichen... Krieges?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06クロム\nDer Traum vom Frieden hat mich durchhalten\nlassen. Und den gleichen Traum hege ich nun\nfür Elyos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nEin Traum? Welch... merkwürdige... Einstellung.\nVielleicht ist ein guter Traum genau das, was ich\nbrauche.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06クロム\nWenn es so ist, bin ich bei dir, um dir zu\nhelfen, ihn zu finden.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nChrom! Ihr habt die Schwertkunst ebenso\ngemeistert wie das höfische Betragen.\nKein Wunder, dass unsere Bande so fest sind.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06クロム\nMir ist nicht ganz klar, wann sich unsere Bande\nso gefestigt haben sollen, aber ich nehme das\nKompliment an. Danke.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nErzählt mir mehr von Eurer Gruppe der\nschäfernden Hirten. Gab es darunter jemanden,\nder mir in der Schwertkunst glich?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06クロム\nEinen, ja. Ein guter Mann, wenn auch von etwas\nkantigem Charakter. Du hättest ihn gemocht.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nEuer Schwert ist ein spektakulärer Anblick,\nChrom. Wie lautet der Name dieser mächtigen\nWaffe?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06クロム\nDer Name lautet Falchion. Diese Klinge stand\nmir bereits in unzähligen Kämpfen treu zur\nSeite.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAh, Eure Bande sind also stark. So zeigt mir\ndenn, was Ihr und Falchion gemeinsam zu\nleisten imstande seid!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06クロム\nIch hatte gerade auf etwas Bewegung gehofft.\nAlso gut, Kagetsu, du hast es so gewollt!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nWas ist das für ein Zeichen an deiner Schulter,\nChrom? Ist das Mode, da, wo du herkommst?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06クロム\nDas Mal des Erhabenen ist ein Zeichen meines\nBlutes. Ich vermute, was du auf der Wange hast,\nist etwas Ähnliches.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, du hattest wegen meiner Wange gefragt.\nDas ist kein Mal oder so was. Ich finde es\neinfach nur niedlich.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06クロム\nTatsächlich? Es sieht hübsch aus. Ich frage\nmich, was für Symbole sich meine Freunde\nwohl wünschen würden...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDu siehst erst mal erschreckend aus, aber\neigentlich bist du ganz nett. Du warst in deiner\nWelt bestimmt total beliebt.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06クロム\nMit solch einer Beobachtungsgabe wärst du bei\nden Hirten genau richtig gewesen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nJa, du machst den Eindruck, als wärst du\nglücklich verheiratet und hättest ein Kind.\nOder zwei?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06クロム\nMoment, das ist nicht mehr reine Beobachtung.\nRaus damit. Wer hat dir das verraten?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nDu bist natürlich stark, Chrom, aber dieser\nHauch von königlicher Raffinesse macht dich\nerst richtig niedlich.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06クロム\nDu hältst mich für niedlich? Das... ist kein\nKompliment, an das ich gewöhnt bin.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nIch will mit meinen Studien vorankommen,\naber es klappt nicht so recht. Kannst du mir\nhelfen, Chrom?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06クロム\nAkademisch war meine Schwester stets besser\nals ich, aber ein oder zwei Sachen habe ich\ngelernt. Lass mich mal schauen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nDein Schwert ist wunderschön. Wenn ich es nur\nansehe, dann fühle ich, dass alles möglich ist.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06クロム\nDiese Wirkung hat es, nicht wahr? Falchion\nist eine legendäre Klinge, die schon der\nHeldenkönig geführt haben soll.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06クロム\nDieses Gefühl der Hoffnung hat mir durch\nmeinen Krieg geholfen. Möge es dir nun\ndurch deinen helfen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nDas war bestimmt das Rührendste und\nInspirierendste, was ich je von dir gehört\nhabe, Chrom. Fantastisch!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIhr habt mich im letzten Kampf beobachtet.\nEs tut mir leid, wenn meine überragenden\nFähigkeiten Euch abgelenkt haben.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06クロム\nIch war nicht abgelenkt. Ich dachte darüber\nnach, wie gut wir diese Fähigkeiten bei den\nHirten hätten gebrauchen können.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch bin nahe den schönsten heißen Quellen von\nElusia aufgewachsen. Gibt es in Eurer Welt auch\nheiße Quellen?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06クロム\nJa. Wir wurden einmal sogar mitten in ihnen\nvon Monstern namens Untoten angegriffen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAuch wenn man sich so nahe an der Perfektion\nbewegt wie ich, muss man sich doch immer\nweiter verbessern.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06クロム\nDas ist eine großartige Einstellung, Goldmary.\nMöchtest du mit Daraen und mir trainieren?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06クロム\nWir mögen streng sein, aber mit uns wirst du\nin kürzester Zeit durch jede Mauer krachen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDurch Mauern krachen? Das elegant\nhinzubekommen wird eine Herausforderung\nsein, aber ich bin dabei.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nIch habe gehört, du hast eine Miliz geleitet, wie\nich. Wir sind uns so was von ähnlich. Das muss\nmit einem Lied gefeiert werden.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06クロム\nEin Lied? Ähm... danke. Wenn du dann mit dem\nSingen fertig bist, erzähl mir doch etwas über\ndeine Miliz.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nIhr Hirten habt gegen die Untoten gekämpft,\nund meine Wächter gegen die Verzerrten...\nDas ist alles die gleiche Soße!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06クロム\nJa, aber in ganz Solm Patrouillen zu postieren\nzeugt von einer deutlich größeren\nPersonalverfügbarkeit.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nMit den Wächtern zu kämpfen hat mich gelehrt,\ndass ich als Königin stark sein muss, um mein\nVolk zu beschützen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06クロム\nIch kenne das Gefühl. Ich habe die Hirten\ngeleitet, aber ich hatte auch eine Verantwortung\nals künftiger Erhabener.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06クロム\nIch kämpfte mit meinen Freunden zusammen\nbis zum Ende. Jetzt möchte ich jemand\nanderem zu Stärke verhelfen. Also nutze mich.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nWie schön, jemanden hier zu haben, der genau\nweiß, wie ich mich fühle. Daraus muss ich ein\nLied machen!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nVielen Dank Euch beiden für Eure Hilfe.\nIch würde gerne etwas über die Tiere in\nEurer Welt hören.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06クロム\nNun, wir haben Pegasi und Pferde wie ihr.\nOh, eine besondere Spezies bei uns sind Taguel.\nSie können sich in Hasen verwandeln.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nDiese „Taguel“, von denen Ihr spracht, haben\nalso Hasenohren? Faszinierend!\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06クロム\nEs gab dort auch Drachen namens Manaketen.\nUnd natürlich die Untoten, aber die kann man\nja kaum als...\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nIch habe zwei große Brüder, und beide sind\nRitter. Das hat mich inspiriert, ebenfalls Ritter\nzu werden.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nIch hörte, Ihr habt eine große Schwester.\nWolltet Ihr auch so werden wie sie?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06クロム\nNicht ganz, aber ich wollte stets kämpfen, um\nihre Güte und Wünsche fortzuführen. Das will\nich heute noch.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06クロム\nSie wünschte sich stets Frieden. Ich tue alles,\num diesen Wunsch wahr werden zu lassen,\nsogar in dieser Welt...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nOh, zweifelsohne wird von Euch höchst\ngraziöses Betragen erwartet, wie von aller\nKöniglichkeit.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06クロム\nÄh, bist du sicher? Meine Schwester hat nie\nso geredet.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIn meinem Bestreben nach vorbildlichem Tun\nbitte ich um Informationen über die feinen\nDamen Eures Landes.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06クロム\nMeine Schwestern zählen dazu, würde ich\nsagen, auch wenn meine kleine Schwester\nfür eine Edeldame etwas informell erschien.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIch bin Teil der Wächter, aber auch eine\nGetreue der Chefin.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nIch strebe danach, stärker zu werden, um sie\nund mein Volk zu behüten. So beflehe ich\nEuch, mich zu trainieren.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06クロム\nDu erinnerst mich an mich selbst. Ich wollte\nauch stärker werden, um andere zu schützen.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06クロム\nMit diesem Ziel im Herzen habe ich gekämpft.\nIch werde alles tun, was ich kann, um dir zu\nhelfen.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nDu führst also auch eine Miliz an? Ist ja irre.\nWir müssen einfach Freunde werden!\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06クロム\nHa! Du bist ja als Prinz noch zugänglicher\nals ich. Aber ich finde das gut.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nWenn ich den Geschichten über deine Wächter\nzuhöre, vermisse ich umso mehr meine Freunde\naus meiner Welt.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nDie Hirten, richtig? Mann, wäre es nicht klasse,\nwenn wir irgendwann mal alle gemeinsam eine\nParty feiern könnten?\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nUnsere Partnerschaft wird immer stärker.\nIch habe enorm trainiert, um Timerra helfen\nzu können.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06クロム\nDu bist mir wirklich ähnlich... Du hast alles\ngegeben, um deiner Schwester zu helfen,\nden Thron zu besteigen.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06クロム\nAber meine Schwester wurde verletzt und verlor\nihre Stellung als Herrscherin. Ich lasse nicht zu,\ndass du das Gleiche durchleiden musst wie ich.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nKlingt, als hättest du harte Zeiten hinter dir.\nEs ist großartig, dass du dich trotzdem noch\nso sehr um andere sorgst.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMylord Chrom! Ihr seid zugleich ein Emblem\nund ein Erhabener. Wie überaus göttlich.\nDarf ich zu Euch beten?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06クロム\nÄhm, das wird nicht nötig sein. Mir ein Gebet\nzu senden... bringt nicht viel.\x0E\x04\x00\x00
