MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nDanke für die Hoffnung, die du mir in jenem\nMoment gezeigt hast. Ohne dich hätte ich\nwomöglich aufgegeben.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ルキナ\nOh, ich habe an so vielen Stellen gelacht! Da\nwar diese Szene... dann diese... Und das\nEnde erst!\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nIhr habt über das Ende gelacht? Echt? Das\nist... sehr hilfreich. Ich werde Euch wohl bald\neinige Änderungen zur Durchsicht vorlegen.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ルキナ\nJa, bitte! Du bist eine fantastische Autorin,\nJade. Ich freue mich schon auf mehr!\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nEure Art zu kämpfen ist eine wahre\nAugenweide, Alcryst. Wo habt Ihr das gelernt?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nNun, mein Vater hat mir schon als Kind ein\nstrenges Trainingsprogramm aufgezwungen.\nDas ist... allerdings keine fröhliche Geschichte.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nAuch ich wurde von meinem eigenen Vater im\nKampf geschult – genau wie Ihr, Alcryst. Es\nscheint, das haben wir gemeinsam!\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nIch bin es nicht wert, in einen solch schmeichel-\nhaften Vergleich eingebracht zu werden, aber\nich würde gerne mehr über Euren Vater hören.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nスタルーク\nWir haben so viele wunderbare Personen in\nunseren Reihen. Ich habe kein Recht dazu,\nmich darunter zu befinden.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ルキナ\nDas ist nicht wahr, Alcryst. Ich hätte es viel\nschwerer, wenn Ihr nicht wärt.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06ルキナ\nIch habe noch immer so viel zu lernen, muss\nnoch so viel wachsen. Ich hoffe, Ihr werdet\nweiterhin an meiner Seite kämpfen.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nDas kann ich mir kaum vorstellen... Aber wenn\nIhr wirklich meine Hilfe benötigt, so will ich\nEuch all meine Kraft zur Verfügung stellen.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nWozu hast du so viel Werkzeug dabei, Lapis?\nHast du vor, irgendetwas zu reparieren?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nIch repariere eine Wand, in die irgendjemand\nein Loch geschlagen hat. Wer ist bloß so\nunvorsichtig gewesen?!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nDinge, die ich selbst anfertige, wachsen mir oft\nsehr ans Herz... aber das hat auch zur Folge,\ndass ich besonders vorsichtig damit umgehe.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nHmm... Ein früherer Freund von mir sagte einst,\ndass es einen ähnlichen Effekt haben kann,\nwenn man Werkzeugen einen Namen gibt!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nLucina, Ihr kommt aus einer düsteren Welt,\nrichtig? Ich habe mich gefragt... was Ihr da\nwohl gegessen habt, um zu überleben?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ルキナ\nWir hatten Notvorräte, die haben wir eine Zeit\nlang gegessen. Die Jagd war eine weitere\nOption. Wir haben sogar Bären verspeist.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nWirklich?! Das mache ich auch! Manchmal--\nOh, Moment. Es tut mir leid. Das war bestimmt\neine schwere Zeit. I-ich wollte nicht...\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ルキナ\nIst schon in Ordnung, Lapis. Es freut mich, dass\nuns dieses Thema einander näherbringen kann.\nErzähl mir mehr davon!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIhr seid wirklich stark, nicht wahr, Lucina?\nIch bin offen gestanden recht neidisch darauf.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ルキナ\nEs gibt keinen Grund, neidisch zu sein, Citrinne.\nMit der richtigen Art Training kann jeder stärker\nwerden.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLucina, würde es Euch etwas ausmachen, wenn\nich Euch beim Training zusehe? Ich würde\ngerne von Euch lernen, wenn das möglich ist.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06ルキナ\nÜberhaupt kein Problem. Wenn meine\nAnstrengungen dir helfen können, stärker zu\nwerden, dann sieh mir ruhig zu, so viel du willst.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch weiß, was ich zu tun habe, aber ich schaffe\nes einfach nicht, dass mein Körper mir gehorcht.\nWomöglich bleibe ich für immer schwach...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ルキナ\nMan wird nicht über Nacht zu einer viel\nstärkeren Person... aber du bist heute bereits\nstärker als gestern.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06ルキナ\nGib nicht auf, Citrinne. Du wirst weiterwachsen,\nStück für Stück, Tag um Tag, bis du eines\nTages dein Ziel erreichst.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nMein Ziel scheint noch so weit entfernt zu sein...\naber Ihr habt recht. Ich werde unermüdlich wei-\ntermachen, Lucina, mit Euch als mein Vorbild!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDank Euch kann ich weiterhin \x0E\x0A\x008\x18dem Wyrmgott\x1Cder Wyrmgöttin\ndienen. Dafür bin ich euch dankbar.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nIch habe dies nicht für Dankbarkeit getan,\nsondern weil es das Richtige war.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nEiner meiner Freunde besaß eine Wyvern, ganz\nähnlich wie Eure – mit einem recht besonderen\nNamen. Er hat sie sehr geliebt.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nIch habe noch nie daran gedacht, meiner einen\nNamen zu geben. Hättet Ihr vielleicht\nVorschläge?\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アイビー\nIch dachte damals, ich sei dafür gewappnet,\ndoch der Verlust meines Vaters erwies sich als\nüberaus sture Wunde.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06ルキナ\nIch kenne das Gefühl nur allzu gut. Wenn Ihr\ndarüber sprechen möchtet, bin ich für Euch da.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nDanke. Würdet Ihr mir über Euren Vater\nerzählen? Vielleicht hilft es mir, Eure\nErfahrungen zu hören.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ルキナ\nIch denke nicht, dass ich seinen Verlust über-\nwunden habe, selbst jetzt noch nicht. Doch\nwenn es hilft, erzähle ich Euch gerne davon.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEs scheint, wir teilen die gleiche... Einstellung...\nMilady Lucina. Untätigkeit macht Euch ruhelos.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06ルキナ\nSo habe ich das noch nie betrachtet, aber ja,\nich denke, du hast recht.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEs muss Euch ...schwerfallen... die Langeweile\nabzuwehren, wenn Ihr keine körperlichen\nObjekte handhaben könnt.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDas würde ich nicht sagen. Zuzuhören, wie die\nLeute reden, verschafft mir bereits viel\nUnterhaltung.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIch verstehe jetzt. Ihr gehört zu der Art, die\nden... eigenen... Schmerz ignoriert, um Eurer\nFreunde und Verbündeten willen.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSo sehe ich das gar nicht. Ich möchte einfach\nnur jenen helfen, die mir wichtig sind.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nDas sollte ein... Kompliment... sein. Eure Art zu\nleben ist für mich unmöglich, daher finde ich sie\nbeeindruckend.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ルキナ\nDas ist überhaupt nicht unmöglich, Zelkov.\nDu kämpfst genauso für eine bessere Welt\nwie ich.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06カゲツ\nEure Fähigkeit ist just, was ich von einem\nEmblem erwartet hätte. Würdet Ihr mir im\nTrainingskampf gegenübertreten?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAuch ich habe deinen Umgang mit dem Schwert\nbewundert. Es wäre mir eine Freude, mit dir zu\ntrainieren.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nAll dein Training hat sich ausgezahlt, Kagetsu.\nIm letzten Kampf warst du hervorragend.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nEs freut mich, das zu hören. Und noch mehr\nfreut es mich, dass wir so gute Freunde sind!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nWas treibt dich dazu an, stärker zu werden,\nKagetsu?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nDas ist einfach. Wenn ich schon den Berg\nerklimmen soll, den wir Leben nennen, will ich\ndie Aussicht von seinem Gipfel genießen.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06ルキナ\nEin edles Ziel. Diese klare Entschlossenheit mag\nder Schlüssel zu deinem Erfolg sein.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nUnd Ihr, meine Freundin und Rivalin, seid ein\nSchritt auf meinem Pfad zur Meisterschaft.\nAuch Euch werde ich überflügeln!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEs tut mir leid, dass ich Euch mit dem Ring\nzwang, auf der falschen Seite zu kämpfen,\nLucina. Kann ich das wieder gutmachen?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06ルキナ\nDas ist nicht nötig. Was mich betrifft, habt Ihr\nschon mehr als genug getan.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIch muss doch etwas für Euch tun können.\nWas immer es sein mag, nennt es mir!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEs ist in Ordnung. Ich habe alles, was ich\nbrauche. Aber wenn Ihr Euch wegen etwas\nsorgt, hoffe ich, dass Ihr mir den Grund nennt.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIhr wirkt aufgebracht, Hortensia. Was liegt Euch\nauf dem Herzen?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nIch möchte mit Euch befreundet sein, aber ich\nweiß nicht, wie. Könnt Ihr mir verraten, was ich\ntun soll?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06ルキナ\nWaren wir nicht schon die ganze Zeit\nbefreundet? Ein Neustart erschiene mir seltsam.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nWirklich? Oh, was für eine Erleichterung.\nWarum habt Ihr das nicht schon viel früher\ngesagt?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDeine Wyvern ist bezaubernd, Rosado. Weißt\ndu, was Ihre Erscheinung noch wirklich\nperfektionieren würde?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nBitte nicht schon wieder die Bärenmütze.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nIch hasse Krieg. Alle sind so auf die Kämpfe\nkonzentriert, dass keiner mehr einen Sinn für\nNiedlichkeit hat.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEin weiterer Grund, so schnell wie möglich den\nFrieden zu gewinnen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nDu bist doch daran interessiert, niedlich zu sein,\nrichtig, Lucina?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ルキナ\nIch habe noch nie viel darüber nachgedacht,\naber ich sehe auch keinen Grund, so etwas\nabzulehnen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nWunderbar. Ich versuche immer der Niedlichste\nzu sein. Also stecken wir mal die Köpfe\nzusammen und tauschen ein paar Tipps aus!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ルキナ\nKlingt nach einer guten Idee.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSo charmant ich auch sein mag, Lucina, werde\nich in Eurer Gegenwart doch stets noch nervös.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ルキナ\nIch weiß zwar nicht weswegen, aber ich bin\nsicher, du wirst drüber hinwegkommen, wenn\nwir uns besser kennen.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch mag zwar bezaubernd sein, aber Ihr habt\netwas, das ich nicht habe. Eine Art... strahlende\nAura.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06ルキナ\nHabe ich das? Nun, um ehrlich zu sein\nwünschte ich mir manchmal, ich hätte deine\nüberragende Eleganz.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIch habe dich beobachtet, während wir\ngemeinsam gekämpft haben. Auch du\nentwickelst diese strahlende Aura.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDenkt Ihr wirklich? Da bin ich aber froh.\nTatsächlich erkenne ich auch in Euch in letzter\nZeit gewisse Eleganz.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nVielleicht beginnen wir beide aufeinander\nabzufärben. Wir sind ein gutes Team.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ルキナ\nHahaha, so ist es. Ihr alle, es tut mir so leid,\nwenn Goldmary und ich einfach zu gut für Euch\nsind.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nEuer linkes Auge ist nicht zu übersehen, Lucina.\nDas Mal darin ist so mysteriös und auch total\nhübsch.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ルキナ\nUnd Eure Augen besitzen einen solch\nmajestätischen Glanz. Verfügen alle in\nder königlichen Familie darüber?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nDiese Augen hab ich von meiner Mutter. Sie\nsind ein Zeichen dafür, dass ich würdig bin, ei-\nnes Tages das Königinreich von Solm zu führen.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDas Mal in meinem Auge liegt bei uns auch in\nder Familie. Es ist schön, dass unsere könig-\nlichen Familien sich in der Hinsicht gleichen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nBesitzt die königliche Familie von Solm noch\nandere einzigartige Merkmale außer der\nfunkelnden Augen?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nNein, wir sind eigentlich ziemlich normal. Genau\ngenommen gibt es in unserer Familie sogar auch\nwelche, die diese tollen Augen gar nicht haben.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06ルキナ\nNun, königliches Mal hin oder her, Teil einer\nherrschenden Familie zu sein, kann auch eine\nLast bedeuten.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nWohl wahr, aber ich mag unsere Augen und das,\nwofür sie stehen. Und hey, gemeinsam können\nwir jede Last schultern!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nMilady Lucina, ich hörte, Ihr habt früher eine\nMaske beim Kämpfen getragen. Vielleicht werde\nich das auch mal ausprobieren.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06ルキナ\nIch habe sie nur getragen, um meine Identität zu\nverbergen. Aber ich glaube, eine Maske würde\ndir richtig gut stehen, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nEure Art zu kämpfen ist so lässig. Da will ich\nmir glatt selbst eine neue epische Technik\nausdenken.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ルキナ\nIch weiß nicht, ob du das wirklich nötig hast,\naber wenn du eine entwickelst, solltest du sie\n„Schwertiger Piks“ nennen!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nJe mehr wir zusammen kämpfen, desto mehr\nwird mir bewusst, wie lässig Ihr seid. Ich... Ich\nwill genau wie Ihr sein!\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ルキナ\nOh, wenn du nur wüsstest, wie ich über dich\ndenke. Du legst so viel Selbstvertrauen an den\nTag. Ich beneide das richtig.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nWirklich?! Lieb von Euch, das zu sagen. Wir\nscheinen uns wohl gegenseitig zu bewundern.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06ルキナ\nIn der Tat. Ich hoffe, wir können einander nicht\nnur als Verbündete, sondern auch als Freunde\nansehen, jetzt und für immer.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, ich muss mich für vorhin\nentschuldigen. Es war dumm von mir, nur\nwegen eines Käfers so laut zu schreien.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nKein Grund zur Sorge. Sicherlich wart Ihr nur\nerschöpft vom Kämpfen. Außerdem war es\nniedlich, Euch so aufgeregt zu sehen.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIiieh! Ein riesiger Käfer! I-ich weiß nicht, was ich\ntun soll!\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nNur die Ruhe, Lucina. Ich werde ihn für Euch\ndavonjagen.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, bitte, du musst mir beibringen, wie ich\nmeine Angst vor Insekten überwinden kann. Das\nist mir so peinlich.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nEs gibt nichts, was Euch daran peinlich sein\nmüsste. Es hat durchaus etwas Reizendes,\neine kleine Schwäche zu offenbaren.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nSollten wir erneut einem Käfer begegnen, werde\nich mich für Euch darum kümmern. Ihr braucht\nEuch also keine Sorgen mehr zu machen.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06ルキナ\nDanke, Panette. Das ist beruhigend. Wenn ich\ndas nächste Mal einen Käfer sehe, verstecke ich\nmich hinter dir.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIhr seid also nicht nur ein Prinz, sondern führt\nauch eine Miliz an? Mein Vater tat dies\nebenfalls!\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nEuer Vater hat eine Gruppe wie meine\nangeführt? Was für ein toller Kerl! Ich würde\ngerne mal eine Feier zu seinen Ehren abhalten.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nWir hatten immer noch keine richtige\nWillkommensfeier für Euch, nicht wahr?\nDas sollten wir ändern.\x0E\x04\x00\x00
