MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x023\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nDa ist das Schloss!\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch werde Euch alle zu diesem Schrein bringen.\nVon dort aus kann ich auch \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin\nweiter begleiten.\x0E\x04\x00\x00
MID_ED2_#036	\x0E\x03\x02\x06\x04イヴ\nDu gehst also fort, Alfred.\x0E\x04\x00\x00
MID_ED2_#037	\x0E\x03\x02\x0E\x0Cアルフレッド\nJa. Ich will tun, was immer ich kann, um diesen\nKrieg zu beenden.\x0E\x04\x02\x00
MID_ED2_#038	Mit Eurem Segen, Mutter, will ich für Frieden\nkämpfen an der Seite \x0E\x0A\x00<\x1Cdes Wyrmgottes\x1Cder Wyrmgöttin.\x0E\x04\x00\x00
MID_ED2_#039	\x0E\x03\x02\x0A\x08セリーヌ\nMutter, ich würde mich dieser Mission gerne\nebenfalls anschließen.\x0E\x04\x00\x00
MID_ED2_#040	\x0E\x03\x02\x0A\x08リュール\nAlfred... Céline...\x0E\x04\x02\x00
MID_ED2_#041	\x0E\x03\x02\x06\x04イヴ\nIhr habt meinen Segen zu gehen. Ich weiß mit\nGewissheit, dass ihr \x0E\x0A\x008\x18dem Wyrmgott\x1Cder Wyrmgöttin ehrenvoll\ndienen werdet.\x0E\x04\x02\x00
MID_ED2_#042	Unter einer Bedingung. Schwört mir, dass\nihr lebendig zurückkehren werdet.\x0E\x04\x00\x00
MID_ED2_#043	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch schwöre es.\x0E\x04\x00\x00
MID_ED2_#044	\x0E\x03\x02\x0A\x08セリーヌ\nIch schwöre es.\x0E\x04\x00\x00
MID_ED2_#045	\x0E\x03\x02\x0A\x08リュール\nIch danke Euch vielmals, Königin Ève.\x0E\x04\x00\x00
MID_ED2_#046	\x0E\x03\x02\x06\x04イヴ\nIch nehme an, Ihr werdet Euch alle noch etwas\nausruhen, bevor Ihr aufbrecht.\x0E\x04\x02\x00
MID_ED2_#047	Es liegt eine beschwerliche Reise vor Euch,\ndoch Ihr sollt wissen, dass ich für Euch alle\nbete.\x0E\x04\x02\x00
MID_ED2_#048	Möge das Glück über Euch erstrahlen.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06錬成屋\x021\n\x0E\x03\x00\x0E\x08アクセ屋\x023\n\x0E\x03\x02\x08\x06錬成屋\nSeid gegrüßt! Ihr seid \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin, richtig?\nKann ich Euch kurz sprechen?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nWer seid ihr denn?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x08\x06錬成屋\nIch bin eine Schmiedin. Ihr könnt mich Calney\nnennen.\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x02\x0A\x08アクセ屋\nUnd ich bin Pinet. Ich handle mit Kleidung.\nSchön, Euch kennenzulernen.\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x08\x06錬成屋\nIch will gleich zur Sache kommen. Unser Freund\nDurthon hat uns geschrieben, dass er ein\nGeschäft in Eurem Hauptquartier eröffnet hat.\x0E\x04\x02\x00
MID_ED3_#006	Und, nun ja... wir würden es ihm gerne\ngleichtun. Wir werden eine echte Hilfe sein!\nIch kann Eure Waffen stärker machen.\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0A\x08アクセ屋\nMeine Kleidung und Accessoires sind zwar im\nKampf keine große Hilfe, aber dafür werden\nsich die Leute nach Euch umdrehen!\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x0A\x08リュール\nWenn Durthon für euch bürgt, reicht mir das\nvöllig aus. Bitte, kommt mit zum Somniel.\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x08\x06錬成屋\nWirklich? Das ist ja wunderbar! Ihr werdet es\nnicht bereuen, das verspreche ich.\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x0A\x08アクセ屋\nDa schließe ich mich an. Danke, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\x0E\x04\x00\x00
MID_ED4C_#001	Ah... Gut. Ich glaub, ich hab sie abgehängt...
MID_ED4C_#002	Ach! Bist du dir da so sicher, mein Lieber?
MID_ED4C_#003	AH!
MID_ED4C_#004	Du zitterst ja wie Espenlaub. Das heißt wohl,\ndu hast den Ring nicht an dich reißen können.
MID_ED4C_#005	Äh! Verzeiht mir, Herrin!\nDiese Knilche waren stärker, als sie aussahen!
MID_ED4C_#006	Aber i-ich habe Informationen! Zum Beispiel,\ndass Prinzessin Céline damit geflohen ist.
MID_ED4C_#007	Und jetzt hat ihn \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin \x0E\x06\x03\x00.\nNützliche Information, nicht wahr? Hehe...
MID_ED4C_#008	Hmm...
MID_ED4C_#009	Was meint Ihr? Sagen wir, wir sind quitt?\nUnd nächstes Mal enttäusche ich Euch auch nicht.
MID_ED4C_#010	Oh, wie naiv du bist.
MID_ED4C_#010_2	Wenn man versagt, gibt es keine zweite Chance.
MID_ED4C_#011	Nein! Bitte tötet mich nicht!\nBitte tötet mich nicht!
MID_ED4C_#012	AAH!
MID_ED4C_#013	Hmpf.
MID_ED4C_#014	 
MID_ED4C_#015	Ich bitte um Verzeihung, Herrin. Für den unschönen\nAnblick, und dafür, dass wir den Ring nicht haben.
MID_ED4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ヴェイル_フード\x021\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x02\x12\x10ヴェイル_フード\nIch hatte mich darauf verlassen, dass wir\nzumindest einen bekommen.\x0E\x04\x02\x00
MID_ED4_#002	Immerhin wissen wir jetzt, dass Lumera tot ist.\x0E\x04\x00\x00
MID_ED4_#003	\x0E\x03\x02\x08\x06セピア\nJa, aber nun stehen wir \x0E\x0A\x00T(einem weiteren Wyrm-(einer weiteren Wyrm-\n\x0E\x0A\x00\x18\x08gott\x0Cgöttin gegenüber. Ich kann nicht fassen, dass\ndieses Biest ein Kind hatte.\x0E\x04\x00\x00
MID_ED4_#004	\x0E\x03\x02\x12\x10ヴェイル_フード\nDas erklärt natürlich, wieso sie bereit war, ihr\nLeben zu opfern.\x0E\x04\x00\x00
MID_ED4_#005	\x0E\x03\x02\x08\x06セピア\nWas sollen wir nun tun?\x0E\x04\x00\x00
MID_ED4_#006	\x0E\x03\x02\x12\x10ヴェイル_フード\nDer Kampf auf Schloss Lythos hat uns einige\nMänner gekostet. Wir sind nicht in der Ver-\nfassung, eine weitere Schlacht zu führen.\x0E\x04\x02\x00
MID_ED4_#007	Wir sollten uns besser für eine Weile bedeckt\nhalten. Wir lassen sie ziehen. Fürs Erste.\x0E\x04\x00\x00
MID_ED4_#008	\x0E\x03\x02\x08\x06セピア\nVerstanden.\x0E\x04\x00\x00
