MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, hättet Ihr einen Moment Zeit für mich?\nIch würde gerne mehr über Eure Heimatwelt\nerfahren.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nWenn Ihr etwas von mir wollt, dann raus damit.\nAngestarrt zu werden ist nervtötend.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nスタルーク\nIch weiß, Ihr seid sicher sehr beschäftigt und\nich, äääh... Nun, wisst Ihr... Ich würde wirklich\nsehr gerne zum Training gegen Euch antreten!\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nAlso gut.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nIch verstehe, ich... Moment. Waaas?! Ihr stimmt\nmeinem Anliegen wirklich zu?!\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nWenn Ihr davon ausgeht, dass ich ablehne, dann\nfragt mich erst gar nicht. Es ist immer interes-\nsant zu sehen, wer obsiegen wird.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nWarum sammelst du diese alten Waffen und\nRüstungsteile, die nicht mehr in Gebrauch sind?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nIch verwende sie als Material, um neue Sachen\nherzustellen. Es ist sparsam, äh... logisch, selbst\nDinge herzustellen?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nWohin gehst du? Alle Trainingseinrichtungen\nsind hier im Somniel.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nIch gehe in den Wald, um Bären zu jag-- ich\nmeine, um einen Trainingspartner zu finden,\nder stark wie ein Bär ist!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ラピス\nAls ich eine Waffe repariert habe, habe ich mir\nin die Hand geschnitten. Ich habe schon eine\nSalbe aufgetragen, aber es schmerzt trotzdem.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nIhr scheint ungehalten zu sein. Lasst mich raten,\nIhr werdet mir nun sagen, ich solle mich nicht\nso anstellen, richtig?\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nAuch wir Söldner mussten ab und an unsere\neigenen Dinge reparieren. Aber du übertreibst\nes.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nAls Soldatin solltest du die Reparaturarbeit\nden Experten überlassen. Oder lass dich zur\nSchmiedin ausbilden.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIhr besitzt so eine charmante Aura, Soren.\nWarum zeigt Ihr sie nicht ein wenig mehr?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch bin viel zu sehr mit meinen eigenen Dingen\nbeschäftigt. Das solltet Ihr auch mal versuchen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEs tut mir sehr leid, wenn ich Euch neulich\nverärgert habe. Kann ich irgendetwas für Euch\ntun, um es wiedergutzumachen?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nDie Dinge, die ich mir wünsche, kann man nicht\nmit Geld kaufen.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch hätte ahnen müssen, dass ein Emblem an\nmateriellen Dingen kein Interesse haben wird.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nIch danke Euch, dass Ihr so ehrlich zu mir wart.\nIch weiß das zu schätzen, Soren. \x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nEs ist unerheblich, was Ihr denkt, aber... um\nwieder ehrlich zu sein... ich finde den Umgang\nmit Leuten wie Euch schwierig.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nAus irgendeinem Grunde ärgert es mich, wenn\nich jemanden treffe, der... zu rein ist.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nIn der Welt, aus der ich komme, befand sich\nmein Armring in der Obhut des Königreichs\nElusia.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nDas ist gut zu wissen. Nicht, dass es irgend-\netwas zwischen uns ändern würde.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAm königlichen Hofe von Elusia gab es zu viele\nSchmeichler. Ich weiß Eure direkte Art zu\nschätzen.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch habe keinen Grund, Euch zu schmeicheln.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nWährend einer Schlacht sehne ich mich danach,\ndass alle, die mir etwas bedeuten, heil aus der\nSchlacht zurückkehren. Egal, um welchen Preis.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nVielleicht ist das selbstsüchtig von mir. Wurdet\nIhr jemals von so einem Gefühl gequält, Soren?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNein.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nMir ist es genug, an der Seite dessen zu stehen,\ndem ich diene.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIch strebe danach, so viele Aufgaben wie\nmöglich... anzusammeln. Nur dann ist mein\nSchlaf erholsam.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDas ist aber eine verblüffende Einstellung.\nWäre es nicht effizienter, sich immer nur auf\neine Aufgabe zu konzentrieren?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIch würde zum Wohle meiner Arbeit mit\nFreuden... vergehen. Wärest du auch bereit\ndazu?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch würde lieber leben, damit ich demjenigen,\ndem ich diene, weiter von Nutzen sein kann.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nDiese neue Medizin, die du hergestellt hast...\nDie Hinweise zur Anwendung sind etwas...\nunklar.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nDu meinst die... Purpur-Tinktur. Mit ihr lindert\nman das Brennen verletzter Haut.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nSie ist für die Haut, aber das Wort „Tinktur“\nkönnte man auch so verstehen, dass man sie\ntrinken soll. Erkennst du das Problem?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nDas ist eine faszinierende Beobachtung.\nDu bist ein... verständiger... Mann, Soren.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDu stehst viel zu einsam dort, Soren.\nKomm, lass uns zusammen trainieren.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDanke, aber nein. Ich muss Strategien studieren.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSoren! Nun, da wir endlich gemeinsam trainiert\nhaben, ist unser Band unzerstörbar geworden.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nDas klingt nach einer größeren Verpflichtung\nals ich annahm.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nIch möchte unbedingt die ganze Welt sehen.\nGibt es einen Ort, den du dir gerne ansehen\nwürdest, Soren?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNein, eigentlich nicht.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDas freut mich für dich. Denn das bedeutet,\ndass du den Ort, den du am meisten liebst,\nschon gefunden hast.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDas ist wohl wahr. Ich weiß, für wen ich\nkämpfen will, und das bedeutet, dass ich weiß,\nwo ich sein will.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIch hoffe, Ihr wisst, dass Eure distanzierte Art\nEuch nicht davor bewahren wird, meine\nNiedlichkeit zu bewundern, Soren.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDas kam unerwartet. Aber was immer du auch\nvon mir willst – ich denke nicht, dass du es\nbekommen wirst.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHey, wieso seid Ihr mir in der letzten Schlacht\nnicht beigesprungen und habt mir geholfen?\nDafür sind Embleme schließlich da!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch habe die Situation analysiert und kam zu\ndem Schluss, dass du auch ganz gut allein\nzurechtkommen würdest.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMeine Niedlichkeit zeigt überhaupt keine\nWirkung bei Euch, Soren. Was stimmt nicht\nmit Euch?!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nMit mir ist alles in Ordnung, und diese\nUnterhaltung ist sinnlos.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr findet bestimmt jemanden niedlicher als\nmich! Wer ist es? Sagt es mir!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDas ist wirklich enervierend. Selbst wenn ich\ndir einen Namen nennen würde, würdest du\ngrob missverstehen, was ich sagen will.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nDu bist recht niedlich, Soren. Du wärest noch\nniedlicher, wenn du etwas lockerer wärst.\nHab Spaß!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch kann mich nicht daran erinnern, dich um\nRat gebeten zu haben.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nDein Haar ist einfach schön. Wenn du magst,\ngebe ich dir ein paar Tipps, wie du so richtig\nGlanz hineinbringen kannst.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nMein Haar kann man nicht anfassen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEs gibt vieles, was man an dir mögen kann,\nSoren. Du kannst dich gut ausdrücken. Selbst\ndeine abweisende Art ist niedlich.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch finde dich verwirrend und der Umgang mit\ndir ist schwierig.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nTrotzdem passt du in einer Schlacht auf mich\nauf, nicht wahr? Du bist wirklich aufmerksam.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDie Maximierung der Effektivität einer Strategie\nist meine Aufgabe.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMeine Leistung im Kampf verbessert sich, wenn\nich gelobt werde. Bitte seid dabei gründlich und\nüberschwänglich.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch analysiere deine Leistung lieber ohne Lob\nund passe unsere Strategie daran an.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch verstehe, dass mein Charme Euch über-\nwältigt, Soren, aber deswegen müsst Ihr nicht\ngleich ruppig werden.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nHier liegt eindeutig ein Missverständnis vor.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nHier sind einige Punkte, bei denen du dich\nverbessern kannst. Du solltest... Hörst du\nüberhaupt zu?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWarum strenge ich mich überhaupt für\njemanden an, der mich nicht mal loben kann?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nBitte keine Unterbrechungen. Kommen wir nun\nzu deiner Position im Kampf...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch habe tatsächlich begonnen, konstruktive\nKritik anzunehmen... Was habt Ihr mit mir\ngemacht?\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nIhr seid die Prinzessin von Solm, richtig?\nIch danke Euch, dass Ihr Ike beschützt.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nEr hat mir so viel von Euch erzählt. Ich erwarte\nGroßes von Euch, talentierter Berater!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nJedes Mal, wenn Ihr den Mund aufmacht,\nsprecht Ihr über Ike. Ihr scheint ihn wirklich\nzu mögen.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nMögen. Nicht mögen. Solch bedeutungslose\nWorte sind für mich nicht von Interesse.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nHey, ich bin neugierig. Wie war das in Ikes\nSöldnergruppe? Waren da alle so launisch\nwie Ihr beide?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nSie sind eine lebhafte Truppe. Sogar laut.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nAha! Erzählt mir mehr! Es könnte mir helfen,\nEuch und Ike besser zu verstehen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nHmpf. Was genau wollt Ihr wissen? Wenn\nes unbedingt sein muss, werde ich ein paar\nFragen beantworten.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06メリン\nKönntest du mir helfen? Ich brauche einen\nguten Spruch, der mich im nächsten Kampf\nlässiger wirken lässt als alle anderen.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDu willst... lässig klingen? Unsinn. Wenn du\ndiesen Krieg beenden willst, konzentriere dich\ndarauf, die Gegner zu besiegen.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nDu trainierst intensiver, als ich es erwartet\nhatte.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nLässig zu wirken reicht mir nicht. Ich muss\ndem auch Substanz geben. Komm, ich zeig\ndir in einem Übungskampf, was ich meine.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nDu verfolgst ständig irgendein seltsames\nGetier. Gehört das zu deinem Training?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nHm? Nein, gar nicht. Ich möchte seltene\nViecher einfach nur streicheln.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nAha. Und ich war der Annahme, dass du dein\nTraining ernst nehmen würdest. Du bist schwer\neinzuschätzen.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nAber du hast doch bestimmt auch Sachen,\ndie du gerne tust. Vielleicht solltest du diese\nDinge auch ab und an mal verfolgen.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIhr seid einer von wenigen, der mich nicht\nseltsam ansieht, wenn ich Insekten in eine\nFlasche setze.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch würde einschreiten, wenn es einen negativen\nEffekt auf die Schlacht hätte, aber es hat keine\nbesonderen Konsequenzen.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEs ist herausfordernd, elegant zu wirken.\nEine Schlacht regt ich mich oft so auf, dass ich\nrede, wie mir der Schnabel gewachsen ist.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nWenn du die Energie hast, herumzuplappern,\nsolltest du vielleicht härter trainieren.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIch möchte Euch dies offerieren, Soren. Es ist\ngar lieblich, fast wie ein Juwel, nicht wahr?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nDas ist eine deiner Flaschen mit einem Insekt.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nJe nach Blickwinkel verändern sich seine\nFarben. Dies ist ein wirklich seltenes Insekt,\nwisst Ihr.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDies ist lächerlich und nutzlos, aber es weckt\ndennoch mein Interesse.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nSoren, mir gefällt das Zeichen auf deiner Stirn!\nDas sieht nobel aus.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNobel? Das... das höre ich zum ersten Mal.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nEs ist schwer, ein Wort aus dir herauszube-\nkommen. Aber das macht nichts. Ein Mann\nweniger Worte. Ich versteh.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch würde mich liebend gern mit Euch aus-\ntauschen, wenn sich die Themen um Schlachten\ndrehen. Aber da dies selten der Fall ist...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nHey, Soren, alter Kumpel! Ich finde, wir beide,\ndu und ich, sollten einen kleinen nächtlichen\nAusflug in die Wüste machen.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nHmpf. Eher nicht...\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nOch, nun komm schon! Das wird großartig.\nIm Mondlicht sehe ich sogar noch besser aus,\nkannst du dir das vorstellen?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDas ist eine kühne Behauptung. Bei solch einer\nVermessenheit bin ich besorgt um Eure Zukunft.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nWeißt du, deine Kleidung passt gut in eine\nKirche. Wollen wir gemeinsam beten?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNein. Glaube... ist nichts für mich.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nGebete retten keine Leben. Dies ist nur zu\nschaffen, wenn jeder seinen Pflichten nach-\nkommt.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nIch stimme zu. Aber Gebete können die Herzen\nvieler stählen.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nGebete können auch beruhigend wirken.\nZum Beispiel, wenn man um Freunde trauert.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nSollte es nicht trotzdem möglich sein, sich ohne\nGebete zu beruhigen?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nAlso gut... Wie wäre es, dafür zu beten, dass\nalle, die dir etwas bedeuten, glücklich sind?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nHmm... Das Glücklichsein aller, die mir\netwas bedeuten... Vielleicht hast du nicht\nganz unrecht.\x0E\x04\x00\x00
