MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHier sind wir – das Königreich Firene.\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x0C\x06マルス\x024\n\x0E\x03\x02\x08\x06マルス\nDürfte ich kurz stören?\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\nWas gibt es?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x08\x06マルス\nDie Verzerrten sind zwar fort, doch hier\ndraußen könnte es für sie nicht sicher sein.\x0E\x04\x02\x00
MID_ED1_#014	Vielleicht sollten wir sie nach Hause oder in ein\nGasthaus bringen.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0A\x08リュール\nDas ist eine gute Idee.\x0E\x04\x02\x00
MID_ED1_#016	Hey, Veyle, wohnst du hier in der Gegend?\x0E\x04\x02\x00
MID_ED1_#017	Hm?\x0E\x04\x02\x00
MID_ED1_#018	Sie ist fort...\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x02\x0A\x08セリーヌ\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche!\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nCéline.\x0E\x04\x02\x00
MID_ED2_#003	Habt Ihr zufällig ein kleines Mädchen mit langen\nHaaren hier vorbeikommen sehen? Barfüßig?\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nNein, ich habe leider niemanden gesehen, auf\nden diese Beschreibung zutrifft.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08リュール\nIn Ordnung, danke. Brauchtet Ihr etwas?\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08セリーヌ\nIch wollte Euch danken.\x0E\x04\x02\x00
MID_ED2_#007	Alfred hat mir gesagt, dass Ihr Firenes Bitte um\nHilfe angenommen habt.\x0E\x04\x02\x00
MID_ED2_#008	Und Eure Hilfe im Kampf gerade hat uns vor\nder sicheren Niederlage bewahrt. Ich danke\nEuch von ganzem Herzen.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nDafür müsst Ihr mir nicht danken.\x0E\x04\x02\x00
MID_ED2_#010	Alfred und ich sind Freunde. Ich habe ihm gern\ngeholfen.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08セリーヌ\nFreunde? Das hat er gesagt? Man stelle sich\nvor, so zwanglos mit \x0E\x0A\x00\x10\x06dem\x06der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin zu\nreden...\x0E\x04\x02\x00
MID_ED2_#012	Bitte erlaubt mir, mich in seinem Namen zu\nentschuldigen.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nIhr müsst mich nicht auf ein Podest stellen.\x0E\x04\x02\x00
MID_ED2_#014	Ich bin gerade erst aufgewacht, und die Welt ist\nmir fremd. Ich mache Fehler, genau wie alle\nanderen.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08セリーヌ\nTatsächlich? Ich dachte, \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin wäre\nein allwissendes, allmächtiges Wesen.\x0E\x04\x02\x00
MID_ED2_#016	Doch ich erkenne jetzt, dass Ihr... menschlicher\nseid als erwartet. Vielleicht können wir Freunde\nwerden.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nNa dann, was meint Ihr, Céline? Freunde?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08セリーヌ\nEs wäre mir eine Ehre.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06武器屋\x021\n\x0E\x03\x00\x0C\x06道具屋\x023\n\x0E\x03\x02\x08\x06武器屋\nHey, Ihr. Habt Ihr kurz Zeit?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0A\x08リュール\nÄh, was?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x08\x06武器屋\nIch heiße Durthon. Ich bin Waffenhändler. Und\ndas hier ist Anisse, eine Warenlieferantin.\x0E\x04\x02\x00
MID_ED3_#004	Wir haben Euch mit diesen Dingern kämpfen\nsehen und dachten, Ihr könntet vielleicht\nein paar Waren gebrauchen.\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x08\x06道具屋\nJa. Bei Bedarf können wir Euch mit hochwerti-\ngen Waffen und Items versorgen.\x0E\x04\x02\x00
MID_ED3_#006	Alles, womit Ihr diese Monster beseitigen könnt.\nSie stellen für reisende Händler wie uns eine\nschreckliche Gefahr dar.\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0A\x08リュール\nWas haltet ihr davon, euch in unserer Basis\nniederzulassen? Ihr könntet von dort aus eure\nWaren verkaufen.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x0C\nヴァンドレ\nÄhem. \x0E\x0A\x00*\x14Göttlicher\x12Göttliche...\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0A\x08リュール\nWas? Wir haben keine solchen Einrichtungen.\nIch denke, die beiden wären eine gute\nErgänzung.\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x08\x06武器屋\nIhr gestattet uns, unsere Geschäfte in Eurer\nBasis zu eröffnen?\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x0A\x08リュール\nWenn ihr mögt. Wir werden ab jetzt zahlreiche\nWaffen und Items brauchen.\x0E\x04\x02\x00
MID_ED3_#012	Es ist ein sicherer Ort. Ihr werdet dort keinerlei\nMonstern begegnen.\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06武器屋\nDa habt Ihr ein richtiges Schnäppchen gemacht!\nIch freue mich darauf, mit Euch Geschäfte zu\nmachen.\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x08\x06道具屋\nDanke. Ich werde mein Möglichstes tun, damit\nIhr die allerbesten Waren bekommt.\x0E\x04\x00\x00
