MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nEs gelingt dir immer, mich aufzuheitern,\nMicaiah. Ich glaube, das liegt an dem sanften\nLächeln, welches du stets trägst.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nWie ich hörte, führtet Ihr einst eine Gruppe von\nFreiheitskämpfer an, die sich... der Bund der\nMorgenröte nannte? So lautete doch ihr Name?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nDas stimmt. Doch ganz so tadellos wie unser\nName vermuten lässt, war unser Ruf nicht.\nEinige hielten uns sogar für Banditen...\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nIhr? In einen Topf geworfen mit gewöhnlichen,\nschwertfuchtelnden Banditen?! Das... Verzeiht,\ndoch das kann ich mir nur schwer vorstellen!\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nKeine falsche Zurückhaltung! Lach ruhig! Doch\ntrotz dieser Verwirrung hielten uns die meisten\nweiterhin für „tugendhafte Leute“.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nIch hoffe, ich werde Euch nicht zu sehr\nenttäuschen, Milady Micaiah. Verglichen mit\nmeinem Bruder bin ich ein Nichts...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIhr erinnert mich an jemanden. Doch Ihr seid\nweitaus... entschlossener, um es mit höflicheren\nWorten zu sagen.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nAlcryst... Ihr solltet lernen, Eure Fähigkeiten\netwas mehr wertzuschätzen. Würdet Ihr mir\nwohl diesen Gefallen tun?\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nAber wenn ich das versuche, stelle ich vielleicht\nfest, dass ich noch viel erbärmlicher bin als ich\ndachte... Das kann ich nicht riskieren!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nMein Bruder ist wirklich einzigartig. Stark,\nweise, gütig... Er ist ein wahres Wunder.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, aber Alcryst...\nEin Wunder seid Ihr doch auch.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nIch?! Nein, nein. Verglichen mit Diamant bin ich\nnur so etwas wie Überbleibsel.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nEuer starker, weiser und gütiger Bruder scheint\nEuch da zu widersprechen. Oder möchtet Ihr\nEurer Aufzählung noch „verlogen“ hinzufügen?\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nUnsere Welten mögen sich unterscheiden,\ndoch unsere Wälder bergen beide dieselbe\nStille. Wie ich mich nach dieser Ruhe sehne...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nStimmt! Wälder sind auch mir lieb und teuer!\nIch könnte einen ganzen Tag lang darin Möbel\nbau-- Ich meine, Vögel beobachten?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ラピス\nHoffentlich können wir diesen Krieg schnell\nbeenden. Je länger er andauert, umso mehr\nleidet das gemeine Volk.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch verstehe, wieso Alcryst deine Gesellschaft\nso sehr genießt, Lapis. Du hast ein gütiges und\nrechtschaffenes Herz.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nGibt es einen Grund, weshalb du so\nherumschleichst, Lapis?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nMicaiah?! Ich, äh, habe nur ein paar Kartoffeln\nvon zu Haus-- ich meine, vom Markt geholt!\nJupp, dort bin ich gerade gewesen...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nHui! Und gleich so viele! Ich liebe Kartoffeln.\nEgal, wie man sie zubereitet, sie schmecken\nimmer lecker, stimmt's?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nIhr mögt die Knollen genauso gern wie ich?\nDa bin ich aber platt. Wie geheimnisvoll Ihr doch\nseid, Micaiah! Ganz nach meinem Geschmack!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDiese Welt muss auf Euch und die anderen\nEmbleme verwirrend wirken. Solltet Ihr je\nHilfe benötigen, so könnt Ihr auf mich zählen.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nWie aufmerksam von Euch! Habt Dank,\nCitrinne. Ich werde womöglich auf Euer\nAngebot zurückkommen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIhr tragt einiges an Süßigkeiten mit Euch\nherum, Citrinne. Seid Ihr etwa auf dem Weg\nzu einer Art von Fest?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, diese hier? Ich fand kürzlich heraus, dass es\nin meinem Freundeskreis eine echte Naschkatze\ngibt. Die möchte ich heute so richtig verwöhnen.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nImmer, wenn ich lächle, fangen Kinder an zu\nweinen... Wie bringe ich sie nur dazu, keine\nAngst mehr vor mir zu haben?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nEs ist völlig normal, dass Kinder Angst vor\nFremden haben. Wenn sie dich erst mal kennen-\ngelernt haben, weinen sie bestimmt nicht mehr!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nOh! Verstehe! Nun... Ihr findet also mein\nLächeln nicht im Geringsten erschreckend,\nMicaiah?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nKein bisschen. Alles, was ich sehe, ist Güte.\nUnd wenn jene Güte diesen Krieg übersteht,\nübersteht sie sicher auch alles andere.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIch mache mir Sorgen, dass Ihr Euch vielleicht\netwas zu viel zumutet, Ivy.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nIch schwor \x0E\x0A\x008\x18dem Wyrmgott\x1Cder Wyrmgöttin, dass ich \x0E\x0A\x00\x10\x06ihm\x06ihr helfen\nwürde, Micaiah. Und diesem Schwur werde ich\nauch nachkommen.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nWollen wir zwei einen entspannenden\nSpaziergang durch den Wald machen, Ivy?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nKönnt Ihr es etwa spüren, wenn mich Kummer\nbefällt? Ihr scheint immer genau zu wissen, was\nmich aufbaut.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEs schmerzt, gegen seine eigenen Ideale\nankämpfen zu müssen. Ich kenne dieses\nGefühl nur zu gut.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nUnd doch ist es Euch gelungen, siegreich aus\ndiesem Kampf hervorzugehen, nicht wahr?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nIch hoffe, ich werde eines Tages Eurem\nBeispiel folgen können.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nDas werdet Ihr. Und dafür brauche ich keine\nhellseherische Fähigkeiten. Ich habe gesehen,\naus welchem Holz Ihr geschnitzt seid.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDu bist recht umtriebig, Zelkov, aber selbst die\nemsigsten Arbeiter müssen sich hin und wieder\neine Pause gönnen.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nIch habe kein Bedürfnis nach... Pausen.\nNicht, solange es noch etwas zu tun gibt.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMit einem Schlaftrunk ließe sich dem Elend\ndieser Welt womöglich beikommen. Ich sollte\nalsbald ein solches Gebräu... ersinnen.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nHmhm! Vielleicht hilft auch ein leckerer\nKräutertee?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nNoch immer suche ich nach dem... Zweck...\nmeines Daseins. Es verlangt mich nach einem\nGrund, um weiterzuleben.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch wünschte, meine Fähigkeiten könnten dich\nvon deinem Schmerz befreien.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nEuer... Opfer... vermag den Körper zu heilen,\ndoch es ist mein Geist, der leidet.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nIch weiß. Ich kann nur dafür beten, dass du\neines Tages Frieden finden wirst.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMicaiah! Das Band unserer Freundschaft ist\nstärker als alles andere. Was immer Ihr auch\nbenötigt, Ihr könnt auf mich zählen.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nÄhm... Danke, Doch ich fürchte, um solche\nAussagen wie diese zu treffen, ist unser Band\nnoch ein wenig zu jung.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nIch wäre Prinzessin Ivy gerne ein guter Freund,\ndoch mein Wunsch nach Freundschaft scheint\nwohl nicht auf Gegenseitigkeit zu beruhen.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nDas mag vielleicht früher mal der Fall gewesen\nsein, doch womöglich ist sie inzwischen anderer\nMeinung.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDie Kultur meiner Heimat unterscheidet sich\nsehr von der hiesigen. Elusia zu erforschen hat\nmich viel gelehrt.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nWas denn zum Beispiel?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nViele neue Kampfarten. Zu Hause galt ich als\nunbesiegbar, doch hier hat mir Zelkov schnell\nmeine Grenzen aufgezeigt.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nHmhm! Klingt ganz danach, als hättest du einen\npassablen Rivalen gefunden.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIch werde mein Bestmögliches tun, um Euch\nzu unterstützen, Hortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nHmpf. Ich brauche Euch nicht. Aber da Ihr recht\nniedlich seid, werde ich Euch eine Möglichkeit\ngeben, Euch zu beweisen.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nWürdet Ihr es bitte unterlassen, mich so\nanzusehen? Es ist beinahe so, als könntet Ihr\nin meine Seele blicken. Ich hasse das.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nHmhm! Ich will bloß sichergehen, dass es Euch\ngut geht. Manchmal sorge ich mich eben um\nEuch, das ist alles.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMeine Schwester kehrte Elusia den Rücken,\nobwohl sie genau wusste, dass ich dort war.\nSie ließ mich einfach so zurück.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nIhr und Ivy seid Familie. Ihr bedeutet ihr mehr\nals alles andere in der Welt. Vertraut mir.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nWie könnt Ihr euch da so sicher sein? Habt Ihr\netwa ihre Gedanken gelesen oder so?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNein, aber ich weiß, wie sie sich fühlt. Es gibt\njemanden, für den ich ähnlich viel empfinde.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDeine Wyvern ist wirklich ganz bezaubernd,\nRosado! Wie heißt sie denn?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nIhr Name ist Camille und wir beide sind\nunzertrennlich. Eine richtige Schönheit,\nstimmt's?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSieht ganz schön schwer aus, das Paket.\nWas ist denn drin?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nEin paar kleine, putzige Steinchen, die ich im\nSomniel gesammelt habe. Die brauche ich für\nmein nächstes Stillleben.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ロサード\nIhr habt so wunderschönes Silberhaar, Micaiah.\nEs verleiht Euch ein beruhigendes, kultiviertes\nAussehen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, danke schön. Ich selbst habe meinen\nHaaren nie viel Aufmerksamkeit geschenkt.\nAlle anderen dafür umso mehr.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nSagt so was nicht! Ich habe mich sofort in sie\nverliebt, als mein Blick darauf fiel – und das ist\nauch schon alles, was Ihr wissen müsst.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nEin hohes Lob von jemandem, dessen Haare\nselbst so strahlen wie deine.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch hoffe, mein atemberaubendes Charisma\nwird sich nicht als Problem für Euch erweisen,\nMicaiah.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch werde mich bemühen, es um unserer\nFreundschaft willen zu ignorieren.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDu wirkst nachdenklich, Goldmary.\nWas beschäftigt dich?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nFür gewöhnlich bin in einem Duo immer ich\ndie Charmante, aber ich fürchte, das seid in\nunserem Fall wohl eher Ihr.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEin Jammer, dass mein Heimatdorf so weit\nentfernt liegt. Ich würde Euch nur zu gerne\ndie heißen Quellen dort zeigen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nKlingt spaßig. Aber da ich keine physische\nForm besitze, wäre ein Bad wohl vergebene\nLiebesmüh.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nStimmt. Vielleicht ist es auch besser so.\nIhr würdet ganz sicher vor lauter Neid erblassen.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nHmhm! Du hörst auch nur das, was du hören\nwillst.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nErzählt mir, Micaiah – womit vertreibt Ihr Euch\nam liebsten die Zeit? Ich liebe es zu reisen,\nzu singen und einfach nur Spaß zu haben.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch lese gern Bücher und lausche gern dem\nWind... Hauptsächlich aber liebe ich die Stille.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nIhr könnt also Lügen erkennen und in die\nZukunft blicken, ja? Ich wünschte, so was\nTolles könnte ich auch!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nEs hat gewiss seine Vorteile. Aber Ihr habt mein\nWort, dass ich meine Kräfte niemals einsetzen\nwürde, um in einem Spiel zu betrügen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nIhr habt wirklich eine unglaubliche Stimme,\nMicaiah. Sie ist wunderschön, aber zugleich\nauch sehr kraftvoll.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nFindet Ihr wirklich? Das war mir bisher gar\nnicht so bewusst.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nIch wette, Ihr seid eine tolle Sängerin.\nWir sollten mal gemeinsam ein Duett singen.\nIch beschaffe die nötigen Instrumente!\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nOje, Ihr setzt mich ganz schön unter Druck.\nAber... Gut, warum nicht? Wir können ja von\nunserer wunderschönen Freundschaft singen.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIch bin dankbar dafür, dass wir zwei unsere\nKräfte vereinen, Merrin. Gemeinsam sind wir\ndurch nichts aufzuhalten.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nIn der Tat. Und ich bin dankbar, an der Seite\neines Emblems kämpfen zu dürfen, das so\nmächtig und bezaubernd ist wie Ihr.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nMicaiah, ich verspüre den Drang, Euch\nbeschützen zu müssen. Doch frage ich mich,\nob Ihr überhaupt auf Schutz angewiesen seid?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nDas ist lieb von dir, aber lass dich von meinem\nAussehen nicht täuschen. Es gab mal eine Zeit,\nda trug ich den Titel „Commander“.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nIst es wahr, dass sich in Eurer Welt Vögel und\nDrachen in normale Leute verwandeln können?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nNun, das stimmt in der Tat. Aber du verstehst\nda was falsch, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nEs sind Leute, die sich in Vögel und Drachen\nverwandeln, und nicht umgekehrt.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nWie?! Ihr meint, so wie \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin?\nJetzt MUSS ich auf jeden Fall so jemanden\nkennenlernen!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDie letzte Schlacht war wirklich beeindruckend.\nDu hast tapfer gekämpft, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nIch bin die Axt der Prinzessin. Jegliches\nHindernis, das sich ihr in den Weg stellt, soll\ndurch mich ausgemerzt werden!\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nWie ich hörte, seid Ihr dem Wald recht\nzugeneigt, Micaiah. Wir sollten gemeinsam zu\neinem kleinen Waldspaziergang aufbrechen.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nNun, ich bin jedenfalls neugierig darauf zu\nsehen, was du mit diesem großen Netz wohl\nfangen wirst.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDu möchtest also deine Zukunft vorausgesagt\nbekommen? Hmmm, geht es etwa um den Geist,\nder durch die Wüste von Solm wandern soll?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nGanz recht! Also sagt mir... Existiert er wirklich,\ndieser Geist des Banditen, der seine Reichtümer\nmit in den Tod nahm?!\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nDiese Legende scheint es dir ja ziemlich\nangetan zu haben, Panette. Hast du nicht\neigentlich Angst vor Geistern?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nAngst? Ich? Nicht im Geringsten! Mit Euch an\nmeiner Seite gibt es nichts, das ich fürchte!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\nHey, Micaiah! Wird langsam mal Zeit, dass\nwir eine kleine Feier zu Ehren all unserer neuen\nFreunde veranstalten. Seid Ihr dabei?\x0E\x04\x00\x00
