MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nスフォリア\x023\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nKönigin Seforia!\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nÄhm... Verzeihung, Königin Seforia?\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x0C\nスフォリア\nIhr. Ich dachte, Ihr wärt nach Elusia\nzurückgekehrt.\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x0E\x0Cオルテンシア\nWas ich getan habe, tut mir wirklich leid.\nIch nehme jede Strafe an, die Ihr mir zuteil-\nwerden lasst.\x0E\x04\x00\x00
MID_ED3_#017	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nAuch ich schulde Euch eine Entschuldigung.\x0E\x04\x00\x00
MID_ED3_#018	\x0E\x03\x02\x0C\nスフォリア\n...\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x00\x0E\x08リュール\x023\n\x0E\x03\x02\x0A\x08リュール\nKönigin Seforia, bitte. Zephia hat Magie\nangewendet, um Prinzessin Hortensia zu\nkontrollieren.\x0E\x04\x02\x00
MID_ED3_#020	Als diese Magie ihre Wirkung verloren hatte,\nhörte sie sofort auf zu kämpfen. Sie gab mir sogar\nihren Emblem-Ring.\x0E\x04\x00\x00
MID_ED3_#021	\x0E\x03\x02\x0C\nスフォリア\nIch kann mich nicht daran erinnern, dass Zephia\nanwesend war, als die junge Prinzessin mich als\nGeisel festhielt.\x0E\x04\x02\x00
MID_ED3_#022	Seht mir in die Augen, Ihr beiden.\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x02\x0E\x0Cオルテンシア\nJa?\x0E\x04\x00\x00
MID_ED3_#024	\x0E\x03\x02\x0C\nスフォリア\nVersuchter Mord an einer Königin ist ein\nschweres Verbrechen. Ihr verdient einen\nAufenthalt im Kerker.\x0E\x04\x02\x00
MID_ED3_#025	Aber... ich werde Euch nicht dorthin schicken.\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x0E\x0Cオルテンシア\nNein, nicht?\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x02\x0C\nスフォリア\nDie Lakaien des Dämonendrachen sind hier\neingedrungen und haben den Konflikt\nbegonnen, nicht wahr?\x0E\x04\x02\x00
MID_ED3_#028	Euer einziges Vergehen war Euer heimliches\nHereinschleichen... und mir zu drohen, mich\ntöten zu wollen.\x0E\x04\x02\x00
MID_ED3_#029	Wenn Ihr Wiedergutmachung leisten wollt,\nbesiegt den Dämonendrachen und baut Euer\nKönigreich wieder auf.\x0E\x04\x02\x00
MID_ED3_#030	Wenn Elusia wieder rational regiert wird, kann\nSolm davon nur profitieren. Also richten wir\nuns darauf aus.\x0E\x04\x00\x00
MID_ED3_#031	\x0E\x03\x02\x0E\x0Cオルテンシア\nJa. Danke, Königin Seforia.\x0E\x04\x00\x00
MID_ED3_#032	\x0E\x03\x02\x0A\x08アイビー\nEuer Mitgefühl soll nicht vergessen werden.\nWir werden Elusia wieder aufbauen, das\nschwöre ich.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x02\x0C\nスフォリア\nWas mich betrifft, werde ich erst einmal die\nVerteidigung des Palastes verstärken.\x0E\x04\x00\x00
MID_ED3_#034	\x0E\x03\x02\x0A\x08リュール\nIhr habt recht. Die Truppen des Dämonen-\ndrachen könnten zurückkehren...\x0E\x04\x02\x00
MID_ED3_#035	Ich kann einige Soldaten hierlassen, um Euch\nzu beschützen.\x0E\x04\x00\x00
MID_ED3_#036	\x0E\x03\x02\x0C\nスフォリア\nOh, nicht nötig, nicht nötig. Ich habe viele\nFamilienmitglieder, die die Dinge hier regeln\nkönnen.\x0E\x04\x02\x00
MID_ED3_#037	Wenn sich die Situation wirklich zuspitzt, lasse\nich eine Doppelgängerin hier und wandere\ndurchs Land.\x0E\x04\x02\x00
MID_ED3_#038	Also sorgt Euch nicht um mich. Konzentriert\nEuch einfach darauf, den Dämonendrachen zu\nbesiegen.\x0E\x04\x00\x00
MID_ED3_#039	\x0E\x03\x02\x0A\x08リュール\nDas werden wir. Danke.\x0E\x04\x00\x00
MID_ED3_#040	\x0E\x03\x02\x0C\nスフォリア\nTimerra, es ist an der Zeit, dass du \x0E\x0A\x00\x10\x06dem\x06der\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin zeigst, wo der andere Ring von\nSolm zu finden ist.\x0E\x04\x00\x00
MID_ED3_#041	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nGeht klar, Mama. Einmal der Ring der\nWeltveränderin, Bestellung ist aufgenommen!\x0E\x04\x00\x00
MID_ED3_#042	\x0E\x03\x02\x0A\x08リュール\nWo ist er denn?\x0E\x04\x00\x00
MID_ED3_#043	\x0E\x03\x02\x0C\nミスティラ\nIn der Nördlichen Festung. Oh... Ihr seid\nhoffentlich nicht leicht zu ängstigen, oder?\x0E\x04\x00\x00
MID_ED4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ヴェイル_白_悪\x022\n\x0E\x03\x02\x12\x10ヴェイル_白_悪\nHmpf.\x0E\x04\x02\x00
MID_ED4_#002	Noch ein Ring in den Händen \x0E\x0A\x00<\x1Cdes Wyrmgottes\x1Cder Wyrmgöttin.\nAber immer noch nicht genug, um das Blatt\nzu wenden.\x0E\x04\x02\x00
MID_ED4_#003	Hngh.\x0E\x04\x02\x00
MID_ED4_#004	Ich brauche Schlaf. Verflucht sei mein\nschwacher Körper, da er mich in die Dunkel-\nheit stürzt.\x0E\x04\x02\x00
MID_ED4_#005	Ich hoffe, dass meine wachen Stunden das\nnächste Mal nicht so bald zur Neige gehen.\x0E\x04\x02\x00
MID_ED4_#006	...\x0E\x04\x02\x00
MID_ED4_#007	\x0E\x03\x01\x12\x10ヴェイル_白_悪\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\n...!\x0E\x04\x02\x00
MID_ED4_#008	Sand? Aber... was ist denn mit all dem Schnee\npassiert?\x0E\x04\x02\x00
MID_ED4_#009	Wo bin ich hier?\x0E\x04\x02\x00
MID_ED4_#010	Warum geschieht das ständig?\x0E\x04\x00\x00
