MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nHallo, Claude. Ich habe gehört, dass man dich\nauch den „Meister des Reißbretts“ nannte.\nHast du ein paar Taktikratschläge für mich?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nIch danke Euch für Eure offene Meinung. Ich\nhätte nicht gedacht, dass Ihr jenen Teil der\nGeschichte witzig finden würdet.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nOh, es war eine äußerst amüsante Passage. Ich\nfinde es bewundernswert, dass du deiner Vor-\nstellung solch freien Lauf lassen kannst.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nWas für eine Erleichterung! Da ich sehr selten\nlächle, hatte ich schon befürchtet, Ihr würdet\nmich für meine humorvolle Schreibweise tadeln.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nDu solltest von niemandem getadelt werden. Es\nist doch bekannt, dass man eine Person nicht\nnach dem Äußeren beurteilen kann.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nVerzeiht, Prinz Alcryst, aber wenn Ihr etwas von\nmir wollt, würde ich es bevorzugen, wenn Ihr\neinfach mit der Sprache herausrückt.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nIeks! Ich wollte mich nur dafür bedanken, dass\nIhr einer solch unwürdigen Person wie mir zur\nSeite steht!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nEs tut mir leid, wenn ich Euch Sorgen bereite.\nWenn der Krieg nicht wäre, könnte ich einfach\nverschwinden, um Euch nicht zur Last zu fallen.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nIhr... seid aber schon ein Prinz, oder? Manchmal\nfühlt es sich an, als würde ich mich wieder mit\neiner gewissen Klassenkameradin unterhalten... \x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nIhr seid genau wie mein Bruder, Milady\nEdelgard. So viel stärker und erhabener als ich...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nPrinz Alcryst. Wenn Ihr Euch weigert, an Euch\nselbst zu glauben, lehnt Ihr damit auch jene ab,\ndie ebenfalls an Euch glauben.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nEs muss nicht gleich heute geschehen, doch\nversucht bitte, in Euch selbst zu erkennen, was\nso viele andere in Euch sehen.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nIch... weiß nicht, ob ich dazu in der Lage bin,\naber ich danke Euch für Eure gütigen Worte.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nNur unter uns, Dimitri... Vermengt Ihr Eure Milch\nmit Wasser, bevor Ihr sie trinkt?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nディミトリ\nNein, eigentlich nicht, aber wenn dir das so\ngefällt, steht es dir natürlich offen, sie so zu\ntrinken.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nDimitri, habt Ihr einen Augenblick Zeit? Dieser\nFlicken hier, ist er leicht zu bemerken?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nディミトリ\nKeineswegs. Er wurde sehr gekonnt angebracht.\nIch wünschte, ich wäre so geschickt!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nIhr habt mein Geschick mit Nadel und Faden\ngelobt, doch als Adliger ist Euch etwas\nDerartiges sicherlich sehr fremd.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0C\nディミトリ\nNicht wirklich. Ich hatte eine Klassenkameradin,\ndie mir einiges beigebracht hat. Zu jenem Zeit-\npunkt war ich aber tatsächlich ein Anfänger.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nディミトリ\nIch habe dabei einige Nadeln und Scheren\nzerstört. Ich hatte Schwierigkeiten, meine Stärke\nzu zügeln.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nDas kenne ich nur zu gut! Nadeln und Scheren\ngehen schnell kaputt. Was das angeht, hat mich\nsonst nie jemand verstanden...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch bin hauptsächlich wegen meiner familiären\nBeziehungen hier. Ich muss mich mehr anstren-\ngen, um meine Stärke unter Beweis zu stellen.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08クロード\nDu bist bereits erstaunlich stark! Und bei\ndeinem Ehrgeiz wirst du deine Ziele im Nu\nerreichen.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch habe zwei ältere Brüder, die mich dermaßen\nverhätscheln, dass Ihr erstaunt wärt, Claude.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08クロード\nÄltere Brüder, die ihre kleine Schwester\nverhätscheln, gibt es wohl in jeder Welt...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nMir kam zu Ohren, dass du in einer Bäckerei\nvor Kurzem sämtliches Gebäck aufgekauft\nhast! Was brachte dich denn dazu? \x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin wirkte niedergeschlagen.\nEs ist doch nur selbstverständlich, etwas\ndagegen unternehmen zu wollen, oder?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nNun, ich mag es dabei etwas übertrieben\nhaben... Aber ich versichere Euch, dass ich\nkeine bösen Absichten hatte.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08クロード\nDas steckte also dahinter... Ich hatte einen\nKlassenkameraden, der es liebte, viel zu essen.\nIch dachte erst, du wärst ihm vielleicht ähnlich.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0A\x08アイビー\nErlaubt mir als Kronprinzessin von Elusia, Euch\nformell für Euren Beistand in diesem Krieg zu\ndanken.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nディミトリ\nEs gibt keinen Grund für solche Förmlichkeiten.\n...Wobei ich Euer Verhalten nachvollziehen kann.\nMir fällt es selbst schwer, entspannter zu sein.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nMir fiel auf, dass Ihr \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin aus einiger\nDistanz unverwandt angeblickt habt. Soll ich\nvielleicht eine Nachricht von Euch überbringen?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nWie einfühlsam und rücksichtsvoll von Euch,\ndass Ihr Euch so sehr um meine privaten\nAngelegenheiten kümmert...\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nIch verstehe Eure Gefühle jetzt, Prinzessin Ivy.\nIch will mich für mein alles andere als\nhilfreiches Benehmen entschuldigen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nディミトリ\nMeine Freunde an der Militärakademie waren\ngeschickter, was solche Angelegenheiten betraf.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nIch hatte ohnehin nie um Eure Unterstützung\ngebeten, aber ich danke Euch für diese\nEntschuldigung. Und für Euer Verständnis.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nIch werde meine Gedanken sammeln... und\nmeine Gefühle \x0E\x0A\x008\x18dem Wyrmgott\x1Cder Wyrmgöttin gegenüber selbst\nzum Ausdruck bringen, so gut ich kann.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMeine Aufgaben als Getreuer sind anspruchsvoll\nund bisweilen... skrupellos. Ich weiß Eure Hilfe\nzu schätzen.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nDie Art und Weise, wie du das sagst, erinnert\nmich ein bisschen zu sehr an meinen eigenen\nGetreuen.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nEs ist gut, dass du für Prinzessin Ivy so viel auf\ndich nimmst, aber du solltest dich ab und zu auch\num dich selbst kümmern.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMeine Pflicht... erfüllt... mich. Alle Selbstpflege,\ndie ich benötige, finde ich darin.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nDeine Schlafprobleme kann ich nur zu gut\nnachfühlen. Ich weiß noch, wie mein Magister\nentdeckte, dass ich Albträume hatte...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nDieser... Magister... hat sich zweifellos Sorgen\num Euch gemacht. Es muss schwierig gewesen\nsein, sich so verletzlich zu zeigen.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nEhrlich gesagt war es, als falle mir eine große\nLast von den Schultern, als ich mit ihm darüber\nsprach. Ich hoffe, dir ergeht es einmal ähnlich.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nEure Fürsorge ist unnötig, aber ich weiß sie zu\nschätzen. Ich finde Eure... mitfühlende Art...\nbewundernswert.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDimitri! Von diesem Tag an wird das Band\nzwischen uns immer weiter wachsen.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nディミトリ\nDein Enthusiasmus ist erfrischend, Kagetsu.\nUnd auch deine direkte Art gefällt mir.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nIch erinnere mich an einen Freund namens\nDedue. Unfehlbar loyal, sicher, aber eben auch\nemotional sehr distanziert.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nDas ist traurig. Vielleicht solltet ihr mehr Zeit\nmiteinander verbringen, um eure Bindung zu\nstärken.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nMein Stand und meine Vergangenheit erschwe-\nren es mir, mich mit anderen anzufreunden –\nselbst dann, wenn ich ihnen voll vertraue.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nFreundschaftliche Bande sind leichter zu\nknüpfen, als Ihr denkt. Wenn Ihr sie Euch\nwünscht, habt Ihr sie bereits.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nディミトリ\nVielleicht hast du recht. Ich tendiere dazu, mir\nüber alles viel zu viele Gedanken zu machen.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nAls Euer guter Freund werde ich Euren\nGedanken Gehör schenken, wann immer Ihr es\nwünscht. Ich bin für Euch da!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDu bist sehr charmant, Claude, aber ich habe\nirgendwie das Gefühl, dass du auch ein\nziemlicher Ränkeschmied bist.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08クロード\nWas? Komm schon, was für unheilvolle Pläne\nkönnte jemand wie ich denn schon schmieden?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nÄchz... Ich fühle mich gar nicht gut, schnief...\nMeint ihr, jemand anders könnte heute meine\nSchicht übernehmen?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08クロード\nIch glaube, du übertreibst es ein wenig mit dem\nDrücken auf die Tränendrüse.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr habt an der Militärakademie einige\nÜbungskämpfe durchgeführt, was? Das muss\nspaßig gewesen sein!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08クロード\nGut, dass du nicht in meiner Klasse warst. Da\nhätte ich den Anführerposten lieber abgegeben,\nals dir Befehle zu erteilen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nHey! Ich mag nicht danach aussehen, aber\nniemand in meiner Klasse ist so gut wie ich.\nVielleicht bist du bloß ein mieser Anführer.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08クロード\nIch nehme alles zurück. Du hättest bestens zu\nden Goldenen Hirschen gepasst. Vor allem mit\neinem von ihnen hättest du dich gut verstanden.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nHey, Edelgard! Wie findet Ihr mein Haar heute?\nIst es nicht wie immer ausgesprochen niedlich?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nSicher doch, Rosado. Ganz prächtig, wie immer.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nIch hoffe, dass ich wieder an die Akademie\ngehen kann, wenn der Krieg vorbei ist. Wie\nlauten Eure Pläne, Edelgard?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nIch werde mir weiter meinen eigenen Weg\nbahnen, so wie es jeder tun sollte.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nIhr seid so ehrgeizig, Edelgard. Da müssen Euch\nmeine Lebensziele doch äußerst lächerlich\nerscheinen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nDennoch habe ich nie das Gefühl, Ihr würdet auf\nmich herabsehen. Wieso?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nMeine Ambitionen machen mich nicht besser als\ndich. Was zählt, ist, dass du dir selbst treu bist.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nSo sehe ich das zumindest, auch wenn mir\nmindestens eine Person einfällt, die da anderer\nMeinung wäre.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nVerzeiht, wenn ich Euch Umstände bereite,\nClaude. Es kann sehr schwer sein, mit meinen\naußergewöhnlichen Fähigkeiten mitzuhalten.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08クロード\nÄhm, in Ordnung. Werd ich mir merken. Weißt\ndu... Du bist ganz anders als eine Klassen-\nkameradin, an die du mich zuerst erinnert hast.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nWürdet Ihr gerne mehr über meine Heimat\nerfahren? Es gibt dort eine der besten heißen\nQuellen in ganz Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08クロード\nKlingt gut. An unserer Akademie gab es eine\nSauna. Ich habe es geliebt, darin so lange zu\nsitzen, bis die Hitze unerträglich wurde.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nErzählt mir mehr von der Sauna an Eurer\nMilitärakademie. Die Akademie von Elusia\nverfügt über so etwas nämlich nicht!\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08クロード\nDas war im Grunde eine Art Dampfbad. Man\nhat dazu Wasser auf heiße Steine gegossen und\nsich dann zurückgelehnt und entspannt.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDas klingt herrlich... Wobei es bestimmt sehr\nstickig wird, wenn man zu lange darin bleibt.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08クロード\nDas Erfrischendste daran ist tatsächlich, wenn\nman dann herauskommt. Man fühlt sich in dem\nMoment leichter als die Luft!\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nミスティラ\nClaude! Wollt Ihr mal mein Willkommenslied\nhören? Ähem... ♪ Der Gold'ne Hirsch ist hier,\ner ist ein tolles Tier... ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08クロード\nAch du meine Güte. So klingt Musik also in\ndieser Welt? Da sollte ich meine Ohren aber\nvorwarnen.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nIhr seht wie immer sehr schick aus, Prinzessin\nTimerra. Wie würdet Ihr Euren Sinn für Mode\nam ehesten beschreiben?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nHaha, ich wähle einfach Kleidung aus, in der ich\nmich leicht bewegen kann. Aber es ist schön,\ndass sie euch gefällt!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nPrinzessin Timerra, manchmal erinnert Ihr mich\nan eine bestimmte Freundin von der Militär-\nakademie.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08クロード\nSie sang immer sehr, ähm... kreative Lieder.\nEines ging so... ♪ Kriechidi-kriech, kriiiechidi-\nkriech... ♪\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nWas ist das für ein Lied? Singt man das\nvielleicht beim Grillen, während man wartet,\nbis das Fleisch fertig ist?\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nJedenfalls finde ich es absolut großartig und\nlasse Euch erst wieder gehen, wenn Ihr mir\nauch noch den Rest vorgesungen habt!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nLord Dimitri, würdet Ihr mir die Ehre erweisen,\nzusammen mit mir zu trainieren? Und bitte\nhaltet Euch dabei nicht zurück!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nディミトリ\nGewiss doch. Lass uns gemeinsam stärker\nwerden.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nWölfe würden sich nicht scheuen, für ihr Rudel\nzu sterben. Ebenso bin ich bereit, mein Leben\nfür die Prinzessin zu opfern.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nディミトリ\nDu solltest aufhören, das Sterben als Tugend\nanzusehen, Merrin. Das meine ich ernst. \x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nIch möchte mich entschuldigen. Es war achtlos\nvon mir, etwas zu sagen, das klang, als würde\nich den Tod für eine Tugend halten.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nディミトリ\nNein, ich bin es, der sich entschuldigen sollte.\nIch bin in dem Moment emotional geworden.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nAls Ritterin möchte ich leben und dienen,\nso wie auch meine geliebten Viecher nach dem\nLeben streben.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0C\nディミトリ\nIch verstehe. Es erleichtert mich, das zu hören.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nWas für ein herrliches Wetter wir heute haben!\nPerfekt für eine Schlägere-- äh, ein Duell.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nDazu kann ich nichts sagen, aber das Wetter ist\nin der Tat vielversprechend.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nDu stammst aus einer bürgerlichen Familie,\nkorrekt? Ist es schwierig für dich, unter den\nAdligen zu leben?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nDas war es anfangs. Fleisch zu grillen unter\nfreiem Himmel, tagelang zu zelten... All das war\nsehr neu für mich.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIhr seid unglaublich. Wie eine Blume, die im\npassenden Erdboden erblüht ist. Ich dagegen\nhabe mein Zuhause gehasst und bin entronnen.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nIch würde mich eher als eine Giftblume sehen,\ndie zu wachsen versucht, selbst wenn sie dabei\nalles um sich herum verwelken lässt.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nIch bin nicht die Art von Person, zu der du\naufsehen solltest.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nAber ist das nicht auch famos? Ich persönlich\nmag giftige Blumen noch viel lieber als normale!\x0E\x04\x00\x00
