MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nIch sehe noch keine elusianischen Soldaten.\x0E\x04\x00\x00
MID_BT12_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM017_異形兵_ハイアシンス\x02b\n\x0E\x05\x01,\x1EM017_異形兵_ハイアシンス\nSmile\n\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nIvy.\x0E\x04\x00\x00
MID_BT12_#002	\x0E\x03\x00\x0E\x08アイビー\x02t\n\x0E\x05\x01\x14\x08アイビー\x08Pain\n\x0E\x03\x02\x0A\x08アイビー\nVater. Ich habe Euch seit unserem Aufenthalt\nan Brodias Grenze nicht mehr gesehen.\x0E\x04\x02\x00
MID_BT12_#003	Das war unser Abschied.\nZumindest in diesem Leben.\x0E\x04\x00\x00
MID_BT12_#004	\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nEs muss nicht so enden. Ich kann Lord\nSombron anflehen – ihn bitten, dich wieder in\nunsere Reihen aufzunehmen.\x0E\x04\x00\x00
MID_BT12_#005	\x0E\x05\x01\x16\x08アイビー\nAngry\n\x0E\x03\x02\x0A\x08アイビー\nNein. Ihr seid nicht... Ihr. Ich werde nicht mit\ntränenverschleiertem Auge am Schatten meines\nVaters festhalten.\x0E\x04\x02\x00
MID_BT12_#006	\x0E\x05\x01\x12\x08アイビー\x06Die\nIch bin dankbar dafür.\x0E\x04\x02\x00
MID_BT12_#007	\x0E\x05\x01\x12\x08アイビー\x06Sad\nDankbar für diese Gelegenheit, Euch Danke zu\nsagen. Mich von Euch zu verabschieden und\nEuch zu verkünden...\x0E\x04\x02\x00
MID_BT12_#008	\x0E\x05\x01\x1A\x08アイビー\x0EStandBy\n...dass ich Euch als Königin von Elusia\nübertreffen werde.\x0E\x04\x00\x00
MID_BT13_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM017_異形兵_ハイアシンス\x02b\n\x0E\x05\x01,\x1EM017_異形兵_ハイアシンス\nSmile\n\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nHortensia.\x0E\x04\x00\x00
MID_BT13_#002	\x0E\x03\x00\x12\x0Cオルテンシア\x02t\n\x0E\x05\x01\x16\x0Cオルテンシア\x06Sad\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVater! Ich habe Euch vermisst. Ich kann gar\nnicht sagen, wie sehr ich Euch wiedersehen\nwollte.\x0E\x04\x02\x00
MID_BT13_#003	Ich war so traurig seit Eurem Tod...\x0E\x04\x00\x00
MID_BT13_#004	\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nDann, liebe Tochter, folge mir. Töte deine\nFreunde und übergib mir ihre Ringe.\x0E\x04\x00\x00
MID_BT13_#005	\x0E\x03\x02\x0E\x0Cオルテンシア\nNein, das werde ich nicht. Ich möchte meinen\nVater stolz machen, den weisen König von\nElusia.\x0E\x04\x02\x00
MID_BT13_#006	\x0E\x05\x01\x1C\x0Cオルテンシア\x0CStrike\nMeinen echten Vater. Bevor ihn der Dämonen-\ndrache zerstört hat.\x0E\x04\x00\x00
MID_BT13_#007	\x0E\x05\x01.\x1EM017_異形兵_ハイアシンス\x0CStrike\n\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nGrrr...\x0E\x04\x00\x00
MID_BT13_#008	\x0E\x05\x01\x16\x0Cオルテンシア\x06Sad\n\x0E\x03\x02\x0E\x0Cオルテンシア\nLebt wohl, Vater. Wie traurig, dass wir nicht\nmehr Zeit hatten. Ich liebe Euch.\x0E\x04\x02\x00
MID_BT13_#009	Bald wird all das vorbei sein, ja? Bald werdet\nIhr ruhen können.\x0E\x04\x00\x00
MID_BT14_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM017_異形兵_ハイアシンス\x02b\n\x0E\x05\x01*\x1EM017_異形兵_ハイアシンス\x08Pain\n\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nIch erinnere mich an nichts... Euer Gesichtsaus-\ndruck, ist das Furcht oder Hass?\x0E\x04\x00\x00
MID_BT15_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM017_異形兵_ハイアシンス\x02b\n\x0E\x05\x01*\x1EM017_異形兵_ハイアシンス\x08Pain\n\x0E\x03\x02 \x1EM017_異形兵_ハイアシンス\nAls ich zur Marionette des Dämonendrachen\nwurde, war mein Schicksal besiegelt.\x0E\x04\x02\x00
MID_BT15_#002	\x0E\x05\x01(\x1EM017_異形兵_ハイアシンス\x06Sad\nIvy, Hortensia... Es tut mir leid. Wisset, dass ich\neuch beide liebe.\x0E\x04\x02\x00
MID_BT15_#003	\x0E\x05\x01*\x1EM017_異形兵_ハイアシンス\x08Pain\nEs obliegt nun euch, Elusia zu führen... und es\nzu retten.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x00\x0C\x06マロン\x023\n\x0E\x03\x00\x0A\x04グリ\x024\n\x0E\x03\x02\x06\x04グリ\nVerflucht! Der Ring, den wir Hyacinth gegeben\nhaben – sie haben ihn sich geschnappt!\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06マロン\nWir müssen die anderen schützen. Aufs Schiff\nmit ihnen!\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nIch nehme den Ring des Heldenkönigs.\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06セピア\nKommt, Milady. Wir müssen uns beeilen.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nHm?\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x08\x06セピア\nStimmt etwas nicht?\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nZephia. Gib mir deinen Ring.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x08\x06セピア\nWas habt Ihr vor?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nTu es einfach!\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x08\x06セピア\nAlso gut.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x03\x02\x0A\x08ヴェイル\nBitte, nimm dies.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nAber warum?\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x0A\x08ヴェイル\nIch weiß, du kannst mir nicht vergeben... nicht\nnach allem, was ich getan habe. Und dennoch...\x0E\x04\x02\x00
MID_ED2_#004	Hör zu – ich möchte, dass du etwas weißt...\nAuch wenn unsere Freundschaft nur kurz war...\x0E\x04\x00\x00
MID_ED2_#004_2	Sie hat mir alles bedeutet!\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x06\x04グリ\nWas, verdammt, war das denn?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x02\x08\x06セピア\nIhr widerlicher Fehlgriff.\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x0A\x08ヴェイル\nAAAH!\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nVeyle!\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x00\x0C\x06マロン\x023\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06セピア\nWenn wir zurückkehren, sorge ich dafür,\ndass Ihr nie wieder erwachen werdet.\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x02\x08\x06マロン\nMauvier, pass auf die anderen Ringe auf!\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x08\x06モーヴ\nSehr wohl.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDer Ring des Heiligen Ritters.\x0E\x04\x02\x00
MID_ED3_#009	Danke, Veyle.\x0E\x04\x00\x00
MID_ED4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08シグルド\x021\n\x0E\x03\x00\x0C\x06リーフ\x023\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEmblem Sigurd, Emblem Leif. Ich bin froh,\ndass Ihr beide wieder bei uns seid.\x0E\x04\x00\x00
MID_ED4_#002	\x0E\x03\x02\x0A\x08シグルド\nIch ebenfalls. Gestattet mir, um Verzeihung zu\nbitten, dass ich Euch bei der Kathedrale nicht\nbeschützen konnte.\x0E\x04\x02\x00
MID_ED4_#003	Während all dieser Zeit fürchtete mein\ngeschwächtes Bewusstsein, dass wir einander\nnie wiedersehen würden.\x0E\x04\x00\x00
MID_ED4_#004	\x0E\x03\x02\x0A\x08リュール\nSigurd... Das war meine Schuld, nicht Eure.\x0E\x04\x00\x00
MID_ED4_#005	\x0E\x03\x02\x08\x06リーフ\nWie Ihr gesehen habt, haben sie Veyles Geist\nverdreht und sie als Bauernfigur verwendet.\x0E\x04\x02\x00
MID_ED4_#006	Sombrons Bewegungsfähigkeit ist einge-\nschränkt, daher führt sie seinen Willen aus.\x0E\x04\x00\x00
MID_ED4_#007	\x0E\x03\x02\x0A\x08リュール\nIch verstehe...\x0E\x04\x00\x00
MID_ED4_#008	\x0E\x03\x01\x0A\x08シグルド\n\x0E\x03\x01\x08\x06リーフ\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x02\x0E\x0Cディアマンド\nSollen wir versuchen, sie zu retten?\x0E\x04\x00\x00
MID_ED4_#009	\x0E\x03\x02\x0A\x08リュール\nZuerst müssen wir den Leuten in Floramühl-\nstadt helfen.\x0E\x04\x02\x00
MID_ED4_#010	Wir können nach Elusia reisen, nachdem wir\ndie restlichen Feuer gelöscht und die Über-\nlebenden gerettet haben.\x0E\x04\x02\x00
MID_ED4_#011	Nach diesem Kampf haben wir acht Ringe.\nDas gibt uns einen Vorteil, um die restlichen vier\nan uns zu nehmen.\x0E\x04\x00\x00
MID_ED4_#012	\x0E\x03\x02\x0E\x0Cディアマンド\nJa. Der Sieg rückt in greifbare Nähe.\x0E\x04\x00\x00
MID_ED4_#013	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x023\n\x0E\x03\x02\x0A\x08リュール\nAlfred, warum kehrt Ihr nicht ins Schloss\nzurück?\x0E\x04\x02\x00
MID_ED4_#014	Lasst Königin Ève wissen, was hier vorgefallen\nist.\x0E\x04\x00\x00
MID_ED4_#015	\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nJa, überlasst das Dorf hier uns.\x0E\x04\x00\x00
MID_ED4_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nDanke, alle zusammen. Ich weiß das zu\nschätzen.\x0E\x04\x00\x00
MID_ED4_#017	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_ED4_#018	Pass auf dich auf, Veyle.\x0E\x04\x00\x00
