MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVon all den Ringen, die aus Lythos gestohlen\nwurden, bin ich das letzte Emblem, das sich\neuch anschließt. Entschuldige die Verspätung.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0C\nエイリーク\nIn einer heftigen Schlacht könnte dieses Talent\nhelfen, Verbündete aufzumuntern. Ich fürchte,\nder Tag nähert sich, an dem das nötig sein wird.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nIhr seid aufrichtig und gütig, Eirika. Eure\nAnwesenheit allein gibt uns bereits all den Mut,\nden wir brauchen.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nEs tut mir leid, dass Ihr ausgerechnet mich am\nHals habt, Lady Eirika. Mein Bruder ist mir weit\nüberlegen. Ich dahingegen...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nエイリーク\nMir geht es ähnlich, was meinen eigenen Bruder\nbetrifft. Mich quält oft der Gedanke, dass er hier\nsein sollte, nicht ich...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nIhr habt einen fantastischen großen Bruder,\ngenau wie ich, also wisst Ihr bestimmt, wie es\nist, sich dem Bruder unterlegen zu fühlen...\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nエイリーク\nIn der Tat, aber Ephraim spricht mir oft offen\nund ehrlich Lob aus. Dein Bruder tut gewiss\ndasselbe.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nMein Bruder unterstützt mich immer, aber er ist\ndoch bloß nett zu mir. Ich wette... insgeheim\ndenkt er...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nエイリーク\nVielleicht irre ich mich, aber wenn er wirklich\nnichts von Euch halten würde, wäre er dann so\nrücksichtsvoll Euch gegenüber?\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nエイリーク\nJeder kann immer noch Neues lernen und weiter\nüber sich hinauswachsen. Unsere Brüder sehen\nunser wahres Potenzial.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nIch schätze, Ihr habt recht. Ich habe Angst, dass\nich diesem Potenzial nicht gerecht werde... aber\nich werde mein Bestes geben, genau wie Ihr.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nHabt Ihr Euch schon an unsere Welt gewöhnt,\nEirika? Wenn Ihr irgendetwas benötigt, sagt\neinfach Bescheid.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nIrgendetwas? Hmm... Ich kann keine physischen\nObjekte berühren, aber etwas Schönes zum\nAnsehen wäre sicher toll.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nIch habe gerade etwas fertiggestellt, das Euch\nFreude bereiten könnte, Eirika! Es sind winzige\nModelle von Möbelstücken.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nエイリーク\nUnglaublich! Sie sehen so fein und kostbar aus.\nDanke, Lapis. Ich bewundere dein handwerk-\nliches Geschick!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDu bist so geschickt darin, Dinge mit deinen\nHänden anzufertigen, Lapis. Ich muss zugeben,\nich beneide dich dafür.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nDanke, aber diese Fähigkeit musste ich einfach\nlernen. Es war vor allem zum Überleben nötig.\nIch bezweifle, dass es Euch viel nutzen würde.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nエイリーク\nOh, aber da irrst du dich! Du fertigst Schätze\nmit Liebe und Sorgfalt an, die man in keinem\nLaden kaufen kann.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nHm. So habe ich noch nie darüber nachge-\ndacht... Ich sollte vorsichtig sein. Nicht, dass\nich mir das noch zu Kopf steigen lasse!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch liebe es, Freunde mit kleinen Geschenken zu\nverwöhnen. Was kann ich Euch denn besorgen,\nEirika? Nur ein Wort und es soll Euch gehören.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHahaha, du bist so lieb, Citrinne! Im Augenblick\ngenügt mir das Angebot an sich aber bereits\nvoll und ganz.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEs muss doch irgendetwas geben, das ich Euch\nanbieten kann, Eirika. Soll ich Euch vielleicht\neinen Berg kaufen? Eine Küste reservieren?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nエイリーク\nÄhm, das wäre beides etwas zu viel des\nGuten, aber ich weiß deine Aufrichtigkeit zu\nschätzen. Lass mich darüber nachdenken.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIch habe viel darüber nachgedacht, Citrinne...\nund mir ist ein Geschenk in den Sinn\ngekommen, das ich wirklich lieben würde.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, das ist ja fantastisch! Ich bin so froh! Sagt\nmir, was soll ich Euch kaufen, um unsere\nFreundschaft zum Ausdruck zu bringen?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nエイリーク\nWas ich am meisten schätzen würde... wäre das\nWissen darum, dass du mich magst. Und das\nbesitze ich bereits.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nOh, Eirika... Wenn das ein Geschenk ist, dann\nist es eines, das Ihr mir ebenfalls gegeben habt.\nHalten wir es gemeinsam in Ehren.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アイビー\nEuer Adelstitel hat keinen Einfluss auf Eure\nEhrlichkeit, Lady Eirika. Das beneide ich.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nエイリーク\nWas für ein unerwartetes Kompliment. Vielen\nDank.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIch bekomme oft zu hören, dass ich leicht zu\ndurchschauen bin. Ich würde gerne lernen, ein\nwenig... gerissener zu sein.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nHehe, interessant. Wenn Ihr das wirklich\nlernen wollt, könntet Ihr versuchen, meinem\nBeispiel zu folgen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アイビー\nIch schätze, es ist für uns beide ganz natürlich,\nQualitäten zu beneiden, die wir selbst nicht\nbesitzen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nエイリーク\nWas glaubt Ihr, woran es Euch mangelt,\nPrinzessin Ivy?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nAn allem. Je mehr ich an der Seite meiner\nVerbündeten kämpfe, desto unzulänglicher\nfühle ich mich.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0C\nエイリーク\nEure Freunde sind aber nicht dazu da, Euch in\nden Schatten zu stellen, sondern Euch zu unter-\nstützen. Ich sollte es wissen, ich zähle zu ihnen.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIch bin beeindruckt von deiner breiten Palette\nan Interessen. Ich dahingegen habe überhaupt\nkeine Hobbys.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMeine Beschäftigungen... geben... mir einen\nSinn. Sie sind mein größter Quell der Freude.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJeder kann einem Zeitvertreib nachgehen. Man\nmuss sich nur einen... aussuchen... und damit\nbeginnen.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0C\nエイリーク\nEine gute Idee. Ich werde mal darüber\nnachdenken.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIch habe mir eine Beschäftigung ausgesucht,\nZelkov. Ich will den Bewohnern dieser Welt\nFrieden bringen.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nDas erscheint mir weniger eine... Beschäfti-\ngung... als vielmehr eine Verantwortung zu sein.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0C\nエイリーク\nIch tue es aber nicht, weil ich muss, sondern\nweil ich möchte, dass das Volk in Frieden\nleben kann.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nIch sehe da keinen Unterschied. Nichtsdesto-\ntrotz ist es eine... ehrenwerte... Antwort.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nWie fühlst du dich dabei, ganz allein in einem\nfremden Land unterwegs zu sein, Kagetsu? Ich\nbekomme manchmal Heimweh.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\nHeimweh? Das kenne ich nicht. Für mich\nbesteht jeder Tag nur aus Abenteuern und\nneuen Erkenntnissen.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06カゲツ\nEs gibt eine Möglichkeit, Euer Heimweh zu\nheilen: Ihr müsst Freude an dieser Welt finden.\nKommt mit!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0C\nエイリーク\nIch schätze, das ergibt Sinn, aber-- Hey!\nWo gehen wir denn hin?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06カゲツ\nUnd? Hattet Ihr Spaß daran, mit mir unterwegs\nzu sein, Lady Eirika? Ich habe Euch all meine\nLieblingsplätze gezeigt.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0C\nエイリーク\nJa, wobei ich gerne etwas mehr Zeit an jedem\ndieser Orte verbracht hätte. Du hattest ja ein\nziemliches Tempo drauf...\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDas tut mir echt leid, aber es gibt einfach zu viel\nzu bewundern in dieser Welt. Da muss man ein\nstrammes Tempo vorlegen, um alles zu sehen!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0C\nエイリーク\nIhr habt recht. Und nach dem Ausflug habe ich\ndas Gefühl, mich hier fast besser auszukennen\nals in meiner Heimat. Ich danke dir.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDank Euren Getreuen bin ich hier. Dafür bin ich\nsehr dankbar.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nIch bin diejenige, die sich bedanken sollte. Es\nist mir ein Privileg, an Eurer Seite kämpfen zu\nkönnen.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHey, Eirika. Wann hat Euch das letzte Mal\njemand gesagt, dass Ihr total niedlich seid?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0C\nエイリーク\nIch weiß nicht. Ich bin es definitiv nicht\ngewohnt, so etwas zu hören. Das letzte Mal war\nvielleicht, als ich ein kleines Mädchen war?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIch finde, es ist an der Zeit, dass jemand offiziell\nbestätigt, wie hübsch und charmant Ihr seid,\nEirika!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0C\nエイリーク\nOffiziell...? Was meinst du damit?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nIch meine DAS hier: ein offizielles Zertifikat,\ndas Eure Schönheit bestätigt! Wir könnten es\nirgendwo aufhängen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0C\nエイリーク\nDas ist mir ja noch nie untergekommen. Danke,\nHortensia. Wie wär es, wenn wir es in der\nRingkammer zur Schau stellen?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDu kannst alles zeichnen, was du siehst, richtig?\nWas für ein wunderbares Talent.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nHahaha, nicht so wunderbar wie Euer hübsches\nGesicht. Wo wir schon dabei sein, lasst es mich\ndoch kurz auf Papier festhalten.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ロサード\nHier sind einige Landschaftsbilder, die ich in\nletzter Zeit gezeichnet habe, Eirika. Welches\ndavon gefällt Euch am besten?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0C\nエイリーク\nOh, ich könnte mich gar nicht entscheiden... Ich\nfinde sie alle wunderschön! Wenn ich sie so\nansehe, bekomme ich allerdings Heimweh...\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ロサード\nIhr scheint sehr ausgeprägte Erinnerungen an\nEure Heimat zu haben, wenn sie Euch so von\nmeinen schönen Zeichnungen ablenken.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0C\nエイリーク\nEs tut mir leid. Ich sagte ja, dass sie wunder-\nschön sind, und das meinte ich auch so. Du bist\nsehr begabt.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0C\nエイリーク\nGerade weil deine Bilder so beeindruckend sind,\nhaben sie mich an die schöne Landschaft\nmeiner Heimat erinnert.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nIhr solltet mir irgendwann mal mehr von Eurer\nWelt erzählen. Scheint ja ein echt interessanter\nOrt zu sein.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIch frage mich oft, warum Krieg etwas so\nweit Verbreitetes ist... Wieso sind viele so\nversessen darauf, einander zu verletzen?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIhr sprecht mir aus der Seele. Es sollte als\nVerbrechen gelten, attraktive Personen wie\nuns zum Kämpfen zu zwingen.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch bin umgeben von heißen Quellen aufge-\nwachsen, daher weiß ich ein heißes Bad mehr\nzu schätzen als manch anderer.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0C\nエイリーク\nHeiße Quellen müssen fantastisch sein. Ich frage\nmich, ob es welche gibt in der Welt, aus der ich\nstamme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nNach unserem letzten Gespräch habe ich\nversucht mich zu erinnern, wann ich das letzte\nMal ein schönes Bad genommen habe.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch nehme an, das ist etwas schwierig ohne\nKörper. Ich könnte Euch zu einer heißen Quelle\nmitnehmen, aber das wäre wohl sinnlos.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDann wiederum... vielleicht könnt Ihr auch ohne\nKörper wertschätzen, wie entspannend es dort\nsein kann.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0C\nエイリーク\nEin interessanter Vorschlag. Wir sollten deinem\nDorf einen Besuch abstatten, wenn sich die\nGelegenheit ergibt.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nミスティラ\nLiebt Ihr es als Prinzessin nicht auch, mit den\nSchlosswachen Zeit zu verbringen und im\nSchlossgarten Nickerchen zu halten?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI-ich würde niemals etwas so Verwegenes tun.\nDa, wo ich herkomme, würde man dies als\nziemlich dreist ansehen.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nミスティラ\nIch liebe es, unerkannt an alle möglichen\nOrte zu reisen, wisst Ihr? Habt Ihr so etwas\nschon mal getan?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nエイリーク\nNun, ich bin zumindest innerhalb meines Landes\numhergereist. Leider jedoch nicht zum Vergnü-\ngen... sondern stets nur wegen des Krieges.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDie Art, wie Ihr lebt, hat mich auf den Gedanken\ngebracht, dass Mitglieder einer Königsfamilie\nsich vielleicht mehr Freiheiten erlauben sollten.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nAuf jeden Fall! Wenn die Leute, die ein Reich\nregieren, nicht frei sind, wie können sie dann\nein freies Reich erschaffen?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nエイリーク\nDas ist ein gutes Argument. Allerdings komme\nich auch nicht umhin zu denken, dass ein Land\nmit festen Regeln geführt werden muss.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nDas verstehe ich, wirklich. Je mehr Zeit ich mit\nEuch verbringe, umso mehr begreife ich, dass\nRegeln sehr praktisch sein können.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06メリン\nIch liebe ungewöhnliche Viecher. Sagt mir, gibt\nes irgendwelche seltenen Kreaturen in Eurer\nWelt?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nエイリーク\nZählen auch Monster? Wir haben Skelettritter,\nWiedergänger, Zombies... und menschen-\nfressende Spinnen.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06メリン\nManche Tiere schaffen es, unter extrem harten\nBedingungen zu überleben, wisst Ihr. Das\nrespektiere ich.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nエイリーク\nIch bin mal auf ein Nest von Monstern gestoßen,\ndie in einem Vulkangebiet lebten. Da hatte ich\naber Besseres zu tun, als an Respekt zu denken.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIch muss gestehen, die Zeit, die ich mit dir\nverbracht habe, hat mir geholfen, das\nUnbekannte mehr schätzen zu lernen.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nエイリーク\nIch erkenne nun auch den Charme von\nseltsamen Kreaturen. Du hast mir eine ganz\nneue Perspektive eröffnet.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nIch fühle mich geehrt, Lady Eirika. Es freut mich\nsehr, dass eine Prinzessin wie Ihr meine\nGedanken wertschätzt.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nIch hoffe, wir können uns noch öfter\nunterhalten. Ich will alles über diese\nWiedergänger und Skelettritter erfahren!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIhr redet auf solch noble Weise, Eirika.\nGeschliffene Redekunst ist für Königliche ein\nMuss, ist das nicht so?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHmm, ich habe nie viel darüber nachgedacht. Es\nist schlicht die Art zu reden, bei der ich mich\nam wohlsten fühle.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nPanette, ich kam nicht umhin zu bemerken,\nwie kultiviert auch du sprichst. Ich finde es ganz\nwunderbar... und irgendwie auch niedlich.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nIch habe die Rhetorik anderer studiert, um\ngebildet zu klingen. Dass es niedlich klingt, hat\nmir allerdings noch niemand zuvor gesagt.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nKorrekte Ausdrucksweise ist nicht so wichtig.\nVom Herzen und mit Respekt zu sprechen –\ndas ist es, was zählt.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nVom Herzen zu sprechen... fällt mir schwer.\nIch frage mich, ob Ihr meine wahren Gefühle\nerkennt?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0C\nエイリーク\nJa, ich denke schon. Ich sehe, dass du dich\ndarüber freust, dass wir beide Seite an Seite\nkämpfen können.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nJa, das stimmt. Darüber bin ich froh. Oh, wenn\nIhr mich so einfach lesen könnt, werde ich ganz\nrot!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nIch muss zugeben, Eirika, ich hatte keine\nAhnung, dass Ihr so stark seid! Ich schätze, das\näußere Erscheinungsbild kann trügen, hm?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nエイリーク\nMein Bruder hat viel mit mir trainiert. Und was\nEuch betrifft, Euer freundliches Aussehen trügt\nnicht, denn Ihr seid tatsächlich sehr nett.\x0E\x04\x00\x00
