MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08リュール\nDas letzte Dämonendrachensiegel befindet sich\nalso hier? Im Tempel von Gradlon?\x0E\x04\x00\x00
MID_BT6_#005	\x0E\x05\x01 \x12M025_ルミエル\nAngry\nEs scheint, als hätte jeder eine Zukunft.\nUnd Hoffnungen und Träume.\x0E\x04\x02\x00
MID_BT6_#006	\x0E\x05\x01"\x12M025_ルミエル\x0CStrike\nWarum solltest du solche Schätze bekommen,\nwährend sie mir verwehrt bleiben? Das ist\nungerecht!\x0E\x04\x02\x00
MID_BT6_#007	\x0E\x05\x01 \x12M025_ルミエル\nAngry\nVerschwinde, ein für alle Mal!\x0E\x04\x02\x00
MID_BT6_#008	Hinfort mit dir!\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01\x1E\x12M025_ルミエル\x08Pain\n\x0E\x03\x02\x14\x12M025_ルミエル\nDie Zeit vergeht zu schnell. Ich kann nicht\nmithalten...\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEs tut mir so leid, Mutter.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x02\x0A\x08ルミエル\n\x0E\x06\x03\x00? Diese Stimme...\nBist du das, mein Kind?\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\n \x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ルミエル\nHnnng... Du scheinst... meinen Ring\nendlich erhalten zu haben?\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nMutter! Du bist wieder du selbst!\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08ルミエル\nHast du dich an das Versprechen erinnert,\ndas ich dir gegeben habe?\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08リュール\nJa! An jedes Wort, das du mir gesagt hast,\nbevor ich zu schlafen begann.\x0E\x04\x02\x00
MID_ED1_#008	Siehst du? Ich bin jetzt eines der Embleme.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ルミエル\nMein Kind, ein Emblem? Ich traue meinen Augen kaum.\nDu musstest dich sicher sehr dafür anstrengen.\x0E\x04\x02\x00
MID_ED1_#011	\x0E\x03\x02\x0A\x08リュール\nJa, aber ich bin froh, dir zeigen zu können, was aus\nmir geworden ist. Ich wollte dich nur stolz machen.\x0E\x04\x02\x00
MID_ED1_#013	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0A\x08ルミエル\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAh! Es sieht aus,\nals würde Königin Lumera... verschwinden.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08ヴェイル\nDie Verzerrung verlässt ihren Körper, sie muss\nalso jetzt gehen. Wir können nichts dagegen tun.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEs tut mir so leid, Mutter. Offenbar werden wir\nein weiteres Mal voneinander getrennt...\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08ルミエル\nDu irrst dich... Seit dem ersten Moment unserer\nVerbindung war ich immer an deiner Seite.\x0E\x04\x02\x00
MID_ED1_#017	Die Jahre nach dem Verlust meiner Familie waren düster,\nder Schmerz unerträglich. Doch dann traf ich dich.\x0E\x04\x02\x00
MID_ED1_#018	Auch wenn ich dich vermisste, während du schliefst,\nwusste ich, dass du eines Tages aufwachen würdest.\x0E\x04\x02\x00
MID_ED1_#019	Wie könnte ich mit diesem Wissen je einsam sein?\nWir beide... werden nie wieder getrennt sein.\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x0A\x08リュール\nMir geht es genauso. Seitdem wir uns begegnet\nsind, habe ich mich nie wirklich einsam gefühlt.\x0E\x04\x02\x00
MID_ED1_#021	Du hast mir die Wärme wahrer Verbundenheit\ngezeigt, und diese ist stärker als der Tod.\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x0A\x08ルミエル\n\x0E\x06\x03\x00, du warst immer... mein strahlendes\nLicht. Ich bin so dankbar, dich als Kind zu haben.\x0E\x04\x00\x00
MID_ED1_#023	\x0E\x03\x02\x0A\x08リュール\nDanke, Mutter. Dein Kind sein zu dürfen,\nist mein größtes Glück.\x0E\x04\x02\x00
MID_ED1_#024	Wenn wir uns je wiedertreffen, möchte ich mehr\nZeit mit dir verbringen. Versprochen?\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0A\x08ルミエル\nDas werden wir, mein Kind. Ich werde mich... an\ndieses Versprechen erinnern. Und auch an dich.\x0E\x04\x02\x00
MID_ED1_#026	Aaah... Der Himmel über mir ist so schön...\x0E\x04\x02\x00
MID_ED1_#027	Genau wie jener... den ich an dem Tag sah,\nals du deine Augen wieder geöffnet hast.\x0E\x04\x02\x00
MID_ED1_#028	Von nun an... musst du alles beschützen...\nAlles... unter diesem... wunderschönen Himmel.\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x01\x0A\x08ルミエル\n\x0E\x03\x02\x0A\x08リュール\nDas verspreche ich.\x0E\x04\x00\x00
MID_ED1_#030	\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nBruder, ich...\x0E\x04\x00\x00
MID_ED1_#030_F	\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nSchwester, ich...\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08リュール\nEs geht mir gut. Sei bitte nicht traurig für mich.\x0E\x04\x02\x00
MID_ED1_#032	Mutter ist... an den Ort zurückgekehrt, an den sie\ngehört. Ich weiß, dass wir uns wiedersehen werden.\x0E\x04\x02\x00
MID_ED1_#033	Es ist Zeit weiterzugehen.\nWir müssen die Barriere überprüfen.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDie Barriere verschwindet. Wir haben sie\nendlich zerstört.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08ヴェイル\nAber sieh dir an, was mit dem Himmel passiert\nist...\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\nSombron hat das Portal geöffnet.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08ヴェイル\nPapa... Er ist dort.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06マルス\nWenn das so weitergeht, wird die Macht der\nanderen Welten hindurchströmen und diese\nWelt wird zerstört.\x0E\x04\x02\x00
MID_ED2_#006	Elyos wird sein Ende finden.\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x0A\x08リュール\nNein, das werde ich nicht zulassen. Meine\nMutter hat mir diese Welt anvertraut.\x0E\x04\x02\x00
MID_ED2_#008	Ich werde alle beschützen... Alle, die unter\ndiesem Himmel leben.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06マルス\nHm.\x0E\x04\x02\x00
MID_ED2_#010	Ich habe keinen Zweifel, dass eine Welt, die\nvon Euch regiert wird, ein wunderschöner\nOrt sein wird.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08リュール\nWarum sagt Ihr das?\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x08\x06マルス\nEs musste gesagt werden.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nIhr müsst mir helfen, diese Welt zu schaffen,\nMarth. Sie zu beschützen. Für immer.\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x02\x08\x06マルス\nHm. Für immer.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08リュール\nDann ist dies ein Versprechen.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x01\x08\x06マルス\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMir gefällt der Gedanke einer von\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin \x0E\x06\x03\x00 regierten Welt.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nWie haben sich Eure Truppen geschlagen?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nWir behandeln momentan unsere Verwundeten\nund sollten bald in der Lage sein, aufzubrechen.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr steht unerschrocken und voller Hoffnung vor\ndem letzten Kampf. Ich kann noch viel von Euch\nlernen.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\nWenn dieser Krieg vorbei ist und wir Zeit\nfür den Wiederaufbau hatten, möchte ich all\nEure Länder sehen.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x0A\x08リュール\nBringt die Embleme mit.\x0E\x04\x02\x00
MID_ED2_#022	Nachdem sie so lange in den Ringen eingesperrt\nwaren, würden sie sicher gerne die Welt sehen.\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJa. Nun, da die Macht der zwölf Ringe genutzt\nwurde, wird niemand versuchen, sie zu stehlen.\x0E\x04\x02\x00
MID_ED2_#024	Die Embleme werden sicher sein. Sie können bei\nuns bleiben und gehen, wohin sie möchten.\x0E\x04\x00\x00
MID_ED2_#025	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nWir werden ihnen unsere Länder zeigen und sie\nunseren Bürgern vorstellen. Man wird sie als\nKriegshelden ansehen.\x0E\x04\x00\x00
MID_ED2_#026	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x02\x0C\nミスティラ\nIch sage nicht nein zu einem neuen Kameraden\nzum Zelten. Oder auch zwei! Ich hoffe, sie\nsingen gerne.\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nIch glaube, dass die Embleme aufgrund ihrer\nErfahrungen gute Berater für den Wiederaufbau\nElusias sein werden.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nDas ist etwas Schönes, nicht wahr? Etwas zu\nhaben, worauf man sich freuen kann. Etwas,\nwofür man kämpfen kann.\x0E\x04\x02\x00
MID_ED2_#029	Zum ersten Mal im Leben freue ich mich auf\ndie Zukunft.\x0E\x04\x00\x00
MID_ED2_#030	\x0E\x03\x02\x0A\x08リュール\nBevor wir diese Zukunft erreichen, müssen wir\nuns Sombron stellen. Bist du bereit dafür,\nVeyle?\x0E\x04\x00\x00
MID_ED2_#031	\x0E\x03\x02\x0A\x08ヴェイル\nDas bin ich. Ich habe keine Angst, mich gegen\nihn zu behaupten.\x0E\x04\x02\x00
MID_ED2_#032	Ich war so einsam und konnte es mir nicht\neingestehen, aber... er ist schon lange nicht\nmehr mein Vater.\x0E\x04\x02\x00
MID_ED2_#033	Es gibt also keine Verbindung mehr, die ich\nbeenden könnte.\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0C\nヴァンドレ\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche, unsere verwundeten Soldaten\nwurden allesamt behandelt.\x0E\x04\x00\x00
MID_ED2_#036	\x0E\x03\x02\x0A\x08リュール\nDanke, Vander.\x0E\x04\x02\x00
MID_ED2_#037	Lasst uns aufbrechen. Der letzte Kampf steht\nendlich bevor.\x0E\x04\x00\x00
MID_ED2_#038	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\n...\x0E\x04\x02\x00
MID_ED2_#039	Diese Reise hat Euch und Eure Verbündeten\nso viel stärker gemacht.\x0E\x04\x02\x00
MID_ED2_#040	Ich wünschte, ich könnte hierbleiben und Euch\nallen helfen, eine friedliche Welt zu schaffen.\x0E\x04\x02\x00
MID_ED2_#041	Aber vielleicht müssen wir schon bald getrennte\nWege gehen.\x0E\x04\x00\x00
