MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nEs tut gut, dass wir reden können, nachdem\nich so eine lange Zeit schweigend über Euch\ngewacht habe, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06マルス\nDeine Bitte macht mich ein wenig verlegen, aber\nja, du darfst das. Ich freue mich darauf, den\nRoman zu lesen.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nDanke, Sir Marth. Ich danke Euch. Ich\nhoffe, Euch gefällt mein Werk. Prinz Diamant\nscheint es auf jeden Fall immer zu gefallen.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06マルス\nDas ist eine verlässliche Bewertung. Ich kann\nes kaum erwarten, zu sehen, welcher Charakter\naus mir wurde!\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nスタルーク\nOooh! Es tut mir leid, Lord Marth! Embleme\nwie Ihr sollten niemals eines Individuums wie\nmir ansichtig werden!\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06マルス\nEs... ist schon gut. Sprecht nicht auf solch eine\nArt über Euch. Ihr seid unter Freunden!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nスタルーク\nIhr seid so charmant, Lord Marth. Ich wünschte,\nich hätte nur einen Bruchteil Eures Charismas.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06マルス\nIhr bringt vieles mit, das man an Euch mögen\nkann, Alcryst. Ich hoffe, Ihr werdet eines Tages\nso weit sein, es zu erkennen.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nスタルーク\nIhr seid wirklich unglaublich, Lord Marth. Ich\nentschuldige mich, so eine Enttäuschung zu\nsein.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06マルス\nEnttäuschung? Niemals. Ihr seid ein Talent im\nUmgang mit dem Bogen und im Kampf für\nEuer Königreich!\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nAber dann hört die Liste auch schon auf.\nDas sind die einzigen Dinge, die ich zu tun\nvermag.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06マルス\nNein, Alcryst. Das sind nicht die einzigen Dinge,\ndie Ihr tun könnt. Das sind die Dinge, die\neinzig Ihr tun könnt.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDu verfügst über eine unglaubliche Kraft, Lapis.\nUnsere Gegner sind erbittert, aber zusammen\nwerden wir den Frieden zurückerobern.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nIch bin nicht sicher, wie hilfreich ich sein werde,\naber ich versuche es. Wünschen wir einander\nauch Glück. Kann ja nicht schaden, hm?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDu bist sehr erfinderisch, Lapis. Deine vielen\nkleinen Anstrengungen summieren sich und\nhelfen uns, diesen Krieg zu gewinnen.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nIch helfe gern! Kann ich für Euch auch irgend-\netwas basteln, Marth? Vielleicht eine putzige\nHalterung für Euren Ring?\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ラピス\nMarth? Wenn Ihr einen lieben Freund hättet, den\nIhr vielleicht nie wiedersehen könntet... Wie\nwürdet Ihr damit umgehen?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06マルス\nDas wäre eine schreckliche Situation... Mit ihm\nsprechen zu wollen und es nicht zu können...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06マルス\nAber selbst dann würde ich oft an ihn denken.\nJedes der Bande, die wir geknüpft haben,\nhätte so Bestand.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nJa! Das denke ich auch! Ihr werdet immer mit\nihm verbunden sein, egal, was passiert. Ich\ndanke Euch, Marth.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDanke, dass Ihr uns Eure Macht leiht, Marth.\nIch werde alles tun, um Euch Eure Freundlich-\nkeit zu vergelten.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06マルス\nEs ist offensichtlich, dass du dein Königreich\nliebst, Citrinne. Wir werden gemeinsam\nkämpfen, bis wieder Frieden eingekehrt ist.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMarth... Denkt Ihr, ich sei in einer Schlacht von\nNutzen? Ich weiß, dass ich an meiner Magie\nnoch sehr arbeiten muss...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06マルス\nDu schlägst dich gut, Citrinne, und du wirst mit\njedem Tag stärker. Ich glaube an dich.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAlcryst setzt sehr viel Vertrauen in dich. Es gibt\neine familiäre Nähe zwischen euch beiden, wenn\nich mich nicht täusche.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nAlcryst und ich sind Cousin und Cousine! Wir\nsind zusammen aufgewachsen, daher fühlen wir\nuns in der Gesellschaft des anderen recht wohl.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nDas gilt auch für Diamant. Ich sehe in dem\nKronprinzen keinen makellosen Krieger... Ich\nsehe nur Diamant.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06マルス\nBeziehungen brauchen Zeit und Vertrauen. Wie\nwundervoll. Ich hoffe, eines Tages wird uns dies\nebenfalls gelingen.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nIn so kurzer Zeit ist so viel geschehen.\nUnd es gibt noch viel mehr zu tun.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06マルス\nIhr habt sehr viel durchgemacht. Wir werden\ndafür kämpfen, dass niemand mehr so etwas\nerdulden muss.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nEs ist seltsam. Ich fühle mich in Euer Nähe\nirgendwie wohl – so, als ob ich Euch alles\nanvertrauen könnte.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06マルス\nDas freut mich zu hören. Wann immer Ihr\njemanden braucht, der Euch zuhört, bin ich für\nEuch da.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nManchmal wünsche ich mir, ich würde Eure\nFähigkeit besitzen, allen bedingungslos zu\nvertrauen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06マルス\nIhr vertraut Eurem Volk, nicht wahr? Und Ihr\nhabt Euren Verbündeten genug vertraut, um\nihnen diese Ringe zu überlassen.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nDas stimmt. Ich glaube, die Zeit, die ich mit\nunseren Verbündeten verbracht habe, führte\ndazu, dass ich sie beschützen möchte.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06マルス\nDie Bande, die wir mit anderen knüpfen,\nmachen uns stets stärker.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMeine... Hauptbetätigung... zielt darauf ab, uns\nden Sieg zu holen. Für dieses Ziel, Marth, stehe\nich Euch zur Verfügung.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06マルス\nDas ist nett von Euch, aber ich lehne eine\nDienstleistung ab. Kämpfen wir gemeinsam,\nals Gleiche.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIhr arbeitet zu hart, Zelkov. Ein wenig Erholung\ndann und wann würde Euch guttun.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nIch weiß Eure Anteilnahme zu schätzen, aber\nsie ist unnötig. Ich fürchte... Müßiggang... mehr\nals das Fehlen von Erholung.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nDer Verlust meiner Familie hat mich mit einer\nLeere zurückgelassen, die nicht einmal...\nRache... füllen konnte.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06マルス\nIch kenne diesen Verlust nur zu gut – und\nebenso die Leere, die ihm folgt.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nFür Prinzessin Ivy zu kämpfen, verschafft mir...\nErleichterung... Ich danke Euch, dass Ihr mir die\nKraft dazu gebt.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06マルス\nKein Grund, mir zu danken. Ich hoffe nur,\ndass Euer Gefühl der Leere mit dem Ende des\nKrieges ebenfalls ein Ende findet.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth! Möge das starke Band unserer Freund-\nschaft bis in alle Ewigkeit bestehen.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06マルス\nSo sei es. Lass uns gemeinsam als Freunde\nkämpfen, von nun an bis zum Ende.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nErzählt mir etwas über Eure Heimat. Ich möchte\nganz besonders etwas über die größten Kämpfer\ndort hören!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06マルス\nWir hatten viele großartige Schwertkämpfer, wie\ndu einer bist, in unseren Reihen. Die Rote Klinge\nfällt mir da ein.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth! Ich habe Eure Zukunft gesehen! Würdet\nIhr gerne wissen, was sie für Euch bereithält?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06マルス\nMeine Zukunft? Das ist eine schwerwiegende\nEntscheidung, aber ich muss zugeben, dass ich\nneugierig bin. Was hast du gesehen?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nIhr werdet in unserem nächsten Kampf eine\nmächtige Haltung annehmen! Ich nehme an,\ndas heißt, dass wir gewinnen werden.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06マルス\nEine vielversprechende Vorhersage, in der Tat.\nIch freue mich schon darauf, diesen Sieg mit\ndir zu erringen.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr seid beliebt, nicht wahr, Marth?\nFür so etwas habe ich ein Auge.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06マルス\nNicht in der Art, wie Ihr das meint, davon gehe\nich nicht aus. Aber ich war mit vielen Verbün-\ndeten gesegnet.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIch bewundere Euch, dass Ihr so lange in Elusia\ngeblieben seid. Es war edel von Euch, den\nLeuten dort zu helfen.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nDas hätte mein Vater auch getan.\nEr dachte immer zuerst an sein Königreich.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIch werde tun, was immer auch nötig ist, um\nmeiner Schwester dabei zu helfen, unser\nKönigreich wieder aufzubauen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06マルス\nIch war ebenfalls gezwungen, aus meiner durch\nKrieg gezeichneten Heimat zu fliehen. Das ist\nlange her. Ich hatte die gleiche Entschlossenheit.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nWie ist es für Euch ausgegangen? Konntet\nIhr den Glanz Eures Heimatlandes zurück-\nbringen?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06マルス\nJa, mit der Hilfe der Verbündeten, von denen\nich Euch erzählt habe. Ich glaube daran, dass Ihr\ndies auch für Elusia tun werdet.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nHey Marth! Könnt Ihr mir ein Lächeln schenken?\nPerfekt. Ihr seht bezaubernd aus!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06マルス\nIch bin nicht sicher, ob mich schon mal jemand\nso genannt hat. Aber ich bin geschmeichelt.\nDanke.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nEinige niedliche Kleidungsstücke würden Euch\nguttun. Ihr würdet großartig in Kleidung aus-\nsehen, wie ich sie trage.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06マルス\nIch weiß die Idee zu schätzen. So wunderbar\ndein Stil auch ist – ich glaube, für mich ist das\nnichts.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nIn der Schule war ich ein recht hoffnungsloser\nFall. Ich war viel zu sehr mit allem Möglichen\nbeschäftigt, um irgendetwas zu schaffen.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06マルス\nDas hätte ich nie vermutet, so gebildet, wie\ndu jetzt bist. Was hat sich geändert?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nIch traf Hortensia. Wenn sie mich nicht immer\nangetrieben hätte, hätte ich die Kurve niemals\ngekriegt.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06マルス\nAuch bei mir sind meine Freunde verantwortlich\nfür meine feineren Qualitäten. Sehen wir zu,\ndass wir uns gegenseitig positiv beeinflussen.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nOhne den Ring, den du zurückgegeben hast,\nwären wir verloren gewesen. Ich danke dir,\nGoldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWie ich sehe, versteht Ihr Euch darauf, Kompli-\nmente zu machen. Ich glaube, wir werden gut\nmiteinander auskommen, Marth.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs tut mir leid, wenn ich euch vollständig in\nden Schatten stelle, Marth. Aber auch Ihr\nbesitzt Euren Charme.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06マルス\nKein Grund zur Sorge. Diese Armee besitzt viele\nPersönlichkeiten, die charmanter sind, als ich es\nbin.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs mag heutzutage schwer vorstellbar sein, aber\nich war früher selbstgefällig und nur schwer zu\nmotivieren.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06マルス\nDas ist in der Tat schwer vorstellbar. Wie bist\ndu zu der Goldmary geworden, die du heute\nbist?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDie Schlachten holten mich ein. Der Krieg ist\nein grausamer, aber erfolgreicher Lehrer. Er\nsorgte dafür, dass ich mehr sein wollte.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06マルス\nIch bin in meiner Jugend ebenfalls dem Krieg\nbegegnet, so wie du. In der Beziehung scheinen\nwir uns ähnlich zu sein.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nIch liebe so ziemlich alles, was Spaß macht. Wie\nist es mit Euch? Was unternehmt Ihr so aus\nSpaß an der Freude?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06マルス\nDarüber habe ich mir noch keine Gedanken ge-\nmacht. Aber zu lernen, Spaß zu haben, klingt\nnach... Spaß. Würdet Ihr es mir beibringen?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nHey, Marth! Ich habe ein Lied für Euch ge-\nschrieben. Ihr wisst schon, eine kleine Melodie\nals Inspiration. Möchtet Ihr sie hören?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06マルス\nIhr seid zu... nett. Ich würde sie liebend gerne\nhören, doch ich frage mich, ob Ihr sie... still\nsingen könntet.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nIch hatte so viel Spaß bei meinem Ausflug und\ndem Zelten im Freien! Ich habe alle möglichen\nLeute getroffen und die ganze Nacht gefeiert.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06マルス\nIch war überrascht zu hören, dass Ihr im Freien\nübernachtet habt. Ihr genießt recht große\nFreiheit für eine Prinzessin.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nJa, das ist richtig gut für mich. Diese Freiheit,\ndie wir alle genießen, ist der Grund, warum ich\nversuche, Solm zu beschützen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06マルス\nAuf Euren Reisen habt Ihr viele Freunde ge-\nwonnen, und ich bin dankbar, dass Ihr\nmich als einen von ihnen anseht.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIch muss sagen, du hast dich in der Schlacht\nelegant geschlagen, Merrin. Ich konnte meinen\nBlick kaum von dir abwenden.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nEs freut mich, das von Euch zu hören, Sir Marth.\nIch hoffe, ich werde Euch auf dem Schlachtfeld\nniemals enttäuschen.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nIch muss zugeben, ich bekomme von Süßig-\nkeiten niemals genug. Möchtet Ihr auch mal\nprobieren, Sir Marth?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06マルス\nIch bin sicher, sie sind köstlich, aber leider kann\nich nichts zu mir nehmen. Es macht mir aller-\ndings Freude, die schönen Farben anzusehen.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nIn Solm werden die Anführerrollen stets an\nFrauen vererbt. Eines Tages werde ich die\nMatriarchin meiner Heimatstadt sein.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06マルス\nWenn einst wieder Frieden herrscht und es so\nweit ist, wirst du dann keine Ritterin mehr sein\nkönnen?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nNein, ich kann mit Freude sagen, dass meine\nPrinzessin es mir erlaubt hat, beide Rollen\nauszufüllen.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06マルス\nSie ist in der Tat eine weise Frau. Du wirst\nbestimmt die... großartigste Matriarchin sein,\ndie es je gegeben hat.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パネトネ\nWelch prächtige Ehre es ist, an Euriger Seite zu\nkämpfen, Lord Emblem! Ich soll Euch in der\nSchlacht wohl niemals enttäuschen!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06マルス\nKein Grund für diese Förmlichkeit. Ich bin ein\nEmblem, aber ich ziehe es vor, wenn du mich\nals deinesgleichen ansiehst.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nWo hast du gelernt, dich auf diese Weise zu\nschminken? So etwas in der Art habe ich noch\nnie gesehen.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nIch habe darüber in einem alten solmer Text\ngelesen. Die Bemalung soll jenem magischen\nSchutz gewähren, der sie trägt.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIch bin neugierig, Panette. Wie wurdest du zu\nTimerras Getreuen?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nIch hatte mein Heim nach Unerfreulichkeiten\nverlassen, und dann traf ich auf die Chefin. Wir\nhaben uns sofort verstanden.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nIch wusste gar nicht, dass sie eine Königliche\nist, bis sie mich fragte, ob ich ihre Getreue sein\nwolle. Stellt Euch nur meine Überraschung vor.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06マルス\nUnerwartete Beziehungen können unsere Leben\nverändern. Ich hoffe, unsere ist für dich von\nBedeutung.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nフォガート\nAll dieses Kämpfen erschöpft einen. Was wir\nbrauchen, ist ein großes Bankett, um Schwung\nin die Bude zu bringen.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06マルス\nEin Festessen kann ein guter Weg sein, Leute\nzu motivieren. Und auch wenn ich nicht essen\nkann, so kann ich mich doch unterhalten.\x0E\x04\x00\x00
