MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08リュール\nIch kämpfe, um die Welt zu retten, die meine\nMutter so liebte. Aber ich benötige Eure Hilfe,\nLeif.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nRedet Ihr mit mir?! Oh, Leif, Euer nettes Herz\nmacht mich ganz nervös... Ich bin nicht würdig.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nWarum steht Ihr so weit von mir entfernt,\nAlcryst? Bitte kommt doch etwas näher.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nSo majestätisch... So königlich... Huch? Oh!\nNein, ich danke Euch, Leif. Ich bin hier am\nRande gut aufgehoben.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nスタルーク\nBrodia ist für seine wertvollen Edelsteine\nbekannt, aber ich kämpfe für unser Volk.\nDas ist unser wahrer Schatz.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06リーフ\nDas klingt nach der Haltung eines wahren\nAnführers. Brodias Bürger müssen stolz auf\nEuch sein, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nN-nein, das kann nicht sein. Wie könnten sie?\nWenn die Bürger die Edelsteine sind, dann bin\nich eher so ein... Kiesel.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06リーフ\nIhr messt Eurem Volk einen Wert bei. Ich bin\nsicher, dass es Euch ebenfalls wertschätzt.\nIch jedenfalls tue das.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06ラピス\nMmh, Zuckerwasser ist so ein gutes Stärkungs-\nmittel... Ah! Leif?! Seid Ihr schon die ganze Zeit\nhier?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06リーフ\nUnglaublich! Es gibt so viele Wege, Zucker\nzu sich zu nehmen... Du bist so bewandert,\nLapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nJätest du hier in deiner Pause Unkraut?\nDu bist wirklich sehr fleißig, Lapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nFleißig? Ich weiß nicht. Ich stocke einfach\nmeinen Proviant etwas auf – äh, ich meine,\nähm... Jepp! Ich jäte Unkraut!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nThracia war in weiten Teilen unfruchtbares\nLand. Das führte zu Kriegen zwischen dem\nNorden und dem Süden.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nIch wette, dort gelangte man nur schwer an\nLebensmittel. Da fällt mir ein... Habt Ihr schon\nmal einen Bären gegessen?\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06リーフ\nWir sind nicht vielen Bären begegnet...\nAber dafür sehr vielen Wyvern.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nWyvern habe ich noch nie probiert... Wie\nschmecken die? Wie lange ist ihr Fleisch\nhaltbar? Erzählt mir mehr davon!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nOh! Entschuldigt, Leif. Ihr dachtet bestimmt, ich\nwürde Euch wütend anstarren. Das ist nur\nmein entspannter Gesichtsausdruck.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06リーフ\nDas habe ich ganz und gar nicht gedacht,\nCitrinne. Ihr strahlt sehr viel Warmherzigkeit\naus.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCitrinne, verrate mir, warum du die Getreue\nvon Alcryst werden wolltest.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nEr ist mein Cousin. Ich wollte ihn beschützen,\ndaher habe ich mit meiner Familie gesprochen...\nund nun bin ich hier!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIch bin aufgrund meiner familiären Verbindung\nAlcrysts Getreue geworden. Meine Fähigkeiten\naber... könnten besser sein.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nIch arbeite hart daran, mich zu verbessern, aber\nalle anderen sind so stark. Ich glaube nicht,\ndass ich das jemals aufholen werde.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06リーフ\nVersuche, dich nicht zu hetzen. Stärke in einer\nSchlacht zu beweisen ist nichts, was man über\nNacht lernt.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06リーフ\nAbgesehen davon zählen deine Verbündeten\nnicht nur aufgrund deiner Stärke auf dich. Das\ngilt gewiss für mich.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEure Macht wurde gegen Euren Willen benutzt...\nIhr müsst wütend sein.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06リーフ\nNein, gar nicht, Ivy. Ich fühle mich geehrt, an\nEurer Seite kämpfen zu dürfen.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEs gibt so viel, das getan werden muss, und\ndoch scheine ich nur dazu fähig zu sein, mich in\nmeinem eigenen Bedauern zu suhlen.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06リーフ\nEine ehrliche Selbstprüfung ist niemals leicht.\nDoch fasst Mut – Ihr werdet eine gute Königin\nsein.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nIch wünschte, ich wäre mehr wie Ihr und \x0E\x0A\x00\x10\x06der\x06die\nGöttliche. Ihr beide seid ehrlich und rein.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nIch möchte, dass man mir glaubt – an mich\nglaubt. Wenn ich es laut ausspreche, klingt\ndas lächerlich.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06リーフ\nDas ist überhaupt nicht lächerlich. Ich wage zu\nbehaupten, Euer Wunsch hat sich bereits erfüllt.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06リーフ\nIhr seid umgeben von Freunden und Verbün-\ndeten. Sie glauben an Euch. So wie ich.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nDu beeilst dich stets, nach einer Schlacht sofort\neine neue Beschäftigung zu finden, Zelkov.\nIst alles in Ordnung?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nEure Sorge ist unnötig. Ich kehre einfach zu\nmeinen Betätigungen zurück, die mich...\nerhalten.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nVielleicht könntest du mir beibringen, wie man\nHeilmittel herstellt. Es wäre für mich von\nNutzen, dies zu können.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nAuf keinen Fall. Heilmittel herzustellen ist\nmeine... Aufgabe. Was würde ich tun, wenn Ihr\nmich ersetzen würdet?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nWas habt Ihr... vor... nachdem wir unsere\nZiele erreicht haben?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06リーフ\nWenn alles geschafft ist und es keinen Grund\nmehr gibt, mich zu rufen, dann werde ich wohl\nin meinen Ring zurückkehren.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nBereitet Euch die Aussicht auf... Müßigkeit...\nin diesem Ring nicht Sorge? Seid Ihr darin\nüberhaupt bei Bewusstsein?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06リーフ\nEs ist wie schlafen. Vielleicht wird es mich\nzufriedenstellen, von den Zeiten zu träumen,\ndie wir beide gemeinsam verbrachten.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nBitte fragt, wenn Ihr etwas braucht, Leif. Ich\nbin immer glücklich, wenn ich meinen liebsten\nFreunden helfen kann.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06リーフ\nDanke, Kagetsu. Niemand hat mich bisher so\nschnell einen liebsten Freund genannt wie du.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nIhr seid erfahren im Umgang mit dem Schwert.\nKommt, zeigt mir mal Eure Fertigkeiten!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06リーフ\nDu möchtest einen Übungskampf? Gut. Ich\nwerde dir mit Freude die Schwertfertigkeiten\nvon Leonster zeigen.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nErzählt mir mehr Geschichten von Eurer\nWelt, Leif. Ich bin sehr neugierig.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06リーフ\nIch habe dir eigentlich schon fast alles erzählt,\nwas es zu erzählen gibt. Bald werden die\nThemen für Geschichten erschöpft sein.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nMeine Neugierde ist nicht mal annähernd er-\nschöpft! Erzählt mir mehr! Ich will zufrieden\nsein!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06リーフ\nHa! Nun gut. Lass mich dir von einer Schlacht\nerzählen, deren Ausgang von der Wirksamkeit\nvon „Todeslöchern“ abhing...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIhr habt meine Schwester aus nächster Nähe\nkämpfen gesehen, Leif. Ich weiß, dass sie gut\nist. Reiche ich an sie heran?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06リーフ\nEure Fähigkeiten sind wirklich beeindruckend.\nIch freue mich schon, mehr davon auf dem\nSchlachtfeld zu sehen.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEs wird Zeit. Wir müssen los, Hortensia. Seid Ihr\nso weit? ...Ist etwas mit Eurem Kopf nicht in\nOrdnung?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nIch versuche, mein Haar zu richten! Ihr erwartet\nvon mir doch nicht etwa, dass ich SO in\ndie Schlacht ziehe, oder?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDenkt Ihr, es ist in Ordnung, daran zu glauben,\nworan ich glauben möchte, selbst wenn mein\nLand den Dämonendrachen verehrt?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06リーフ\nWenn Ihr mich das fragt, dann würde ich sagen,\nIhr habt die Antwort, die Ihr sucht, bereits\ngefunden.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nHmpf. So kann man der Frage auch aus-\nweichen. Könnt Ihr mir bitte einfach eine\nBestätigung geben?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06リーフ\nHahaha, ich bin der Meinung, Ihr solltet tun,\nwas sich für Euch richtig anfühlt. Und ich werde\nEuch mit Freuden bei der Entscheidung helfen.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nNiedlichkeit ist die höchste Tugend. Ich habe\nnoch nie etwas Niedliches gesehen, das ich\nnicht geliebt habe.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06リーフ\nEinfache und geradlinige Werte haben etwas\nfür sich. Gut für dich.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nWas motiviert dich, ein Soldat zu sein, Rosado?\nDer Krieg hat nichts Niedliches an sich.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nNatürlich nicht. Aber ich kämpfe, damit jeder\ndie Chance hat, niedlich zu sein.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEs ist an der Zeit, dass wir Eure Niedlichkeit\nvollständig ausnutzen, Leif. Seht Euch dies mal\nan!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06リーフ\nDas ist ein recht farbenfrohes Gewand. Und\ndie Perücke ist auch sehr schön. Ist beides...\nfür mich?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nNatürlich! Niedlichkeit ist die höchste Tugend,\nerinnert Euch. Leistet Euren Beitrag dafür, ja?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06リーフ\nBedauerlicherweise kann ich das nicht. So\nschön die Sachen auch sein mögen, mir fehlt\ndie Körperlichkeit, um beides zu tragen.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nWisst Ihr, Leif, ich würde es Euch nicht\nvorwerfen, wenn Ihr Gefühle für mich\nentwickeln würdet.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06リーフ\nIch empfinde bereits etwas für dich, Goldmary.\nIch glaube, du und ich werden gute Freunde.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs tut mir leid, wenn meine überwältigende\nAnmut Euch im Kampf ablenkt. Ich fürchte,\ndas liegt jenseits meiner Kontrolle.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06リーフ\nEs gibt keinen Grund, dich zu entschuldigen.\nSollte ich zufällig abgelenkt gewesen sein,\ndann war das mein Fehler, nicht deiner.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nIst irgendetwas? Du scheinst niedergeschlagen\nzu sein.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch muss daran denken, wie oft ich andere\nin der Schlacht durch meine verführerische\nEleganz abgelenkt habe.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIst es selbstsüchtig von mir, wenn ich möchte,\ndass Ihr – selbst mitten in einem Krieg –\nbemerkt, wie bezaubernd ich bin?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06リーフ\nMach dir darüber keine Sorgen, Goldmary.\nDu bist eine gute Verbündete auf dem Schlacht-\nfeld.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEs ist mir eine Freude, Euch kennenzulernen,\nTimerra. Ich gelobe, mein Bestes zu tun – und\nso Eure Freundschaft zu gewinnen.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nDas Vergnügen ist ganz meinerseits. Oh, da\nfällt mir doch ein Liedchen ein! ♪La-la-Leif,\nLeif, Leif, die Zeit für eine Grillparty ist reif!♪\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nミスティラ\nIhr wisst doch eine Dame mit einem Sinn\nfür Stil zu schätzen, liege ich da richtig?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06リーフ\nOh, äh, ja. Einst liebte ich eine Dame, die ich\nfür recht stilvoll hielt.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nIst etwas, Timerra? In letzter Zeit höre ich Euch\ngar nicht mehr singen. Das ist recht ungewöhn-\nlich für Euch.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nOh Leif, ich habe ein Lied darüber geschrieben,\nwie sehr ich Embleme liebe. Aber niemand will\nes sich anhören.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06リーフ\nÜber Embleme, sagt Ihr? Ich, als Emblem, würde\nes mit Freuden hören.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nEhrlich?! Ihr seid der Beste. Ich werde es aus\ndem Herzen heraus singen, nur für Euch!\nHört zu...\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nSir Leif, würdet Ihr wohl die letzte Schlacht\nmit mir besprechen? Ich möchte Eure ehrliche\nMeinung über etwas hören.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06リーフ\nNatürlich! Ich teile gerne, was ich weiß oder\nwas ich denke.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMerrin, ich habe verschiedenfach bemerkt, dass\ndu Tiere vorsichtig beobachtest. Warum tust\ndu das?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nIch liebe es, Dinge, die ich bewundere, zu\nstudieren. Ehrlich gesagt habe ich Euch\nauch dann und wann beobachtet, Sir Leif.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nWenn wieder Frieden herrscht, möchte ich auf\nReisen gehen. Mein Traum ist es, Tiere zu\nsehen, die noch niemand zuvor gesehen hat.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nIch bin natürlich schon sehr oft gereist, aber\nes gibt so viel zu sehen. Sir Leif, wovon träumt\nIhr?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06リーフ\nIch denke, ich träume davon, meinen Heimatort\nblühend und friedlich zu sehen.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06リーフ\nAber das ist mein Traum als König. Vielleicht\nsollte ich meinen persönlichen Traum finden;\nso, wie es dir gelungen ist.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nPanette! Warum befindet sich ein Insekt\ngefangen in dieser Flasche?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nWeil ich es behalten will, deswegen. Seht es\nEuch mal an! Seine Farben sind einfach atem-\nberaubend schön.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nZeit, dieses dämliche Unkraut zu jäten. Raus\nhier! Oh, Leif! Wie kann ich Euch denn behilflich\nsein?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06リーフ\nOh, nun, ich dachte, ich könnte dir bei der\nGartenarbeit helfen. Aber du scheinst alles\nfest im Griff zu haben.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIhr kommt gerade im richtigen Moment. Ich\nwollte gerade einen Bissen zu mir nehmen.\nMöchtet Ihr auch etwas?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06リーフ\nJa, danke. Doch ich werde mich mit dem\nDuft zufrieden geben müssen. Isst du diese\nroten... Dinger?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nDas tue ich! Das ist mein Lieblingsimbiss.\nEinige Leute haben mir aber gesagt, dass sie\nden Geruch sehr eigentümlich finden.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06リーフ\nGah! Eigentümlich... ja... ziemlich. Du genießt\nrecht ungewöhnliche Sachen.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nFein, fein! Zeit für meine Runden. Ich sage Euch,\nich bin nicht gut darin, ruhig herumzusitzen.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06リーフ\nWenn Ihr auf Patrouille geht, begleite ich Euch.\nEs wird nett sein, sich mal außerhalb des\nSchlachtfeldes zu unterhalten.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nWisst Ihr, meine Schwester ist richtig zäh.\nDennoch habe ich einfach immer das Gefühl,\nsie beschützen zu müssen.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06リーフ\nIch weiß, wie Ihr Euch fühlt. Ich würde meiner\nSchwester auch helfen wollen. Geschwister sind\neben so.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nAlso, Leif, ähm... Seid Ihr gut im Angeln?\nUnd wenn Ihr das seid, würdet Ihr es mir wohl\nbeibringen?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06リーフ\nEuch beibringen, wie man angelt? Ihr... wisst\nnicht, wie das geht?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nIch weiß. Ich sollte so was wohl wissen, aber\ndas tue ich nicht. Bitte, Ihr seid der Einzige,\nbei dem ich mich wohlfühle mit so einer Bitte.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06リーフ\nHahaha, in dem Fall bin ich froh, dass Ihr ge-\nfragt habt. Ich mag kein guter Lehrer sein, aber\nich werde es Euch beibringen!\x0E\x04\x00\x00
