MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nHier drüben! Das Dämonendrachensiegel ist\nganz in der Nähe.\x0E\x04\x00\x00
MID_ED1_#021	Kleine Talismane und Ähnliches, Ihr wisst\nschon. Aber Magie wie diese hier... kostet\nuns unsere Lebensdauer.\x0E\x04\x02\x00
MID_ED1_#022	Um dieses Objekt zu erschaffen, welches das\nLand selbst umformen kann... habe ich einen\nhohen Preis gezahlt.\x0E\x04\x00\x00
MID_ED1_#023	\x0E\x03\x02\x0A\x08ヴェイル\nZephia, du meinst doch nicht etwa...\x0E\x04\x00\x00
MID_ED1_#024	\x0E\x03\x02\x08\x06セピア\nJa, die Erschaffung dieses Kristalls hat mein\nEnde eingeläutet. Für diese Magie habe ich mit\nmeinem Leben bezahlt.\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_ED1_#026	\x0E\x03\x02\x08\x06セピア\nIhr zwei hattet übrigens Glück.\x0E\x04\x02\x00
MID_ED1_#027	Ich bin der einzige Magiedrache, der jemals in\nder Lage gewesen wäre, so etwas zu erschaffen.\x0E\x04\x02\x00
MID_ED1_#028	Ich war noch ganz jung, als ich entdeckte, dass\nich über unvorstellbar starke magische Kräfte\nverfügte, die... schwer zu kontrollieren waren.\x0E\x04\x02\x00
MID_ED1_#029	Irgendwann lernte ich, sie zu kontrollieren. Aber\nerst nachdem meine Mutter, mein Vater und\nviele andere gestorben waren.\x0E\x04\x02\x00
MID_ED1_#030	Ach ja, Erinnerungen... Zurück zum Hier und\nJetzt. Zu meinem mächtigen Geschenk.\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08ヴェイル\nWarum hilfst du uns jetzt?\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x08\x06セピア\nHa... Das wüsste ich selbst gerne.\x0E\x04\x02\x00
MID_ED1_#033	Vielleicht denke ich jetzt, da ich kurz vor\nmeinem Ende stehe, einfach nur, dass das\ndas Richtige ist.\x0E\x04\x02\x00
MID_ED1_#034	Die Magie des Kristalls hält nur wenige Stunden\nvor. Sputet Euch also. Das Siegel wartet.\x0E\x04\x02\x00
MID_ED1_#035	Seid vorsichtig, Milady Veyle. Möge das Glück\nEuch hold sein in allen Kämpfen, die Euch noch\nbevorstehen.\x0E\x04\x00\x00
MID_ED1_#036	\x0E\x03\x02\x0A\x08ヴェイル\nDu-- Du hättest das vorher schon tun können!\nDie ganze Zeit schon!\x0E\x04\x02\x00
MID_ED1_#037	Aber jetzt stirbst du! Wir hätten alles wieder-\ngutmachen können!\x0E\x04\x02\x00
MID_ED1_#038	Wenn du uns all das nur vor dem Kampf\nerzählt hättest... Dann hätten wir dir vielleicht\nverzeihen können.\x0E\x04\x00\x00
MID_ED1_#039	\x0E\x03\x02\x08\x06セピア\nWarum jetzt, fragt Ihr? Weil ich am Ende bin.\x0E\x04\x00\x00
MID_ED1_#040	\x0E\x03\x02\x0A\x08ヴェイル\nHm?\x0E\x04\x00\x00
MID_ED1_#041	\x0E\x03\x02\x08\x06セピア\nIch kann jetzt, und nur jetzt gut zu Euch sein,\nweil es zu spät ist, alles wiedergutzumachen.\x0E\x04\x02\x00
MID_ED1_#042	Wenn ich das hier vorher getan hätte, hättet Ihr\nmir dann wirklich verziehen? Wir, Verbündete?\nHehe, Unsinn.\x0E\x04\x02\x00
MID_ED1_#043	Ich hatte nicht die Absicht, heute zu sterben,\naber dann kam alles anders. Und nun habe ich\neinen Kristall für Euch erschaffen.\x0E\x04\x02\x00
MID_ED1_#044	Ich bezweifle, dass irgendeiner von Euch in der\nLage wäre, bis zum Siegel hinabzutauchen. Der\nSee ist sehr, sehr tief.\x0E\x04\x00\x00
MID_ED1_#045	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x02\x00
MID_ED1_#046	Zephia, ich... Ich verstehe dich nicht.\x0E\x04\x00\x00
MID_ED1_#047	\x0E\x03\x02\x08\x06セピア\nEin Rat, meine Liebe. Haltet Euch nicht auf mit\nLeuten, die Ihr nicht verstehen könnt. Vergesst\nsie einfach.\x0E\x04\x02\x00
MID_ED1_#048	Es wäre doch nur belastend für Euch, mit\nder Erinnerung an jemanden wie mich\naufzuwachsen.\x0E\x04\x00\x00
MID_ED1_#049	\x0E\x03\x02\x0A\x08ヴェイル\nSelbst dann, wenn wir Papa besiegt haben und\nwieder Friede herrscht...\x0E\x04\x02\x00
MID_ED1_#050	...werde ich dich nicht vergessen, Zephia.\nEgal, wie viele Jahrhunderte oder Jahrtausende\nins Land ziehen.\x0E\x04\x00\x00
MID_ED1_#051	\x0E\x03\x02\x08\x06セピア\nOh, Kind... Genug davon, bitte. Beeilt Euch und\ngeht zum Siegel.\x0E\x04\x02\x00
MID_ED1_#052	Oder wäre es Euch lieber, zu bleiben und mir\nbeim Sterben zuzusehen? Vielleicht fühlt Ihr\nEuch ja erst dann sicher vor mir?\x0E\x04\x00\x00
MID_ED1_#053	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_ED1_#054	\x0E\x03\x02\x0A\x08リュール\nGehen wir, Veyle.\x0E\x04\x00\x00
MID_ED1_#055	\x0E\x03\x02\x08\x06セピア\nJa, geht. Zumindest hätten wir damit reinen\nTisch gemacht.\x0E\x04\x02\x00
MID_ED1_#056	Lebt wohl, Milady Veyle. Und du auch, neues\nEmblem, \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED1_#057	\x0E\x03\x02\x0A\x08リュール\nLebt wohl.\x0E\x04\x00\x00
MID_ED1_#058	\x0E\x03\x02\x0A\x08ヴェイル\nLebe wohl, Zephia.\x0E\x04\x02\x00
MID_ED1_#059	...\x0E\x04\x02\x00
MID_ED1_#060	Danke. Für alles.\x0E\x04\x00\x00
MID_ED1_#061	\x0E\x03\x02\x08\x06セピア\nIhr seid zu gütig, mein Kind.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0A\x04グリ\x021\n\x0E\x03\x02\x06\x04グリ\nDu suchst dir ja einen tollen Zeitpunkt aus,\num die Seiten zu wechseln.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06セピア\nSieh an. Ich dachte,\nsie hätten dich umgebracht.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x06\x04グリ\nDu glaubst doch nicht, dass ich bei diesem erstklassigen\nSchmerz wegsterbe? So was muss man genießen.\x0E\x04\x02\x00
MID_ED2_#004	Ich wär so was von ausgerastet, wenn die mich\nvorher von meinem Elend erlöst hätten.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06セピア\nDeshalb hast du dich tot gestellt?\nDu bist und bleibst ein seltsamer Kerl.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04グリ\nWieso hast du ihnen von dem Siegel erzählt?\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x08\x06セピア\nWie gesagt – ich wollte nur reinen Tisch machen.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x06\x04グリ\nSchluss damit. Ich will die Wahrheit hören.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06セピア\nVielleicht... wollte ich Lord Sombron eins auswischen.\nIch sterbe hier im Staub, und er...\x0E\x04\x02\x00
MID_ED2_#010	Er kriegt alles, was er wollte. Einfach so.\nWie kann das gerecht sein?\x0E\x04\x02\x00
MID_ED2_#011	Jetzt werden sie das Siegel brechen\nund er erfährt, dass er mich für immer verloren hat.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x06\x04グリ\nDu musst ihn ja echt lieben,\num ihn so sehr verletzen zu wollen.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nIch habe Lord Sombron nie geliebt, Griss.\nIch wollte bloß ein Kind von ihm.\x0E\x04\x02\x00
MID_ED2_#014	Das war der Traum, an den ich mich klammerte.\nEine Familie. Die Liebe eines Sohnes oder einer Tochter.\x0E\x04\x02\x00
MID_ED2_#015	Ich nannte die Bluthunde meine Familie,\nund das meinte ich wirklich so.\x0E\x04\x02\x00
MID_ED2_#015_2	Was uns verband, war wirklich etwas Besonderes.\x0E\x04\x02\x00
MID_ED2_#016	Du, ich, Marni, Mauvier. Seite an Seite\nbeschützten wir Mylord Sombron und Milady Veyle.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x06\x04グリ\nAber jetzt ist es zu spät für all das...\x0E\x04\x02\x00
MID_ED2_#018	Hättest du Sombron nicht früher in die Pfanne hauen\nkönnen? Dann wären wir vielleicht noch alle zusammen.\x0E\x04\x02\x00
MID_ED2_#019	Und vielleicht würd ich dann auch nicht\nhier liegen und ausbluten.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x02\x08\x06セピア\nJa, ich frage mich, ob du auf ihrer Seite\nnicht besser aufgehoben gewesen wärst.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x06\x04グリ\nDu denkst im Ernst, ich würde dich im Stich lassen?\nKeine Chance.\x0E\x04\x00\x00
MID_ED2_#022	\x0E\x03\x02\x08\x06セピア\nWas?\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x02\x06\x04グリ\nDie Vier Bluthunde, eine Familie...\x0E\x04\x02\x00
MID_ED2_#023_2	\x0E\x03\x02\x06\x04グリ\nDas hat mir immer schon gefallen.\x0E\x04\x02\x00
MID_ED2_#024	Ich hab null Erinnerungen an meine Eltern.\nDu kommst für mich einer Mutter am nächsten.\x0E\x04\x02\x00
MID_ED2_#025	Seit dem Tag, an dem du mir begegnetest, dem\nAbnormalen Jünger, der zu Ehren von Sombron litt...\x0E\x04\x02\x00
MID_ED2_#026	Seitdem warst du mir eine Mutter, eine Schwester...\nja, eine Göttin. Das Wichtigste auf der ganzen Welt.\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x08\x06セピア\nGriss... Ich mag keine Witze.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x02\x06\x04グリ\nDas ist kein Witz. Ich würde dir\nüberallhin folgen, du Dummerchen.\x0E\x04\x00\x00
MID_ED2_#029	\x0E\x03\x02\x08\x06セピア\nDu hast recht. Wie konnte ich nur so blind sein?\x0E\x04\x02\x00
MID_ED2_#029_2	\x0E\x03\x02\x08\x06セピア\nDas, was ich so sehr wollte...\nwar die ganze Zeit direkt vor meinen Augen.\x0E\x04\x02\x00
MID_ED2_#030	Wenn es mir doch nur früher...\x0E\x04\x02\x00
MID_ED2_#030_2	Nein. Jetzt ist es zu spät,\ndarüber nachzudenken.\x0E\x04\x02\x00
MID_ED2_#031	Ich hoffe, du vergibst mir.\nWir sind... eine Familie.\x0E\x04\x02\x00
MID_ED2_#032	Ich danke dir, Griss.\x0E\x04\x02\x00
MID_ED2_#033	...\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x02\x06\x04グリ\nZephia?\x0E\x04\x02\x00
MID_ED2_#035	Bist du schon weg?\x0E\x04\x02\x00
MID_ED2_#035_2	Tja, dann will ich wohl auch mal.\x0E\x04\x02\x00
MID_ED2_#036	Was soll ich noch hier, ohne sie...\x0E\x04\x02\x00
MID_ED2_#037	Nichts... tut mir mehr weh.\x0E\x04\x02\x00
