MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nIch bin zurück.\x0E\x04\x00\x00
MID_DIE_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nIch bin so weit gekommen... nur um zu sterben?\nHaha...ha...\x0E\x04\x00\x00
MID_DIE_CASUAL_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nVerdammt. Ich wollte helfen, aber ich stehe nur\nim Weg... Ich gehe lieber.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06マロン\nRinge... Sie haben die Ringe genommen...\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06モーヴ\nMarni, wir müssen uns zurückziehen! Jetzt!\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x08\x06マロン\nIch kann nicht zurück! Ich hole mir nur eine\nStandpauke von Lord Sombron ab. Oder noch\nschlimmer – von Zephia!\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06モーヴ\nUnd das nach deinem Unsinn, nicht ausge-\nschimpft zu werden. Wir müssen jetzt schnell\nzu Milady Veyle.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMoment, ich muss es wissen! Ist Veyle wohlauf?\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x08\x06モーヴ\nLord Sombron hat Zephia eine neue Art Magie\nverliehen, die sie auf Veyle anwenden soll.\nWenn sie das tut...\x0E\x04\x02\x00
MID_ED1_#007	Dann wird die wahre Milady Veyle nie wieder\nerwachen.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x08\x06モーヴ\nDie anderen halten das für ein gutes Ende.\nAber ich... Ich war immer um ihre Sicherheit\nbesorgt.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nDu willst sie wirklich beschützen, nicht wahr?\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x02\x08\x06モーヴ\nIch habe zu viel gesagt. Marni. Ich kehre jetzt\nzurück, ob du mitkommst oder nicht.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x02\x08\x06マロン\nDu kannst mich doch nicht einf-- He, warte!\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x0A\x08リュール\nHmpf.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIst es eine gute Idee, sie einfach ziehen zu\nlassen?\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08リュール\nWir haben die Ringe zurück. Außerdem...\x0E\x04\x02\x00
MID_ED1_#016	Ich glaube, Veyle braucht ihn jetzt an ihrer\nSeite.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ミカヤ\x021\n\x0E\x03\x00\x0A\x04ロイ\x023\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEmblem Micaiah, Emblem Roy... Schön, euch\nendlich wieder bei uns zu haben.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch habe immer daran geglaubt, dass wir zu dir\nzurückkehren würden. Danke, \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED2_#003	Im Schattenmoor und in Floramühlstadt\nschmerzte es mich, gegen dich zu kämpfen.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08リュール\nTut mir leid, dass ihr das durchmachen musstet.\nIch verspreche, dass das nie wieder passiert.\x0E\x04\x02\x00
MID_ED2_#005	Ich kann nicht glauben, dass es in Elusia\nderart viele Verzerrte gibt...\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04ロイ\nDie Erweckung so vieler Verzerrter in diesem\nKönigreich ist das Werk des Dämonendrachen.\x0E\x04\x02\x00
MID_ED2_#007	Königliches Blut scheint ihm nicht mehr genug\nzu sein. Er entführt sogar die Bürger von Elusia.\x0E\x04\x02\x00
MID_ED2_#008	Wenn Sombron ihnen das Blut nimmt, werden\nsie zu Verzerrten. Deshalb gibt es davon so\nviele.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nDu meinst, die Verzerrten, die wir getötet\nhaben, waren...\x0E\x04\x00\x00
MID_ED2_#010	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\n...\x0E\x04\x02\x00
MID_ED2_#011	Solm, Brodia, Firene... Sie alle werden zu leiden\nhaben, wenn die Verzerrten mein Königreich\nverlassen. Wir müssen jetzt handeln.\x0E\x04\x02\x00
MID_ED2_#012	Falls Angehörige meines Volkes übrig sind,\nmuss ich alles tun, um sie zu retten.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nDiese beiden sind den ganzen Weg gekommen,\num uns von Schloss Elusia fernzuhalten.\x0E\x04\x02\x00
MID_ED2_#014	Die Vier Bluthunde versuchen verzweifelt, uns\naufzuhalten. Lasst uns herausfinden, warum.\x0E\x04\x00\x00
