MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nDa questa parte! La scheggia del Drago Maligno\nè vicina!\x0E\x04\x00\x00
MID_ED1_#035	Fate attenzione, lady Veyle. Spero che\nla fortuna vi assista nella battaglia che\naffronterete.\x0E\x04\x00\x00
MID_ED1_#036	\x0E\x03\x02\x0A\x08ヴェイル\nAvresti potuto farlo anche prima! In qualunque\nmomento!\x0E\x04\x02\x00
MID_ED1_#037	Perché ora che stai morendo?! Avremmo potuto\naggiustare le cose!\x0E\x04\x02\x00
MID_ED1_#038	Se ce lo avessi detto prima di combattere,\nmagari ti avremmo perdonata...\x0E\x04\x00\x00
MID_ED1_#039	\x0E\x03\x02\x08\x06セピア\nPerché adesso? Perché questa è la fine.\x0E\x04\x00\x00
MID_ED1_#040	\x0E\x03\x02\x0A\x08ヴェイル\nEh?\x0E\x04\x00\x00
MID_ED1_#041	\x0E\x03\x02\x08\x06セピア\nPosso essere gentile, per una volta, proprio\nperché è troppo tardi per espiare le mie colpe.\x0E\x04\x02\x00
MID_ED1_#042	Se l'avessi fatto prima, mi avreste davvero\nperdonata? Noi due che ci alleiamo? Ridicolo.\x0E\x04\x02\x00
MID_ED1_#043	Non avevo intenzione di morire oggi, ma le cose\nsono andate così... e allora ho creato questo\ncristallo per voi.\x0E\x04\x02\x00
MID_ED1_#044	Nessuno di voi sarebbe riuscito a raggiungere\na nuoto la scheggia. È molto in profondità.\x0E\x04\x00\x00
MID_ED1_#045	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x02\x00
MID_ED1_#046	Zephia, io... non ti capisco.\x0E\x04\x00\x00
MID_ED1_#047	\x0E\x03\x02\x08\x06セピア\nFatevi dare un consiglio, mia cara. Lasciate\nperdere le persone che non riuscite a\ncomprendere... dimenticatevele.\x0E\x04\x02\x00
MID_ED1_#048	Lasciare che queste persone indugino nei vostri\nricordi mentre crescete... sarà solo un ostacolo\nper voi.\x0E\x04\x00\x00
MID_ED1_#049	\x0E\x03\x02\x0A\x08ヴェイル\nQuando avremo sconfitto papà e la pace\nsarà tornata...\x0E\x04\x02\x00
MID_ED1_#050	... non mi dimenticherò di te, Zephia.\nNon importa quante centinaia e migliaia\ndi anni possano passare.\x0E\x04\x00\x00
MID_ED1_#051	\x0E\x03\x02\x08\x06セピア\nPiccola mia... basta così, per favore.\nRaggiungete la scheggia.\x0E\x04\x02\x00
MID_ED1_#052	Oppure preferite assistere alla mia morte?\nCosì vi sentireste al sicuro da me?\x0E\x04\x00\x00
MID_ED1_#053	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_ED1_#054	\x0E\x03\x02\x0A\x08リュール\nAndiamo, Veyle.\x0E\x04\x00\x00
MID_ED1_#055	\x0E\x03\x02\x08\x06セピア\nSì, andate. Possiamo almeno porre fine a tutto\nciò che è stato facendo tabula rasa.\x0E\x04\x02\x00
MID_ED1_#056	Addio, lady Veyle. E anche a te, \x0E\x06\x03\x00,\nil nostro nuovo emblema.\x0E\x04\x02\x00
MID_ED1_#057	\x0E\x03\x02\x0A\x08リュール\nAddio.\x0E\x04\x00\x00
MID_ED1_#058	\x0E\x03\x02\x0A\x08ヴェイル\nAddio, Zephia.\x0E\x04\x02\x00
MID_ED1_#059	...\x0E\x04\x02\x00
MID_ED1_#060	Grazie... di tutto.\x0E\x04\x00\x00
MID_ED1_#061	\x0E\x03\x02\x08\x06セピア\nSiete troppa buona, bambina mia.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0A\x04グリ\x021\n\x0E\x03\x02\x06\x04グリ\nOttimo momento per passare al nemico.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06セピア\nOh... Pensavo ti avessero ucciso.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x06\x04グリ\nCosa? E perdermi questo dolore unico nel suo\ngenere? No, voglio godermene ogni istante...\x0E\x04\x02\x00
MID_ED2_#004	Sai che rabbia, se mi avessero dato il colpo di\ngrazia?\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06セピア\nÈ per quello che hai fatto finta di essere morto?\nCerto che sei proprio strano...\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04グリ\nMa perché gli hai parlato della scheggia?\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x08\x06セピア\nL'ho detto, no? Volevo fare tabula rasa.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x06\x04グリ\nStai mentendo. Dimmi la verità, dai.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06セピア\nPer punire lord Sombron, direi. Perché io\ndevo morire nella polvere, mentre lui...\x0E\x04\x02\x00
MID_ED2_#010	Mentre lui ottiene tutto quello che voleva,\nsenza faticare? Ti pare giusto?\x0E\x04\x02\x00
MID_ED2_#011	Ora distruggeranno la scheggia, così capirà che\nsono morta e che mi ha persa per sempre.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x06\x04グリ\nDevi amarlo molto, per volerlo ferire così.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nNon l'ho mai amato, volevo solo che mi desse\nun figlio tutto mio.\x0E\x04\x02\x00
MID_ED2_#014	Il sogno a cui mi sono sempre aggrappata... è\nuna famiglia. L'amore di un figlio o una figlia.\x0E\x04\x02\x00
MID_ED2_#015	Quando ho definito i Segugi la mia famiglia, lo\npensavo davvero.\x0E\x04\x02\x00
MID_ED2_#015_2	Avevamo qualcosa di molto raro.\x0E\x04\x02\x00
MID_ED2_#016	Tu, io, Marni, Mauvier. Abbiamo combattuto\nper proteggere lord Sombron e lady Veyle.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x06\x04グリ\nMa ormai è troppo tardi...\x0E\x04\x02\x00
MID_ED2_#018	Perché non ti sei ribellata prima a Sombron?\nCosì adesso saremmo ancora tutti insieme.\x0E\x04\x02\x00
MID_ED2_#019	E magari io non starei morendo dissanguato.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x02\x08\x06セピア\nForse ti saresti trovato meglio\ndalla loro parte, chissà...\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x06\x04グリ\nE abbandonare te? Scordatelo, mai e poi mai.\x0E\x04\x00\x00
MID_ED2_#022	\x0E\x03\x02\x08\x06セピア\nEh?\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x02\x06\x04グリ\nI Quattro Segugi... la mia famiglia...\x0E\x04\x02\x00
MID_ED2_#023_2	\x0E\x03\x02\x06\x04グリ\nMi è sempre piaciuta questa idea.\x0E\x04\x02\x00
MID_ED2_#024	Non ricordo nemmeno la faccia dei miei.\nSei la cosa più vicina a una madre, per me.\x0E\x04\x02\x00
MID_ED2_#025	Io sono sempre stato il discepolo perverso, quello che sperava\nche il proprio dolore fosse abbastanza per lord Sombron...\x0E\x04\x02\x00
MID_ED2_#026	Tu per me sei stata una madre, e una sorella. Anzi,\nuna vera dea. La cosa più importante nella mia vita.\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x08\x06セピア\nGriss. Non è divertente.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x02\x06\x04グリ\nInvece sono dannatamente serio. Non si capiva?\x0E\x04\x00\x00
MID_ED2_#029	\x0E\x03\x02\x08\x06セピア\nHai ragione. Come ho potuto essere così cieca?\x0E\x04\x02\x00
MID_ED2_#029_2	\x0E\x03\x02\x08\x06セピア\nCiò che volevo... è stato sempre lì,\ndavanti ai miei occhi.\x0E\x04\x02\x00
MID_ED2_#030	Se solo l'avessi capito prima...\x0E\x04\x02\x00
MID_ED2_#030_2	Ma ormai, ciò che è stato è stato.\x0E\x04\x02\x00
MID_ED2_#031	Spero che mi perdonerai... Siamo... una famiglia.\x0E\x04\x02\x00
MID_ED2_#032	Grazie, Griss.\x0E\x04\x02\x00
MID_ED2_#033	\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x02\x06\x04グリ\nZephia?\x0E\x04\x02\x00
MID_ED2_#035	Te ne sei già andata?\x0E\x04\x02\x00
MID_ED2_#035_2	Allora... è il mio turno.\x0E\x04\x02\x00
MID_ED2_#036	Non ho motivo di restare qui, senza di lei...\x0E\x04\x02\x00
MID_ED2_#037	Non sento più... alcun dolore.\x0E\x04\x02\x00
