MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSei il cuore di questo gruppo. Mi impegnerò\naffinché non ti accada nulla di male.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLapis, avvicinati. Sembri proprio una persona\nforte e interessante. Vorrei parlarti, se possibile.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nMa certo. Anche tu sei forte, Camilla. Sai, mi\nsento un po' nervosa accanto a te.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ラピス\nEhi, Camilla! Ho abbattuto un grosso orso.\nTi piace la carne?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06カミラ\nSì, molto. Di solito mangiavo il manzo, non ho\nmai provato la carne di orso. Chissà che sapore\nha.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSai costruire molti oggetti utili. Che ne diresti di\ncreare qualcosa che possa decapitare i nemici?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nSarebbe uno spreco di materiali. Assieme siamo\ngià in grado di far cadere tutte le teste che\nvogliamo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06カミラ\nIncantevole! È proprio come dici tu. Non c'è\nnemico in grado di sopravvivere a noi due.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nTornando a noi, se vuoi che ti costruisca\nqualcosa, lo farò. L'importante è che ti renda\nfelice.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nHo molti fratelli e sorelle. Anche tu ne hai, vero,\nCitrinne?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nHo due fratelli maggiori, sì. Sono gentili e\naffettuosi proprio come te, Camilla.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nOra vorrei saperne di più sui tuoi fratelli. Se\ndavvero mi assomigliano, ti avranno sommersa\ndi attenzioni.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nEheh, non sempre. Ma a volte mi accarezzavano\ni capelli e mi preparavano dei dolci.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nNon ti senti sola, lontana come sei dai tuoi\nfratelli? A me mancano i miei.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nGli scrivo delle lettere. Mi dà un certo sollievo.\nÈ normale che ti manchino, ti capisco.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nSai una cosa? Potrei commissionare delle statue\ndi bronzo con le fattezze dei tuoi fratelli e\nsorelle! Magari ti sentiresti meglio.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06カミラ\nAhah, grazie. Mi basta saperti così disponibile.\nChe strano, per una volta sono io quella che\nha bisogno di essere consolata. \x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAnche tu sei una principessa, se non sbaglio.\nSono sicura che avrai molto da insegnarmi.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06カミラ\nAbbiamo qualcosa in comune, sì. Spero di\nimparare anch'io da te.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nFin da piccola, fui invischiata nelle trame di\ncorte. Non amo assistere alle faide familiari.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nLa corte è un ambiente crudele. C'è chi usa\nparole suadenti di fronte a te e poi compie\natti orribili alle tue spalle.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nHo saputo che hai paura dei fantasmi, Ivy.\nTi sembrerà strano, ma io invece ho il terrore\ndelle folle.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nIn effetti, mi sorprende. Non finisco mai di\nscoprire qualcosa di nuovo su di te, Camilla.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06カミラ\nChe ne diresti se ce ne andassimo alle terme?\nAbbiamo proprio bisogno di calmarci e svuotare\nla mente.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nLe terme? Non ci ho mai pensato, ma in effetti\nun po' di riposo non ha mai fatto male a\nnessuno.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTi diletti di cucito, Zelkov? A me piace il ricamo,\ninvece.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nSì, apprezzo le attività *complicate*. Ogni arte\nche richiede tempo e devozione è degna di\nrispetto.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSono costantemente alla ricerca di\n*motivazione*. Cosa spinge te, Camilla?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06カミラ\nOccuparmi della mia adorata Corrin,\novviamente. E uccidere chiunque osi farle\ndel male.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nLa possibilità del *fallimento* mi terrorizza.\nE tu hai dei simili timori?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06カミラ\nLa paura va di pari passo con la solitudine.\nEcco perché è importante circondarsi di alleati.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06カミラ\nGli amici ci proteggono, ci guidano quando non\nsappiamo quale strada seguire. Puoi contare su\ndi me per questo, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nLa tua prospettiva in materia è *intrigante*.\nTi ringrazio per averla condivisa con me... e\nanche per le parole di incoraggiamento.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVorrei che diventassimo buoni amici, Camilla.\nVorresti uscire con me?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh, parli di un appuntamento? Interessante.\nE quali sarebbero i piani?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nI tuoi abiti mi ricordano quelli che c'erano\nin un posto chiamato Hoshido.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nInteressante. Quindi se viaggiassi fino a là, non\nsembrerei fuori posto?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nIl mondo è grande e pieno di angoli da scoprire.\nSento l'impulso di visitarli tutti.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nVorrei che mi parlassi anche del tuo mondo,\nCamilla. Mi racconti qualche storia?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カミラ\nSarei lieta di raccontarti qualcos'altro sul Nohr,\nl'Hoshido e la mia famiglia.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カミラ\nPerò, non far parlare solo me.\nAnche tu devi dirmi tutto di te.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLa mia sorella più piccola ti assomiglia molto,\nHortensia, persino nella pettinatura.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nDev'essere una ragazza alla moda. Scommetto\nche è carina e affascinante quasi quanto me.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIl Nohr, il paese da cui provengo, vede\nraramente la luce del sole. Un po' come la tua\nElusia, se vogliamo.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nAllora mi sentirei come a casa mia, lì!\nMi piacerebbe proprio visitarlo.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDev'esserci un segreto dietro al tuo fascino,\nCamilla. Me lo sveleresti?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06カミラ\nIn realtà, non ho segreti particolari. Mi prendo\ncura di me, il che mi dà fiducia.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nCapisco. E cosa fai di preciso?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06カミラ\nBeh, per esempio amo fare dei lunghi bagni\nrilassanti. Mi aiutano a schiarirmi i pensieri.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nPiacere di conoscerti, Camilla. Se cerchi un\nnuovo amico che sia anche carinissimo, sarò\nlieto di occupare quel ruolo.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06カミラ\nSei molto sicuro di te, Rosado. Nel mio mondo,\navresti potuto farmi da attendente.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nHo avuto l'impressione che prima mi stessi\nchiamando, Rosado. Hai bisogno di qualcosa?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nA dire il vero, no. Stavo parlando con la mia\nviverna! Si chiama Camille.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nGrazie per esserti offerta, Camilla. Il tuo ritratto\nè venuto benissimo!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06カミラ\nNon ne dubito, Rosado. Posso vederlo? Oh, ma\nci sei anche tu vicino a me nel ritratto!\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nDue bellezze a passeggio. Cosa ne pensi?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06カミラ\nLo adoro. Hai catturato un ricordo amabile.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nScusa se in battaglia ti ho stupita troppo col mio\nfigurone stratosferico, Camilla. Ho cercato di\nprepararti allo spettacolo.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh, non c'è problema. Ammiro la tua\nspavalderia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDovresti proprio visitare il mio villaggio. Ci sono\nalcune delle migliori terme di tutta l'Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06カミラ\nSembra un posto meraviglioso. Adoro le terme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nUn po' mi dispiace per i nemici che si trovano\nad affrontarci. La nostra eleganza li lascia di\nstucco, e non riescono più a combattere.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06カミラ\nNon sentirti in colpa. Ogni vantaggio che ci\naiuti ad assicurarci la vittoria è benvenuto,\nGoldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nHai ragione. E, se non altro, i nemici possono\ngodersi questo affascinante spettacolo prima\ndi morire.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06カミラ\nBen detto. Ecco cosa fa di noi una squadra coi\nfiocchi.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nPrincipessa Timerra, vorrei diventare tua amica.\nNel mondo da cui provengo, il mio bracciale\nera affidato al Solm.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nOh, davvero? Allora diventeremo grandi amiche!\nE ora raccontami tutto di te, Camilla.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSei piena di vita: canti, fai grigliate sul falò...\nSei molto diversa dalla Timerra che conoscevo.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nSpero che le differenze non ti turbino troppo e\nche imparerai ad apprezzare anche questa\nversione di me.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nHai talento per le canzoni, vero? Ne scriveresti\nuna per celebrare la nostra amicizia?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nCERTO! Hai fatto benissimo a chiedermelo!\nChe tipo di canzone avevi in mente?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06カミラ\nMi basta che sia una delle tue classiche canzoni\nallegre. Mi piacerà di sicuro. Quando avremo\nvinto la guerra, la canteremo assieme.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nPerfetto! Mi metto subito all'opera... L'inno\ndella nostra amicizia echeggerà su tutto il\ncampo di battaglia!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nPosso guardare da vicino la tua viverna? Non\ncapita spesso di vederne una di un altro mondo!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06カミラ\nPrego, fai pure. Stai attenta alle dita, però.\nHa un carattere particolare.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nNon ti fai mancare i dolci, vedo. Eheheh. Niente\nmale! Io adoro i dolci, e anche la carne.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nAh, davvero? Anche a me piacciono entrambe\nle cose! Vorrei assaggiare i dolci del tuo paese.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nI miei fratelli non fanno che preoccuparsi per\nme, anche ora che sono un'adulta.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06カミラ\nOh, è tipico tra fratelli. È normale che vogliano\nprendersi cura della cara sorella minore.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06カミラ\nNon vi troverete sempre d'accordo su tutto, ma\nil vostro legame è più forte delle distanze.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nSì, mi sento legata ai miei fratelli e ai miei amici.\nE anche a te, che combatti al mio fianco.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSiete tanto gentile quivi, quanto feroce sul\ncampo di battaglia. Con qual foga abbattete\ni nemici, di grazia. Non conoscete pietà.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06カミラ\nIo e te siamo simili, da questo punto di vista.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDa piccola finivo sempre in luoghi pericolosi,\nquando giocavo. Ho l'impressione che capitasse\nanche a te.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nFantasmi e luoghi agghiaccianti sono alquanto\ndi mio gradimento. Potreste venire meco in\nesplorazione, quando desiderate.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nAll'apparenza siamo differenti, tuttavia sento\nche potremmo avere qualcosa in comune, di\ngrazia.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06カミラ\nChe buffo. Stavo proprio pensando la stessa\ncosa. Restiamo amiche per sempre, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nMi trovate d'accordo! Anzi, preferirei\nconsiderarvi alla stregua di una sorella. Avete\nobiezioni?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06カミラ\nUna sorella? Va bene, ma solo quando siamo da\nsole, d'accordo? Sarà il nostro piccolo segreto.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSei uno che si apre facilmente con gli altri,\nvero? Mi sembra di conoscerti da sempre.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nAhah. Grazie, Camilla! È che mi piace stringere\namicizia e conoscere nuove persone, come te\nper esempio.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nSpero che avrò l'occasione di incontrare i tuoi\nfratelli e sorelle, un giorno. Pensi che andremmo\nd'accordo?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06カミラ\nNe sono sicura, in particolare con la mia sorella\npiù piccola.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nEhi, Camilla, vuoi venire alla mia festa più tardi?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06カミラ\nGrazie per l'invito... ma non amo le folle, per\ncolpa di una battaglia a cui assistetti da piccola.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nCapito. Ma alla festa non ci saranno battaglie,\nsolo un gruppo di amici.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06カミラ\nNon hai torto, in effetti. Forse verrò, ma solo\nse prometti di starmi accanto tutto il tempo.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSei davvero un uomo di chiesa? Sei meno...\ncompassato di quelli che ho incontrato nella\nmia vita.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nMi piace ostentare la mia fede, ma capisco che\nnon sia un atteggiamento ben visto da tutti.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nTi danno fastidio i rumori? Chiedo scusa se alla\nfesta di ieri abbiamo fatto un po' di baccano.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06カミラ\nNon scusarti. Mi piace vedere gli altri che si\nscatenano... e ho apprezzato la tua danza\nbislacca.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nMi rimangio quello che ho detto la prima volta.\nOra che ti ho visto bene, so che sei un ottimo\nchierico.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nLa mia missione consiste nell'assistere la gente.\nE, talvolta, questo implica un po' di baccano.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06カミラ\nEheh, ottimo motto. I tempi cambiano e\nrichiedono nuovi approcci.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nEsatto. Ma farò in modo di tenere anche qualche\nfesta più tranquilla, così potrai seguirla anche\ntu senza problemi!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nLe scaglie della tua viverna sono proprio belle...\nNon posso fare a meno di domandarmi che\nsapore abbiano.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06カミラ\nMa pensa un po', cosa devo sentire. Temo che\nse provassi ad assaggiarle, finiresti per essere\nmangiato tu da lei.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nA te piace cucinare, Camilla? Sarei curioso di\nsentire qualcuna delle tue ricette.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06カミラ\nUhm... Me la cavo abbastanza bene con la\ncarne. Fuori ben grigliata, e dentro al sangue...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nMi piacerebbe tanto assaggiare qualche tuo\npiatto. Potresti darmi una ricetta, così la\ncucinerei con le mie mani.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06カミラ\nNon ho niente di elaborato, degno di uno chef\ncome te. Ma se ti va comunque bene, ti darò\nqualche ricetta.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nSì, per favore. Voglio assaggiare tutto quello\nche posso, e sono sicuro che i tuoi piatti\nsaranno deliziosi.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06カミラ\nCosì mi lusinghi. Allora segui le mie istruzioni.\nMi spiace solo non poter cucinare io stessa...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nL'Anna di questo mondo è giovane e adorabile!\nViene voglia di riempirti di coccole.\x0E\x04\x00\x00
