MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08リュール\nQuindi... l'ultima scheggia del Drago Maligno si\ntrova qui? Nel tempio di Gradlon?\x0E\x04\x00\x00
MID_BT6_#007	\x0E\x05\x01 \x12M025_ルミエル\nAngry\nSparisci, una volta per tutte!\x0E\x04\x02\x00
MID_BT6_#008	Sparisci!\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01\x1E\x12M025_ルミエル\x08Pain\n\x0E\x03\x02\x14\x12M025_ルミエル\nIl tempo scorre... così in fretta... ma io...\nnon riesco a... stare al passo...\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMi dispiace tanto, madre.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x02\x0A\x08ルミエル\n\x0E\x06\x03\x00? Quella voce...\nSei davvero tu?\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\n\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ルミエル\nE così alla fine... hai ricevuto il mio anello?\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nMadre, siete tornata in voi?\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08ルミエル\nTi ricordi la promessa che ti ho fatto?\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08リュール\nSì, ricordo tutto ciò di cui abbiamo parlato\nprima che mi addormentassi.\x0E\x04\x02\x00
MID_ED1_#008	Vedete? Ora sono un emblema.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ルミエル\nMi\x0E\x0A\x00$\x10o figlio\x10a figlia, un emblema? Non credo ai miei occhi.\nQuanto devi aver faticato per arrivare fin qui.\x0E\x04\x02\x00
MID_ED1_#011	\x0E\x03\x02\x0A\x08リュール\nÈ stata dura, ma sono felice che possiate vedere\nciò che sono diventat\x0E\x0A\x00\x08\x02o\x02a. Spero siate orgogliosa.\x0E\x04\x02\x00
MID_ED1_#013	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0A\x08ルミエル\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSembra che la regina Lumera stia... svanendo.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08ヴェイル\nL'energia dell'incantesimo che l'ha resa una\naberrazione è esaurita. Non possiamo impedirlo.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMi dispiace, madre. Dobbiamo salutarci di nuovo...\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08ルミエル\nTi sbagli... Ti sono sempre stata accanto, fin dal\nprimo momento in cui ci siamo avvicinat\x0E\x0A\x00\x08\x02i\x02e.\x0E\x04\x02\x00
MID_ED1_#017	Gli anni successivi alla perdita della mia famiglia\nsono stati bui, insopportabili. Poi ti ho incontrat\x0E\x0A\x00\x08\x02o\x02a...\x0E\x04\x02\x00
MID_ED1_#018	Durante il tuo lungo sonno, anche se mi mancavi, sapevo che\nun giorno ti saresti risvegliat\x0E\x0A\x00\x08\x02o\x02a e ci saremmo ritrovat\x0E\x0A\x00\x08\x02i\x02e.\x0E\x04\x02\x00
MID_ED1_#019	Grazie a quella consapevolezza, come potevo\nsentirmi sola? Ora niente... ci separerà... più...\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x0A\x08リュール\nAnche io provo lo stesso. Da quando ci siamo\nincontrat\x0E\x0A\x00\x08\x02i\x02e, non ho più conosciuto la solitudine.\x0E\x04\x02\x00
MID_ED1_#021	Mi avete mostrato il vero significato di un\nlegame sincero, e ciò è più forte della morte.\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x0A\x08ルミエル\n\x0E\x06\x03\x00... sei da sempre la mia luce più\nsplendente. Grazie per essere stat\x0E\x0A\x00\x08\x02o\x02a mi\x0E\x0A\x00\x08\x02o\x02a figli\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_ED1_#023	\x0E\x03\x02\x0A\x08リュール\nGrazie a voi, madre. Essere vostr\x0E\x0A\x00\x08\x02o\x02a figli\x0E\x0A\x00\x08\x02o\x02a\nmi dà una gioia immensa.\x0E\x04\x02\x00
MID_ED1_#024	Se ci incontreremo di nuovo, vorrei trascorrere\npiù tempo con voi... Me lo promettete?\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0A\x08ルミエル\nSì, \x0E\x0A\x00,\x14figlio mio\x14figlia mia. Ricorderò sempre... questa\npromessa. Ricorderò sempre... te.\x0E\x04\x02\x00
MID_ED1_#026	Ahhh... vedo un cielo bellissimo...\x0E\x04\x02\x00
MID_ED1_#027	Proprio come quello che ammirai il giorno\ndel tuo risveglio.\x0E\x04\x02\x00
MID_ED1_#028	D'ora in poi, devi proteggere... tutto ciò che\ndimora... sotto questo splendido cielo.\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x01\x0A\x08ルミエル\n\x0E\x03\x02\x0A\x08リュール\nLo prometto.\x0E\x04\x00\x00
MID_ED1_#030	\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x06\x03\x00, io...\x0E\x04\x00\x00
MID_ED1_#030_F	\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x06\x03\x00, io...\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08リュール\nSto bene. Non devi essere triste per me.\x0E\x04\x02\x00
MID_ED1_#032	Mia madre ora si trova dove è giusto che sia.\nSo che ci incontreremo di nuovo.\x0E\x04\x02\x00
MID_ED1_#033	Ora andiamo. Dobbiamo controllare la barriera.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nGuardate, la barriera sta scomparendo.\nL'abbiamo distrutta, finalmente.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08ヴェイル\nMa cosa è successo al cielo?\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\nSombron ha aperto il portale.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08ヴェイル\nPapà... è lassù.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06マルス\nSe non facciamo qualcosa, l'energia degli altri\nmondi si riverserà in questo, distruggendolo.\x0E\x04\x02\x00
MID_ED2_#006	Dell'Elyos non rimarrà nulla.\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x0A\x08リュール\nNon permetterò che accada. Mia madre mi\nha chiesto di difendere questo mondo.\x0E\x04\x02\x00
MID_ED2_#008	Proteggerò tutti... tutti quelli che dimorano\nsotto questo cielo.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06マルス\n...\x0E\x04\x02\x00
MID_ED2_#010	So per certo che potresti rendere questo mondo\nun luogo meraviglioso.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08リュール\nA cosa devo l'onore?\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x08\x06マルス\nSentivo il bisogno di dirtelo.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nAvrò bisogno di te per costruire qualcosa di\nduraturo, Marth. Aiutami a proteggere per\nsempre questi luoghi.\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x02\x08\x06マルス\nPer sempre.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08リュール\nAllora è una promessa.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x01\x08\x06マルス\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nUn mondo governato dal Drago Divino\n\x0E\x06\x03\x00. Il solo pensiero\nrestituisce vigore al mio spirito.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nCome stanno le nostre truppe?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nStiamo curando i feriti. Presto dovremmo\nriuscire a proseguire.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x02\x0E\x0Cディアマンド\nSi avvicina l'ora della battaglia finale, eppure\nrimani impassibile e fiducios\x0E\x0A\x00\x08\x02o\x02a. Ho ancora\nmolto da imparare da te.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\nAlla fine di questa guerra, terminato il periodo\ndella ricostruzione, voglio visitare tutti i posti\nda cui proviene ognuno di voi.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x0A\x08リュール\nNon dimenticare di portare gli emblemi con te.\x0E\x04\x02\x00
MID_ED2_#022	Sono custoditi all'interno degli anelli da tempo\nimmemore. Non ho dubbi che sarebbero\nlieti di esplorare il mondo.\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nGiusto. Ora che il potere dei dodici anelli\nè stato usato, nessuno proverà a rubarli.\x0E\x04\x02\x00
MID_ED2_#024	Gli emblemi saranno al sicuro. Potranno\nrestare al di fuori degli anelli e andare dove\nvogliono.\x0E\x04\x00\x00
MID_ED2_#025	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nPotremmo invitarli nei nostri regni, presentarli\nai nostri concittadini. Verrebbero sicuramente\nvenerati come eroi di guerra.\x0E\x04\x00\x00
MID_ED2_#026	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x02\x0C\nミスティラ\nNon direi mai di no all'idea di avere uno,\nanzi no, due nuovi compagni di viaggio.\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nImmagino che questa esperienza li renderà\nanche ottimi consiglieri per la rinascita\ndell'Elusia.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nÈ davvero bello avere delle aspettative.\nTi danno la motivazione per continuare\na combattere.\x0E\x04\x02\x00
MID_ED2_#029	Per la prima volta nella mia vita,\nguardo al futuro con speranza.\x0E\x04\x00\x00
MID_ED2_#030	\x0E\x03\x02\x0A\x08リュール\nBene. Prima però abbiamo un ultimo ostacolo\nda superare: Sombron. Sei pronta, Veyle?\x0E\x04\x00\x00
MID_ED2_#031	\x0E\x03\x02\x0A\x08ヴェイル\nSono pronta. Non ho paura di affrontarlo.\x0E\x04\x02\x00
MID_ED2_#032	Per via della mia solitudine non riuscivo ad\nammetterlo a me stessa, ma... da molto tempo\normai non è più mio padre.\x0E\x04\x02\x00
MID_ED2_#033	Non c'è nulla che ci leghi.\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0C\nヴァンドレ\nDrago Divino, le ferite di tutti i nostri soldati\nsono guarite.\x0E\x04\x00\x00
MID_ED2_#036	\x0E\x03\x02\x0A\x08リュール\nGrazie, Vander.\x0E\x04\x02\x00
MID_ED2_#037	In marcia, allora. Lo scontro finale si\navvicina, finalmente.\x0E\x04\x00\x00
MID_ED2_#038	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\n...\x0E\x04\x02\x00
MID_ED2_#039	Questo viaggio ha temprato te e i tuoi alleati.\nOra siete molto più forti.\x0E\x04\x02\x00
MID_ED2_#040	Mi piacerebbe restare al vostro fianco e aiutarvi\na costruire un mondo migliore.\x0E\x04\x02\x00
MID_ED2_#041	Ma presto potremmo doverci dire addio.\x0E\x04\x00\x00
