MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMi fa piacere che possiamo parlare un po',\ndopo che ho vegliato su di te così a lungo,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nSei piena di risorse, Lapis. Tutte le piccole\ncose che costruisci per noi possono essere\ndeterminanti per la vittoria.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nMi fa piacere essere d'aiuto! C'è qualcosa che\nposso costruire per te, Marth? Che ne diresti\ndi un grazioso piedistallo per il tuo anello?\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ラピス\nMarth? Se sapessi di non potere mai più\nrivedere un tuo amico... cosa faresti?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06マルス\nSarebbe una situazione terribile... Voler parlare\ncon qualcuno, ma non poterlo fare...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06マルス\nCredo che penserei spesso a quella persona.\nI legami che creiamo non si spezzano mai.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nSì! Lo penso anche io! Siamo sempre legati,\nqualsiasi cosa succeda... Grazie, Marth.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nGrazie di averci fatto dono della tua forza,\nMarth. Farò di tutto per ripagare la tua\ngentilezza.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06マルス\nÈ palese l'amore che hai per il tuo regno,\nCitrinne. Combatteremo insieme finché la pace\nsarà ristabilita.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMarth... pensi che io sia utile in battaglia?\nSo che devo lavorare ancora molto per\nmigliorare la mia magia...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06マルス\nTe la cavi molto bene, Citrinne, e migliori\ndi giorno in giorno. Ho fiducia in te.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAlcryst si fida ciecamente di te. Per lui sei\ncome una di famiglia, se non sbaglio.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nIo e Alcryst siamo cugini! Siamo cresciuti\ninsieme e abbiamo molta confidenza.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nAnche con Diamant è la stessa cosa. Non vedo\nun principe o un guerriero senza macchia...\nIo vedo solo Diamant.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06マルス\nRapporti basati sul tempo e sulla fiducia.\nÈ meraviglioso. Spero che un giorno potremo\ndire lo stesso di noi.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nQuanti avvenimenti in così poco tempo.\nE quanti ancora ci attendono...\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06マルス\nHai dovuto superare tante difficoltà. Faremo\nin modo che nessuno debba più soffrire come\nhai sofferto tu.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nChe strano. Mi sento a mio agio insieme a te.\nMi sembra di poterti parlare di tutto.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06マルス\nMi fa piacere sentirtelo dire. Se hai bisogno di\nparlare, io sono qui per te.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nVorrei avere anch'io la tua capacità di fidarti\ndegli altri incondizionatamente.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06マルス\nMa anche tu ti fidi del tuo popolo, no? E ti fidavi\nanche dei tuoi alleati, visto che ci hai portato\nquegli anelli.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nHai ragione. Ho combattuto molto a fianco dei\nmiei alleati e desidero proteggerli.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06マルス\nI legami che stringiamo con gli altri ci rendono\npiù forti.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIl mio *obiettivo* principale è arrivare alla\nvittoria. Per questo, Marth, considerami a tua\ndisposizione.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06マルス\nGrazie, ma non accetterò offerte o servizi.\nCombattiamo insieme come pari.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nLavori troppo, Zelkov. Una pausa ogni tanto\nti farebbe bene.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nApprezzo le tue premure, ma non sono\nnecessarie. Temo di più *l'ozio* della\nstanchezza.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAver perso la mia famiglia mi ha lasciato\nun vuoto che nemmeno la *vendetta* riuscì a\ncolmare.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06マルス\nConosco molto bene cosa sia la perdita\ne il vuoto che ne segue.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nCombattere per la principessa Ivy mi dà\n*sollievo*. La forza che mi dai mi permette\ndi farlo e te ne sono grato.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06マルス\nNon serve che mi ringrazi. Spero solo che\nil tuo senso di vuoto scompaia con la guerra.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth! Spero che la nostra amicizia\nduri per sempre!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06マルス\nAnch'io. Combattiamo insieme come alleati\ne come amici fino alla fine.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nRaccontami qualcosa del tuo mondo.\nParlami dei suoi più valorosi guerrieri!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06マルス\nC'erano dei grandi spadaccini non dissimili da\nte. Mi viene in mente la Spada Silente.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth! Ho visto il tuo futuro! Vuoi che ti dica\ncosa ti attende?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06マルス\nIl mio futuro? Non è una decisione facile, ma\nammetto che sono curioso. Cos'hai visto?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nEri in una posa vittoriosa durante la nostra\nprossima battaglia! Significa che vinceremo!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06マルス\nUna predizione davvero incoraggiante. Non\nvedo l'ora di aggiudicarmi questa vittoria\ninsieme a te.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSei molto popolare, vero Marth?\nIo ho occhio per queste cose.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06マルス\nNon credo nel modo che intendi tu, ma ho\nla fortuna di poter contare su molti alleati.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nTi ammiro per essere rimasta così a lungo\nin Elusia. È stato un gesto nobile da parte tua\naiutare quella gente.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nMio padre avrebbe fatto lo stesso. Metteva\nsempre il suo regno al primo posto.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nFarò il possibile per aiutare mia sorella\na ristabilire il nostro regno!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06マルス\nAnch'io fui costretto ad abbandonare la mia\nterra devastata dalla guerra. Avevo la tua\nstessa determinazione.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nE come andò a finire? Riuscisti a risollevare\nla gloria del tuo paese?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06マルス\nSì, con l'aiuto degli alleati di cui ti ho parlato.\nSono sicuro che farai lo stesso per l'Elusia.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nEhi, Marth, mi faresti un sorriso? Perfetto.\nSei adorabile!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06マルス\nCredo che nessuno mi abbia mai definito così.\nMi lusinghi, grazie.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nPenso che degli abiti carini ti donerebbero\nmolto. Ti starebbe bene qualcosa nel mio stile.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06マルス\nApprezzo il pensiero. Per quanto meraviglioso\nsia il tuo stile, non credo che faccia per me.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nNon sono mai stato uno studente modello.\nEro troppo impegnato a divertirmi, non avevo\ntempo per studiare.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06マルス\nNon l'avrei mai detto, visto come sei studioso\nadesso. Cos'è cambiato?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nHo incontrato Hortensia. Senza di lei che mi\nspinge a fare meglio, non avrei mai messo\nla testa a posto.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06マルス\nAnche io sono quello che sono grazie ai miei\namici. Continuiamo a spronarci a vicenda.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nSenza l'anello che hai restituito non ce\nl'avremmo mai fatta. Ti ringrazio, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCi sai fare coi complimenti. Credo che andremo\nmolto d'accordo noi due, Marth.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPerdonami se ti metto in ombra, Marth,\nma anche tu, a modo tuo, sei affascinante.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06マルス\nNon hai nulla da farti perdonare. In questo\nesercito ci sono personalità molto più\naffascinanti della mia.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPuò essere difficile da credere, ma in passato\nero un po' indolente e facevo fatica a trovare\nla motivazione.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06マルス\nInfatti, faccio fatica a immaginarlo. Come hai\nfatto a diventare la Goldmary che conosco?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi ritrovai in battaglia. La guerra è crudele ma\nanche un'insegnante efficace. Mi diede\nl'ambizione a migliorare.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06マルス\nAnch'io ho conosciuto la guerra da giovane.\nA quanto pare, questo ci accomuna, Goldmary.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nMi piace tutto ciò che è divertente! E tu?\nCosa fai per divertirti?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06マルス\nNon ci ho mai pensato. Però imparare a\ndivertirsi sembra... divertente. Magari potresti\ninsegnarmi tu?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nEhi, Marth, ti ho scritto una canzone per\nispirarti. Ti va di ascoltarla?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06マルス\nSei molto gentile. Vorrei tanto ascoltarla, ma\npotresti cantarla... a bassa voce?\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nMi sono divertita molto in campeggio! Ho\nconosciuto tanta gente e abbiamo fatto festa\ntutta la notte.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06マルス\nMi ha sorpreso sentire che hai viaggiato\ndormendo all'aperto. Godi di molta libertà per\nessere una principessa!\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nSì, mi è andata bene. Ed è per proteggere\nquesta libertà, di cui tutti godiamo, che\ncombatto per il Solm.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06マルス\nBeh, durante i tuoi viaggi ti sei fatta molti amici\ne sono lieto che tu mi consideri uno di loro.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHai un portamento davvero notevole in\nbattaglia, Merrin. Non riuscivo a toglierti\ngli occhi di dosso.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nOh, mi lusinga sentirtelo dire, ser Marth!\nSpero di non deluderti mai in battaglia.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nLo confesso, i dolci non mi stancano mai.\nNe vuoi uno, ser Marth?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06マルス\nSono sicuro che sono molto buoni. Purtroppo\nnon posso mangiare. Ma è divertente ammirarne\ngli splendidi colori.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nIn Solm, sono le donne a ereditare le posizioni\ndi comando. Un giorno diventerò la matriarca\ndel mio villaggio.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06マルス\nQuando sarà tornata la pace e arriverà per te il\nmomento di diventare matriarca, abbandonerai\nla carriera militare?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nNo, sono felice di informarti che la mia\nprincipessa mi ha dato il permesso di\ncontinuare entrambe le carriere.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06マルス\nÈ molto saggia. Sono sicuro che diventerai la...\nmatriarca più tosta che sia mai esistita.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パネトネ\nPer me è un onore combattere accanto a voi,\nLorsignor emblema! Non vi deluderò in codesta\nbattaglia!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06マルス\nNon servono tutte queste formalità. Sono un\nemblema, ma vorrei che mi trattassi come\nun tuo pari.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDove hai imparato a truccarti così? Non ho mai\nvisto niente del genere prima d'ora.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nTraggo la mia ispirazione da un antico libro del\nSolm. Pare che codesto trucco fornisca una\nprotezione magica, di grazia.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nSono curioso, Panette. Come hai fatto\na diventare un'attendente di Timerra?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nAvevo abbandonato la mia casa e fu allora che\nincontrai la mia signora. Diventammo subito\nottime amiche.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nNon seppi che faceva parte della famiglia reale\nfino a quando mi offrì la posizione da\nattendente. Immaginatevi la sorpresa.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06マルス\nCerte relazioni possono cambiare la nostra vita.\nSpero che per te anche il nostro legame sia\nimportante.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nフォガート\nCombattere così tanto è molto faticoso. Quello\nche ci vuole è un bel banchetto per tirarci su di\nmorale, dico bene?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06マルス\nUn banchetto potrebbe essere un buon modo\nper alleviare la fatica. E per me che non mangio,\npuò essere un'occasione per socializzare.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nTu e tua sorella siete molto vicini, vero?\nAvete molta fiducia l'uno nell'altra, anche\nquando non siete insieme.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nSì, nella mia famiglia siamo tutti molto legati.\nOvunque noi siamo, i nostri cuori sono vicini.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHo saputo che Timerra ha viaggiato per tutto\nil regno accampandosi qua e là. Tu hai mai\nviaggiato così?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nSì, ho viaggiato insieme al mio gruppo di\nsentinelle. Uno di loro mi diceva che\nero la copia sputata del principe.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSai, la maggior parte delle persone vede\ni membri della famiglia reale solo nei ritratti.\nQuel tizio ancora non sa che sono il principe!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06マルス\nAh, e tu non gli hai ancora spiegato come\nstanno le cose. Sei proprio un principe strano,\nFogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAllora eri tu che cantavi prima. Hai una bella\nvoce. Mi piacerebbe sentirti cantare ancora.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nLord Marth! Mi stavi ascoltando?! Stavo solo\ncantando un inno per il Drago Divino, tutto qui.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLa sala degli emblemi è un po' tetra, non trovi?\nMagari potrei riarredarla per renderla più\nallegra.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06マルス\nChe bella idea! Hai ristrutturato anche\nla chiesa della tua famiglia, vero? Ho sentito\nche è piaciuta molto.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nNon avrei mai immaginato di combattere\ninsieme a un drago. Dopo una vita a venerarli?\nIl destino è davvero buffo.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06マルス\nDici che sia il destino a guidarci? Non saprei,\nma in effetti forse è il destino che ci ha fatti\nincontrare.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nE gliene sono grato! Dovremmo festeggiare,\nsempre che non sia inappropriato...\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06マルス\nMa certo che no. Mi farebbe piacere partecipare\na qualsiasi festeggiamento, soprattutto se posso\nsentirti cantare.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMi hanno detto che cucini in modo eccellente.\nE così sei sia un cuoco sia un cavaliere?\nStupefacente.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nLa cucina è la mia passione. Magari un giorno\npotresti insegnarmi una ricetta del tuo mondo?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ボネ\nHo sentito che gli emblemi non possono\nmangiare. Mi rattrista non poterti preparare\nun buon pranzo.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06マルス\nNon preoccuparti, Bunet. A me fa piacere\nguardare gli altri che si gustano i tuoi piatti.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHo sentito che stai cercando di riaprire\nil ristorante della tua famiglia. È stato distrutto\ndai banditi?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nSì. Fu un periodo duro per me. Ma il mio caro\namico Fogado... mi salvò.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMi fece diventare il suo cuoco personale e il suo\ncavaliere. Gli devo la vita.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06マルス\nQuindi, vi legano una grande amicizia e la\npassione per la buona cucina. Davvero un bel\nrapporto.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nNon ero sicuro che te la saresti cavata su un\ncampo di battaglia, ma hai dimostrato di essere\nuna valorosa alleata, Anna.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nA casa facevo spesso la legna, quindi me la cavo\nbene con l'ascia. Ma chiamami signorina Anna!\x0E\x04\x00\x00
