MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLe battaglie saranno sempre più dure. Se pensi\nche per te sia troppo, appoggiati a me.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nChe sei davvero bravo ad ascoltare! Tutti si\nsentono meglio dopo che hanno parlato con te.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ベレト\nAh sì? Davvero? Questo spiegherebbe perché\nle persone si confidano spesso con me...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nÈ necessario che gli alleati si conoscano bene.\nQual è la cosa più importante per te, Citrinne?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nI miei alleati, sicuramente! Come per te lo erano\ni tuoi studenti, dico bene?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMi piacerebbe seguire una tua lezione,\nprofessore. Potrei finanziare la costruzione\ndi un auditorium...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06ベレト\nSolo per una mia lezione? Non vanno bene\ngli edifici che abbiamo già?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nシトリニカ\nA tutti è piaciuta molto la tua la lezione,\nprofessore! Prenderesti in considerazione l'idea\ndi tenerne un'altra?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ベレト\nUn'altra lezione? Non mi dispiacerebbe, ma...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nOh, ma certo! Siamo in tanti, ci serve una scuola\nvera e propria. Inizierò subito con i preparativi!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06ベレト\nUn'intera scuola solo per le mie lezioni?\nMi sembra un po' eccessivo, ma... sono sicuro\nche farai la cosa giusta, Citrinne.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nQualcosa non va, Ivy? Sembri un po'\npensierosa.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nStavo pensando a mio padre, tutto qui.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アイビー\nPer quanto pensi a mio padre, non ne verrà\nfuori niente di buono...\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06ベレト\nNon sono d'accordo. Può aiutarti a superare\nla perdita. E ti resteranno per sempre i ricordi\nche hai di lui.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アイビー\nAnche tu hai perso tuo padre, vero?\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06ベレト\nSì... e solo dopo che l'ho perso mi sono reso\nconto di quanto insostituibile fosse per me.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06ベレト\nOra so che devo apprezzare le persone che ho\nattorno, e prendermene cura, finché ci sono.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nMi sembra lodevole. Spero solo di riuscire a\ntrovare la tua stessa forza e ad andare avanti.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nNon è da te venirmi a cercare, professore.\nTemo di essere *occupato* al momento.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06ベレト\nMa certo. Scusami per il disturbo.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nQuando combatto sento di avere un\n*obiettivo*. Quando finisce una battaglia, mi\nsento perso.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ベレト\nA volte fa bene vagare per un po' senza meta.\nNon si sa mai quali opportunità potrebbero\npresentarsi.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSei un insegnante, ne *deduco* che tu ci sappia\nfare con i bambini.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ベレト\nNon ho mai fatto nulla di speciale per rendermi\namato dai miei studenti. Cercavo di capirli, tutto\nqui.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\n*Capirli*. Sì, ma certo. Un'idea semplice.\nLo terrò a mente. Grazie.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ベレト\nSai, anche gli insegnanti, nonostante le buone\nintenzioni, possono apparire minacciosi...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06カゲツ\nByleth! Perché hai abbandonato la vita del\nmercenario per diventare professore? Non ti\npiaceva la libertà?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ベレト\nCerto. Ma non avrei mai incontrato i miei\nstudenti se avessi continuato a fare il\nmercenario. Non ho rimpianti.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06カゲツ\nSono contento che il nostro legame di amicizia\nsia diventato così solido, Byleth!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06ベレト\nSono contento che siamo amici, ma non credi\ndi averlo espresso in modo un po' esagerato?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06カゲツ\nTi svelerò un segreto. Sei un mio caro amico,\nmeriti di saperlo.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06ベレト\nSei diventato improvvisamente molto serio.\nDi che si tratta?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nHo ereditato il potere della chiaroveggenza da\nmia madre. So dirti esattamente cosa ci sarà per\ncena!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06ベレト\nImmagino che potrebbe essere utile, ma non\nti rovina la sorpresa?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nProprio non capisco, professore. Ho abusato\ndel tuo potere. Come puoi fare finta che non\nsia successo niente?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06ベレト\nNon faccio finta. È solo che non vedo il motivo\ndi rimproverare qualcuno che si è già pentito\ndelle sue azioni.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nNon sopporto l'idea di aver combattuto contro\ntutti. Ma il pensiero peggiore è... Cosa sarebbe\nsuccesso se avessi vinto?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ベレト\nNon ha senso pensare a quello che sarebbe\npotuto succedere. È acqua passata. Guarda\nal futuro.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSai, professore, sei completamente diverso\ndagli insegnanti che ho avuto io.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06ベレト\nMe lo dicono in tanti. Forse è perché ho\ncominciato a insegnare da giovane.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nNon è quello che intendo. È perché siamo amici.\nSento che... mi guardi e che mi ascolti.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06ベレト\nBene, perché è proprio così. Mi fa piacere\nascoltarti in qualsiasi momento, Hortensia.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ロサード\nAvrei voluto avere te come insegnante\nall'accademia in Elusia. Le tue lezioni sarebbero\nstate divertenti, professore.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06ベレト\nRaccontavo sempre delle storie. Non vedo\nperché non potrei raccontarle anche a te\nadesso, se ti interessano.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nRosado, va tutto bene? Mi stai fissando.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nStavo osservando la tua espressione impassibile,\nper vedere se cambiava. Sei incredibilmente\nstoico, lo sai?!\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nQuante cose hai comprato. Hai preso tutto\nquello che avevano in negozio?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nQuasi. C'erano troppi vestiti e accessori carini.\nNon ho resistito.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nSe non avessi comprato tutto adesso, sarei\ndovuto tornare più tardi. Perché mai fare due\nviaggi?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ベレト\nCerto. Molto efficiente.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNon ho ancora sentito un tuo complimento oggi,\nByleth. Non devi assolutamente trattenerti, sai.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ベレト\nLo terrò a mente... Grazie...\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nChe sospiro drammatico. Cosa ti preoccupa?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi dolgo solo che il mio talento sia ai più\nirraggiungibile. Essere così speciale è la mia\ncondanna.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIl mio villaggio è famoso per le sue terme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06ベレト\nMa che bello. All'accademia avevamo una\nsauna. Ci andavamo per rilassarci dopo gli\nallenamenti.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nAndavi alla sauna con i tuoi studenti? Non avevi\npaura di entrare troppo in confidenza con loro?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ベレト\nOh no, ero piuttosto informale con i miei\nstudenti, ma mantenevo sempre una rispettosa\ndistanza.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nミスティラ\nHo composto una canzone per te!\nEccola: ♪ "Sei l'emblema del mio cuore!\nByleth, solo tu sei il migliore!"♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ベレト\nChe melodia... particolare.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nミスティラ\nByleth, nella tua accademia avevate un coro,\nvero? Vorrei la tua opinione sulla mia nuova\ncanzone.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ベレト\nOh, mh, ti assicuro che non sono un esperto\ndi musica.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nミスティラ\nSe potessi fare qualsiasi cosa, cosa vorresti\nfare? E non dirmi "combattere per la pace".\nSii creativo.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06ベレト\nMmmh, non ci ho mai pensato.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06ベレト\nMa, adesso che ci penso... Direi che mi\npiacerebbe molto viaggiare insieme a te,\nTimerra.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nOh, Byleth, che risposta dolce! Mi piacerebbe\ntantissimo portarti a vedere tutti i miei posti\npreferiti!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06メリン\nChe movenze eleganti, professore. Non che\nio me la cavi male, naturalmente.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06ベレト\nAh, davvero? Allora cercherò di farci attenzione\nla prossima volta.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06メリン\nVoglio diventare una brava cavaliera.\nTu insegnavi all'Accademia Ufficiali. Dimmi,\nqual è il tuo consiglio?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ベレト\nPosso dirti una cosa... Tutti i cavalieri che ho\nconosciuto erano estremamente determinati.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSi direbbe che ti stai godendo il tuo libro,\nMerrin. Cosa leggi di bello?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nUn'enciclopedia sulle creature rare.\nMi piace molto imparare di più su di loro.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06ベレト\nUna volta, in un lago scintillante, pescai un\npesce rarissimo, chiamato il nunzio della dea.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nUn pesce leggendario?! Il nunzio della dea?!\nSembra incredibile! Raccontami tutta la storia!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nHo trovato una spada di legno. È tua, Panette?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nDirei di no! Una dama della mia levatura non\nimpugnerebbe mai un'arma così volgare.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nAnche oggidì, Byleth, ci dedicheremo a\nsradicare i vili banditi da questo mondo,\ndi grazia.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06ベレト\nConta sul mio appoggio, Panette.\nIl tuo entusiasmo è contagioso.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMa ditemi, Byleth, cosa rende tale una\ngentildonna, a parer vostro?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06ベレト\nBeh, credo che una gentildonna debba avere\nuna luce interiore.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nOhibò, che risposta curiosa. E come si fa\na distinguere codesta "luce interiore"\ndall'esterno?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06ベレト\nLa bellezza interiore trova sempre il modo di\nrisplendere in superficie. Oserei dire che tu,\nPanette, ne sei un esempio perfetto.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nフォガート\nSei un tipo piuttosto enigmatico, Byleth!\nUna sorta di mistero, si potrebbe dire.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06ベレト\nNon sei il primo a dirmelo. Tuttavia, io mi trovo\nassolutamente normale.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nフォガート\nDimmi di più di te, Byleth. Voglio conoscerti\nmeglio, sapere chi sei in realtà.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ベレト\nPensavo ci conoscessimo già bene. Ma dimmi\ncosa vuoi sapere. Non ho nulla da nascondere.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nフォガート\nOra credo di averti inquadrato, Byleth.\nSei uno spirito libero, ecco cosa sei.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06ベレト\nÈ la prima volta che mi sento definire così.\nCosa te lo fa pensare?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nNon fai compromessi con nessuno e tratti tutti\nalla pari... Mi piace.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06ベレト\nAh, ora capisco. A quanto pare, sono le stesse\ncose che mi piacciono di te, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パンドロ\nHai vissuto in un monastero, dico bene?\nTi andrebbe di pregare insieme a me?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06ベレト\nNon so come preghiate in questo mondo,\nma sono pronto a provare.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAdoro ballare, ma gli amici chiamano la mia\ndanza Ridda Oscura... e non in senso buono.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06ベレト\nAh, beh, ho un po' di esperienza con la danza.\nPosso darti qualche lezione, se vuoi.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMolti fedeli vengono in chiesa quando hanno\ndei problemi. Ma a volte non so come aiutarli.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06ベレト\nMmmh, capisco. Pandreo, a volte basta solo\nascoltare una persona per aiutarla davvero.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nParole sagge, professore. Potrei parlarti\nanch'io dei miei problemi qualche volta?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06ベレト\nMa certo. Vieni a parlarmi quando vuoi. E spero\nche tu farai altrettanto con me, Pandreo.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ボネ\nQuindi c'era una mensa nell'accademia del tuo\nmondo... Mi piacerebbe sapere cosa cucinavano.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06ベレト\nMi spiace deluderti, ma quello che offrivano\nnon era esattamente alta cucina.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ボネ\nHo sentito che sai cucinare, Byleth.\nMi insegneresti qualche ricetta del tuo mondo?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06ベレト\nVolentieri. Ma prima di tutto... dobbiamo\nscoprire se qui ci sono gli stessi ingredienti.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ボネ\nGrazie al tuo aiuto e alla ricetta che mi hai dato,\nil piatto è stato un gran successo. È piaciuto\nproprio a tutti.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06ベレト\nOttimo. Sono contento di esserti stato utile.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nIo però non sono ancora soddisfatto. Vorrei\nimparare altri piatti del tuo mondo. Insegnameli,\nprofessore.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ベレト\nAhahah. Come potrei mai rifiutare?!\nTi insegnerò tutte le ricette che vuoi, Bunet.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06アンナ\nCome va, professore? Cosa posso fare per te?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ベレト\nAh, niente. Ero solo venuto a controllare se fossi\nqualcuno che conoscevo.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06アンナ\nDev'esserci un modo per vendere di più.\nHai qualche idea, professore?\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06ベレト\nPotresti fare delle offerte a tempo limitato.\nMagari attirerebbero più clienti.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06アンナ\nE ora, una ricerca di mercato! Quali prodotti\nvorresti che vendessi?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06ベレト\nMi piaceva molto andare a pesca nel tempo\nlibero, quindi direi canne ed esche.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nOttimo suggerimento! Peccato però che tu non\npotrai usarli.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06ベレト\nNon preoccuparti per me. Mi accontento di\nsapere che altri potranno divertirsi andando\na pesca.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSembri di buon umore, Jean.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nSì! Un soldato che stavo curando finalmente\nè guarito. Ero così preoccupato per lui.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ジャン\nProfessore, mi insegneresti a combattere?\nVorrei rendermi utile, anche solo un pochino.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ベレト\nSe è questo che vuoi, certo, ti darò delle lezioni.\nCominceremo con l'autodifesa.\x0E\x04\x00\x00
