MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nRiesci sempre a tirarmi su di morale, Micaiah.\nCredo sia merito del tuo sorriso gentile.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nSì! Anche io amo i boschi! Ci passerei giornate\nintere a costruire mobil- No, volevo dire...\nad ammirare gli uccelli.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ラピス\nSpero che presto riusciremo a mettere fine alla\nguerra. Più si trascina, più la gente soffre.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nOra capisco perché sei tanto cara a Alcryst,\nLapis. Hai un animo gentile e altruista.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nCome mai hai quest'aria furtiva, Lapis?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nMicaiah?! Ecco... ho qui un carico di patate da\ncasa... Ehm, dal mercato! Già, ero al mercato...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nWow! Sono tantissime! Mi piacciono le patate.\nSono buone cucinate in tutti i modi, non trovi?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nPiacciono anche a te? Non l'avrei mai detto.\nNon si finisce mai di scoprire cose interessanti\nsu di te, Micaiah!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nQuesto mondo non deve essere semplice per\nvoi emblemi... Fammi sapere se hai bisogno\ndi aiuto.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nChe premurosa! Grazie, Citrinne.\nLo terrò presente.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nQuanti dolci hai, Citrinne. Stai andando\na una festa?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nAh, questi? Ho appena scoperto che a qualcuno\nche conosco piacciono i dolci! Sto andando\na portargliene un po'!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nI bambini piangono quando sorrido...\nCome posso fare a non spaventarli?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nI bambini hanno sempre paura degli estranei,\nè normale. Sono sicura che se ti conoscono\nnon avranno più paura!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nAh! Capisco! Allora... tu pensi che il mio sorriso\nnon faccia paura, Micaiah?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nEsatto. Io vedo solo la tua gentilezza.\nE se la tua gentilezza potrà sopravvivere\na questa guerra, potrà sopravvivere a tutto.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSono preoccupata. Temo che tu ti stia\nsforzando troppo, Ivy.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nHo giurato il mio sostegno al Drago Divino.\nEd è quello che ho intenzione di fare.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIvy, perché non facciamo una bella passeggiata\nnel bosco?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nRiesci a capire quando sono inquieta? Sembra\nche tu sappia sempre di cosa ho bisogno.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nAndare contro i propri ideali è doloroso.\nConosco bene quella sofferenza.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nEppure superasti anche quella, dico bene?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nSpero di riuscirci anch'io un giorno.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNon ho bisogno di leggere il futuro per predirlo.\nSo di che pasta sei fatta. Ca la farai.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSei sempre così indaffarato, Zelkov. Ma anche\ni lavoratori più diligenti hanno bisogno di riposo,\nogni tanto.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNon ho bisogno di *riposo*. Ho troppe cosa\nda sbrigare.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nServirebbe un sonnifero per placare\nla sofferenza del mondo. Devo *crearne* uno.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nEheh. Una bella tisana, forse?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nContinuo a una cercare una *motivazione*.\nMi serve una ragione per vivere.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nCome vorrei che i miei poteri potessero\nliberarti delle tue sofferenze...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nIl tuo *Sacrificio* può curare il corpo, ma il mio\nproblema è nella mente.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nLo so. Pregherò perché tu possa trovare\nun po' di pace un giorno.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMicaiah! La nostra amicizia è più forte di ogni\naltra. Puoi sempre contare su di me per\nqualsiasi cosa!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nUhm... grazie? Sai, credo che le tue affermazioni\nsiano premature. Diamo un po' di tempo al\nnostro rapporto.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVorrei diventare buon amico della principessa\nIvy, ma a quanto pare lei non la pensa allo\nstesso modo.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nForse prima era così, ma potrebbe aver\ncambiato idea adesso.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nLa mia cultura è molto diversa da quella di qui.\nStudiare in Elusia mi ha insegnato molto.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nCosa hai imparato?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nMolti nuovi stili di combattimento. A casa mia\nero imbattibile, ma qui Zelkov è riuscito a\nsconfiggermi.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nAhah. Hai trovato un avversario degno di te.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nFarò del mio meglio per aiutare te e gli altri,\nHortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nUmpf, non mi serve il tuo aiuto. Ma sembri\ncarina... quindi ti darò una possibilità per\nmostrarmi cosa sai fare.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nLa smetti di guardarmi così? È come se mi\nguardassi dritto nell'anima. Mi dà fastidio.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nEheh. Volevo solo assicurarmi che stessi bene.\nA volte mi preoccupo per te, tutto qui.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMia sorella ha abbandonato l'Elusia, anche se\nsapeva che ero ancora là. Mi ha voltato le spalle.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nIvy tiene molto a te, più che a ogni altra cosa\nal mondo. Fidati.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nCome fai a saperlo? Le hai letto la mente,\nper caso?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNo, ma so cosa prova. Ho anch'io una persona\na cui tengo nello stesso modo.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nLa tua amica viverna è splendida, Rosado!\nCome si chiama?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nSi chiama Camille e siamo inseparabili.\nBellissima, eh?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSembra pesante quel pacco. Cosa c'è dentro?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nDelle pietre carine che ho raccolto nel Somniel.\nVoglio usarle come soggetto per un quadro.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ロサード\nI tuoi capelli argentei sono bellissimi, Micaiah.\nTi danno un'aria rassicurante e sofisticata!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, grazie. In passato non mi piacevano.\nMi facevano sentire al centro dell'attenzione.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nMa no! Io li ho amati dal primo momento\nche li ho visti, non ti dico altro.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nÈ un bel complimento, soprattutto se viene\nda qualcuno con i capelli radiosi come l'alba.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSpero che il mio fascino sconcertante non sia\nun problema per te, Micaiah.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nCe la metterò tutta per fare in modo che non\ninterferisca con la nostra amicizia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSembri pensierosa, Goldmary. Qualcosa\nti turba?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDi solito, in una coppia sono io ad attirare\ngli sguardi, ma con te al mio fianco, temo\nche sarai tu.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nÈ un peccato che il mio villaggio sia così\nlontano. Mi piacerebbe molto mostrarti le terme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nSarebbe bello. Purtroppo però, non avendo\nuna forma fisica, non potrei fare un bagno\ncomunque.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nÈ vero. Allora forse è meglio non poterci andare.\nSono sicura che non sarebbe facile per te\nresistere. Non vorrei fossi invidiosa, poi...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nAhah. Interpreti sempre tutto a modo tuo.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nAllora, Micaiah, dimmi, cos'è che ti piace fare?\nA me piace viaggiare, cantare e divertirmi.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nDunque... mi piace leggere e ascoltare il vento...\nMa soprattutto amo la pace e il silenzio.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nQuindi tu riesci a capire se qualcuno sta\nmentendo e a vedere il futuro, dico bene?\nCome mi piacerebbe saperlo fare!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nDi sicuro ha i suoi vantaggi. Ma giuro che non\nuserei mai i miei poteri per barare in un gioco.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nSai Micaiah, hai davvero una bella voce.\nGraziosa, ma anche molto forte.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nTrovi? Non ci ho mai fatto caso.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nScommetto che canti benissimo. Dovremmo\nfare un duetto. Alla musica ci penso io!\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nOh no, così mi metti in imbarazzo, ma... forse\nce la posso fare. Possiamo cantare della nostra\nbella amicizia.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nGrazie per avermi permesso di unirmi a te,\nMerrin. Insieme la nostra forza è inarrestabile.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nBen detto. E io sono contenta di combattere\ncon un emblema così forte e adorabile come te.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nMicaiah, ammetto che sento il bisogno di\nproteggerti. Ma non so se ne hai davvero\nbisogno.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nSei gentile, ma non farti ingannare dal mio\naspetto. Sono stata a capo di un esercito\nun tempo.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nÈ vero che nel tuo mondo ci sono uccelli e\ndraghi che possono assumere forma umana?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nSì, è vero, ma credo tu abbia capito male,\nMerrin.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nSono umani che possono trasformarsi in draghi\ne uccelli, non il contrario.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nCosa?! Vuoi dire come il Drago Divino?!\nAdesso sono ancora più incuriosita!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nL'ultima battaglia è stata notevole.\nHai mostrato un grande coraggio, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nSono l'ascia della principessa. Abbatterò ogni\nostacolo che si frappone sul suo cammino,\ndi grazia!\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMi giunge voce che amiate le selve, Micaiah.\nDovremmo proprio andarvi a passeggio un\ngiorno di questi.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nBeh, sono proprio curiosa di vedere se\nriusciremo a catturare qualche insetto\ncon quel tuo grande retino.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nVuoi che ti legga il futuro? È per quel fantasma\nche è stato avvistato nel deserto del Solm?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nInvero! Ma ditemi, allora, esiste il fantasma del\nricco bandito del deserto o si tratta di banali\nstorielle senza alcun fondamento?!\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nCome mai tutto questo interesse, Panette?\nNon hai paura dei fantasmi?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nPaura? Io? Giammai! Con voi al mio fianco,\nnon pavento alcunché.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\nEhi, Micaiah! Penso sia arrivato il momento di\nfar festa e celebrare i nostri nuovi amici. Ti va?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nEheh, sembra divertente. Partecipo volentieri.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\nEhi, Micaiah. Hai dei piani domani?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nNon dirmi che c'è un'altra festa? Sei già stato\na una festa ieri e anche il giorno prima.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nHai un'aria molto soddisfatta, Fogado.\nCome mai?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nHo trovato questo raro strumento musicale.\nNon vedo l'ora di darlo a mia sorella.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nOh, sono sicura che le farà piacere.\nSei molto affezionato a lei, vero?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nBeh, sì, sai com'è. Dobbiamo mostrare\nil nostro affetto alle persone che amiamo.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nSe hai qualche preoccupazione, puoi sempre\nvenire da me, intesi? Scommetto che anche tu\nhai i tuoi pensieri.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nSei gentile, Pandreo. Ma qui sono tutti molto\npremurosi con me. Mi trovo molto bene.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nMi chiedevo di chi fosse quella bella voce.\nEheh. Hai attirato un pubblico, vedo.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nLady Micaiah?! Grazie, troppo gentile. Ogni\nvolta che canto, questi uccellini mi vengono\nvicino. Buffo, eh?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パンドロ\n...\nLady Micaiah, hai bisogno di me?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, scusa se ho interrotto la tua preghiera.\nVolevo solo salutarti.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nNon disturbi. Prego per tutte le persone che\nabbiamo ucciso. Vuoi unirti a me?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nSì, certo. Non ci perdoneranno, ma pregherò\nper le anime dei caduti in battaglia.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nStai andando in giardino, Bunet? Posso\naccompagnarti?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nSei una grande appassionata di fiori, eh? Vieni\npure. Godiamoci insieme cosa ha da offrirci.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nCos'hai lì, Bunet? È qualcosa per una ricetta\ndelle tue?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nSono fiori commestibili. Non sono facili da\ncoltivare, ma ne vale la pena. Sono ottimi nei\ntè e nelle insalate.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x06\x04ボネ\nPer essere un bravo chef, bisogna conoscere\nbene i sapori... e quando dico "sapori" intendo\ntutti i sapori.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nEheh, si vede che hai una grande passione\nper il tuo lavoro.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nPuoi proprio dirlo! Ed è per questo che vorrei\nconoscere il sapore dei tuoi capelli argentati.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nCredo... nessun sapore? Non hanno una forma\nfisica. Ma la tua curiosità mi lusinga.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06アンナ\nMicaiah! Ho qui della merce speciale. Guarda\npure, non te ne pentirai!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nAhah. Va bene, va bene. Sei proprio una\nmercante nata, non c'è che dire.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nÈ incredibile come gestisci così bene da sola\nla tua attività. Alla tua età, poi.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nL'età non conta! Sono nata per fare questo\nlavoro e faccio affari da quando ero in fasce!\x0E\x04\x00\x00
