MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nスフォリア\x023\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nRegina Seforia!\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x0E\x0Cオルテンシア\nEh?\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x02\x0C\nスフォリア\nSono stati i soldati del Drago Maligno a fare\nirruzione qua dentro e a iniziare la battaglia, no?\x0E\x04\x02\x00
MID_ED3_#028	Il tuo unico crimine è stato entrare senza\ninvito... e minacciarmi velatamente di morte.\x0E\x04\x02\x00
MID_ED3_#029	Se desideri farti perdonare, sconfiggi il Drago\nMaligno. Rimetti in piedi il tuo regno.\x0E\x04\x02\x00
MID_ED3_#030	Se il buon senso tornasse alla corte di Elusia,\nsarebbe un bene anche per il Solm. Allora,\nsiamo intese?\x0E\x04\x00\x00
MID_ED3_#031	\x0E\x03\x02\x0E\x0Cオルテンシア\nD'accordo. Grazie, regina Seforia.\x0E\x04\x00\x00
MID_ED3_#032	\x0E\x03\x02\x0A\x08アイビー\nLa compassione che avete dimostrato oggi\nnon verrà dimenticata. Ricostruiremo l'Elusia.\nAvete la mia parola.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x02\x0C\nスフォリア\nDa parte mia credo che dovrò rafforzare le\ndifese del palazzo.\x0E\x04\x00\x00
MID_ED3_#034	\x0E\x03\x02\x0A\x08リュール\nNon avete torto. Le forze del Drago Maligno\npotrebbero ancora tornare...\x0E\x04\x02\x00
MID_ED3_#035	Potrei lasciare qui alcuni soldati per la vostra\ndifesa.\x0E\x04\x00\x00
MID_ED3_#036	\x0E\x03\x02\x0C\nスフォリア\nOh, non ce n'è bisogno, davvero. Ho una\nfamiglia numerosa che può occuparsene.\x0E\x04\x02\x00
MID_ED3_#037	Se la situazione dovesse degenerare, potrei\nlasciare una sosia qui al palazzo e vagare per\nla mia terra.\x0E\x04\x02\x00
MID_ED3_#038	Insomma, non dovete preoccuparvi per me.\nPensate a sconfiggere il Drago Maligno.\x0E\x04\x00\x00
MID_ED3_#039	\x0E\x03\x02\x0A\x08リュール\nLo faremo. Vi ringrazio ancora.\x0E\x04\x00\x00
MID_ED3_#040	\x0E\x03\x02\x0C\nスフォリア\nTimerra, è giunto il momento di mostrare\nal Drago Divino dove si trova l'altro anello\ndel Solm.\x0E\x04\x00\x00
MID_ED3_#041	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nVa bene, mamma. L'anello della Mano del Fato\nè in arrivo!\x0E\x04\x00\x00
MID_ED3_#042	\x0E\x03\x02\x0A\x08リュール\nDove si trova?\x0E\x04\x00\x00
MID_ED3_#043	\x0E\x03\x02\x0C\nミスティラ\nNella fortezza settentrionale. Spero tu non sia\nfacilmente impressionabile, mh?\x0E\x04\x00\x00
MID_ED4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ヴェイル_白_悪\x022\n\x0E\x03\x02\x12\x10ヴェイル_白_悪\n...\x0E\x04\x02\x00
MID_ED4_#002	Il Drago Divino si è accaparrato un altro anello.\nMa... non basta a cambiare le cose.\x0E\x04\x02\x00
MID_ED4_#003	...\x0E\x04\x02\x00
MID_ED4_#004	Devo dormire. Maledetto questo mio corpo\nche mi fa precipitare nell'oscurità.\x0E\x04\x02\x00
MID_ED4_#005	Spero che la prossima volta le mie ore di\nveglia non svaniscano così presto.\x0E\x04\x02\x00
MID_ED4_#006	...\x0E\x04\x02\x00
MID_ED4_#007	\x0E\x03\x01\x12\x10ヴェイル_白_悪\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x02\x00
MID_ED4_#008	Sabbia? Ma... che fine ha fatto tutta la neve?\x0E\x04\x02\x00
MID_ED4_#009	Dove mi trovo?\x0E\x04\x02\x00
MID_ED4_#010	Perché continua a succedermi questo?\x0E\x04\x00\x00
