MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nEccoci giunti nel regno di Firene.\x0E\x04\x00\x00
MID_ED2_#008	E il vostro aiuto in battaglia ha fatto la\ndifferenza. Non so davvero come ringraziarvi.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nNon ce n'è bisogno.\x0E\x04\x02\x00
MID_ED2_#010	Io e Alfred siamo amici.\nSono stat\x0E\x0A\x00\x08\x02o\x02a felice di aiutarlo.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08セリーヌ\nAmici? L'ha detto lui? Che sconveniente\nrivolgersi a voi con questo tono.\x0E\x04\x02\x00
MID_ED2_#012	Vi chiedo scusa da parte sua.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nTi prego, non trattarmi con questa riverenza.\x0E\x04\x02\x00
MID_ED2_#014	Mi sono appena svegliat\x0E\x0A\x00\x08\x02o\x02a, e il mondo è tutto\nnuovo per me. Farò sicuramente tanti errori,\ncome tutti.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08セリーヌ\nDavvero? Pensavo che voi foste onnipotente\ne onnisciente.\x0E\x04\x02\x00
MID_ED2_#016	Invece, in fondo, siete piuttosto... uman\x0E\x0A\x00\x08\x02o\x02a.\nMagari potremmo davvero essere amic\x0E\x0A\x00\x0A\x02i\x04he.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nMi piacerebbe essere tu\x0E\x0A\x00\x08\x02o\x02a amic\x0E\x0A\x00\x08\x02o\x02a, Céline.\nPosso?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08セリーヌ\nSarebbe un onore per me.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06武器屋\x021\n\x0E\x03\x00\x0C\x06道具屋\x023\n\x0E\x03\x02\x08\x06武器屋\nEhi, voi! Sentite qua! Avete un minuto?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0A\x08リュール\nEh?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x08\x06武器屋\nIo sono Durthon e vendo armi. Questa è Anisse,\ne ha un emporio di strumenti.\x0E\x04\x02\x00
MID_ED3_#004	V'abbiamo visto combattere prima! Forte!\nPer caso avete bisogno di qualche rifornimento?\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x08\x06道具屋\nSaremmo lieti di aiutarvi nella vostra avventura,\nfornendovi l'equipaggiamento necessario.\x0E\x04\x02\x00
MID_ED3_#006	Mostri come quelli sono un grosso pericolo\nanche per gente come noi.\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0A\x08リュール\nCapisco... che ne direste di venire alla nostra\nbase? Potreste vendere lì la vostra merce.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x0C\nヴァンドレ\nDrago Divino...\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0A\x08リュール\nChe c'è? La base non ha ancora nessun servizio.\nLoro due ci farebbero comodo, no?\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x08\x06武器屋\nCi fareste gestire un negozio nella vostra base?\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x0A\x08リュール\nSe sta bene a voi, sarebbe di grande aiuto.\nAvremo bisogno dei vostri articoli in futuro.\x0E\x04\x02\x00
MID_ED3_#012	La base è sicura, non ci sono mostri lì.\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06武器屋\nFantastico! Non vedo l'ora di fare affari insieme!\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x08\x06道具屋\nGrazie per la fiducia. Faremo del nostro meglio\nper fornirvi sempre articoli di massima qualità.\x0E\x04\x00\x00
