MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\nMi aiuterai a ristabilire la pace in questo mondo\nal più presto?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNo, no, mi fa piacere sapere che ti preoccupi\nper me! Ma non voglio che tu stia in pena...\nQuindi cercherò di diventare più forte.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nUh... Scusami, Citrinne. Perché mi fissi così?\nCome posso aiutarti?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh! Stavo solo ammirando il tuo vestito.\nAbbiamo gusti simili. Chi è il tuo stilista?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHo fatto di nuovo piangere un bambino.\nVorrei avere una faccia meno minacciosa...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06セリカ\nNon sono abituati a vederti, Citrinne. Sono\nsicura che sanno che in fondo sei molto dolce.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nTu sei brava con le magie, vero Celica? Potresti\ninsegnarmi? Ti ripagherò con qualsiasi regalo\ntu desideri.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06セリカ\nMi fa piacere insegnarti, ma non voglio alcun\npagamento. Il nostro legame funziona così.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nIl nostro legame? Spero di non essere troppo\navventata, ma... stai dicendo che siamo buone\namiche?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06セリカ\nNon sei affatto avventata! Sto dicendo proprio\nquesto. Mi fa sempre piacere aiutarti.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nVoi emblemi fluttuate avvolti da una pallida\nluce... Non siete dei fantasmi, vero?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06セリカ\nAhahah! Non mi sento come un fantasma, ma\nora che lo dici, ammetto che non ne sono sicura.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAnche tu sei una principessa, vero? Entrambe\nsiamo nate per portare pesanti fardelli...\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06セリカ\nVero. Ma se non fosse per questo, non sarei\ndiventata un emblema e non ci saremmo mai\nincontrate.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nPensavo che la fiducia fosse qualcosa di arduo\nda conquistare, ma mi hai dimostrato di esserne\ndegna più e più volte.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06セリカ\nSono lieta di sentire che ti fidi di me. Grazie.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nSe continuerai a darmi la tua forza, prometto\nche farò di tutto per proteggere il mio mondo\ne il tuo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06セリカ\nCi sarò sempre quando avrai bisogno di me, Ivy.\nLo giuro sulla dea Mila.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nNon c'è niente di meglio di un po' di pace e\ndi silenzio, non trovi? Apprezzo molto queste\noccasioni per rilassarsi.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nOgni parola che hai pronunciato suona\nper me come un *anatema*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nQuando hai tempo, Zelkov, c'è un posto che\nvorrei mostrarti.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nFaccio in modo di non avere mai *tempo*,\nma per te potrei fare un'eccezione.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nGrazie per avermi mostrato le candele che hai\nfatto. Hai davvero molte abilità.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNon devi *ringraziarmi*. Lo faccio solo per\nammazzare il tempo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06セリカ\nI risultati però sono davvero notevoli. Le tue\ncreazioni sono le più belle che abbia mai visto.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nSe queste cose ti rendono *felice*... Meglio così.\nC'è di peggio al mondo.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMi piacerebbe vedere cosa c'è dentro al tuo\nanello, Celica! Come faccio a entrarci?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06セリカ\nNon credo che sia possibile. Mi dispiace.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nMi ricordi un mio vecchio amico.\nProvo una strana nostalgia quando ti guardo.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nQuesto tuo amico mi assomiglia? Chissà\nse è anche bravo come me a combattere?!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSe usiamo i poteri del Drago Divino possiamo\nallenarci uno contro l'altra, vero?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06セリカ\nCredo di sì.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nMa allora facciamolo subito! Non vedo l'ora\ndi mettermi alla prova contro di te!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06セリカ\nSe insisti... Ma non dimenticare che siamo\namici, intesi?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIl tuo fascino può competere con il mio,\nemblema Celica, ma non sarà facile per te\nsuperarmi.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06セリカ\nNon ha senso fare paragoni, Hortensia.\nIl tuo fascino è assolutamente unico.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSei sempre così calma e posata, Celica.\nNon ti arrabbi mai?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06セリカ\nMa certo. I prepotenti e gli arroganti che\nmaltrattano gli indifesi mi mandano su tutte\nle furie.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOramai ci conosciamo bene e sento di potertelo\nchiedere... Sei mai stata innamorata?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06セリカ\nSì, di un uomo forte e coraggioso, che mi\nfaceva sentire capace di qualsiasi cosa.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOooh, quanto entusiasmo! Eheh. Ti piace\ndavvero tanto. Adorabile!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06セリカ\nSe mi fai una domanda sdolcinata, aspettati\nuna risposta sdolcinata!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nCelica, sei così carina! Ti dispiacerebbe\nse ti facessi un ritratto?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06セリカ\nMa certo, dopo un complimento così dolce\ncome potrei dirti di no? Fammi pure tutti\ni ritratti che vuoi!\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nHo voglia di fare un altro ritratto. Chi potrei\nscegliere come soggetto?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06セリカ\nNon saprei. Ognuno ha il suo fascino,\ndegno di essere immortalato.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nSe la gente desse più importanza alla bellezza,\nnel mondo regnerebbe la pace.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06セリカ\nE come mai?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nI conflitti e le armi non hanno nulla di carino,\ne nessuno se ne interesserebbe.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06セリカ\nChe pensiero interessante. Il tuo punto di vista\nè molto affascinante, Rosado.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nScusami se nell'ultima battaglia ti ho fatta\nsfigurare, Celica. So che le mie doti possono\nintimidire...\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06セリカ\nNon c'è problema. Non ti preoccupare.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nHai già finito per oggi, Goldmary? Quasi tutti\nsi stanno ancora allenando.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIo non ne ho bisogno. Sono già in forma\nsmagliante.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi domandavo, Celica... Gli emblemi possono\nfare il bagno?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06セリカ\nNon saprei. Non avendo un corpo materiale\nnon ci ho mai provato.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMagari potremmo andare alle terme una volta.\nPenso che ti piacerebbero.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06セリカ\nSì, sembra una buona idea. Penso che mi\npiacerebbe l'atmosfera del posto, se non altro.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\n♪ Indossiamo solo abiti freschi e leggeri...\nPerfetti per nuotare liberi, non siamo seri! ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06セリカ\nChe allegro motivetto. Qual è il titolo?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nAh, che voglia di fare un po' di campeggio!\nVorrei tuffarmi in un'oasi e farmi una bella\nnuotata!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06セリカ\nOh, quanta energia. Andiamo a fare una\npasseggiata, così ne consumi un po'.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nChe abiti andavano di moda nel tuo mondo?\nRaccontami tutto!\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06セリカ\nMi dispiace ma ho passato gran parte della mia\nvita in un monastero. Non ne so molto di moda.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nUn monastero? E cosa indossavi quando eri lì?\nCom'era la vita là dentro? Raccontami!\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06セリカ\nTe lo racconto, ma in cambio, anche tu dovrai\nparlarmi della moda di questo mondo.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nLady Celica, in segno della nostra amicizia,\nti lascerò accarezzare il manto della mia lupa.\nÈ rilassante.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06セリカ\nOh, meraviglioso... Mi piacerebbe molto,\nma... la mia mano ci passerebbe attraverso.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nMi hai vista all'opera nell'ultima battaglia?\nHo fatto del mio meglio per renderti orgogliosa.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06セリカ\nOh, sì, che brava, Merrin. Non mi aspettavo\nniente di meno da te.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nI miei fratelli maggiori non mi lasciano in pace.\nSono una valorosa cavaliera, che diamine!\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06セリカ\nNon è normale vederti così in collera, Merrin.\nCosa è successo?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nAh, lady Celica! I miei fratelli sono preoccupati\nper me! Per me, hai capito?!\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06セリカ\nLo faceva anche mio fratello maggiore.\nPrendilo come il loro modo di dirti che\nti vogliono bene.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nBuongiorno, Celica. Vedo che il tempo oggidì\nè gradevole.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06セリカ\nDelizioso, vero?! È uno di quei giorni che mi fa\nvenire voglia di uscire.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nI nostri nemici sono, ahimè, sempre più tenaci.\nParrebbe opportuno unire le nostre forze...\ne dargli una bella legnata.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06セリカ\nIo posso solo prestare i miei poteri per questa\ncausa... ma sono felice di farlo per sconfiggere\ni nostri nemici, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nUgh, che seccatura! Avrei potuto fare molto\nmeglio nell'ultima battaglia!\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06セリカ\nOh, no! Cosa è successo che ti ha fatto\narrabbiare così tanto?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nOh, Lorsignora Celica! Ma, vi prego, datemi\nsufficiente preavviso quando vi avvicinate.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06セリカ\nNon ti stanca fingere tutto il tempo? Panette,\nnon devi sforzarti di essere così educata con\nme.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nSo che non si direbbe, ma sono comunque\nun principe, se non lo sapevi.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06セリカ\nTi capisco. Anche io ho dovuto nascondere\nle mie origini, ma penso che tu sia molto\npiù bravo di me.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nMi domando quando finirà questa guerra.\nCi sono così tanti posti che vorrei visitare.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06セリカ\nViaggiare è molto bello, vero? Spero che\npotremo andare tutti insieme a fare qualche\nbella gita un giorno.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nVoi emblemi non invecchiate, dico bene? Se io\nfossi immortale, passerei l'eternità a viaggiare.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06セリカ\nSì, però non possiamo muoverci liberamente\ncome te. E se alla fine non avessi più posti da\nvisitare cosa faresti?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nUn po' di tutto, ma soprattutto vorrei conoscere\npersone nuove. Mi piace molto!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06セリカ\nOra capisco perché ti vogliono tutti bene,\nFogado. Ti auguro di poter vivere a lungo\ne di incontrare tante persone meravigliose.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nPoter combattere accanto a una figura illustre\ncome te è semplicemente... wow! Credo di\ndover recitare una preghiera.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06セリカ\nEheheh! Oh, Pandreo. Ti prego, vorrei che ci\nconsiderassi compagni alla pari e amici.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nStai pregando? La tua divinità deve essere\ndavvero speciale per essere venerata da un\nemblema.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06セリカ\nNon esistono religioni superiori ad altre. Ognuna\nha la sua bellezza. Ora preghiamo per la pace.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nVa tutto bene, Pandreo? Sembri un po' strano.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nScusami, ho appena officiato un servizio\nfunebre. Per quante volte lo si faccia, non\nè una cosa a cui ci si abitua.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06セリカ\nNon devi abituarti, Pandreo. È legittimo sentirsi\ntristi in questo tipo di situazioni.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nTu dici? Grazie, lady Celica. Avevo davvero\nbisogno di sentirmelo dire.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ボネ\nIl tuo anello, con quella gemma, mi ricorda una\ncaramella. Mmmh, chissà se ha anche il sapore\ndi una caramella...\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06セリカ\nFossi in te non proverei ad assaggiarlo. Se lo\ningoi, potresti soffocare. Lasciamo che resti un\nmistero, d'accordo?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nHai davvero talento in cucina. Non posso\nmangiare il cibo che cucini, ma mi piace molto\nstarti a guardare mentre lo prepari.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nMi fa piacere sentirtelo dire, Celica. Per cena\nfarò in modo di preparare qualcosa che sia\nbello da guardare.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ボネ\nQuesto piatto è uguale a qualsiasi altro piatto\ndi questo mondo. Mi dispiace, Celica. Ci ho\nprovato, ma ho fallito.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06セリカ\nNon importa. Non è facile ricreare un piatto\ndel mio mondo seguendo solo le mie istruzioni\nverbali...\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nVolevo cucinare qualcosa che ti ricordasse casa.\nTi avrebbe fatto sicuramente piacere.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06セリカ\nGrazie, ma anche solo passare del tempo\ninsieme per prepararlo mi ha reso molto felice.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06アンナ\nOggi faccio degli sconti speciali per celebrare\nl'anniversario della nostra amicizia. Farò soldi\na palate!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06セリカ\nOh, ma che bel negozietto! Ti sei presa così\ntanto disturbo, devo assolutamente dare\nun'occhiata.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nEhi, Anna... Scusa, signorina Anna. Hai trovato\nqualche indizio su dove si trova la tua famiglia?\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nNo, ancora niente. Ma non sono preoccupata.\nSono sicura che stanno tutti bene!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06アンナ\nEhi, Celica, rifatti gli occhi! Ho creato un nuovo\nprodotto!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06セリカ\nOh! Che cos'è?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nQui metti il tronco, poi fai rotolare una pietra\nin questa scanalatura e l'ascia dall'altro lato\nlo taglierà per te!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06セリカ\nÈ... un modo originale di tagliare la legna. Ma\nprobabilmente si farebbe prima a tagliarla a\nmano.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ジャン\nCelica? Sei ferita...? Ah, forse no, sei un\nemblema, non è possibile.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06セリカ\nSto bene, non preoccuparti. Ma ho sentito che\nsei un bravo medico e volevo vederti all'opera.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ジャン\nAvrei dovuto fare meglio oggi.\nPerché non ci riesco?\x0E\x04\x00\x00
