MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMi fa davvero piacere stringere amicizia con un\naltro Drago Divino. Abbiamo così tanto da dirci!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nTi ho vista cucinare in abbondanza, Lapis!\nSembrava tutto buonissimo... Sei brava\nin cucina, vero?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nSono arrivate delle patate del mio villaggio\ne così le ho cucinate con dell'erba che ho\nracc-... Ah, no... niente.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ラピス\nVorrei ringraziarti per tutto l'aiuto che mi dai.\nPosso costruire qualcosa per te... Cosa ti\npiacerebbe?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04チキ\nOh, dici sul serio?! Uhm, vediamo... In realtà\nmi basta passare del tempo con te. Più stiamo\ninsieme, meglio è!\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04チキ\nVorrei poter contare su di te, e parlare con te.\nTutto qua.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nDirei che si può fare! Ci penso io! Passeremo\nun sacco di tempo assieme, allora.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nVoglio proteggere la mia città e i miei amici,\nsono ciò che ho di più caro. Ti ringrazio per\nl'appoggio che ci dai.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04チキ\nNon c'è problema! Farò in modo di tenere\ntutti al sicuro, così saranno felici e contenti!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDevi avere avuto degli ottimi amici, per riuscire\na mantenere la tua innocenza nonostante il tuo\nimmenso potere.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04チキ\nEh, sì, grazie per i complimenti! I miei amici\nsono persone adorabili, tu compresa!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nTi ho comprato molti giochi, Tiki. Se hai\ntempo, giochiamo insieme. Sarà divertente.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04チキ\nWow... Ne hai comprati così tanti? Ma è\nfantastico! Ehm, ma come si fa a giocare?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nA dire il vero non saprei, sono una novità\nanche per me. Ma possiamo provare, sarà\ndivertente!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04チキ\nEheh... non vedo l'ora. Da cosa cominciamo?\nC'è l'imbarazzo della scelta!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nÈ un onore ricevere l'appoggio del Drago Divino\ndi un altro mondo. Ti sono grata.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04チキ\nSpero che anche gli altri la pensino così.\nFarò del mio meglio per non deludere nessuno!\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nNon sembri curarti che il mio regno veneri\nil Drago Maligno. Voi Draghi Divini siete tutti\ncosì buoni?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04チキ\nNon posso parlare a nome di altri, ma una\ncosa è certa... tu mi piaci molto!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nPosso confidarti un segreto? Non mi è concesso\ndi ammetterlo pubblicamente, ma io sono\ndevota al Drago Divino.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04チキ\nSei costretta a nascondere la tua fede al tuo\npopolo? Non dev'essere facile... hai uno spirito\nmolto forte.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nSono parole gentili le tue. Grazie, Tiki.\nSpero che resterai con noi ancora a lungo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04チキ\nNon temere, resterò accanto a te per sempre\nperché siamo amiche!\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSembri un emblema piuttosto giovane e\n*precoce*. Spero che la nostra collaborazione\nsia proficua.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04チキ\nGiovane io? Guarda che ho più di mille anni!\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEcco una candela color *smeraldo* dalle\nproprietà calmanti. L'ho creata pensando a te.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04チキ\nOooh, che carina. Possiamo accenderla subito?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSoffro di *incubi* che mi impediscono di\ndormire adeguatamente. Posso solo fare\ndei brevi sonnellini.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04チキ\nAnche io facevo molti incubi, a causa della\nsolitudine.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nA quanto pare, neanche le menti *innocenti*\nsono esenti dai traumi. Ciò mi addolora.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04チキ\nÈ acqua passata, ora sto molto meglio. Ho tanti\namici attorno a me, e gli incubi sono solo\nun ricordo lontano!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSei sempre di buonumore, Tiki. A volte\npersino più di me!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04チキ\nÈ perché sono felice di essere qui con te e con\ni nostri amici, Kagetsu! Allora, che programmi\nhai per oggi?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nQuindi la tua pietra ti permette di trasformarti\nin un drago. Mi faresti vedere la tua abilità?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04チキ\nCon piacere. Ma stai attento: quando divento\nun drago sono fortissima!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMi racconti del posto da dove vieni?\nI luoghi nuovi mi incuriosiscono sempre.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04チキ\nÈ un posto tranquillo, pieno di gente\nstraordinaria. Come Ban-Ban!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x06\x04チキ\nMagari un giorno ti ci porterò. Mi trasformerò\nin drago e tu salirai sulla mia schiena!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nOh, non vedo l'ora! Mi sembra un'idea\nentusiasmante.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nCome fai a essere così carina, dolce e forte\nal contempo? Non è giusto. Hai troppe qualità.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04チキ\nOh, grazie dei complimenti! Sono sicura\nche saremo ottime amiche, Hortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIn Elusia è raro vedere una giornata di sole così\nbella. Ammetto che è piacevole cambiare aria.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04チキ\nAnche a me piacciono le giornate di sole.\nSono perfette per fare un sonnellino!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nTi dà fastidio parlare con la principessa\ndi un regno dove si venera il Drago Maligno?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04チキ\nPerché dovrebbe? A dire il vero, non ci penso.\nTutto ciò che conta è che mi trovo bene con te!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nMi fa piacere, Tiki. Anche io mi trovo bene\ncon te. Sei una delle mie più care amiche.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04チキ\nAnche tu lo sei! Saremo amiche per sempre!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nNel tuo mondo sono tutti carini come te, Tiki?\nSei adorabile persino come drago!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04チキ\nIhih... grazie, Rosado! Sei tanto dolce!\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nAdoro il fiocco della tua viverna! Ne vorrei\nuno anch'io.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nNe ho tanti. Anche se tu non puoi indossarli,\npotrei metterne uno sul tuo bracciale!\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nNon ne posso più della guerra. È davvero un\npeccato che gente carina come noi debba\nsprecarsi su un campo di battaglia.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04チキ\nAllora sbrighiamoci a porre fine al conflitto,\ncosì potremo tornare a essere felici!\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nHai ragione. E quando la guerra sarà finita,\nandremo a comprare tanti bei nastri.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04チキ\nÈ una promessa?! Oh, che emozione!\nNon vedo l'ora!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMi fa piacere conoscerti, Goldmary!\nSento che saremo ottime amiche.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nÈ un sollievo sentirtelo dire, Tiki. Temevo\nche saresti stata invidiosa del mio fascino.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSe ami le terme, il mio villaggio in Elusia ti\npiacerebbe senza ombra di dubbio.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x06\x04チキ\nDev'essere un bel posto! Mi ci porterai?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSe non fosse stato per la principessa Hortensia,\nsarei potuta diventare... una nullità. Tremo al\nsolo pensiero.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04チキ\nA volte, sono gli incontri fortuiti a cambiare\nil corso delle nostre vite. Il mio è stato con\nMar-Mar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04チキ\nE lo stesso vale per noi, non trovi? Ci siamo\nincontrate per caso e ora siamo amiche per\nla pelle!\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nChe belle parole, Tiki. Grazie.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nAccipicchia, sei un Drago Divino? Dobbiamo\nassolutamente diventare amiche.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x06\x04チキ\nCi conto, Timerra!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nTiki, ormai siamo amiche da un po' di tempo,\nquindi ti ho scritto un canzone. Vuoi sentirla?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04チキ\nOh, sì, con piacere! Mi piacciono le tue canzoni.\nSe mi insegni le parole, potremmo cantarla\ninsieme.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nRitengo che chiunque, drago o umano che\nsia, possa trarre vantaggio dalla socievolezza\ne dall'amicizia.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x06\x04チキ\nHai proprio ragione! Da quando ho iniziato\na circondarmi di persone del mondo esterno,\nla mia vita è cambiata.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nGià, è fantastico, Tiki. Mi fa piacere che tu\nsia qui con noi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04チキ\nAnche a me, Timerra... E in particolare sono\ncontenta di averti incontrata! Saremo amiche\nper sempre, me lo prometti?\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nUn Drago Divino di un altro mondo... Mi sembra\npazzesco. Mi parleresti un po' di te?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04チキ\nCon piacere! E sai una cosa? Tosta come sei\navrai di sicuro tanto da raccontare anche tu!\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nLa mia passione sono i dolci e gli animali di ogni\nluogo. E a te cosa piace, lady Tiki?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04チキ\nBella domanda! Uhm... Mi piacciono le\nconversazioni animate e i giochi.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nNel mio paese esprimiamo la gioia tramite\nla musica. A te piace la musica, lady Tiki?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04チキ\nCertamente! Mi piace ascoltarla, ma anche\ncantare... insomma, di tutto un po'!\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nAh, davvero? Allora vorrei proprio sentirti\ncantare.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04チキ\nCome vuoi! Ti canterò un motivetto\ndel mio mondo. Ehm, ehm...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMi chiamo Panette, e sono una delle attendenti\ndella principessa Timerra. Come state, di grazia?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04チキ\nOooh, adoro il tuo modo di parlare! È così\nelegante! Andremo d'accordo io e te, già\nme lo sento.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSalve, Panette, di grazia! Ops. Mi sa che\nsei contagiosa.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nConsideratevi fortunata. Una parlata signorile\nben si addice a una dama educata come la\nLorsignora!\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nPermettetemi un'osservazione. La nostra\namicizia è voluta dal destino, a prescindere\ndalle vostre origini di Drago Divino.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04チキ\nBen detto! E più amici ho, meglio è.\nNon mi importa se sono umani o draghi.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nÈ un segno di estrema tolleranza, da parte\nvostra, non giudicare gli altri in base al lignaggio\no alla specie, di grazia.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04チキ\nEh, già. Secondo me, se tutti la pensassero\ncosì, nessuno rimarrebbe senza amici!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nSei proprio uno spasso, Tiki. Dovremmo\nvederci di più fuori dal campo di battaglia.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04チキ\nPiacerebbe anche a me, Fogado. Hai l'aria\ndi essere una persona interessante.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nMi piacciono le attività sportive, ma ammetto\nche la pesca non è il mio forte.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04チキ\nNeanche io sono brava. Più che altro perché\nnon riesco ad afferrare la canna...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nSembri meno allegra del solito. Che succede?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04チキ\nHo fatto un incubo... Speravo che non sarebbe\npiù successo, ora che non sono più sola.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSarebbe bello poter scegliere cosa sognare.\nChe ne dici di giocare per distrarti un po'?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04チキ\nIhih, sai sempre come tirarmi su di morale!\nChe gioco vuoi fare?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nUn emblema che è anche un Drago Divino?\nEmblema Tiki, hai tutta la mia devozione.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04チキ\nOh, cielo! Non serve tutta questa formalità,\nPandreo. Chiamami Tiki e basta.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nIl tuo ballo è davvero affascinante, Pandreo!\nMi piacerebbe partecipare, la prossima volta.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh. Hai, ehm... visto tutto? Che imbarazzo...\nBeh, l'importante è che ti sia piaciuto.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nEhi, Tiki! Dopo ci troviamo a fare baldoria.\nVuoi venire?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04チキ\nOh, che bello! Sì, mi piacciono i festeggiamenti!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nSapevo che avresti accettato! Evviva la\nfelicità! Auuuuh!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04チキ\nMi piace quando tutti sono felici!\nAh, insegnami a fare quello strano verso...\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nUhm... Hai un odore alquanto diverso dall'altro\nDrago Divino che conosco.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04チキ\nAh! Non sapevo neanche di avere un odore!\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nHai il pollice verde, Bunet? L'altro giorno\nti ho visto annaffiare delle piante.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nÈ il mio orticello. E sai una cosa? Ho dei\nfiori che hanno proprio il tuo profumo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nI miei genitori gestivano un ristorante, prima che\ni banditi lo attaccassero, radendolo al suolo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nOh, perdonami, Tiki... Non volevo darti un peso.\nÈ che parlare con te viene così naturale.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04チキ\nNon preoccuparti. Apprezzo che tu ti apra\ncon me.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04チキ\nForza, Bunet. I tuoi genitori sarebbero\norgogliosi di te! So che ce la farai!\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMa...?! Tu sei Anna! Però sei più piccola...\nAh, ho capito. Non sei la stessa Anna che\nconosco io.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\n"Piccola"? Come ti permetti? Sono grande\ncome te. Comunque non è il caso di essere\nformale, chiamami pure "signorina Anna".\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\nVuoi entrare in affari con me? Con noi due,\nil negozio avrebbe ancora più successo.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04チキ\nVuoi che faccia da commessa? Sembra\ndivertente! Se ci sarai anche tu, lady Anna,\nallora accetto!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\nAuguri! Oggi festeggiamo!\nÈ una giornata speciale!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04チキ\nI-In che senso? Che festa è?\nSono curiosa!\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nHo inventato una festa per noi due. Festeggiamo\nil nostro legame, che è diventato così stretto.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04チキ\nAh, il nostro legame... Ottima idea!\nCosì non dimenticherò mai questa giornata!\x0E\x04\x00\x00
