MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nSono tornata.\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x02\x08\x06モーヴ\nHo parlato troppo. Marni, io torno indietro.\nCon o senza di te.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x02\x08\x06マロン\nNon puoi andartene senza d- Ehi, aspettami!\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nFacciamo bene a lasciarli andare?\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08リュール\nCi siamo ripresi gli anelli. E poi...\x0E\x04\x02\x00
MID_ED1_#016	Ho la sensazione che Veyle sia più al sicuro se\nc'è lui al suo fianco.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ミカヤ\x021\n\x0E\x03\x00\x0A\x04ロイ\x023\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEmblema Micaiah, emblema Roy... mi fa piacere\nriavervi tra noi.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06ミカヤ\nNon ho mai dubitato che saremmo tornati da te.\nGrazie, \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED2_#003	Nella Valle Fosca e al porto di Florra è stato\nterribile dover combattere contro tutti voi...\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08リュール\nPerdonatemi se vi ho messi in questa\nsituazione. Non lascerò più che ci separino,\nlo prometto.\x0E\x04\x02\x00
MID_ED2_#005	Non riesco a credere che l'Elusia sia\npiena di aberrazioni...\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04ロイ\nQuesta è tutta opera del Drago Maligno.\x0E\x04\x02\x00
MID_ED2_#007	Il sangue reale non gli basta più. Ha cominciato\na rapire anche i cittadini elusiani.\x0E\x04\x02\x00
MID_ED2_#008	Sombron li svuota del loro sangue, e loro\ndiventano aberrazioni. Ecco perché sono\ndappertutto.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nVuoi dire che le aberrazioni che abbiamo\nucciso erano...?\x0E\x04\x00\x00
MID_ED2_#010	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\n...\x0E\x04\x02\x00
MID_ED2_#011	Solm, Brodia e Firene... Dobbiamo fermare\nle aberrazioni, prima che varchino i confini\nverso gli altri regni.\x0E\x04\x02\x00
MID_ED2_#012	Se ci sono ancora degli elusiani sopravvissuti,\nè mio dovere salvarli.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nQuei due sono arrivati fin qui per impedirci di\nraggiungere il castello di Elusia.\x0E\x04\x02\x00
MID_ED2_#014	I Quattro Segugi vogliono tenerci lontani a tutti\ni costi. Andiamo a scoprire perché.\x0E\x04\x00\x00
