MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nLa nostra imbarcazione è ormeggiata qui.\x0E\x04\x00\x00
MID_OP5_2_#007	\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nQuindi vuoi tradirmi? Lasciarmi di nuovo\ntriste e sola?\x0E\x04\x02\x00
MID_OP5_2_#008	E tu, fratello, pensavo saresti stato felice\ndi ritrovarmi dopo così tanto tempo.\x0E\x04\x00\x00
MID_OP5_2_#008_F	E tu, sorella, pensavo saresti stata felice\ndi ritrovarmi dopo così tanto tempo.\x0E\x04\x00\x00
MID_OP5_2_#009	\x0E\x04\x03\x04
MID_OP5_2_#010	\x0E\x03\x02\x0A\x08リュール\nTu non sei la nostra Veyle.\x0E\x04\x00\x00
MID_OP5_2_#011	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nNon ti piace il mio nuovo aspetto?\nAllora non ti piacerà neanche questo.\x0E\x04\x00\x00
MID_OP5_2_#012	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x00\x0C\x06マルス\x023\n\x0E\x03\x02\x0A\x08リュール\nMarth...\x0E\x04\x00\x00
MID_OP5_2_#013	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nGli altri emblemi sono stati rapiti, tu gli hai\nvoltato le spalle... Che pena mi fa, tutto solo!\x0E\x04\x02\x00
MID_OP5_2_#014	Proprio come me. Ma ci sono io qui per te,\npiccolo emblema. Non hai bisogno di altro.\x0E\x04\x02\x00
MID_OP5_2_#015	Se avessi saputo di avere \x0E\x0A\x000\x16un fratello\x16una sorella ancora in\nvita dopo tutto questo tempo... ti avrei uccis\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x02\x00
MID_OP5_2_#016	Voglio essere l'unica figlia di mio padre.\x0E\x04\x00\x00
MID_OP5_2_#017	\x0E\x03\x02\x0A\x08リュール\nVuoi restare sola per sempre?\x0E\x04\x00\x00
MID_OP5_2_#018	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nSì. Sola. Non ho bisogno di una famiglia o di\namici, né di altri legami di qualsivoglia genere.\x0E\x04\x02\x00
MID_OP5_2_#019	Apprezzo che tu mi abbia portato gli anelli,\nma la nostra relazione finisce qui...\x0E\x04\x02\x00
MID_OP5_2_#020	Ora addio, fratello.\x0E\x04\x00\x00
MID_OP5_2_#020_F	Ora addio, sorella.\x0E\x04\x00\x00
MID_OP5_2_#021	\x0E\x04\x03\x04
MID_OP5_2_#022	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nDrago Divino... Sono al vostro servizio d'ora\nin avanti!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nChi stai guardando? La Veyle che ti sta di\nfronte o quella che ero prima?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nHo sempre voluto trovarti... per ucciderti.\x0E\x04\x02\x00
MID_BT2_#002	\x0E\x05\x01 \x12M021_ヴェイル\nAngry\n\x0E\x0A\x004\x18Il beniamino\x18La beniamina della regina Lumera. Un essere\nche sa solo frignare. Non sei \x0E\x0A\x002\x18mio fratello\x16mia sorella.\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nVeyle è mia sorella, non tu. Falla tornare da me.\x0E\x04\x00\x00
MID_BT2_#004	\x0E\x03\x02\x14\x12M021_ヴェイル\nSono io Veyle! E te lo dimostrerò qui e ora...\nstrappandoti alla vita!\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01 \x12M021_ヴェイル\nSmile\n\x0E\x03\x02\x14\x12M021_ヴェイル\nAh! Mauvier, mio fedele cavaliere. Non hai più\nintenzione di proteggermi?\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nNon sono più uno dei Quattro Segugi.\nNon sono qui per proteggervi.\x0E\x04\x00\x00
MID_BT3_#003	\x0E\x05\x01\x1C\x12M021_ヴェイル\x06Sad\n\x0E\x03\x02\x14\x12M021_ヴェイル\nSempre il solito Mauvier. Non mi degni di uno\nsguardo e non riesci a pronunciare neanche il\nmio nome.\x0E\x04\x02\x00
MID_BT3_#004	\x0E\x05\x01 \x12M021_ヴェイル\nSmile\nNon ho dimenticato di averti promesso una\nricompensa. Che ne dici di una morte indolore?\x0E\x04\x00\x00
MID_BT3_#005	\x0E\x05\x01\x10\x06モーヴ\x06Die\n\x0E\x03\x02\x08\x06モーヴ\nSono pronto a sacrificare tutto pur di riportare\nindietro la vera lady Veyle.\x0E\x04\x02\x00
MID_BT3_#006	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nDammi la forza, Marni!\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M021_ヴェイル\x02b\n\x0E\x05\x01\x1E\x12M021_ヴェイル\x08Pain\n\x0E\x03\x02\x14\x12M021_ヴェイル\nIo... Io...\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x03\x02\x12\x10M021_セピア\nNon prendertela con me. Sto solo eseguendo\ngli ordini di lady Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x05\x01\x1A\x10M021_セピア\x06Sad\n\x0E\x03\x02\x12\x10M021_セピア\nMi addolora doverti affrontare, Mauvier.\x0E\x04\x02\x00
MID_BT6_#002	\x0E\x05\x01\x1E\x10M021_セピア\nAngry\nHo sempre pensato a noi come a una famiglia...\x0E\x04\x00\x00
MID_BT6_#003	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x16\x06モーヴ\x0CStrike\n\x0E\x03\x02\x08\x06モーヴ\nUna famiglia?! Hai ucciso Marni!\x0E\x04\x02\x00
MID_BT6_#004	\x0E\x05\x01\x14\x06モーヴ\nAngry\nAvrei dovuto fermarti prima. Così forse lady\nVeyle e Marni...\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M021_セピア\x02b\n\x0E\x05\x01\x1C\x10M021_セピア\x08Pain\n\x0E\x03\x02\x12\x10M021_セピア\nForse vi ho sottovalutati...\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1C\x0EM021_グリ\nRelax\n\x0E\x03\x02\x10\x0EM021_グリ\nIn due o in quattro, non cambia niente.\nIo combatterò con tutte le mie forze.\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1E\x0EM021_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM021_グリ\nEcco qui il traditore. Non essere triste, presto\nraggiungerai la tua Marni.\x0E\x04\x00\x00
MID_BT9_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nNon osare pronunciare il suo nome!\x0E\x04\x02\x00
MID_BT9_#003	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nTi ucciderò in un lampo. Sarai concime per\nla terra, ancor prima di aver sentito dolore.\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM021_グリ\x02b\n\x0E\x05\x01\x1A\x0EM021_グリ\x08Pain\n\x0E\x03\x02\x10\x0EM021_グリ\nMorire significa non provare più dolore.\nE io non voglio una cosa del genere...\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_善\nMa che... che succede...?\x0E\x04\x02\x00
MID_ED1_#002	Che ci fai qui, \x0E\x06\x03\x00?\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nVeyle? Veyle! Sei tornata in te?!\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x12\x10ヴェイル_黒_善\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nNon è possibile. Non avrebbe dovuto più\ntornare come prima...\x0E\x04\x02\x00
MID_ED1_#005	Nell'elmo incantato... c'è una crepa!\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x02\x08\x06モーヴ\nAllora l'attacco di Marni ha funzionato?\x0E\x04\x02\x00
MID_ED1_#007	Marni... sei stata brava.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_善\nDove... siamo?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08リュール\nAl castello di Lythos. Eri sotto il controllo di\nZephia.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nMi fa male la testa... Tantissimo. Ma... che\ncos'ho sulla testa?\x0E\x04\x02\x00
MID_ED1_#011	E da dove salta fuori questo anello?\x0E\x04\x02\x00
MID_ED1_#012	È tuo, vero? Me lo ricordo... Eravamo vicino alla\ncattedrale. Hai detto che per te era importante.\x0E\x04\x02\x00
MID_ED1_#013	Tieni, prendilo.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08リュール\nGrazie, Veyle.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x12\x10ヴェイル_黒_善\n\x0E\x03\x00\x0E\x08ソンブル\x021\n\x0E\x03\x02\x0A\x08ソンブル\nTe lo proibisco.\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08リュール\n...!\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08ソンブル\nAscoltami bene, piccola figlia difettosa.\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nPapà...\x0E\x04\x00\x00
MID_MOVIE1_#003	\x0E\x03\x02\x0A\x08ソンブル\nManca poco alla mia vittoria. La sto già\npregustando, ma la bontà ti rende debole.\x0E\x04\x00\x00
MID_MOVIE1_#003_2	\x0E\x03\x02\x0A\x08ソンブル\nOra vai e riportami subito i miei anelli!\x0E\x04\x00\x00
MID_MOVIE1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nMi rifiuto!\x0E\x04\x00\x00
MID_MOVIE1_#005	\x0E\x03\x02\x0A\x08ソンブル\nCapisco, è un vero peccato.\x0E\x04\x02\x00
MID_MOVIE1_#006	In questo caso... non mi sei più di alcuna utilità.\x0E\x04\x00\x00
MID_MOVIE1_#006_2	E non mi piace tenere le cose\nche non mi servono più.\x0E\x04\x00\x00
MID_MOVIE1_#007	\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x04\x00\x00
MID_MOVIE1_#008	\x0E\x03\x02\x0A\x08リュール\nVeyle!\x0E\x04\x00\x00
MID_MOVIE1_#009	\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x04\x00\x00
MID_MOVIE1_#010	\x0E\x03\x02\x0A\x08リュール\n\x0E\x04\x00\x00
MID_MOVIE1_#011	\x0E\x03\x02\x0A\x08ヴェイル\nNo!\x0E\x04\x00\x00
MID_MOVIE1_#012	\x0E\x03\x02\x0A\x08ソンブル\nStupid\x0E\x0A\x00\x08\x02o\x02a figli\x0E\x0A\x00\x08\x02o\x02a mi\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x02\x00
MID_MOVIE1_#013	Questa è la seconda volta che ti colpisco.\x0E\x04\x02\x00
MID_MOVIE1_#013_2	Ma stanne cert\x0E\x0A\x00\x08\x02o\x02a... ora nemmeno\nmille anni di sonno ti riporteranno in vita.\x0E\x04\x02\x00
MID_MOVIE1_#014	Questa volta...\x0E\x04\x00\x00
MID_MOVIE1_#014_2	è davvero la fine.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nPerché l'hai fatto? Non avresti dovuto\nimmischiarti per proteggermi, \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nHo fatto... quello che dovevo...\nper non farti provare altro dolore.\x0E\x04\x02\x00
MID_ED2_#003	Volevo riscattarmi per tutte le volte in cui non\nho potuto proteggerti, in cui non ero lì per te.\x0E\x04\x02\x00
MID_ED2_#004	Mi dispiace, Veyle... per le cose terribili\nche ti ho detto.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08ヴェイル\nNon mi importa! Non ha alcuna importanza!\nTi prego, non morire!\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08リュール\nNon ti preoccupare, andrà tutto bene...\nHo ancora cose importanti da fare...\x0E\x04\x02\x00
MID_ED2_#006_2	\x0E\x03\x02\x0A\x08リュール\nNon posso morire senza averti detto tutto...\x0E\x04\x02\x00
MID_ED2_#007	Ci sono ancora troppe cose... che devi sapere...\nIo sono...\x0E\x04\x02\x00
MID_ED2_#007_2	Ascolta, Veyle, io sono...\x0E\x04\x02\x00
MID_ED2_#008	\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x06\x03\x00? No, non... non andartene!\x0E\x04\x02\x00
MID_ED2_#010	Non lasciarmi, \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x00\x0E\x08ソンブル\x022\n\x0E\x03\x02\x0A\x08ソンブル\nOra niente più impedirà la mia avanzata.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x00\x10\nヴァンドレ\x023\n\x0E\x03\x02\x0C\nヴァンドレ\nIl Drago Divino... è morto. Mai avrei voluto\nvedere questo giorno...\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x12\x0Cアルフレッド\x023\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNo... non può essere!\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08ヴェイル\nCosa... la pietra drago!\x0E\x04\x00\x00
MID_ED2_#014_2	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08ヴェイル\nPerché mai...\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08ソンブル\nQuesto essere ingrato e ribelle\nera un altro dei miei figli...\x0E\x04\x00\x00
MID_ED2_#015_2	\x0E\x03\x02\x0A\x08ソンブル\nLa persona che hai cercato\nper tutto questo tempo.\x0E\x04\x00\x00
MID_ED2_#015_3	\x0E\x03\x02\x0A\x08ソンブル\nTuo fratello.\x0E\x04\x00\x00
MID_ED2_#015_F	\x0E\x03\x02\x0A\x08ソンブル\nQuesto essere ingrato e ribelle\nera un'altra dei miei figli...\x0E\x04\x00\x00
MID_ED2_#015_F_2	\x0E\x03\x02\x0A\x08ソンブル\nLa persona che hai cercato\nper tutto questo tempo.\x0E\x04\x00\x00
MID_ED2_#015_F_3	\x0E\x03\x02\x0A\x08ソンブル\nTua sorella.\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x02\x0A\x08ヴェイル\n\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08ソンブル\nIl Drago Divino accolse quest\x0E\x0A\x00\x08\x02o\x02a tradit\x0E\x0A\x00\x12\x06ore\x08rice\ndopo la guerra. È così che è sopravvissut\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x02\x00
MID_ED2_#018	La mia prole non può vivere come\nDrago Divino! Il suo destino era la morte.\x0E\x04\x00\x00
MID_ED2_#019	\x0E\x03\x02\x0A\x08ヴェイル\nNo... ma la pietra... la pietra non si dovrebbe\ninfrangere, a meno che...\x0E\x04\x02\x00
MID_ED2_#020	Per tutto questo tempo, fratello mio...\x0E\x04\x02\x00
MID_ED2_#020_2	eri qui con me... ti avevo trovato finalmente!\x0E\x04\x02\x00
MID_ED2_#020_F	Per tutto questo tempo, sorella mia...\x0E\x04\x02\x00
MID_ED2_#020_F_2	eri qui con me... ti avevo trovata finalmente!\x0E\x04\x02\x00
MID_ED2_#021	Ti prego, non andartene! Devo parlarti! Non\ncapisco perché hai voluto sacrificarti per me!\x0E\x04\x02\x00
MID_ED2_#022	\x0E\x04\x02\x00
MID_ED2_#023	\x0E\x03\x02\x0A\x08ソンブル\nCome sei patetica. Ora i dodici anelli\nsono finalmente in mio possesso.\x0E\x04\x00\x00
MID_ED2_#024	\x0E\x03\x02\x0A\x08ヴェイル\nNo! Ridammeli! Subito!\nQuegli anelli appartengono a mio fratello!\x0E\x04\x02\x00
MID_ED2_#024_F	\x0E\x03\x02\x0A\x08ヴェイル\nNo! Ridammeli! Subito!\nQuegli anelli appartengono a mia sorella!\x0E\x04\x02\x00
MID_ED2_#025	I suoi amici hanno fatto\ntanta fatica per raccoglierli!\x0E\x04\x02\x00
MID_ED2_#026	\x0E\x03\x02\x0A\x08ソンブル\nE invece... sarò io a controllare\ngli anelli degli emblemi.\x0E\x04\x02\x00
MID_ED2_#027	Insieme, il loro potere è immenso...\nLo concedono solo una volta ogni mille anni!\x0E\x04\x00\x00
MID_ED2_#027_2	E ora quell'incredibile potere è mio!\x0E\x04\x00\x00
MID_MOVIE2_#002	\x0E\x03\x02\x0A\x08ソンブル\nAscoltatemi, anelli degli emblemi...\nDatemi il vostro potere infinito!\x0E\x04\x02\x00
MID_MOVIE2_#004	\x0E\x04\x02\x00
MID_MOVIE2_#006	Gradlon, sorgi... Sorgi nuovamente dalle acque!\x0E\x04\x02\x00
MID_MOVIE2_#009	\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x16\x10ヴェイル_黒_善\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nImpossibile. Il Gradlon... è riaffiorato...\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nPapà, dove stai andando? Hai distrutto tutto.\nHai ucciso \x0E\x0A\x00T(il tuo stesso figlio(la tua stessa figlia.\x0E\x04\x02\x00
MID_ED3_#003	È questo che bramavi?\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nÈ tutto finito per voi, eh?\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nZephia!\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x02\x08\x06セピア\nRagazzina difettosa. Siete sopravvissuta solo\ngrazie a quelli là che sono venuti in vostro aiuto.\x0E\x04\x02\x00
MID_ED3_#007	Che peccato... perché ora dovrete dirvi addio\nper sempre.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nAddio?\x0E\x04\x02\x00
MID_ED3_#009	L-La testa!\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nLady Veyle?!\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x12\x10ヴェイル_黒_善\nNon voglio... farmi controllare... da lei!\x0E\x04\x00\x00
MID_ED3_#012	\x0E\x03\x02\x08\x06モーヴ\nMa Marni aveva rotto l'elmo!\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06セピア\nOh, Mauvier. Sciocco Mauvier. Era solo una\ncrepa. Il suo potere si era indebolito, certo...\x0E\x04\x02\x00
MID_ED3_#014	... ma grazie al trionfo di lord Sombron, ora\nl'elmo è ancora più potente di prima.\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x08\x06モーヴ\n...!\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x08\x06セピア\nLady Veyle? Tornate e unitevi a noi...\x0E\x04\x00\x00
MID_ED3_#017	\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x022\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nNgh... Ah!\x0E\x04\x02\x00
MID_ED3_#018	Ihihih...\x0E\x04\x00\x00
MID_ED3_#019	\x0E\x03\x02\x08\x06モーヴ\nNo!\x0E\x04\x00\x00
MID_ED3_#020	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nPadre! Ahahah! Che immenso potere!\nFinalmente ce l'hai fatta.\x0E\x04\x02\x00
MID_ED3_#021	Volevo uccidere il Drago Divino con le mie\nmani, ma pazienza...\x0E\x04\x00\x00
MID_ED3_#022	\x0E\x03\x02\x08\x06セピア\nLady Veyle... ora lord Sombron vi accetterà\ncome sua figlia.\x0E\x04\x00\x00
MID_ED3_#023	\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x02\x06\x04グリ\nSono felice che siate tornata, altrimenti avrei\ndovuto uccidervi.\x0E\x04\x00\x00
MID_ED3_#024	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nZephia, Griss, andate da mio padre.\nIo vi raggiungerò presto.\x0E\x04\x00\x00
MID_ED3_#025	\x0E\x03\x02\x08\x06セピア\nCertamente.\x0E\x04\x00\x00
MID_ED3_#026	\x0E\x03\x02\x06\x04グリ\nMe lo sentivo che avreste detto così.\x0E\x04\x00\x00
MID_ED3_#027	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x01\x12\x10ヴェイル_黒_悪\n\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nTorniamo a voi. Beh, la morte è inevitabile...\nma vorrei occuparmi della vostra al più presto.\x0E\x04\x02\x00
MID_ED3_#028	Aiutatemi a ripulire questo lerciume.\nUccideteli tutti.\x0E\x04\x00\x00
MID_ED3_#029	\x0E\x03\x00\x12\x0Cディアマンド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nAberrazioni! Sono troppe per noi, da soli non\nce la faremo!\x0E\x04\x00\x00
MID_ED3_#030	\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nNon abbiamo nemmeno gli anelli...\x0E\x04\x00\x00
MID_ED3_#031	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nGli anelli? Sarebbero comunque inutili, visto\nche il Drago Divino è morto.\x0E\x04\x02\x00
MID_ED3_#032	Nessuno di voi ha l'abilità di evocare\ngli emblemi.\x0E\x04\x00\x00
MID_ED3_#033	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x0E\x08アイビー\x022\n\x0E\x03\x02\x0A\x08アイビー\nÈ finita... Per noi è la fine! Non c'è modo\ndi uscirne.\x0E\x04\x00\x00
MID_ED3_#034	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nBene, chi si sacrifica per primo?\nNon vi preoccupate, mi occuperò di tutti voi.\x0E\x04\x02\x00
MID_ED3_#035	A breve sarete di nuovo insieme al vostro\ncaro "Drago Divino \x0E\x06\x03\x00".\x0E\x04\x02\x00
MID_ED3_#036	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMoriremo tutti qui?\x0E\x04\x02\x00
MID_ED3_#037	Dev'esserci qualcosa che possiamo fare!\nTi supplico, \x0E\x06\x03\x00!\x0E\x04\x02\x00
