MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nClaude, so che ti chiamano lo "stratega\nsupremo". Non disdegnerei qualche\nsuggerimento, in effetti.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nディミトリ\nA dire il vero no, ma se a te piace così sei libera\ndi fare come meglio credi.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nDimitri, hai un momento? Si nota tanto questa\ntoppa?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nディミトリ\nNo, per niente. Hai fatto un ottimo lavoro.\nVorrei essere abile come te.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nMi hai fatto i complimenti per le mie doti nel\ncucito, ma dubito che siano attività abituali per\ni nobili come te.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0C\nディミトリ\nTi sbagli. Imparai a cucire da una mia compagna\ndi classe, per quanto non avessi tutta questa\nabilità manuale.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nディミトリ\nNon sai quanti aghi e forbici si ruppero per\ncolpa mia. Avevo qualche problema a regolare\nla forza quando cucivo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNon me ne stupisco! Gli strumenti per il cucito\nsono fragili. Finalmente ho trovato qualcuno che\nmi capisce...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSe sono qui lo devo principalmente ai contatti\ndella mia famiglia. Devo darmi da fare, se voglio\ndimostrare che valgo qualcosa.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08クロード\nLa tua ambizione è già di per sé eccezionale.\nNon faticherai a raggiungere i tuoi obiettivi.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHo due fratelli maggiori che mi viziano in modo\nassurdo. Ne saresti esterrefatto, Claude.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08クロード\nI fratelli che viziano le sorelle... Un concetto\ncomune a tutti i mondi, direi.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nÈ vero che hai comprato tutti i pasticcini che\navevano in panetteria? Per quale occasione?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nVedi, il Drago Divino era triste. Non ti sembra\nla reazione più scontata cercare di tirarl\x0E\x0A\x00\x08\x02o\x02a su?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nForse ho esagerato un po'... ma non avevo\ncattive intenzioni, davvero.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08クロード\nAllora era questo il motivo... Sai, avevo un\ncompagno di classe che amava molto mangiare.\nCredevo fosse anche il tuo caso.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0A\x08アイビー\nIn quanto erede al trono d'Elusia, permettimi\ndi porgerti i miei ringraziamenti per il sostegno\nin guerra.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nディミトリ\nNon occorrono cerimoniali, per quanto\ncomprenda il tuo stato d'animo. Anch'io faccio\nspesso fatica a lasciarmi andare.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nTi ho vista osservare da lontano il Drago Divino.\nVuoi che \x0E\x0A\x00\x0E\x06gli\x04le porti un messaggio da parte tua?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nCom'è gentile da parte tua preoccuparti così\ntanto delle mie faccende personali.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nOra che comprendo cosa provi, mi scuso per\nessere stato più di intralcio che di aiuto,\nprincipessa Ivy.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nディミトリ\nI miei compagni di scuola erano molto più svegli\ndi me in questo genere di faccende.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nNon ho mai chiesto il tuo aiuto, ma apprezzo\nle scuse e che tu ti sia mostrato comprensivo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nRaccoglierò le idee e cercherò di esprimerle\npersonalmente al Drago Divino meglio che\nposso.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIl mio lavoro da attendente è arduo e a tratti\npersino *spregiudicato*. Ogni aiuto è più che\napprezzato.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nIl tuo modo di parlare mi ricorda fin troppo\nil mio attendente.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nMi conforta vederti dare così tanto da fare per\nla principessa Ivy, ma ricordati di non trascurare\ni tuoi bisogni.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nI miei doveri mi tengono *occupato*,\nsoddisfacendo così il mio unico bisogno.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nPosso comprendere bene i tuoi problemi di\nsonno. Ricordo ancora quando l'insegnante\nche avevo scoprì dei miei incubi ricorrenti...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\n*L'insegnante* di cui parli avrà avuto le sue\npreoccupazioni nei tuoi riguardi. Non deve\nessere stato facile sentirsi vulnerabile.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nA dire il vero, parlandone, fui in grado di\nliberarmi di qualche peso. Ti auguro di riuscire\na fare lo stesso.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nNon occorre che ti preoccupi, ma apprezzo il\npensiero. Non è da tutti tale livello di *empatia*.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDimitri! D'ora in poi, sento che il nostro legame\ndiventerà sempre più forte.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nディミトリ\nIl tuo entusiasmo è una ventata d'aria fresca,\nKagetsu. Oltretutto, apprezzo anche il tuo tono\ninformale.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nHo un fedelissimo amico di nome Dedue.\nÈ uno che preferisce tenere le distanze, però.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nOh, mi dispiace. Forse dovreste uscire un po'\ninsieme, in modo da rinforzare il vostro legame.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nIl mio ruolo, nonché il mio passato fanno sì che\nper me sia complicato stringere nuove amicizie,\npersino con chi ha tutta la mia fiducia.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nI legami di amicizia sono più semplici da creare\ndi quanto tu creda. Basta volerlo, e il gioco è\nfatto.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nディミトリ\nForse hai ragione tu. Sai, tendo a farmi troppi\nproblemi il più delle volte.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nSe ti va di esternarli, sono sempre disponibile.\nGli amici servono a questo!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIl fascino non ti manca, Claude, eppure mi dai\nl'impressione di essere un po' calcolatore.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08クロード\nChi, io? Non scherziamo. E cosa dovrei mai\ncalcolare?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nUgh, mi sento poco bene... Non c'è nessuno che\npotrebbe sostituirmi nel mio turno di guardia?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08クロード\nQuel fiume di lacrime mi sembra un po'\neccessivo.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAll'accademia dove andavi facevate molte\nbattaglie simulate, vero? Chissà che divertenti\nche erano!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08クロード\nPer fortuna non eri nella mia classe. Avrei\nrinunciato al mio ruolo di capo casa pur di non\ndoverti dare ordini.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nEhi! Guarda che a scuola ero la prima della\nclasse. Magari eri tu a non essere un bravo capo\ncasa.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08クロード\nMi rimangio tutto. Saresti andata d'accordo con\nqualcuno del Cervo Dorato... soprattutto uno.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nSenti, Edelgard! Come ti sembrano oggi i miei\ncapelli? Carini come al solito?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nSì, Rosado. Carini come al solito.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nQuando finirà la guerra, conto di fare ritorno\nall'accademia elusiana. E tu che piani hai,\nEdelgard?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nIntendo seguire il cammino che sceglierò per me\nstessa, come è giusto che sia per chiunque.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nSei così ambiziosa, Edelgard. Scommetto che\ni miei obiettivi ti sembreranno sciocchi in\nconfronto ai tuoi.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nEppure, non percepisco un senso di superiorità\nda parte tua. Come è possibile?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nLe mie ambizioni non mi rendono superiore.\nCiò che conta è essere fedeli ai propri principi.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nIo la penso così. Poi, c'è anche chi la vede\ndiversamente.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi spiace crearti disagio, Claude. Le mie doti\nimpareggiabili sanno essere difficili da ignorare.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08クロード\nOh, d'accordo. Lo terrò a mente. Sai, all'inizio\nmi ricordavi una ragazza, ma in realtà sei\nl'esatto opposto.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nVuoi che ti parli del villaggio da cui vengo?\nLì si trovano le terme migliori di tutta l'Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08クロード\nInteressante. La mia scuola aveva una sauna.\nAmavo stare seduto lì dentro più che potevo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nRaccontami di quella sauna che avevate a\nscuola. All'accademia elusiana non c'era nulla\ndel genere.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08クロード\nEra uno stanzino dove si versava dell'acqua\nsulle rocce calde e ci si rilassava godendosi il\nvapore.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nAh, che attività carina... ma non diventava un\npo' soffocante alla lunga?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08クロード\nUscire dalla sauna era la parte migliore.\nCi sentivamo rinvigoriti e leggeri come l'aria.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nミスティラ\nClaude, posso dedicarti una canzone di\nbenvenuto? Ehm.\n♪ È un Cervo Dorato! Tra di noi è arrivato... ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08クロード\nOh, accipicchia. È così la musica da queste\nparti? Meglio sapere cosa devono aspettarsi\nle mie orecchie.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nSembri proprio una modaiola, principessa\nTimerra. Come descriveresti il tuo stile?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nEheh, in realtà scelgo abiti comodi che non\nintralcino i movimenti. Ma mi fa piacere che ti\npiacciano!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nPrincipessa Timerra, mi ricordi una mia amica\ndell'Accademia.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08クロード\nAnche lei amava le canzoni... creative. Ce n'era\nuna che faceva... ♪ Striscia e s'insinua, striscia\nstriscia, striscia... ♪\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nE di cosa parla? Della fame quando aspetti che\nla carne finisca di cuocere sulla griglia?\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nComunque mi è piaciuta la tua canzone. Ora\nnon te ne andrai finché non mi avrai cantato\nanche tutto il resto!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nLord Dimitri, mi faresti l'onore di allenarti con\nme? E ti prego di non trattenerti!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nディミトリ\nCon piacere. Impegniamoci a diventare più forti.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nI lupi sono disposti a morire per il branco. Anche\nio farei lo stesso per la mia principessa.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nディミトリ\nLa morte non è una virtù. Dovresti uscire da\nquest'ottica, Merrin, dico sul serio.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nVorrei scusarmi per quello che ho detto senza\nriflettere. Non intendevo insinuare che la morte\nsia una virtù.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nディミトリ\nPerdonami anche tu. Mi sono fatto trascinare\ndalle emozioni.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nDesidero vivere e continuare a servire nel mio\nruolo di cavaliera, proprio come le mie amate\nbestioline si impegnano a sopravvivere.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0C\nディミトリ\nTutto chiaro, grazie per avermi tranquillizzato.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQuale gradevole giornata! Pare il tempo perfetto\nper una bella zuffa a mani nude... ops, intendevo\nun civilissimo duello.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nNon saprei, non me ne intendo... ma ammetto\nche il tempo è proprio sublime.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nHai origini umili, vero? Non è difficile per\nte vivere in mezzo alla nobiltà?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nIn principio lo era, di grazia. Grigliare la carne,\naccamparsi all'aperto per giorni e giorni...\nOgni cosa rappresentava una novità.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSiete fantastica, al pari di un fiore sbocciato nel\nterreno giusto. Io, al contrario, detestavo il mio\nambiente al punto da fuggire dalla mia magione.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nSono una pianta velenosa che cerca di fiorire\nfacendo appassire tutto ciò che ha intorno.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nNon dovresti prendermi a modello, non sono\nla persona che credi.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nNon vedo problema alcuno, di grazia! Sappiate\nche adoro i fiori velenosi ben più dei consueti\nvegetali!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nPiacere, sono Claude. Sembri uno che sa\ngodersi la vita.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nCi hai preso, Claude. Piacere mio. Ho proprio\nl'impressione che andremo d'accordo.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nフォガート\nSei un vero spasso, Claude. Scommetto che\navevi un sacco di amici nella scuola dove\nandavi.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08クロード\nCi puoi scommettere. Ma per ogni amico che\navevo, c'era qualcuno che mi detestava dal\nprofondo del cuore.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nフォガート\nFinita questa guerra, mi piacerebbe viaggiare.\nNon è molto principesco, lo so.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08クロード\nNon preoccuparti. È sempre utile passare del\ntempo assieme al popolo, soprattutto se poi\nsalirai al trono.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nNo, beh, non sarò io a ereditare la corona, ma\npotrei comunque condividere le mie scoperte\ncon mia sorella.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08クロード\nCertamente. E quelle conoscenze ti saranno\nd'aiuto qualsiasi ruolo occuperai.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nHo assistito alla funzione poco fa e devo\nammettere che l'ho trovata... come dire?\nRumorosa.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nAh, mi fa piacere che tu sia venuto! Sentiti\nbenvenuto ogni volta che vorrai. Puoi provare\na ululare anche tu, se te la senti! Auuuuh!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nL'Accademia Ufficiali si trovava all'interno di un\nmonastero. Vi si presentavano ogni sorta di\npostulanti.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nE potevate andare a pregare tra una lezione e\nl'altra? Sarebbe la scuola perfetta per me!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAll'inizio mi sembravi rigido. Temevo che mi\navresti giudicato... per come sono.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0C\nディミトリ\nNon mi permetterei mai di giudicarti. So che sei\nun lavoratore onesto e instancabile, e questo mi\nbasta.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0C\nディミトリ\nCerto, i tuoi metodi sono poco ortodossi, ma\nè fantastico vedere come aiuti le persone.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nGrazie, apprezzo molto. Raccontami ancora del\ntuo mondo, così dedicherò una preghiera anche\na esso.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nVederti cucinare è sempre uno spettacolo per\ngli occhi. Forse me la caverei meglio anch'io\nse potessi usare l'ascia in cucina...\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nUsare delle armi in cucina... Sarebbe\nun'esperienza inconsueta, ma vale la pena\nprovare.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ボネ\nBisogna sempre tenere a mente che c'è un\nlegame diretto tra le razioni di cibo e il morale\ndell'esercito.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nProprio vero. Se solo fossi una cuoca migliore...\nOra che ci penso, qualcun altro mi ha detto\nla stessa cosa...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nIo, Dimitri e Claude siamo negati in cucina.\nNon disdegneremmo i tuoi insegnamenti, se\npossibile.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nSe volete imparare le basi, vi consiglio di seguire\nuna ricetta. Dando retta a me, finireste per\nimpelagarvi nelle mie riflessioni sul cibo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nIl fatto è che le ricette non sono così facili da\nseguire. Gli ingredienti volano per aria, il piatto\nrisulta sempre carbonizzato...\x0E\x04\x00\x00
