MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nMi hai trasmesso una nuova speranza.\nSenza di te mi sarei arres\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nDevo riparare un muro. Qualcuno ci ha fatto\nun buco. Ma chi mai sarà stato?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nMi affeziono molto agli oggetti che costruisco...\ne li tratto con grande cura.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nMmmh. Una persona di mia conoscenza una\nvolta mi disse che anche dare un nome agli\noggetti può avere un effetto simile!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nLucina, nel tuo mondo la vita non era facile,\nvero? Mi domandavo... cosa mangiavate per\nsopravvivere?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ルキナ\nAvevamo delle scorte con noi, quindi per un po'\nabbiamo mangiato quelle. Poi andavamo a\ncaccia. Abbiamo mangiato persino degli orsi.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nDavvero? Anch'io vado a caccia di orsi!\nA volte... Oh, scusa. Deve essere stata dura.\nNon volevo...\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ルキナ\nNon ti preoccupare, Lapis. Sono contenta che\nquesta esperienza ci avvicini! Dimmi di più.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSei davvero forte, dico bene, Lucina?\nDevo ammettere che ti invidio molto.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNon devi invidiarmi, Citrinne. Con il giusto\nallenamento tutti possono diventare più forti.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLucina, posso guardarti mentre ti alleni?\nMi piacerebbe molto imparare da te, se\nè possibile.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06ルキナ\nMa certo, non c'è problema. Se osservarmi\npuò esserti d'aiuto in qualche modo, fai pure.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSo cosa dovrei fare, ma non riesco a imporlo\nal mio corpo. Sono condannata a restare debole\nper sempre...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNon si diventa forti dall'oggi al domani... Ma\noggi sei sicuramente più forte di quanto lo fossi\nieri.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06ルキナ\nNon darti per vinta, Citrinne. Crescerai poco\na poco, giorno dopo giorno, fin quando\nraggiungerai i tuoi obiettivi.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nI miei obiettivi sembrano così lontani... ma hai\nragione. Non mi arrenderò, Lucina. Tu sarai\nla mia guida!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nGrazie a te, sono tornata a servire il Drago\nDivino. Sappi che te ne sono grata.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNon ringraziarmi... Ho semplicemente fatto\nciò che ritenevo giusto.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nUn mio amico aveva una viverna come la tua.\nLe aveva dato un nome speciale. Ci era molto\naffezionato.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nNon ho mai pensato di dare un nome alla mia.\nHai qualche idea?\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アイビー\nSapevo che quel momento sarebbe arrivato, ma\nla perdita di mio padre è stata una ferita\nprofonda.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSo bene come ti senti. Se hai voglia di parlare,\nricordati che io sono qui.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nGrazie. Ti andrebbe di raccontarmi qualcosa di\ntuo padre? La tua esperienza potrebbe essermi\ndi aiuto.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ルキナ\nNon credo di avere ancora superato il lutto...\nMa, se può esserti d'aiuto, te ne parlerò con\npiacere.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHo l'impressione che condividiamo un certo\n*disagio*, emblema Lucina. L'ozio ci rende\ninsofferenti.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNon ci avevo mai riflettuto prima, ma sì, credo\nche tu abbia ragione.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSenza la capacità di afferrare oggetti fisici,\ndev'essere *difficile* trovare un passatempo.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNon direi. Ascoltare le persone parlare\nrappresenta per me un piacevole\nintrattenimento.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHo capito. Sei il tipo che, per il bene di amici e\nalleati, decide di ignorare il *proprio* dolore.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNon la vedo in questi termini. Voglio solo essere\nd'aiuto alle persone a cui voglio bene.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nMa infatti era un *complimento*. Per me\nsarebbe impossibile vivere come te, per questo\nlo trovo eccezionale.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ルキナ\nNon è affatto impossibile, Zelkov. Combatti\nanche tu per un mondo migliore, proprio come\nme.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06カゲツ\nChe abilità strepitose, proprio ciò che ci si\naspetta da un emblema. Vuoi duellare con me?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAmmiro anch'io la tua tecnica con la spada.\nSarei felice di allenarmi con te.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nSi vedono i frutti del tuo allenamento, Kagetsu.\nTe la sei cavata egregiamente.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nMi fa piacere sentirtelo dire. E sono molto\ncontento che siamo diventati buoni amici!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nKagetsu, cosa ti spinge a voler diventare\npiù forte?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nÈ molto semplice. La vita è come una montagna\ne io voglio raggiungere la cima.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06ルキナ\nUn nobile obiettivo. Questa determinazione\npotrebbe essere il segreto del tuo successo.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nE tu, mia amica e rivale, sei solo un passo\navanti a me sul mio cammino verso la gloria!\nPreparati a essere superata!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVoglio scusarmi per aver usato il tuo anello per\nuna causa sbagliata. Posso farmi perdonare?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNon serve. Per quanto mi riguarda, hai già fatto\nabbastanza.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMa dev'esserci qualcosa che posso fare...\nChiedimi pure tutto quello che vuoi.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ルキナ\nSono a posto così. Piuttosto, se hai bisogno tu\ndi qualcosa, dimmi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nC'è qualcosa che ti preoccupa, Hortensia?\nA cosa stai pensando?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nVorrei esserti amica, ma non so cosa fare.\nPotresti dirmi come devo comportarmi?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06ルキナ\nMa non siamo già amiche? Mi stupirebbe\nil contrario.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nDavvero? Oh, che sollievo! Perché non me lo\nhai detto prima?!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nChe bella viverna che hai, Rosado.\nSai cosa la renderebbe ancora più bella?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nNon dirmi un cappello orso, ti prego.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nOdio la guerra. Sono tutti così presi a\ncombattere, che trascurano le cose carine.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06ルキナ\nUn motivo in più per riportare la pace\nal più presto.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nA te interessa essere carina, vero, Lucina?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNon ci ho mai pensato, ma non vedo perché\nnon dovrebbe interessarmi.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nOttimo! Io faccio sempre del mio meglio per\nessere il più carino. Aiutiamoci e scambiamoci\ndei consigli!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ルキナ\nMi sembra un'idea interessante.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPer quanto affascinante io sia, Lucina, mi sento\nsempre nervosa quando sono con te.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNon capisco perché, ma sono sicura che quando\nci conosceremo meglio le cose cambieranno.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIo sono adorabile, certo, ma tu hai qualcosa\nche io non ho. Uno stile particolare.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDici? Beh, a essere sincera, a volte io vorrei\navere la tua eleganza eccezionale.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTi ho osservata quando combattiamo insieme.\nCredo che anche tu abbia uno stile particolare.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCredi? Sono così contenta. In realtà, ho notato\nche anche tu sai essere molto elegante.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nForse ci siamo influenzate a vicenda.\nSiamo proprio una bella coppia.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ルキナ\nEheh. È vero. Scusateci gente, ma io\ne Goldmary siamo troppo per voi.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nNon ho potuto fare a meno di notare il tuo\nocchio sinistro, Lucina. Quel simbolo è così\nmisterioso e anche molto carino.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAnche la luce che splende nei tuoi occhi è molto\nbella. È un tratto distintivo della famiglia reale?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nHo gli occhi di mia madre. Significa che ho ciò\nche serve per diventare un giorno regina di\nSolm.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ルキナ\nAnche il marchio che ho nell'occhio è tipico\ndi famiglia. Mi fa piacere che le nostre famiglie\nabbiano qualcosa in comune.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nCi sono altre caratteristiche fisiche particolari\nche si trasmettono nella famiglia reale di Solm,\noltre agli occhi luminosi?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nNo, a parte gli occhi, siamo piuttosto normali.\nE in realtà, non proprio tutti nella nostra\nfamiglia hanno sempre ereditato occhi luminosi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06ルキナ\nMarchio reale o meno, fare parte della famiglia\nregnante può essere un bel fardello.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nCerto, ma mi piacciono i nostri occhi e quello\nche rappresentano. E, sai, insieme possiamo\nsopportare qualsiasi fardello.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nLady Lucina, ho saputo che per un certo\ntempo hai combattuto col volto mascherato.\nDovrei provare anch'io.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06ルキナ\nLo facevo per celare la mia identità. Ma sono\nsicura che una maschera ti starebbe d'incanto,\nMerrin.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nLa tua tecnica è ammirevole. Mi fa venir voglia\ndi inventarmi una nuova mossa speciale epica.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNon so se ti serve una nuova mossa, ma in caso\ndovresti chiamarla "Lama infilzante"!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nPiù combattiamo fianco a fianco, più ti ammiro.\nVorrei essere come te!\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSapessi io. Sprizzi spavalderia da tutti i pori.\nTi ammiro, sai.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nOh, davvero? Che bella cosa mi hai detto.\nA quanto pare, la nostra è un'ammirazione\nreciproca!\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06ルキナ\nDirei di sì. Spero che ormai ci consideriamo\namiche e non solo alleate, adesso e per sempre.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, devo scusarmi per prima. Sono stata\nsciocca a gridare così forte solo perché c'era\nun insetto.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nNessun problema, Lorsignora. È indubbio che\neravate ancora scossa per la battaglia. Ma\neravate anche alquanto adorabile.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nOooh! Un insetto gigante! Non so cosa fare!\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nBando alle angosce, Lucina. Lasciate fare a me,\ndi grazia.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, ti prego, devi insegnarmi a superare\nla mia paura degli insetti. È così imbarazzante.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nNon v'è imbarazzo alcuno. Mostrare un po'\ndi debolezza può essere affascinante.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nSe dovesse apparire un altro insetto, me ne\noccuperò personalmente. Pertanto, non temete.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06ルキナ\nGrazie, Panette. Mi sento molto più tranquilla\nora. La prossima volta che vedo un insetto, mi\nnasconderò dietro di te.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nQuindi, non solo sei un principe, ma guidi anche\nun gruppo di sentinelle. Proprio come mio\npadre.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nAnche lui guidava un gruppo come le mie\nsentinelle? Che uomo! Mi piacerebbe fare una\nfesta per lui.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nNon ti abbiamo ancora fatto una vera festa di\nbenvenuto, o sbaglio? Dobbiamo rimediare\nal più presto.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ルキナ\nÈ gentile da parte tua, Fogado. Mi piacerebbe\npartecipare a un incontro sociale così gioioso.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nVedo che finalmente stai cominciando a\nrilassarti, Lucina. Ti trovo molto bene.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06ルキナ\nTrovi? Non avevo notato che il mio\ncomportamento fosse cambiato.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSì, all'inizio stavi sempre in guardia. Ma ora si\ncomincia a intravedere il tuo lato affascinante.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06ルキナ\nDevo ringraziarti per questo. La tua amicizia\nmi ha insegnato che posso essere me stessa.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nSai una cosa, Pandreo? Avevo un amico che\nera un uomo di chiesa molto inusuale come te.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nTra i tuoi amici c'è un prete strano come me?\nIncredibile! Devi raccontarmi tutto di lui.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nChe allenamento originale. Quei salti bruschi\ne quegli strani movimenti barcollanti...\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh, in realtà stavo... ballando. Ma visto che\nti ha colpito, possiamo anche considerarlo\nun allenamento.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nHai dovuto lasciare la tua chiesa senza una\nguida per molto tempo ormai. Sei preoccupato?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nNon ho scelta, Lucina. Devo concentrarmi\nsu questa guerra. Se il mondo muore, la fede\nmorirà con lui.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06ルキナ\nHai ragione. Anche nel mio mondo, quando\nla fine era vicina, i segni di fede erano rari.\nE molti l'avevano abbandonata.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nPermettimi di pregare per il tuo mondo. Che\nle anime dei caduti possano riposare in pace.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ボネ\nLucina, mi chiedo che sapore abbia la tua\nspada leggendaria... Sarà buona?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06ルキナ\nFalchion, non è un ingrediente da usare\nin cucina! Ma... ora che me lo chiedi, non posso\nfare a meno di domandarmelo anch'io.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ボネ\nTi piace guardarmi mentre cucino, Lucina?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06ルキナ\nSì. Ho imparato molto guardandoti usare\nil tuo coltello da chef, Bunet.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nVedendo come usi i coltelli, penso di aver\naffinato le mie tecniche con la spada.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nMi fa piacere, soprattutto perché il piatto\nche stavo preparando è ispirato a te.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nVorrei che fosse bello da vedersi almeno\ntanto quanto è buono.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ルキナ\nSono felice di essere riuscita a ispirarti.\nNon vedo l'ora di godermi lo spettacolo.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06アンナ\nAnche oggi grandi sconti! Mettete mano\nai portafogli!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAnna? Sei anche in questo mondo?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nÈ incredibile come tu riesca a mantenere\nil buon umore anche se sei lontana dalla tua\nfamiglia.\x0E\x04\x00\x00
