MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nNon pensare che io sia debole perché sono\nnobile. Sono più forte di quanto sembri!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06ラピス\nEhi, Lyn! Ti sei mai lasciata sfuggire\nun'occasione nonostante avessi lavorato\nsodo per raggiungere il risultato?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04リン\nSì. Mi sono lasciata scappare molte grosse\nprede durante delle battute di caccia.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04リン\nMi preparavo, pianificavo ogni cosa... ed ecco\nche l'occasione svaniva davanti ai miei occhi.\nChe frustrazione.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nEheh, a volte si deve agire in fretta per non\nperdere il momento buono. Farò tesoro delle\ntue parole, Lyn!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nCome faccio a convincere gli altri che non\nfaccio paura? Cerco di non farci caso, ma\nsuccede troppo spesso...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04リン\nProva a tirarli fuori dal loro disagio iniziale\ncon un bel sorriso sicuro e rassicurante!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLyn... Ho provato a sorridere come mi avevi\nconsigliato, ma li ho spaventati ancora di più!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04リン\nOh. Che situazione complicata. Forse ti ho dato\nun consiglio sbagliato...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nBuone notizie, Lyn! Ho trovato un modo per non\nfarmi abbattere dalla reazione altrui di fronte\nalla mia faccia!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04リン\nMa questo è molto diverso dal tuo obiettivo\niniziale! Questo mi piace di più. Come hai fatto?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nImmagino che gli altri facciano solo finta di\nessere spaventati dalla mia faccia. Per scherzo.\nE gli scherzi sono divertenti!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04リン\nSe funziona, ben venga. Ma non devi farti\ntroppe preoccupazioni. Tutti sanno quanto\ntu sia gentile.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アイビー\nIl tuo anello è un cimelio per la mia famiglia.\nNon so come ti faccia sentire la cosa.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04リン\nNon è un problema per me. Ho passato molti\nanni con tuo padre. Re Hyacinth mi ha trattata\ncon rispetto.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アイビー\nTrovo ancora strano combattere al fianco di\nun cimelio di famiglia, ma sono contenta che\ntu sia qui, Lyn.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04リン\nLa famiglia reale di Elusia ha un posto speciale\nnel mio cuore. Sono felice di poterti prestare\nla mia forza.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nNon mi dispiace essere un emblema... ma a\nvolte mi piacerebbe andare in giro per il mondo\npiù liberamente.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nIo mi accorsi di cosa mi ero persa solo quando\nlasciai il mio paese.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nNon so se possa esserti di aiuto, ma magari\npotremmo fare delle passeggiate insieme ogni\ntanto.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04リン\nOh, sarebbe bello. Grazie, Ivy. Sono felice di\npoter contare su di te per questioni del genere.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSei cresciuta nelle pianure, non è vero?\nDev'essere stata una noia *straziante*.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04リン\nIn realtà no. I nomadi hanno vite molto\nemozionanti. Succede sempre qualcosa.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSembri sempre così *in pace*. Lo trovo\npiuttosto inquietante.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04リン\nUna nomade si sente a casa ovunque vada.\nEcco perché sembro *in pace*, come dici tu.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nMi piacerebbe che tu vedessi la mia terra.\nPotrebbe placare la tua incessante ricerca\ndi un significato più profondo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nLe pianure? Ti ho già detto che per me non\nfare niente e osservare la natura è di una noia\n*straziante*.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x06\x04リン\nE parlare con me? Lo trovi di una noia\n*straziante*?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nEheh. Ottima domanda. Ammetto che le nostre\nconversazioni sono *sufficientemente* piacevoli.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nEhi, Kagetsu, tu riesci a vedere il futuro, vero?\nPotresti farmi una predizione?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\nCerto! Vediamo... Nel tuo mondo domani sarà\nbel tempo! Ma non puoi controllare, dovrai\nfidarti di me.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06カゲツ\nVa bene, questa volta predirò qualcosa di\nverificabile. Molto presto ti sentirai esasperata!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04リン\nChe predizione strana. Come posso...\nAh, ho capito. Era uno scherzo, vero?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06カゲツ\nSe non ti fidi della mia chiaroveggenza,\nprova tu a farmi una domanda.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04リン\nSe insisti. Di solito predici cose di poco conto,\nvero? Allora, cosa ci sarà domani per colazione?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAh, vedrai che presto mangeremo... Onigiri!\nSì, mi piacciono molto gli onigiri!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04リン\nMi sembra più un desiderio che una predizione!\nO forse vedi solo quello che vuoi vedere.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nWow, tu sei l'emblema dell'anello che portava\nmio padre? Sei quasi carina quanto me...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04リン\nUn bel complimento, considerato quanto\nadorabile sei tu.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nTi ho osservata attentamente, emblema Lyn.\nScommetto che hai avuto un bel po' di\nspasimanti, vero?!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04リン\nAlcuni, ma di solito sparivano in fretta\nquando li sfidavo a duello.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDammi un consiglio, Lyn. Come faccio a fare in\nmodo che le persone pendano dalle mie labbra?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04リン\nNon ti bastano mai le attenzioni degli altri, eh?\nMi sembra che tu sia già molto affascinante, ma\nvediamo...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x06\x04リン\nNella mia terra, le persone più popolari erano\nquelle che mettevano gli altri e la natura al\nprimo posto.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nMi sembra un'ottima argomentazione.\nVa bene, dimmi di più.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nMi piace come si muove la tua coda quando\ncombatti, Lyn. È come una danza!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04リン\nGrazie, ma forse è meglio se presti attenzione\na cose più importanti durante il combattimento.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nHai una pelle molto liscia e sana.\nQual è il tuo segreto?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04リン\nForse l'esercizio fisico? Non ci avevo mai\npensato.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nPerché il mondo è sempre in guerra?\nSembra un circolo senza fine di usurpazioni.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04リン\nNon è da te essere così serio. Va tutto bene?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nChe scortese! Sono un cavaliere! Ma immagini\ncosa potrei essere in un mondo in cui conta solo\nla bellezza?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04リン\nMi piace pensare che saresti un sovrano\nbenevolo. Sarebbe, di sicuro, un mondo\ninteressante.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIn battaglia sei determinata e capace di\nintimidire gli avversari. Ti invidio molto, Lyn.\nIo ho troppo fascino per queste cose.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04リン\nVedo che non ti manca la fiducia in te stessa,\ndico bene? Ma è giusto così. Sei molto bella.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nVedo che hai affinato la tua tecnica, Goldmary.\nNon vedo l'ora di vederti nella prossima\nbattaglia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nGrazie. Il mio fisico ha ormai raggiunto\nun'elegante perfezione. Non ho bisogno\ndi allenarmi per diventare più forte.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nLe mie ultime prestazioni non sono state un\ngranché. Forse avere una tecnica aggraziata\nnon è tutto.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04リン\nQuesto succede perché cerchi delle scorciatoie\ne non ti alleni abbastanza per potenziare\ni muscoli.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04リン\nSo che hai da fare e l'allenamento richiede\nmolto tempo, ma cerca di trovare un programma\nadatto a te.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nHai ragione. Le scorciatoie non si addicono\nal mio stile. Potresti insegnarmi tu un buon\npiano di allenamento?\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nIl tuo vestito è piuttosto appariscente per una\nprincipessa. Tutti i membri della famiglia reale\nsi vestono così?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nLa libertà è fondamentale per noi e ognuno si\nveste come preferisce. Anche a te starebbero\nbene dei colori vivaci!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nミスティラ\nNoi due dovremmo uscire e andare a divertirci\nuno di questi giorni. Ho già pronto l'abito che fa\nper te.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04リン\nMi piace quello che indosso, ma soprattutto...\ngli emblemi non possono cambiare abito.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nミスティラ\nMi dispiace dirtelo, ma all'inizio non mi fidavo\ndi te. Eri controllata da re Hyacinth, no?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nMa poi abbiamo parlato e combattuto fianco a\nfianco... Quello che sto cercando di dire è che\nmi piaci, Lyn!\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x06\x04リン\nGrazie, Timerra. Anche tu mi piaci.\nSei una principessa, ma sei molto genuina.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04リン\nUsciamo insieme uno di questi giorni! Potrei\nfare finta di indossare l'abito che hai scelto\nper me.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nPerdonami se te lo dico, ma non riesco a non\nvederti come una rivale, lady Lyn.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04リン\nDavvero? Spero che col tempo cambierai idea.\nSono sicura che saremmo molto meglio come\namiche che come rivali.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nLady Lyn, il modo in cui ti muovi in battaglia\nè eccezionale. Ti invidio molto.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04リン\nE io invidio come cavalchi quella lupa. Come mi\npiacerebbe cavalcarne uno sulle praterie...\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nAbbiamo combattuto molte battaglie insieme.\nFormiamo una gran bella coppia, non credi?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04リン\nSono d'accordo. In molti invidiano il nostro\nrapporto. Ma perché me ne parli così\nall'improvviso?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nPerché penso sia arrivato il momento di formare\nun'alleanza. Noi due insieme saremo\ninarrestabili.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04リン\nUn'alleanza? Va bene! Ma ho una domanda\nimportante: chi di noi due sarà il capo?\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パネトネ\nChissà perché la gente paventa insetti\ne fantasmi. Sono altresì adorabili...\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04リン\nA me non fanno paura. Ma dimmi, come fai\na sapere che i fantasmi sono... adorabili?!\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSo che ti piacciono i fantasmi, ma ti sembra\nopportuno imporre i tuoi inquietanti passatempi\na chiunque incontri?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nMa i fantasmi sono deliziosi, ve lo assicuro.\nIl mio intento è saggiare l'audacia altrui.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パネトネ\nAhimè, nessuno ha il coraggio di venir meco a\ncaccia di fantasmi. Parrebbe che siamo solo\nnoi due, Lorsignora Lyn.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04リン\nSolo noi due? Non ricordo di aver accettato\ndi venire. E non credo di voler incontrare un\nfantasma.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nCurioso. Vi credevo affine a loro. Orbene,\nse non dovessi fare ritorno, sappiate che ho\nlottato con ardimento, di grazia.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04リン\nStai partendo? Da sola? Sai che non posso\nabbandonarti. Hai vinto, ti farò da scorta.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSei davvero un principe? Sul serio? Tu?\nMi dispiace, ma stento a crederlo.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nAccipicchia, se me lo chiedi così, comincerò a\ndubitarne io stesso. Io sono il principe di Solm,\ndico bene?\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nフォガート\nNon sono il tipo a cui piace comportarsi "da\nprincipe". Non fa per me. Preferisco essere me\nstesso.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04リン\nHai molta personalità! Mi piace. È sicuramente\nmeglio così che averne troppo poca.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nMi hanno detto che ti sei finto un semplice\ncittadino per carpire informazioni. Molto astuto.\nDovrei provarci anch'io.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nTi prego. Dubito fortemente che una ragazza\neccezionale come te passerebbe inosservata.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x06\x04リン\nCredi che non possa mescolarmi tra la gente?\nBuffo, sai. Nemmeno tu sei uno che passa\ninosservato.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nOh, non saprei. La mia copertura non è ancora\nstata compromessa!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パンドロ\nCi sono momenti per fare festa e momenti\nper pregare. Nella mia chiesa diamo spazio\na entrambe le cose.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04リン\nFeste? Non sapevo ci fossero chiese del genere,\nPandreo. Scommetto che davanti al Drago\nDivino sei più composto.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nTi ho sentito cantare e mi sono fermata ad\nascoltarti... ma ho visto anche i tuoi strani\nmovimenti concitati!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh, è una danza di preghiera. I miei amici\nla chiamano la Ridda Oscura, perché è\nalquanto sgraziata.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パンドロ\nE se la mia danza non fosse sgraziata?\nSe fosse solo diversa da tutti gli altri stili\ndi danza che esistono?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04リン\nMmmh, una nuova forma di danza...\nBeh, allora qualsiasi movimento umano può\nessere definito una danza, no?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nSì, esatto! Siamo tutti in una danza perenne.\nIn una continua preghiera. Ognuno a modo suo!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04リン\nChe pensiero interessante, Pandreo.\nLa prossima volta che ti vedrò ballare, ammirerò\nl'intrinseca bellezza della tua danza.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ボネ\nHai un'aria naturale e vitale, Lyn. Se tu fossi\nun cibo, saresti... un contorno.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04リン\nUn contorno? Io? Bunet, non ho la minima idea\ndi cosa tu stia parlando.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ボネ\nSono uno chef e conosco l'importanza dei\nsapori e dei colori. E tu, Lyn, dovresti usare\ndi più il rosso.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04リン\nTrovi? Io credo che ci siano contorni\ndi tanti colori diversi.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nC'è qualcosa che non va, Bunet? Ho notato\nche hai spesso lo sguardo perso nel vuoto\nultimamente.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nStavo pensando... E se tutte le cose nel mondo\nnon fossero altro che ingredienti di un unico\ngrande piatto?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04リン\nBeh, io non ho una forma corporea, quindi non\nposso essere un ingrediente. E neanche\nil cielo, il vento, le nuvole se è per questo...\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nPenso che allora neppure il sole e le stelle siano\ningredienti. Sì, ora ho capito. Grazie, Lyn.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06アンナ\nFatevi avanti! Merci rare a volontà per\nsoddisfare la vostra voglia di fare acquisti!\nCosa comprerete?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04リン\nUhm. La tua faccia non mi è nuova. No, non\nè possibile. Forse me lo sto solo immaginando.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nApprezzo che tu voglia vendere i tuoi prodotti\npersino a un emblema. Purtroppo non ho soldi.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nEhi, nessun problema. Se non puoi pagare\nin contanti accetto anche dei servizi.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06アンナ\nHai mai pensato di lavorare nel mio negozio?\nNon te ne pentiresti!\x0E\x04\x00\x00
