MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08リュール\nCombatto per salvare il mondo che amava\nmia madre. Ma ho bisogno del tuo aiuto, Leif.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06リーフ\nNon c'erano molti orsi in giro... ma era pieno\ndi viverne.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNon ho mai provato una viverna... Che sapore\nha? La carne si conserva bene? Dimmi di più!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nOh! Scusa, Leif. Non ti stavo guardando male.\nÈ la mia espressione normale.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06リーフ\nNon lo pensavo affatto, Citrinne.\nHai un'espressione molto gradevole.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nDimmi, Citrinne, come mai sei diventata\nun'attendente di Alcryst?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nSiamo cugini. Volevo proteggerlo. Così ne ho\nparlato con i miei genitori... ed eccomi qua!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSono diventata un'attendente di Alcryst grazie\nai miei legami di famiglia. Le mie reali abilità\nsono... piuttosto scarse.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nLavoro sodo per migliorare, ma gli altri sono\ncosì forti... Non credo sarò mai al loro livello.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06リーフ\nCerca di non essere impaziente. La forza che\nserve in battaglia non si ottiene da un giorno\nall'altro.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06リーフ\nInoltre, i tuoi alleati contano su di te per cose\npiù importanti della forza pura. Per me\nsicuramente è così.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nI tuoi poteri sono stati usati contro la tua\nvolontà... Sarai furioso.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06リーフ\nIn realtà no, Ivy. Sono onorato di combattere\nal tuo fianco.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nC'è così tanto da fare e io non riesco a fare\naltro che autocommiserarmi e perdere tempo\ncoi miei rimpianti.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06リーフ\nL'introspezione onesta non è mai un processo\nfacile, ma fatti coraggio. Diventerai una brava\nregina.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nVorrei essere come te e come il Drago Divino.\nSiete entrambi puri e trasparenti.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nMi piacerebbe che la gente si fidasse di me, che\ncredesse in me. Suona così ridicolo dirlo a voce\nalta.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06リーフ\nNon è affatto ridicolo. In realtà, direi che il tuo\ndesiderio è già realtà.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06リーフ\nSei circondata da amici e alleati, o no? Loro\ncredono in te. E anch'io.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nDopo una battaglia vai sempre in cerca di cose\nper tenerti impegnato, Zelkov. Sei sicuro che\nvada tutto bene?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nLe tue preoccupazioni sono infondate. Cerco\nsolo di tornare alle attività che mi tengono\n*occupato*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nForse potresti insegnarmi a preparare delle\nmedicine. Potrebbero tornarmi utili queste\nconoscenze.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nAssolutamente no. Preparare le medicine è\nil mio *lavoro*. Cosa farei io se tu prendessi\nil mio posto?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nCosa hai *intenzione* di fare, quando avremo\nraggiunto i nostri obiettivi?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06リーフ\nQuando tutto sarà finito e non ci sarà più\nbisogno di me... credo che tornerò nell'anello.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nNon ti inquieta la totale *inattività* a cui sei\ncostretto là dentro? Hai coscienza di essere lì?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06リーフ\nÈ come dormire. Magari mi intratterrò sognando\ni momenti che abbiamo trascorso insieme.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSe hai bisogno di qualcosa chiedi pure a me,\nLeif. Mi fa sempre piacere aiutare i miei amici\npiù cari!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06リーフ\nGrazie, Kagetsu. Nessuno mi aveva mai definito\nun "caro amico" così in fretta.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSei bravo con la spada, dico bene?\nVieni, fammi vedere cosa sai fare!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06リーフ\nVuoi un duello? Va bene. Ti mostrerò volentieri\ndi cosa è capace il Leonster.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRaccontami altre storie del tuo mondo, Leif.\nSono molto curioso.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06リーフ\nTi ho già raccontato praticamente tutto.\nDi questo passo, presto non avrò più niente\nda dirti.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nPerò la mia curiosità non è ancora sazia!\nRaccontami ancora qualcosa! Soddisfa la mia\ncuriosità!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06リーフ\nEheh, va bene. Ti racconterò di una battaglia\nin cui facemmo uso delle buche assassine...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHai visto combattere mia sorella, Leif.\nSo che è brava. Ti sembro alla sua altezza?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06リーフ\nLa tua tecnica è eccezionale. Non vedo l'ora\ndi vederti di nuovo all'opera sul campo di\nbattaglia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHortensia, è ora di andare. Sei pronta?\nCosa ti è successo alla testa?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nSto cercando di sistemarmi i capelli! Non vorrai\nmica che vada in battaglia così?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nPensi che sia giusto che io creda in ciò che\nvoglio, anche se nel mio paese si venera il\nDrago Maligno?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06リーフ\nSe me lo chiedi, forse significa che hai già\ntrovato la risposta che cerchi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nUffa, stai evitando di rispondere, ma\nche ti costa darmi qualche conferma?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06リーフ\nEheh. Penso che dovresti fare cosa ritieni\ngiusto, ma ti aiuto volentieri a decidere.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nCiò che è carino ha un valore superiore. Non ho\nancora trovato qualcosa di carino che non adori.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06リーフ\nI valori semplici e chiari sono apprezzabili.\nBuon per te.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCome mai sei diventato un guerriero, Rosado?\nLa guerra non ha niente di carino.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nNo, certo. Ma combatto per dare un'opportunità\na tutti di essere carini.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nÈ ora che tu esprima tutto il potenziale della tua\nbellezza. Guarda qui!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06リーフ\nChe abiti colorati. E anche una graziosa\nparrucca. Sono... per me?!\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nCertamente! Tutto ciò che è carino ha un valore\nsuperiore, ricordalo. Devi fare la tua parte per\ntenere alta la causa, d'accordo?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06リーフ\nMi rincresce, ma non posso. Per quanto siano\ngraziosi, non ho una forma fisica.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSai, Leif, se cominciassi a provare qualcosa\nper me non ti biasimerei affatto.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06リーフ\nProvo già qualcosa per te, Goldmary.\nPenso che potremmo essere ottimi amici.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPerdonami se la mia abbagliante bellezza ti\ndistrae in battaglia. Mi dispiace, ma non lo\nfaccio apposta.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06リーフ\nNon devi scusarti. Se mai mi distraessi, sarebbe\ncolpa mia, non tua.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCosa ti preoccupa? Hai l'aria avvilita.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPensavo a tutte le volte che ho distratto\nqualcuno in battaglia con la mia eleganza\nproverbiale.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSono forse egoista a desiderare che gli altri\nnotino il mio fascino, anche nel bel mezzo di\nuna guerra?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06リーフ\nNon angustiarti, Goldmary. Sei una buona\nalleata sul campo di battaglia.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nÈ un piacere conoscerti, Timerra. Giuro che farò\ndel mio meglio per guadagnarmi la tua amicizia.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nIl piacere è tutto mio. Oh, mi è venuta in mente\nuna canzone! ♪ Leif caro, sei un emblema\nraro ♪\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nミスティラ\nA te piacciono la ragazze stilose, dico bene?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06リーフ\nOh, sì, certo. C'era una ragazza a cui ero\naffezionato che aveva molto stile.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nQualcosa non va, Timerra? È un po' che non ti\nsento cantare. Non è da te.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nOh, Leif. Ho scritto una nuova canzone, su\nquanto io ami gli emblemi. Ma nessuno vuole\nascoltarla.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06リーフ\nParla degli emblemi, hai detto? Beh, visto che\nsono un emblema, la ascolto volentieri.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nDavvero?! Sei il migliore. La canterò con tutto\nil cuore solo per te! Eccola qua...\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nSer Leif, mi chiedevo se potessimo discutere\ngli avvenimenti dell'ultima battaglia. Vorrei\nuna tua onesta opinione su una questione.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06リーフ\nMa certo! Mi fa sempre piacere condividere\nle mie conoscenze o il mio punto di vista.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMerrin, ti ho visto spesso impegnata\na osservare gli animali. Come mai?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nMi piace studiare le cose che ammiro.\nInfatti, a volte ho studiato anche te, ser Leif.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nQuando tornerà la pace, vorrei viaggiare. Il mio\nsogno è vedere degli animali che nessuno ha\nmai avvistato prima.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nAnche adesso stiamo viaggiando molto, ma non\nc'è molto da vedere. Ser Leif, qual è il tuo\nsogno?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06リーフ\nSogno che la mia città prosperi in un tempo\ndi pace.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06リーフ\nMa quello è il mio sogno in quanto sovrano.\nForse dovrei anche cercarmi un sogno tutto\nmio, come quello che hai tu.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nPanette! Cosa ci fa quell'insetto nel barattolo?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nGradivo conservarlo, Lorsignore! Osservatelo!\nNon trovate che abbia dei colori amabili?\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nOrbene erbacce... a noi due! Ben vi sta, di\ngrazia! Oh, Leif! Cosa ci fate qui?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06リーフ\nBeh, volevo aiutarti con il giardinaggio. Ma vedo\nche te la cavi benissimo da sola.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nNon potevate capitare in un frangente migliore.\nStavo per fare uno spuntino. Gradireste unirvi a\nme?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06リーフ\nSì, grazie, anche se dovrò accontentarmi del\nprofumo. Intendi mangiare quelle cose... rosse?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nCertamente! Sono le mie patatine favorite.\nMi è stato riferito che alcune persone trovano\nil loro odore alquanto sgradevole.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06リーフ\nGah! Un odore proprio... inusuale. Ti piacciono\ncibi davvero particolari.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nBene, bene! È ora di fare una ronda! Non mi\npiace starmene con le mani in mano.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06リーフ\nSe vai di pattuglia, vengo anch'io. Sarebbe\nbello fare due chiacchiere fuori dal campo di\nbattaglia.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nSai, mia sorella è molto forte. Tuttavia, non\nposso fare a meno di pensare che proteggerla\nsia compito mio.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06リーフ\nTi capisco. Farei la stessa cosa anch'io. È così\nche funziona tra fratelli.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nSenti, Leif, mh... tu sei bravo a pescare?\nIn caso, ti andrebbe di insegnarmi?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06リーフ\nInsegnarti a pescare? Non sei capace?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nGià. So che dovrei, ma non ho mai imparato.\nTi prego, sei l'unico a cui posso chiedere.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06リーフ\nAhah. In questo caso, sono contento che tu\nme lo abbia chiesto. Non sarò il migliore degli\ninsegnanti, ma ti aiuterò.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAh, lord Leif! Incontrarti mi rende un po'\nnervoso. Non ti ho ancora salutato. Rimedio\nsubito... Auuuuuh!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06リーフ\nAuuuuh? Questo sarebbe il tuo saluto?\nLe regole del galateo in questo paese sono\ndavvero strane.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Leif, ho saputo che hai perso i genitori.\nPotrei pregare per loro?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06リーフ\nGrazie infinite, Pandreo. Credo che mio padre e\nmia madre lo apprezzerebbero molto.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nSembri più impegnato del solito. Stai\norganizzando qualche evento particolare?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nSì, esatto! Sto preparando un banchetto.\nUn banchetto... per celebrare la nostra amicizia.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nC'è una sedia apposta per te. Quella con tutte\nle decorazioni. C'è anche un biglietto.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06リーフ\nC'è scritto "Grazie di tutto". Ah, sei troppo\ngentile. Sono io che dovrei ringraziarti, Pandreo.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMi chiamano il "Saggio Lord", ma ho ancora\nmolto da imparare. Spero che anche tu mi\ninsegnerai qualcosa.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nSuona bene come epiteto. Davvero... delizioso.\nSono sicuro che impareremo molto l'uno\ndall'altro, Leif.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x06\x04ボネ\nUso il mio senso del gusto per imparare dal\nmondo intorno a me. Potrei assaggiare la tua\naura?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06リーフ\nVuoi assaggiare... una particella di luce?\nL'aura di ogni emblema ha un sapore\ndiverso?!\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nVuoi preparare un piatto... ispirato all'aura\nemanata dagli emblemi? Ma è possibile?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nPurtroppo, finora non sono riuscito a catturare\nl'aura. Ma sono sicuro che, quando ce la farò,\nsarà squisita.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nEd è per questo che ho bisogno di te, Leif.\nAvrei bisogno che emanassi più luce che puoi.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06リーフ\nNon sono sicuro che la mia aura abbia un buon\nsapore. Ma per te Bunet, farò del mio meglio!\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCi siamo già... visti da qualche parte?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nSono la signorina Anna, una mercante\nambulante! Vendo solo merce di qualità.\nCompra qualcosa ora o dopo te ne pentirai!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nVedo che anche oggi sei di buon umore,\nsignorina Anna. Stai andando al mercato?\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nGià! Da oggi ho anche una tessera fedeltà per\ni clienti abituali.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nPerché hai deciso di unirti alla nostra causa?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nPrincipalmente per cercare la mia famiglia.\nE poi, se il mondo finisse, i miei affari\nfinirebbero con lui.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nQuando la guerra finirà, tutti saranno felici\ne avranno voglia di spendere allegramente!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06リーフ\nEheh. Sei una piccoletta, ma pensi in grande.\nSospetto che tu abbia ragione.\x0E\x04\x00\x00
