MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nNon ho mai visto un potere come il tuo, il potere\ndi evocare gli emblemi... Vorrei farlo mio.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSai tante cose interessanti che io ignoro.\nContinua, dimmi tutto.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLapis, ho sentito che hai dei fratelli e sorelle più\npiccoli. Andate d'accordo fra di voi?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nEccome! Giocavamo assieme nei campi,\nmangiavamo le erbacce... ehm, volevo dire...\nle raccoglievamo. Cose da bambini.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nAh, che bello. Mio fratello, invece, non era mai\na casa. Mi sentivo sola senza di lui.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nAllora ti terrò compagnia io, finché sarai qui.\nAndiamo a giocare nei prati e sulle colline, dai!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nCiao, Veronica. Io studio magia. Mi domandavo\nse per caso non potessi farmi da insegnante...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon ho mai insegnato. Ma se ti va di parlare\nun po', potremmo fare quello.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMi piacerebbe vederti sorridere più spesso.\nSpero che rifaremo presto una bella\nchiacchierata.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAh... stavo sorridendo? Si vede che mi piace\nla tua compagnia, allora.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSe combatto, lo faccio per proteggere il mio\npaese. La Brodia è tutto per me.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nParli come una nobile. Sei una sovrana?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nNo, non lo sono. Non è forse naturale battersi\nper proteggere un luogo caro?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nForse hai ragione. Io amo il mio popolo e voglio\nproteggerlo. E voglio proteggere anche te...\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSento una certa affinità con te. Non so bene\nperché.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nÈ un sentimento reciproco. Mi auguro che\ndiventeremo amiche.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nSono cresciuta invischiata negli intrighi di corte.\nMi è rimasta una grande diffidenza nei confronti\ndegli altri.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAnche io ho difficoltà a fidarmi. L'alternativa,\nperò, è la solitudine.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSembri una brava principessa. Non so se potrei\ndire lo stesso di me.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nNon posso dirlo neanche io. Sta al popolo\ndeciderlo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nAd ogni modo, mi piace credere che tu tenga\nal tuo popolo tanto quanto io tengo al mio.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nEd è così. Proteggo la mia gente con tutta me\nstessa. Ma dimmi di più del tuo periodo a\ncorte...\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nPur se giovane, hai dei grandi poteri... ma ogni\ntanto ti *godi* i tuoi anni?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMi sto preparando a governare un impero.\nNon ho tempo per giocare.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMi hanno detto che apprezzi *l'aroma* del tè\nnero. Ti piace questo?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHa un buon profumo. Non finisci mai di stupirmi\ncon i tuoi mille talenti.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nCosa vedi, Veronica, quando volgi il tuo\n*occhio della mente* al futuro?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIl futuro? Faccio fatica a immaginare persino\ncosa succederà domani. E tu?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nCerco di dedicarmi *anima e corpo* ai miei\npassatempi, proprio per evitare quei pensieri.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nAllora, proviamo a mantenere le cose come\nstanno. Mi fa piacere averti accanto.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVeronica! Non vedo l'ora che diventiamo\ngrandi amici. Vuoi uscire con me?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nCosa intendi dire? Uscire dove?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSei formidabile, Veronica. Forza, fammi vedere\ncosa sai fare!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMi spiace, ma devo rifiutare. Lo dico per il tuo\nbene.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nUn po' ti invidio, Kagetsu. Hai molte cose che io\nnon ho.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nIn che senso? Cosa avrei di così invidiabile?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nUna personalità allegra, tanto per cominciare.\nUn sorriso scanzonato e tanti amici con cui\ncondividerlo.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nE tu sei una di loro, Veronica. E comunque,\nvisto che le condivido, ce le hai anche tu!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSembri una persona tranquilla, Veronica. Non\nche ci sia nulla di male. Fa parte del tuo fascino!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nFascino? Non capisco.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSarebbe carino se gli emblemi potessero\ncambiarsi d'abito. Te ne comprerei tantissimi!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLa moda non mi interessa. Ora, però, mi hai\nincuriosita...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nNon è stato facile crescere a corte. E tu che\nesperienza hai avuto, Veronica?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAvevo un fratello che si prendeva cura di me.\nCome vorrei rivederlo, anche solo per un tè...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, no... Non volevo rattristarti. Mi dispiace.\nNon potrò prendere il posto di tuo fratello, ma\nposso pur sempre prepararti un tè!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nMi sembra una buona idea. Sediamoci davanti a\nuna tazza di tè, così puoi raccontarmi qualcosa\ndi te.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nI tuoi abiti ti stanno proprio bene. Sono\ncarinissimi. E scommetto che sono all'ultimo\ngrido, nel tuo mondo.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPuò darsi, ma non ne ho idea.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nNon fare caso a me, sto solo ammirando i tuoi\ncapelli setosi. Hai mai pensato di farli crescere?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIn passato erano più lunghi.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEhi, guarda qui. Ti ho fatto uno schizzo.\nSecondo me sono riuscito a rendere\nperfettamente la tua bellezza!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nStrano. Non è ciò che vedo quando mi guardo\nallo specchio.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nMa se tu mi vedi così... mi fa piacere.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nAah, la tua reazione era così carina. Devo subito\nfare un altro schizzo al volo!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nCome vorrei avere il tuo portamento regale,\nVeronica. E invece devo fare affidamento solo\nsul mio carisma sbalorditivo...\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPuoi fare affidamento anche sulla tua\nspavalderia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi dispiace se le mie conversazioni brillanti\nhanno adombrato ogni altra tua amicizia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon credo di aver capito. Comunque, sì, mi\npiace parlare con te.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nNon importa il giudizio altrui.\nPerché dai tanta importanza a queste cose?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCerto che importa. Non sarei così amata, se\nla pensassi come te.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nE come si fa a essere... amata? Bisogna\nallenarsi?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIn un certo senso. Chiunque può imparare ad\navere fascino. Se vuoi posso insegnarti, mi\nfarebbe piacere.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVeronica, non sarai triste, spero! Sai, niente\nti tira su il morale come una canzone...\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSono sempre così, non preoccuparti. Però, se\nhai una canzone per me, la ascolto volentieri.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nEhi, hai mai pensato di indossare un completo\ndel Solm? Secondo me faresti un figurone!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTu credi? Ci penserò...\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nNel mio paese non c'è niente, ma proprio niente,\ndi più importante della libertà.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLibertà... Non credo di averne mai avuta.\nÈ un concetto che non mi è chiaro.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nPuò avere svariati significati. Ad esempio, fare\ntesoro delle cose importanti.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nLe cose importanti? Come il mio popolo... e i\nmiei amici... come te, Timerra.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nSono contenta di combattere assieme a\nqualcuno dolce come te. Prometto che ti\nproteggerò!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAh, grazie. Mi farebbe anche piacere sentire\nle tue storie, quando hai tempo.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nGli animaletti rari sono la mia passione, non mi\nstufano mai. Che animali c'erano dalle tue parti?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAnimali? Non saprei. C'erano delle persone con\norecchie da coniglio, però.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nSono predestinata a diventare la matriarca del\nmio villaggio, fin dalla nascita.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nAnche per me è così. Il mio futuro stabilito\ndalla nascita... ma non ci ho mai riflettuto sopra.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nParlando con gli altri, poi, ho capito... cosa\nvoglio... ma non so ancora esprimerlo a parole.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nAllora continuiamo a parlare. In tal modo,\npotresti scoprire con chiarezza cosa desideri!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nPanette, sei forte tu. Vorrei che mi appartenessi.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nIl vostro interesse mi onora alquanto, tuttavia\ndovrò discuterne con il capo.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSiete sempre così composta sul campo di\nbattaglia, di grazia. Non v'è proprio nulla che\npaventate?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nCiò che temo è vedere le persone che si\nallontanano e non sapere se ci rivedremo.\nNient'altro.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSiete una principessa imperiale, se non erro.\nNon vi accade di desiderare una vita scevra\nda impegni e crucci dove godervi la libertà?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHo sempre sentito una voce, la seguivo e basta.\nNon sono mai stata libera.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nPerò... è strano. Quando siamo insieme, ci sono\nvolte in cui vorrei essere come te.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nOrdunque, dilettiamoci! Potremmo cavalcare\ni lupi e restare alzate l'intera nottata, di grazia!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nフォガート\nPenso che sia proprio il caso di tenere una festa\ndi benvenuto in tuo onore. Sei pronta a fare\nbaldoria?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nDavvero vuoi darmi il benvenuto? Allora... va\nbene. Sarà divertente fare baldoria.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nPassi il tempo a fare festa. Come mai? Le feste\nnon servono a celebrare le occasioni speciali?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nTrovo che le persone siano più felici quando\nsono insieme. E io voglio che siano felici.\nSemplice.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nフォガート\nSono entrato nelle sentinelle per proteggere il\nmio paese. Di conseguenza, non ero quasi mai\nal palazzo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMio fratello era come te...\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSono certo che aveva a cuore il bene della\nnazione e, probabilmente, anche il tuo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nIl mio...? Forse hai ragione. Grazie per le belle\nparole, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSono curiosa... Ti ho visto cantare e battere i\npiedi in una strana maniera. Si può sapere cosa\nstavi facendo?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nAh, sì... Era una danza in onore del Drago\nDivino. Se vuoi, posso insegnartela!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nMa i preti nel tuo mondo... sono tutti come te?\nQuelli del mio mondo... erano alquanto diversi.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nNo, in realtà sono un'eccezione. Non sono\nun prete normale, io!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLady Veronica, vorrei pregare per la tua\nincolumità.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon merito benedizioni divine...\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nNon dirlo neanche per scherzo! Stai\ncombattendo per difendere questo mondo.\nMeriti una benedizione, come tutti.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSe insisti... voglio credere alle tue parole,\nPandreo. Sto cominciando a capire cosa mi\nspinge a combattere...\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nHai gusto in fatto di abbigliamento. Quegli\nabiti ti stanno bene come lo zucchero a velo\nsu una torta.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHai fame... per caso? Temo proprio che non\nsiano commestibili...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nQuali prelibatezze mangiavi nel tuo mondo?\nVorrei tanto saperlo.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon ricordo cosa mangiavo. Ma se vuoi posso\nparlarti del tè.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nSono diventato l'attendente di Fogado quasi\nesclusivamente perché lui amava la mia cucina.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEppure il cibo non è utile in battaglia... Perché\nti ha scelto, allora? Dimmi...\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nIl cibo è un carburante. Magari non ti rende più\nforte, ma ti aiuta a combattere più a lungo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSagge parole. Raccontami ancora qualcosa,\nsono curiosa...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nAssomigli alla comandante dei Guardiani di\nAskr. Forse sei tu...\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nBeh, sai, capita che tra sorelle si abbia lo stesso\nviso e lo stesso nome! Comunque, vuoi\ncomprare qualcosa?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nHo tanti prodotti nuovi che aspettano solo\ndi essere comprati! Posso farti uno sconto!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNon voglio comprare niente. Possiamo parlare\nun po'? Mi incuriosiscono i tuoi prodotti e vorrei\nsapere dove li trovi.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nOrmai ci conosciamo da un bel po'. Voglio darti\nun regalo per celebrare la cosa!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nUn regalo... In realtà c'è solo una cosa che\nvorrei... continuare a parlare come sempre.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nTutto qui? Niente di più facile. Ti parlerò tutte\nle volte che vorrai. Chiamami quando ti senti\nsola!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nPosso? La prendo come una promessa. Sai, se\nte ne andassi... ci rimarrei proprio male.\x0E\x04\x00\x00
