MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04エル\x021\n\x0E\x03\x02\x06\x04エル\nDa un lato, una separazione lunga mille anni.\nDall'altro, un rimpianto di cento anni.\x0E\x04\x02\x00
MID_ED1_#039	\x0E\x03\x02\x10\x0EE001_エル\nÈ una scelta inevitabile, la nostra. Confinando\ngli emblemi nel loro sonno, evitiamo che\nvengano sfruttati.\x0E\x04\x02\x00
MID_ED1_#040	In effetti, l'emblema Tiki dormiva quando il suo\nbracciale è stato preso dal nemico, ma è tornata\na noi da sveglia.\x0E\x04\x02\x00
MID_ED1_#041	Ne deduco che il nemico ha il potere\ndi risvegliare gli emblemi.\x0E\x04\x00\x00
MID_ED1_#042	\x0E\x03\x02\x10\x0EE001_イル\nSolo i Draghi Divini e i Draghi Maligni possono\ncontrollare gli emblemi.\x0E\x04\x02\x00
MID_ED1_#043	E non essendoci Draghi Divini rimasti nel nostro\nmondo, significa che il nostro nemico deve\nessere un Drago Maligno.\x0E\x04\x02\x00
MID_ED1_#044	In altre parole, uno dei nostri fratelli e sorelle.\x0E\x04\x00\x00
MID_ED1_#045	\x0E\x03\x02\x0A\x08リュール\nAvete idea di chi possa essere?\x0E\x04\x00\x00
MID_ED1_#046	\x0E\x03\x02\x10\x0EE001_イル\nAbbiamo molti fratelli e sorelle, ma non li\nconosciamo tutti.\x0E\x04\x02\x00
MID_ED1_#047	Molti di loro sono morti nell'ultima guerra.\nNon sappiamo con certezza chi sia\nsopravvissuto e chi no.\x0E\x04\x00\x00
MID_ED1_#048	\x0E\x03\x02\x10\x0EE001_エル\nÈ un potere raro quello di controllare gli\nemblemi. Se conoscessimo qualcuno in grado\ndi farlo, ce ne ricorderemmo indubbiamente.\x0E\x04\x02\x00
MID_ED1_#049	Forse, questo Drago Maligno è nato dopo che\nabbiamo voltato le spalle a Sombron. O magari\nha sviluppato tardi il suo potere.\x0E\x04\x00\x00
MID_ED1_#050	\x0E\x03\x02\x10\x0EE001_イル\nI poteri di noi draghi sono imprevedibili. Io, ad\nesempio, non so né trasformarmi né controllare\ngli emblemi.\x0E\x04\x02\x00
MID_ED1_#051	Sombron mi considerava un fallimento. Se fossi\nrimasto con lui, con ogni probabilità sarei\nmorto.\x0E\x04\x00\x00
MID_ED1_#052	\x0E\x03\x02\x0A\x08リュール\nMa è terribile.\x0E\x04\x00\x00
MID_ED1_#053	\x0E\x03\x02\x10\x0EE001_イル\nSono sopravvissuto solo grazie a Nel. Mi ha\npreso con sé, quando se n'è andata.\x0E\x04\x02\x00
MID_ED1_#054	Umpf. Mi irrita pensare che possa esserci uno\ndei nostri fratelli dietro a tutto questo.\x0E\x04\x02\x00
MID_ED1_#055	Possedere un potere di questo tipo e usarlo\nsolo a scopi malvagi... Che spreco.\x0E\x04\x00\x00
MID_ED1_#056	\x0E\x03\x02\x0A\x08リュール\nNil...\x0E\x04\x00\x00
MID_ED1_#057	\x0E\x03\x02\x10\x0EE001_イル\nEheh. Scusatemi. Non era mia intenzione\nrovinare l'atmosfera.\x0E\x04\x00\x00
MID_ED1_#058	\x0E\x03\x02\x10\x0EE001_エル\nOrbene, Drago Divino. Il nostro obiettivo è porre\nfine alle trame dell'erede di Sombron, di cui\nnon conosciamo l'identità.\x0E\x04\x02\x00
MID_ED1_#059	E poiché combattiamo per riportare gli emblemi\nal loro sonno, essi non saranno in grado di\naiutarci.\x0E\x04\x02\x00
MID_ED1_#060	Ora sai come stanno le cose. Vuoi ancora unirti\nalla nostra causa?\x0E\x04\x00\x00
MID_ED1_#061	\x0E\x03\x02\x0A\x08リュール\nMa certo. Vi aiuterò.\x0E\x04\x00\x00
MID_ED1_#062	\x0E\x03\x02\x10\x0EE001_イル\nOttimo! È confortante averti dalla nostra parte.\nDico bene, Nel?\x0E\x04\x00\x00
MID_ED1_#063	\x0E\x03\x02\x10\x0EE001_エル\nBasandomi su ciò che ho visto in battaglia, mi\ntrovi d'accordo.\x0E\x04\x02\x00
MID_ED1_#064	Tuttavia, non mi sento a mio agio a combattere\nassieme a qualcuno che per me è morto.\x0E\x04\x00\x00
MID_ED1_#065	\x0E\x03\x02\x0A\x08リュール\nAh, ti metto a disagio, quindi?\x0E\x04\x00\x00
MID_ED1_#066	\x0E\x03\x02\x10\x0EE001_イル\nSmettetela di discutere!\x0E\x04\x02\x00
MID_ED1_#067	Perché non suggellate l'inizio di un'amicizia\ncon una bella stretta di mano?\x0E\x04\x00\x00
MID_ED1_#068	\x0E\x03\x02\x10\x0EE001_エル\nNon ne ho nessuna intenzione.\x0E\x04\x00\x00
MID_ED1_#069	\x0E\x03\x02\x0A\x08リュール\nAllora, mi vedo anch'io costrett\x0E\x0A\x00\x08\x02o\x02a a declinare.\x0E\x04\x00\x00
MID_ED1_#070	\x0E\x03\x02\x10\x0EE001_イル\nAhah. Potreste almeno provare ad andare\nd'accordo...\x0E\x04\x00\x00
MID_ED1_#071	\x0E\x03\x02\x10\x0EE001_エル\nPrima di lasciare il castello, andiamo a porgere\ni nostri saluti, Nil.\x0E\x04\x00\x00
MID_ED1_#072	\x0E\x03\x02\x10\x0EE001_イル\nOh, è vero.\x0E\x04\x00\x00
MID_ED1_#073	\x0E\x03\x02\x0A\x08リュール\nNon sapevo che ci fosse qualcun altro\nal castello. È qualcuno che conosco?\x0E\x04\x00\x00
MID_ED1_#074	\x0E\x03\x02\x10\x0EE001_エル\nLo scoprirai di persona. Ma sappi che\nciò che stai per vedere potrebbe turbarti.\x0E\x04\x00\x00
MID_ED1_#075	\x0E\x03\x02\x0A\x08リュール\nMmmh...\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x14\x0EE001_エル\x021\n\x0E\x03\x00\x14\x0EE001_イル\x022\n\x0E\x03\x00\x0E\x08リュール\x023\n\x0E\x03\x02\x0A\x08リュール\nSembra un monumento.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x10\x0EE001_エル\nQui è dove riposa il Drago Divino. È la tua\ntomba.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x0A\x08リュール\n...!\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x10\x0EE001_エル\nNon dire che non ti avevo avvisat\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x10\x0EE001_イル\nFaremo in fretta, Drago Divino. Non sei\ncostrett\x0E\x0A\x00\x08\x02o\x02a a restare.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08リュール\nIn realtà... vi dispiace se dico qualcosa anch'io?\x0E\x04\x02\x00
MID_ED2_#007	Vorrei parlare con il mio alter ego che viveva\nqui con voi.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x10\x0EE001_イル\nPenso che sia un gesto pregevole.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nMai in vita mia avrei pensato... di visitare la mia\ntomba.\x0E\x04\x02\x00
MID_ED2_#010	Ora capisco come questa... situazione possa\naver turbato Nel.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x10\x0EE001_エル\n...\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x0A\x08リュール\nPrometto che prenderò degnamente il tuo posto\ne proteggerò coloro a cui tieni come meglio\npotrò.\x0E\x04\x02\x00
MID_ED2_#013	E con questo... Addio, mio riflesso.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x09\x00\n\x0E\x03\x00\x0A\x04エル\x021\n\x0E\x03\x00\x0A\x04イル\x022\n\x0E\x03\x02\x06\x04イル\nSob... Sob...\x0E\x04\x02\x00
MID_ED3_#002	Ma perché non riesco a trasformarmi in un\ndrago come fate tu e il papà?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x06\x04エル\nNon piangere, vedrai che un giorno ce la farai.\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x02\x06\x04イル\nSono un buono a nulla, sono troppo debole!\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x06\x04エル\nNon è vero, Nil. Sei forte. Sono sicura che prima\no poi riuscirai a trasformarti anche tu.\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x02\x06\x04イル\nE quando?\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x06\x04エル\nNon lo sa nemmeno nostro padre con certezza.\x0E\x04\x02\x00
MID_ED3_#008	Finché non arriverà quel momento, puoi tenere\nquesta.\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x0B\x00v
MID_ED3_#010	Ma, senza la pietra, non potrai trasformarti.\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x0B\x01>
MID_ED3_#012	Siamo due metà di un intero, Nil. Dividiamo\ntutto, anche questo potere.\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x06\x04イル\n...\x0E\x04\x02\x00
MID_ED3_#014	Il nostro potere...\x0E\x04\x00\x00
