MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, possiamo parlare? Vorrei che mi\nraccontassi qualcosa del tuo mondo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDovresti lasciare che delle riparazioni se ne\noccupi chi di dovere. O, se preferisci, diventa\nuna fabbra.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHai un'aria affascinante, Soren.\nPerché non ti valorizzi di più?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nSono troppo impegnato a farmi gli affari miei.\nDovresti provare.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nScusami se ti ho infastidito. Posso offrirti\nqualcosa per farmi perdonare?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nCiò che voglio non si compra con il denaro.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nAvrei dovuto immaginare che voi emblemi non\ndesiderate dei beni materiali.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nHai fatto bene a dirmelo, grazie. Apprezzo\nle persone schiette come te, Soren.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNon mi importa cosa ne pensi di me... Mi trovo\nin difficoltà con la gente come te.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nNon so bene perché, ma quando incontro una\npersona così pura... provo irritazione.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nNel mondo da cui vengo, il mio bracciale era\naffidato al regno d'Elusia.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nBuono a sapersi, ma ciò non cambia niente\ntra di noi.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nLa corte elusiana pullulava di adulatori. Il tuo\nschietto candore è una ventata d'aria fresca.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon ho alcun motivo per adularti.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nIn battaglia, prego sempre che tutti quelli a cui\ntengo tornino a casa sani e salvi.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nForse è egoista da parte mia. E tu hai mai avuto\ndi questi dilemmi, Soren?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nMi basta lottare accanto al mio padrone.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nCerco di *accumulare* quanti più compiti\npossibile. È l'unico modo per assicurarmi un\nsonno ristoratore.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nChe approccio bizzarro. Non sarebbe più\nefficiente dedicarsi a un compito per volta?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nNon avrei problemi a *sacrificarmi* per il mio\nlavoro. Anche tu faresti lo stesso senza esitare?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nPreferirei tenermi in vita, in modo da continuare\na fornire il mio servizio.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nQuella medicina che hai preparato...\nLe istruzioni sembrano... poco chiare.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nIntendi la *tintura scarlatta*, immagino.\nAiuta a lenire gli sfoghi sulla pelle danneggiata.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nAllora si applica sulla pelle. Perché alcune\ntinture si possono anche bere. Non è chiaro.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nUn'osservazione arguta, frutto di una mente\n*sagace*, Soren.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSei sempre solitario, Soren. Vieni ad allenarti\ncon me.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo, grazie. Devo studiare delle strategie.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSoren! Ora che ci siamo allenati assieme, il\nnostro legame è indissolubile.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon avevo messo in conto un impegno così\na lungo termine.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDesidero visitare il mondo con tutto me stesso.\nE tu hai dei posti che vorresti vedere, Soren?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNessun posto in particolare.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAllora sono contento per te. Significa che hai\ngià trovato un luogo che ami più di ogni altro.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nNon è del tutto errato ciò che dici. So per chi\nvoglio combattere e, di conseguenza, dove\nvoglio stare.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSpero tanto che tu non creda di cavartela così,\nSoren. La tua aria distaccata non ti esimerà dal\nrivolgermi dei complimenti.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nMi cogli di sorpresa. Qualunque cosa tu voglia\nda me, probabilmente non la otterrai.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEhi, come mai non sei accorso in mio aiuto\nin battaglia? Gli emblemi servono a questo!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nHo valutato la situazione e stabilito che avevi\ngià tutto sotto controllo.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nLa mia bellezza non ti tange minimamente,\nSoren. Ma cos'hai che non va?!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNiente che non vada, e questa conversazione\nnon ha motivo di esistere.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nPensi che ci sia qualcuno di più carino di me,\nforse? E chi è? Avanti, dillo!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nSei estenuante. Potrei fare nomi, ma finiresti per\nfraintendere tutto.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nSei carino, Soren, e lo saresti ancora di più se ti\nlasciassi andare. Divertiti un po', su!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon mi pare di averti chiesto alcun consiglio.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nHai dei bei capelli folti. Se vuoi posso darti\nqualche consiglio su come tenerli ancora più\nlucidi.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nNon ho un corpo fisico, mi spiace.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nHai tanti di quei pregi, Soren. Ci sai fare con le\nparole e trovo carina persino la tua freddezza.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nIo, invece, sono confuso e in difficoltà con te.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nCiononostante continui a proteggermi in\nbattaglia, no? Sei così premuroso.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nIl mio lavoro consiste nell'ottimizzare l'efficacia\nstrategica.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIl mio rendimento sul campo migliora grazie ai\ncomplimenti. Mi raccomando, devi essere\naccurato e affettuoso.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nPreferirei valutare come te la cavi senza\ncomplimenti, per poi stabilire una strategia\nadeguata.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nCapisco che il mio fascino possa intimidire,\nma cerca di non essere maleducato con me.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nCredo che tu abbia frainteso.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nHo qualche consiglio da darti su cosa potresti\nmigliorare. Dunque, dovresti... Ma mi stai\nascoltando o no?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nChe senso ha impegnarmi per qualcuno che non\nmi degna neanche di mezzo complimento?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNon interrompermi, per favore. Dicevamo, la tua\nposizione sul campo...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEd eccomi qui che ascolto persino delle critiche\ncostruttive... Ma cosa mi hai fatto?\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nQuindi saresti la principessa di Solm, dico bene?\nDevo ringraziarti per aver protetto Ike.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nMi ha parlato molto di te. Mi aspetto grandi\ncose da uno stratega del tuo calibro!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nOgni volta che apri bocca, parli di Ike. Deve\nproprio piacerti, mh?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nPiacere, non piacere. Tutte parole prive di\nsenso, di cui non intendo curarmi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nToglimi una curiosità sul gruppo di mercenari\ndi Ike. Sono tutti musoni come voi?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nSono un gruppetto vivace, a tratti anche\nmolesto.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nA-ha! Racconta, racconta! Mi aiuterà a capire\nmeglio te e Ike.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nE cosa vuoi sapere, di preciso? Risponderò a un\npaio di domande, se proprio devo.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06メリン\nMi potresti aiutare a trovare una frase a effetto\nper il prossimo scontro? Voglio essere la più\ntosta di tutti.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nVuoi essere tosta? Che senso ha? Se vuoi che la\nguerra finisca, datti da fare a eliminare i nemici.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nIl tuo regime di allenamento è più intenso di\nquanto pensassi.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nNon basta darsi un'aria tosta. Ci vuole anche\nsostanza, dietro all'apparenza. Se vuoi duellare,\nposso mostrarti di cosa sono capace.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nSei sempre in cerca di strane creature. Fa parte\ndel tuo allenamento, per caso?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nMh? No, voglio solo accarezzare tanti animaletti\nrari.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nAh. E io che credevo ti stessi dedicando a un\nallenamento particolare. Chi ti capisce è bravo.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nCi sarà qualcosa che ti piace fare, no? Forse\ndovresti goderti la vita anche tu, ogni tanto.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSiete uno dei pochi che non mi rivolge sguardi\ninterrogativi quando catturo insetti, di grazia.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nAvrei da obiettare solo se fosse deleterio per la\nbattaglia, ma così non ci vedo niente di male.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMantenere la propria eleganza è alla guisa di\nuna sfida. In battaglia, tuttavia, mi animo e non\ntrattengo più i miei vocaboli.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSe ora hai tempo ed energie per blaterare,\nsignifica che non ti stai impegnando abbastanza\nnell'allenamento.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nGradirei offrirvi un presente, Soren. Non è\ngrazioso al pari di un gioiello?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nÈ uno dei tuoi barattoli di insetti.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nMuta sfumatura a seconda dell'angolazione, di\ngrazia. Appartiene a una specie di insetti\nalquanto rara.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nPer quanto sia una cianfrusaglia inutile, la trovo\ninteressante.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nSoren, mi piace quel segno che hai sulla fronte.\nHa stile.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nStile? Sei... sei il primo che me lo dice.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nNon è facile tirarti fuori le parole, ma va bene\nlo stesso. Sei un tipo riservato, non c'è nulla\ndi male.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSarò lieto di parlare, se è qualcosa che riguarda\nle battaglie. Purtroppo, accade di rado che sia\nquesto l'argomento...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nEhi, Soren, amico mio! Penso proprio che sia il\ncaso di farsi un bel giretto notturno nel deserto.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nPreferirei evitare...\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nE dai! Ci divertiremo, vedrai. Il chiaro di luna\nmi dona, tra l'altro.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nNon ti manca la faccia tosta. Questo eccesso di\npresunzione mi fa temere per la tua incolumità\nnel prossimo futuro.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nSai, i tuoi abiti non sarebbero fuori luogo in una\nchiesa. Vuoi pregare con me?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo. La fede... non fa per me.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nLe preghiere non salvano vite. L'unica cosa\nsaggia da fare è continuare a svolgere il nostro\ndovere.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nTi capisco, ma le preghiere danno anche grande\nforza agli animi della gente.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLa preghiera è anche un modo per trovare pace,\nad esempio quando si piange la morte di un\namico.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nE non si può semplicemente trovare pace senza\nil bisogno di pregare?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nChe mi dici, allora, delle preghiere per augurare\nfelicità ai propri cari?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nUhm... Felicità ai miei cari... Forse non hai tutti i\ntorti.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ボネ\nHo saputo che eri un mercenario. Anche io lo\nsono stato. Che lavoraccio.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nLa vita da mercenario sarà comune quanto vuoi,\nma non è certo priva di difficoltà.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ボネ\nEmani un profumo misterioso e delizioso al\ncontempo. Una miscela di aromi...\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nForse è meglio se non ti avvicini.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nSembri preoccupato. Se è una faccenda di\ntattiche, sentiti libero di parlarne con me.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nA dire il vero, stavo pensando a te. O meglio,\na quale cibo potrebbe darti gioia.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMi piacerebbe vederti sorridere, anche solo una\nvolta. Peccato che gli emblemi non possano\nmangiare.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nSono a posto così, anche senza sorrisi.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アンナ\nForse non si direbbe a vedermi, ma sono una\nmercante. Sono stata ovunque, in giro per il\nmondo!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDevi averne di esperienza. Interessante. Posso\nchiederti com'è la situazione nelle varie regioni?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アンナ\nSoren, vieni a vedere le mie nuove merci! Non\npotrai non apprezzare la loro qualità.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSe hai qualcosa di utile per le battaglie, con\npiacere. Perché non porti i tuoi prodotti al\nconsiglio di guerra?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アンナ\nVolevo darti un omaggio, per ringraziarti...\nSai, sei sempre disposto ad ascoltarmi.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nSolo che non so proprio cosa possa piacerti.\nC'è qualcosa che vorresti?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNon vedo secondi fini nella tua offerta... ma non\nc'è nulla che desideri, al momento.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nApprezzo il pensiero, però.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nNon è il tuo lavoro curare i feriti? Non sarebbe\nmeglio concentrarti solo su quello?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nMa io voglio diventare un dottore e anche\naiutare i miei alleati combattendo sul campo.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ジャン\nSe hai dei problemi, parlane. Anche la mente\npuò avere le sue ferite ed è meglio non\nsottovalutarle.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nA che scopo? Anche se ci sono dei problemi,\nnon possiamo far altro che andare avanti.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ジャン\nDi recente ho sempre più responsabilità. Mi fa\npiacere che gli altri facciano affidamento su di\nme, però significa che...\x0E\x04\x00\x00
