MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nHai una forza considerevole, Roy. Non mi\nstupisce che ti avessero affidato alla Brodia.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ラピス\nEhi, Roy? Ci tenevo a ringraziarti per il tuo\naiuto... Allora, mmmh...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04ロイ\nPerché tutta questa formalità? Faccio solo\nquello che devo fare.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04ロイ\nAspetta, cos'hai lì?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nVolevo celebrare la nostra alleanza sul campo\ndi battaglia, quindi ho fatto un bambolotto con\nle tue sembianze. Vuoi vederlo?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nNell'anello della Brodia si nascondeva una\npersona fantastica... Sono felice di conoscerti!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04ロイ\nAnche io sono contento di vederti, Citrinne.\nUniamo le nostre forze e diamo tutto ciò che\nabbiamo!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDimmi, Roy... c'è qualcosa che desideri?\nVorrei regalarti qualcosa in segno di amicizia.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04ロイ\nUna cosa ci sarebbe... Non sono bravo con\nla magia. Potresti darmi qualche lezione?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nVengo da un regno di guerrieri, ma sono ancora\ncosì debole. Sarebbe bello se la forza fisica si\npotesse comprare!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04ロイ\nNon hai notato nulla, Citrinne? Secondo me,\nsei diventata più forte da quando ci siamo\nconosciuti.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nSul serio? Lo pensi davvero, Roy?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04ロイ\nL'esperienza sul campo non si può comprare,\ne noi ancora non abbiamo finito di combattere.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nVuoi combattere insieme a me, Roy?\nDopo tutto quello che ho fatto al re di Brodia?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04ロイ\nCerto. La morte di re Morion non è stata colpa\ntua.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nGrazie per essere rimasto al mio fianco.\nLa tua accettazione ha alleviato di molto\nil mio senso di colpa.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04ロイ\nÈ un piacere. Sono contento che stiamo\ncominciando a fidarci l'uno dell'altra.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nCon te al mio fianco, tutto è più semplice.\nDevo ammettere, che mi sento molto sollevata.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04ロイ\nSono contento di sentirtelo dire. Considerate le\nreticenze iniziali che abbiamo dovuto superare.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nLe abbiamo superate grazie alla tua bontà.\nPosso solo sperare di diventare forte e gentile\ncome te un giorno.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04ロイ\nSei già molto forte, Ivy. Ma se mai ti sentirai\ninsicura, sappi che io sarò al tuo fianco.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nPercepisco un potere luminoso *irradiarsi* da\nte, Roy. Spero che mi presterai questa forza.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04ロイ\nFarò tutto ciò che posso, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nChe l'allenamento abbia inizio, Roy. Terminerà\nsolo quando il mio corpo *collasserà* per lo\nsfinimento.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04ロイ\nAmmiro la tua dedizione, ma non è necessario\nallenarsi così tanto. Riposare è importante.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nOggi *dipingo*. Ti prego, fammi compagnia.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04ロイ\nUn altro dei tuoi passatempi, dico bene?\nCosa vuoi dipingere?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nUn tuo ritratto. Non ti muovere, così potrò\n*preservare* imperitura la tua memoria per\nle generazioni a venire.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04ロイ\nUhm, grazie. Ahah. In un certo senso, mi sento\npiù nervoso che in battaglia...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy! Saremo un corpo e una mente sul campo.\nQuesto sugellerà la nostra amicizia!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04ロイ\nSì, va bene. Lo spero. Non vedo l'ora di\niniziare la nostra collaborazione, Kagetsu.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy! Vorrei tanto conoscerti meglio fuori dal\ncampo di battaglia. Uniamoci ora!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, vuoi fare un po' di pratica...?\nAspetta, come dici? Proprio adesso?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nIl nostro legame è più forte che mai! Tengo\nmolto a te, Roy. Anche tu la pensi così?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04ロイ\nMa certo. Ti ammiro molto. Il tuo impegno\nnell'apprendere e nel crescere è stupefacente.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nSei molto gentile! Mi confermi che l'affetto\nche provo per te non è mal riposto.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04ロイ\nNon conosco nessun altro così entusiasta\nnei confronti dell'amicizia, Kagetsu. Mi hai\ninsegnato molto.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nTu sei l'emblema brodiano? Sei così bello.\nAvevo un'impressione del tutto errata della\nBrodia...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04ロイ\nGrazie, Hortensia. Mi dà gioia sentirtelo dire.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSei molto affascinante, Roy. Scommetto che hai\nconquistato molte persone.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04ロイ\nTu dici? È gentile da parte tua...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nÈ l'ora, Roy! Andiamo a fargli vedere come\ncombattiamo bene!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04ロイ\nAhah. Mi piace la tua energia. Scommetto che\nsei forte abbastanza per farcela da sola.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nAh. Ma credevo che ti piacesse trascorrere del\ntempo con me...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04ロイ\nHortensia, sono sempre contento di passare\ndel tempo insieme a te. Andiamo.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nAdoro i tuoi capelli, Roy. Hanno un colore così\nacceso! Non passi inosservato.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04ロイ\nTrovi? Grazie! Non me l'aveva mai detto\nnessuno prima d'ora. Mi piace il tuo modo\ndi vedere le cose.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nUn anello carino rende l'emblema altrettanto\ncarino? Se fossi un emblema sarei carinissimo...\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04ロイ\nCon te non ci si annoia mai, Rosado.\nLe tue idee fanno sempre riflettere.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nLo ammetto, odio la guerra. Non c'è niente\nnella guerra che mi attragga.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04ロイ\nHai ragione. L'unica cosa bella è farla finire.\nRistabilire la pace per il bene del mondo e dei\nnostri amici.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nEheh. È proprio da te, Roy. Ma hai ragione.\nFinché ci saranno amici da proteggere,\nio combatterò.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04ロイ\nAnch'io. Non mollare mai questa idea e lascia\nche disperda qualsiasi incertezza dovessi avere.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi fa piacere averti accanto, Roy. La tua forza è\nun complemento perfetto alla mia sofisticatezza.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04ロイ\nMh, certo. Lavoriamo bene insieme.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTutto quello che cucini sembra delizioso,\nGoldmary. Vorrei tanto poterlo mangiare.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCredo che dovrai accontentarti del profumo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPosso chiederti un favore, Roy?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04ロイ\nCerto. Ti aiuterò come posso.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nHo sentito che ci sono delle terme meravigliose\ne vorrei visitarle. Mi accompagneresti?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x06\x04ロイ\nDevono trovarsi in un posto pericoloso, se hai\nbisogno di una scorta. Non preoccuparti, ti ci\ncondurrò sana e salva.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nQuindi, Timerra, sei sia una principessa sia\nuna sentinella? Sono in buone mani con te.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nGrazie, posso dire lo stesso di te. Tu sei\nl'emblema della Brodia, il regno dei guerrieri.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nGrazie per l'aiuto, Roy! Ti ho scritto una\ncanzone per ringraziarti. Devi sentirla!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04ロイ\nMi hanno detto che hai una voce meravigliosa.\nFinalmente ho l'occasione di sentirla.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nSono curioso, Timerra. Perché continui a\ncombattere questa guerra?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nDurante i miei viaggi, ho conosciuto molte\npersone e ho visto come vivevano. Erano brava\ngente.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nVoglio proteggerli, e proteggere il loro stile di\nvita, i loro volti sorridenti... Li aiuterò a ogni\ncosto.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04ロイ\nÈ davvero encomiabile. Ti prometto che ti\naiuterò a proteggere queste persone.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06メリン\nVorrei tanto essere una cavaliera più forte.\nSer Roy, aiutami. Prestami la tua forza.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04ロイ\nSarà un piacere, Merrin. Starò al tuo fianco\nfinché lo vorrai.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nNel mio mondo, non esistono lupi giganteschi\ncome il tuo. Li trovo molto affascinanti.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nQuindi, ti interessano gli animali? Fantastico!\nVado a prendere la mia enciclopedia delle\ncreature rare!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nCosa stai facendo, Merrin? Tutte quelle pose...\nFanno parte di un nuovo allenamento?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nOh no, assolutamente, ser Roy. Sto solo\ncercando una posa che mi caratterizzi!\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x06\x04ロイ\nUna posa... che ti caratterizzi? E a cosa ti serve?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nPer sembrare una dura, naturalmente. Sai,\nne sto cercando una anche per te! Farai la tua\nfigura in battaglia, vedrai!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nSei una guerriera estremamente agile, Panette.\nÈ straordinario vederti in battaglia.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nLe vostre parole mi onorano, Lorsignore. Mi\nadopererò per superarmi ed essere degna dei\nvostri complimenti.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nHo trovato una moltitudine di insetti.\nEccoli, ve li ho portati a vedere a bella posta.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x06\x04ロイ\nAh, wow, sono davvero tanti. Grazie, adesso\npotresti per favore portarli via?\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nNon vuoi fare una pausa? Ormai è tardi e ti\nstai allenando già da tempo...\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nOh, no, di grazia. Devo diventare più forte, se\ndesidero aiutare a riportare la pace.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x06\x04ロイ\nNon solo sei forte, sei anche zelante. Mi sento\nonorato ad avere una compagna d'armi come\nte.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nQuale gaudio, udire i vostri complimenti. Mi\nsento ancora più determinata nello sconfiggere\ni nostri nemici, di grazia.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nRoy, vorrei poter contare sul tuo aiuto quando\ncombatto con le sentinelle. Sarebbe possibile?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04ロイ\nMa certo, Fogado. Qualsiasi cosa ti serva,\nnon hai che dirlo.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nSono un uomo con molti talenti, ma una cosa\nche proprio non so fare è pescare. Voi emblemi\navete qualche tecnica segreta?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04ロイ\nNo, ma ci sono tecniche che tutti possono\nimparare. Tu ti eserciti e io ti do qualche dritta.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nEhi, ricordi quel villaggio che abbiamo salvato\ndai mostri? Fanno una festa e ci hanno invitato!\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04ロイ\nOh, che bello, Fogado. Dovresti andare.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nMa come? Abbiamo vinto solo per merito tuo.\nDevi venire anche tu!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04ロイ\nAh, ho capito. In questo caso, sarò molto\nfelice di unirmi alle celebrazioni.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Roy, grazie per la forza che mi dai.\nPer un sacerdote come me, è un grande onore.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04ロイ\nNon serve che ti inchini, Pandreo. Qui siamo\ntra pari.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nSto lavorando a una nuova danza di preghiera,\nma non so se sia abbastanza liturgica. Hai\nqualche consiglio da darmi?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x06\x04ロイ\nNon credo di essere la persona giusta a cui\nchiedere, ma se vuoi puoi farmi vedere.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nVorrei tenere una festa in tuo onore, lord Roy,\nproprio come tu mi onori con il tuo sostegno.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04ロイ\nNon devi, davvero. A me basta poter collaborare\ncon te per un mondo di pace.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nSei troppo gentile... ed è proprio per questo\nche ci tengo a celebrarti!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04ロイ\nVa bene, sembra un'idea divertente. Forse,\nalla festa, potresti esibirti nella tua nuova danza\ndi preghiera!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nI tuoi capelli hanno il colore di un peperoncino.\nChissà se hanno anche lo stesso gusto intenso.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ロイ\nI miei capelli ti ricordano un peperoncino?\nGrazie... È un complimento?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nHo creato un nuovo piatto ispirato a te, Roy.\nEcco, guarda tu stesso.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ロイ\nFammi indovinare, hai usato del peperoncino?\nL'ho capito dal colore. Wow, sembra piccante!\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nRoy, guarda. Questo fiore ha proprio un bel\ncolore, non trovi?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ロイ\nSì, davvero... bello. È il tuo fiore preferito?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nÈ un fiore di peperoncino... Visto che non puoi\nassaggiare un peperoncino, ho pensato di farti\nvedere almeno il fiore.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ロイ\nÈ molto gentile da parte tua, Bunet. Grazie per\navermi aiutato a immaginare il suo sapore.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nEhi, Roy. Ho dei prodotti eccezionali! Se compri\nqualcosa, potrei anche farti uno sconto.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04ロイ\nÈ gentile da parte tua, ma io sono un emblema\ne non possiedo denaro. Mi dispiace.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nHo sentito che ci sarà un festival. Ci andiamo\ninsieme? Sarà divertente!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04ロイ\nSarebbe una buona occasione per vedere la\ngente in un clima più sereno. Ci vengo con\npiacere!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nMmmh... Così non va.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04ロイ\nChe succede? Hai la faccia di qualcuno che\nha appena perso una fortuna.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nPensavo che avrei venduto questa merce in\nmen che non si dica e invece è ancora tutta qui.\nE ora che faccio?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04ロイ\nUn mercante una volta mi disse: "Il tempo è\ndenaro". Presto, cerchiamo degli amici che ci\naiutino a vendere tutto!\x0E\x04\x00\x00
