MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVedo che stai facendo progressi. Le tue abilità\nmigliorano a vista d'occhio, lasciatelo dire.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nLord Hector... Grazie infinite. Farò del mio\nmeglio per non deludervi troppo.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nSei grande e grosso, Hector. Mi ricordi quella\nvolta che affrontai un orso fortissimo...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nE questo... sarebbe un complimento? Comunque\nio una volta sopravvissi a una collisione con un\ncavallo alato!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nLa tua armatura è piena di graffi. Immagino sia\nl'usura, succede anche a me.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nPer me è come una compagna d'armi.\nMi protesse nella lotta contro il Black Fang,\nche minacciava il mio mondo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nDopo tutte le battaglie che abbiamo affrontato\nassieme, posso chiederti un favore?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon è da te questa esitazione. Forza, chiedimi\ntutto quello che vuoi. In fondo siamo amici.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nHo sconfitto un orso, ma è troppo grosso e non\nriesco a trasportarlo. Mi dai una mano?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nAhahah! Unirci per trasportare un orso...\nQuesta è nuova. E va bene, dimmi dov'è\nquest'orso.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nInvidio la tua forza. Pensi che mettendomi\nd'impegno potrei diventare brava come te?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nTi stai di nuovo allenando da sola, vero? Vedrai\nche tutti i tuoi sforzi daranno i loro frutti.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMi dicono spesso che il mio sguardo fa paura,\nma anche tu hai un'aria minacciosa, eh?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIn effetti a volte metto paura ai miei avversari\nsul campo di battaglia! Non posso darti torto.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHector, hai un attimo? Vorrei farti vedere\ni risultati dei miei allenamenti.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMa certo, tutto il tempo che vuoi. Che tipo\ndi allenamento hai seguito?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nMi sono allenata ad avere un sorriso meno\ninquietante. Non voglio che i bambini piangano\nquando mi vedono. Allora, che te ne pare?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nAhah! Non temere, hai un bel sorriso.\nAnzi, è contagioso!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nCome mai ti tieni alla larga da me, principessa\nIvy? Ti ho recato offesa, per caso?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNo, assolutamente. È solo che non sono\nabituata ad avere a che fare con personalità\ncosì... brillanti.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nHo visto qualcosa che si muoveva nell'ombra.\nChe sia un fantasma?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon c'è nessuno, solo noi. Ma non avrai paura\ndei fantasmi? Che tenera!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nSo di non essere... una persona dal carattere\nfacile. Ti ringrazio per l'aiuto che mi dai\nnonostante ciò.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nTranquilla, non devi ringraziarmi. Siamo amici,\nanche tu mi aiuti.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nE continuerò a farlo. Sempre che tu non mi\nvolti le spalle.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nAhah, stai scherzando, vero? Non dici sul\nserio...\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSei sempre così indaffarato, Zelkov.\nA cosa ti stai dedicando oggi?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nScusami, ma sono troppo *concentrato* per\nrisponderti. Domandamelo più tardi.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nOggi mi dedicherò *all'allenamento*. Mi concedi\nil tuo aiuto, Hector?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAh, però! Vuoi duellare? Perfetto! Preparati, non\nsono uno che si trattiene.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSe ti va di parlarne, sarei curioso di sentire\nqualche *storia* del tuo mondo, Hector.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMa certo. Potrei raccontarti del gruppo di\nassassini che dovemmo affrontare per salvare\nil mondo. Tempi duri davvero...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nNon sei uno che si tira indietro di fronte alle\nbattaglie, vedo. Ti assalgono mai dei *dubbi*\nriguardo alla nostra causa?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNo, nessun dubbio. Sono sempre disposto a\nlottare per la pace. E guarda quanti amici mi\nsono fatto, nel mentre!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nTrasudi esperienza in battaglia da tutti i pori,\nHector. Non vedo l'ora di imparare da te!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSei già molto dotato di tuo. Che ne dici di fare\nqualche duello amichevole con me?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nImmagino che ti manchi tuo fratello, Hector.\nSe ti è di aiuto, puoi chiamarmi fratellone.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSe davvero vuoi vestire i suoi panni dovresti\nparlare di meno, tanto per cominciare.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nMi assomigli molto: anche tu sei sempre in cerca\ndi validi avversari che siano alla tua altezza.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nProprio così. Mi piaceva tanto affrontare il mio\namico Eliwood. Era il nostro modo di divertirci.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAllora dovremo affrontarci più spesso noi due,\ncosì il nostro legame diventerà forte come\nquello che avevi con lui!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nLegame, dici? Mi piace. E va bene, Kagetsu,\ndiamoci dentro!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nUhm... vagamente rozzo, ma con dignità.\nMi piaci, hai superato il test, Hector!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon sapevo niente di questo test. Beh, almeno\nl'ho superato.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAll'inizio mi facevi un po' paura, ma poi ho\nscoperto che sei una brava persona. Ovvio che\ntu abbia tanto successo con gli altri.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon so se ho successo e non me ne curo, ma ti\nconsidero un'amica. Chiamami, se hai bisogno!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMa dimmi, Hector, secondo te chi è la persona\npiù carina del nostro esercito? Forza, sputa\nil rospo!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nChe strana domanda. Non ci ho mai pensato,\na dire il vero. Non saprei.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, coraggio, non mi offendo se non sono io.\nCercherò di non prendermela.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nChe ne dici... di cambiare discorso?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nHai l'aspetto di un gigante gentile, Hector.\nTi si addice, lo trovo carino.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nQuesta non l'avevo mai sentita, ma grazie del\ncomplimento.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nDovrei concentrarmi sugli studi, ma sono un\ndisastro con queste cose. Mi aiuteresti?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon credo di essere la persona adatta.\nMi addormentavo quasi sempre a lezione.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nLa guerra è brutta. Ecco perché sul campo\ndi battaglia sembro così carino. È la regola\ndei contrasti.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nQuindi ti rendi carino per evidenziare gli orrori\ndella guerra. Complimenti, Rosado, è geniale.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nE poi, più sono carino, più divento forte. Senza\ncontare che tutti vogliono proteggermi!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nOvvio. Non lascerei mai che qualcuno facesse\ndel male al mio adorabile amico Rosado!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNon hai niente da dire a proposito della\nbattaglia? Magari dei complimenti su come mi\nsono destreggiata?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOh, certo. Te la sei cavata alla grande. Mi ricordi\nun'amica che avevo, si chiamava Serra.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nApprezzo la tua intenzione di intervenire in mio\nsoccorso, anche se ho sempre tutto sotto\ncontrollo.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSe vedo un alleato in pericolo, non ci penso\ntroppo a intervenire. Mi viene naturale.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nTi sembrerà incredibile, ma mi è costato molta\nfatica ottenere successo all'accademia.\nLa perfezione non è mai qualcosa di semplice.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08ヘクトルPer certi versi... ti capisco. Tendevo spesso a\npreferire l'arena a scapito degli studi al castello.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPer quel che vale, credo che quell'aria un po'\ngrezza sia parte del tuo fascino.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNon ci avevo mai pensato. Volevo solo diventare\nforte e proteggere i miei amici.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVedo che sei avvezza alla vita da campo. Anche\nio dormivo spesso all'addiaccio quando ero in\nviaggio. Non lo trovi scomodo?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nPer niente! Mi diverto un sacco: visito posti\ndiversi, mi godo l'aria aperta e canto a\nsquarciagola!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nE così anche tu avevi degli attendenti, Hector.\nAnche voi facevate delle grigliate e vi divertivate\na cantare?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo, niente del genere. Ma avevamo molta\nfiducia gli uni negli altri. Ho tanti bei ricordi\nlegati a loro.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nNon tollero le aberrazioni. Attaccano la nostra\ngente e nessuno può più viaggiare in pace!\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNel mio mondo c'era un gruppo chiamato Black\nFang. Anche loro facevano di queste\nnefandezze.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nScommetto che gli desti una bella lezione.\nUn guerriero coraggioso come te non sarà\nrimasto con le mani in mano.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHai detto bene! Li affrontai assieme ai miei\nalleati. E ora faremo lo stesso con le\naberrazioni!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHai lasciato casa per diventare una cavaliera,\nvero? Io una volta fuggii dal mio castello per\nsalvare un amico.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nE così abbiamo avuto esperienze simili,\nincredibile. In fondo, penso che andremo\nd'accordo!\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nHo letto in un libro che i cavalieri dovrebbero\nessere pronti a mettere in gioco la vita per\ni propri amici.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon vuol dire che bisogna sacrificarsi.\nSignifica solo essere pronti a tutto.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nSe avessi la tua stazza, lord Hector, potrei\nproteggere meglio la mia principessa.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIl mio amico una volta disse che "grazie al cielo,\nle guerre non si vincono con la sola forza".\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nNon era robusto come me, ma la nostra forza\nsi eguagliava quando ci scontravamo in duello.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nI muscoli non sono tutto, in effetti. Cercherò\ndi dare il massimo a modo mio!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTi ho vista in battaglia: ti sei mossa con agilità\ned efficienza. Tutto merito dell'allenamento!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nDevo tutto ai vostri precetti, Lorsignor Hector.\nMi auguro che continuiate a fornirmi consiglio.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSapreste dirmi come degli attendenti possano\nservire al meglio i propri signori?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI miei attendenti erano un po' particolari.\nNon credo che sarebbero un esempio ideale.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMalauguratamente, quando mi infervoro, la mia\nvecchia personalità selvaggia tende a riaffiorare.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAnche io mi scaldo molto in battaglia. Secondo\nme non c'è niente di male a essere te stessa.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nLascia perdere i convenevoli, l'importante\nè sapere davvero cosa vuoi fare.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nÈ questo che pensate? Orbene, è un sollievo\nsentirvelo dire.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nEhi, Hector, hai un attimo? Mi servirebbe\nqualche consiglio sulle strategie di guerra per le\npiccole milizie.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon c'è problema. Se la mia esperienza può\nesserti di aiuto, ne sono lieto.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nNon vedo l'ora di poter riprendere a viaggiare,\nquando tornerà la pace. Tu hai viaggiato molto?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nViaggiavo durante la guerra, per lo più. Non\nera sempre piacevole, ma c'erano anche dei\nmomenti divertenti.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nFarei qualsiasi cosa per Timerra. Ma immagino\nche tu mi capisca, anche tu hai un fratello.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nTieni molto a lei, vero? Sì, ti capisco... Nel mio\ncaso era mio fratello quello che aiutava me.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nUna volta lo piantai in asso per correre a\nsalvare un amico, ma fu proprio lui a darmene\nl'opportunità.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nWow, da come ne parli sembra una persona\nfantastica. Anche se non l'ho mai incontrato,\nmi piace tuo fratello!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nCi vorrebbe una festa per celebrare il tuo arrivo\nnella nostra squadra. Se ti va, comincerei subito\na decorare la chiesa!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nDa quando un uomo di chiesa si occupa di\nqueste faccende? Sai, penso che tu e Serra\nsareste andati d'accordo.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIl tuo aiuto in battaglia è stato fondamentale.\nGrazie. Posso offrire una preghiera in tuo\nonore?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon preferiresti un duello? Sarebbe più di mio\ngradimento!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nCiascuno di noi ha qualcosa da proteggere.\nNel mio caso è la chiesa. E tu?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIo e un mio amico facemmo voto di proteggerci\na costo della vita, in caso di bisogno.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nBen presto, il voto si estese anche ad altri amici.\nE ora, posso dire che include anche tutti voi.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nOh, è il pensiero più gentile che abbia sentito!\nFaccio voto di proteggerti anch'io, lord Hector.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nLa tua armatura porta il sapore di infinite\nbattaglie... Posso assaggiarla?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNon credo che ti farebbe bene allo stomaco.\nMa se preferisci mettere alla prova la tua forza,\npossiamo fare un duello!\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTe la cavi bene con i coltelli, al pari di uno\nspadaccino. Saresti un degno avversario,\nnon ne dubito.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nIl mio coltello non è un'arma, bensì uno\nstrumento per l'arte culinaria... Apprezzo\nil complimento, comunque.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nPasso gran parte della giornata a ideare nuove\nricette... ma sarà un comportamento accettabile\nper un attendente?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI miei attendenti erano delle persone originali,\nma non li avrei scambiati con nessun altro.\x0E\x04\x00\x00
