MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSono contento di essere il tuo compagno\nd'armi. Ho giurato a Lumera che ti avrei\nprotett\x0E\x0A\x00\x08\x02o\x02a a costo della vita.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nSei un principe e anche un cavaliere, dico bene,\nSigurd? Io sono solo una ragazza del popolo.\nOh, come sono nervosa...\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNon importa da dove vieni, Lapis.\nNoi siamo uniti dalla nostra causa.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06ラピス\nChe buone le patate del mio villaggio...\nAh! Sigurd! Per caso... hai visto tutto?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0A\x08シグルド\nPerché ti agiti, Lapis? Stavi solo mangiando!\nLe battaglie non si vincono a stomaco vuoto.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nFui sconfitto nella mia battaglia più importante\ne lasciai mio figlio Seliph. Avrei avuto ancora\ntante cose da insegnargli...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nDev'essere stato difficile, sia per te che per tuo\nfiglio. La guerra porta così tanto dolore e\nsofferenza...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08シグルド\nOgni battaglia può essere l'ultima. Se hai\nqualcosa da dire a qualcuno, fallo prima che\nsia troppo tardi.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nGià... Non sempre si ha una seconda possibilità,\neh? Grazie, Sigurd. Farò tesoro delle tue parole.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nÈ così bello incontrarti, Sigurd. Posso offrirti\nun po' di torta? Ho comprato un'intera\npasticceria!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08シグルド\nPurtroppo non posso mangiare tutte quelle\ntorte... In realtà, non posso mangiare niente.\nTuttavia, apprezzo il tuo gesto.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nAmo la Brodia e la Brodia ama me.\nIl suo popolo, le sue terre... tutto.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08シグルド\nNon abbandonare mai questo amore, Citrinne.\nLascia che ti guidi per proteggere il tuo regno...\ne tutto il suo popolo.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDevo ringraziarti, Sigurd. Il tuo potere mi aiuta\na proteggere le persone che amo... e sono così\ntante.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08シグルド\nIl tempo che passi con i tuoi alleati ti aiuta a\ncreare dei legami che durano nel tempo. Alcuni\ndiventano perfino più forti dei legami di sangue.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nHai ragione. Mi sento legata a tutti... e questo\nvale anche per te, naturalmente.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08シグルド\nMa certo! I legami stretti sul campo di battaglia\nsono perfino più forti... e il nostro durerà molto\na lungo.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMi dispiace che non ci sia stato niente da fare\nper tuo padre. Conosco fin troppo bene il dolore\ndegli orfani.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNon devi preoccuparti per me. Io sono\nla principessa d'Elusia. Conosco i miei doveri.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アイビー\nAnche se non è qualcosa che ci si aspetti dalla\nprincipessa d'Elusia, io credo nel Drago Divino...\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08シグルド\nPotrebbe essere la prima volta che intravedo\nla tua vera personalità. Devo dire che non mi\ndispiace per niente.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nOrmai ci conosciamo abbastanza bene, ma non\ncredo di averti mai vista felice.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nLa felicità e il dovere si escludono a vicenda\nnella vita di una principessa.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nQuando studiavo all'accademia, ho avuto molti\nmomenti felici in compagnia dei miei amici.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08シグルド\nAllora devo impegnarmi per diventare un amico\ncon cui tu possa avere un giorno altri momenti\ngioiosi come quelli.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nTi tieni sempre occupato con qualcosa. Non\nsenti il bisogno di riposarti finché puoi?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nQuello che tu chiami riposo mi inquieta. Sto\nmeglio se mi *tengo* occupato.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSei un emblema e in quanto tale non invecchi.\nNon ti *angoscia* l'idea di dover vivere in\neterno?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08シグルド\nNon particolarmente. Quello che più mi turba\nè perdere le persone a cui sono affezionato.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMio figlio Seliph combatté per vendicarmi. Ma\nanche il nostro nemico pensava di combattere\nper una giusta causa...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMi domando spesso se anche l'assassino di\nmio padre la pensasse allo *stesso* modo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08シグルド\nLa verità morale non è né semplice, né\noggettiva. Ciascuno ha il suo modo di stabilire\nciò che è giusto e ciò che è sbagliato.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nLa tua empatia è *disarmante*. Ora capisco\nperché ti chiamano sacro cavaliere.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nSigurd! Come ti senti? Per me è importante\nsapere che i miei amici sono sani e felici.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08シグルド\nSto abbastanza bene, grazie per la tua premura.\nTerrò duro finché non avremo vinto questa\nguerra.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nNon mi piaceva l'idea di passare tutta la vita\nnella mia terra natale. Per questo me ne andai\ndi casa.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08シグルド\nMa almeno scrivi ai tuoi genitori? Di sicuro,\nfarebbe loro molto piacere. Devono essere\npreoccupati.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nLa tua forza è davvero eccezionale.\nVerresti nella mia patria dopo la guerra?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08シグルド\nDove mi porterà il mio viaggio dipende solo\ndal Drago Divino, ma sarò lieto di insegnarti\nle mie tecniche.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nCapisco e accetto volentieri la tua offerta.\nHo sempre sognato di imparare la tua tecnica!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08シグルド\nAllora sarà piacere mio insegnarti tutto quello\nche so.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nLe mie più sentite condoglianze per tuo padre.\nVedere un figlio privato di un genitore mi\nriempie di dolore.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nGrazie, Sigurd, sto bene. Ora sono grande\ne il mio compito è ricostruire l'Elusia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSei così nobile e galante. Scommetto che\neri un rubacuori nel tuo mondo.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08シグルド\nNon davo molta importanza a queste cose.\nC'era solo una donna che volevo conquistare.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nFarò tutto ciò che è in mio potere per riportare\nl'Elusia alla sua antica gloria. Considerala una\npromessa.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08シグルド\nTuo padre sarebbe orgoglioso di te e sarebbe\nsicuro del tuo successo.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nGrazie. Vorrei chiederti di aiutarmi, Sigurd.\nMa immagino che la decisione spetti al Drago\nDivino.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEsatto. Ma ovunque ci porteranno le nostre\nstrade, ti considererò per sempre un'amica.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ロサード\nNon muoverti, Sigurd. Voglio disegnarti.\nMi fai un bel sorriso? Perfetto!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08シグルド\nSorprendente! Come fai a disegnare così\nbene e così velocemente?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nHo saputo che hai rischiato la vita per riportare\nun anello al Drago Divino. Che generoso atto di\ncoraggio.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nMi fa piacere essere stato di aiuto... e sono\nsollevato che siamo riusciti a metterci tutti\nin salvo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMi dolgo di non aver potuto posare per un\nritratto con la mia famiglia. Le immagini sono\ncosì cariche di significati.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nÈ bello avere oggetti che ti ricordano il passato.\nMa se non li hai, puoi sempre fare ricorso ai\ntuoi ricordi.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08シグルド\nGià. Non ho lasciato un mio ritratto a mio figlio,\nma voglio sperare che il ricordo di me rimanga\nvivo dentro di lui.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nSicuramente i ricordi che hai lasciato alla tua\nfamiglia sono più preziosi di qualsiasi ritratto.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nTi prego, continua ad aiutarci a combattere\nil Drago Maligno. Le persone di questo mondo\nhanno bisogno di te.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCome potrei mai rifiutare una richiesta tanto\ngentile?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDiventare amica della principessa Hortensia\nall'accademia in Elusia ha rappresentato una\nsvolta nella mia vita.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08シグルド\nAnch'io incontrai i miei più cari amici in\nun'accademia. I nostri legami ci aiutarono\na superare molti ostacoli.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nCon tutto quello che abbiamo passato insieme,\nGoldmary, la nostra amicizia ha un grande\nvalore per me.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCapisco. Allora nemmeno gli emblemi sono\nimmuni al mio fascino sconvolgente.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08シグルド\nSei molto aggraziata ed estremamente abile\nsul campo di battaglia. Sono contento di averti\ncome alleata.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMa certo. Chiedo scusa se il mio talento mette\nin ombra tutti gli altri tuoi amici...\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nミスティラ\nChe bello averti con noi, Sigurd! ♪ Ti meriti\nproprio una delle mie canzooooni! ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08シグルド\nEhm, questo è un modo davvero... unico di\ndarmi il benvenuto. Direi senza precedenti!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMia sorella pensava che io fossi uno sfaticato.\nHo anche cercato di correggere questa\nmancanza, non credere...\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nA me invece sembri fin troppo diligente! Mio\npadre se ne va in giro per il regno senza tanti\npensieri. Prova anche tu!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nInvidio la famiglia reale di Solm. Sembrate\ncosì uniti. Purtroppo io non ho più una famiglia.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nOh, è così triste, Sigurd. Non riesco a\nimmaginarmi senza la mia famiglia...\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nSo che non è la stessa cosa, ma mi piacerebbe\nche considerassi tutti noi come la tua famiglia,\nadesso.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08シグルド\nGrazie, Timerra. Mi scaldi il cuore.\nNon dimenticherò mai il legame che ci unisce.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nÈ da un bel po' che mi fissi. Se hai qualcosa\nda dirmi, fatti avanti.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nScusami, stavo solo osservando come ti muovi.\nSer Sigurd, sei un modello di compostezza.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nSer Sigurd, ti prego dimmi... Cosa devo fare per\ndiventare un cavaliere affascinante come te?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08シグルド\nÈ compito di un cavaliere proteggere il suo\npopolo. Serba sempre nel tuo cuore questo\nfuoco.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nHo sempre sognato di diventare una cavaliera.\nLa mia principessa trasformò questo sogno in\nrealtà.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nMi domandò se fosse davvero il mio sogno.\nIo annuii e da quel momento sono al suo\nservizio.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08シグルド\nSicuramente Timerra avrà visto qualcosa in te\ne ti avrà ritenuta all'altezza di questo titolo.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0A\x08シグルド\nDimostrale che ha ragione. Combatteremo\nfianco a fianco, e il tuo valore sarà sotto gli\nocchi di tutti.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQuale onore incontrare lo stimatissimo\ncavaliere, Lorsignor Sigurd. Mi metto al vostro\nservigio.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08シグルド\nStimatissimo? Non serve tutta questa formalità.\nSono un tuo pari. Combattiamo insieme!\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQuando sono preda delle mie angustie,\nun'escursione a dorso di lupo suol calmarmi\nl'animo. Mi accompagnereste, di grazia?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08シグルド\nCavalcare un lupo? Davvero interessante.\nSe avessi un corpo verrei sicuramente.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nTi avevo fraintesa all'inizio, Panette. Ora\ncapisco che le tue intenzioni sono molto sincere.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nCosa vi spinge a cotal affermazione?\nI complimenti non attecchiscono sulla mia\npersona!\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08シグルド\nIntendevo che non devi sforzarti di fare una\nbuona impressione con me. Devi solo essere\nte stessa.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nN-Non faccio sfoggio di alcuna forzatura.\nVi tratto semplicemente come un fratello\nmaggiore che ammiro, anzichenò.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nフォガート\nSto per organizzare un banchetto grandioso.\nNulla di troppo formale, solo una festa tra\nbuoni amici. Che ne dici, Sigurd?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08シグルド\nGrazie, sarei felice di partecipare. Non vedo\nl'ora di socializzare con i miei compagni.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nフォガート\nNon abbandoneresti mai qualcuno in difficoltà,\ndico bene? Lo stesso vale per me.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08シグルド\nIl compito di un cavaliere è proteggere il suo\npopolo prima di ogni cosa. Mi fa piacere che\nanche tu la pensi allo stesso modo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nPreferisco lasciare la politica ai politici. E sul\ncampo di battaglia mi affido agli abili strateghi.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nSì, ti capisco. Abbiamo tutti punti di forza\ndiversi. Io, ad esempio, sono una brava\nsentinella.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nDevi trovare persone in grado di colmare le tue\nlacune. Così si costruisce una buona squadra.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08シグルド\nSono d'accordo. Io migliorerò le mie abilità per\nusarle con ardore dovunque andremo, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nSigurd, tu conosci il Drago Divino da molto\ntempo ormai, dico bene? Mi fa molto piacere\naverti qui a combattere con noi.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08シグルド\nIo non faccio altro che proteggere chi è più in\ndifficoltà. E adesso questo mondo necessita del\nmio aiuto.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDato che sei un sacro cavaliere mi aspettavo\nfossi più... rigido, sai? Ma non lo sei affatto.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08シグルド\nPiù rigido? Mia sorella minore mi rimproverava\nsempre dicendo che ero uno sfaticato.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Sigurd, che tipo di battaglie hai\ncombattuto? Mi piacerebbe molto ascoltare\nle tue storie di guerra.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08シグルド\nCombattei per difendere i più deboli, ma perii\nnel farlo. Mio figlio e i suoi amici salvarono\nil nostro mondo.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08シグルド\nI legami che avevamo formato ci diedero forza.\nE anche adesso è così. Insieme siamo più forti.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nAbbiamo creato dei forti legami, vero?\nSì! Insieme vinceremo!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ボネ\nSigurd, penso che saresti un ottimo ingrediente.\nQualcosa di simile ai frutti di mare.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08シグルド\nDevo sentirmi... onorato? Tuttavia mi chiedo\nperché tu lo pensi. Forse è per i miei colori?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ボネ\nHai mai provato dei rimorsi dopo una battaglia?\nIl vento ha un sapore e un odore amaro dopo\nun combattimento.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0A\x08シグルド\nSo cosa sia il rimorso, ma cerco di trovare\nsollievo pensando alle ragioni per cui ho\ncombattuto e per chi l'ho fatto.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nHo sentito che il ristorante della tua famiglia\nfu distrutto dai banditi e i tuoi genitori rimasero\nuccisi...\x0E\x04\x00\x00
