MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nCon l'emblema Corrin tra noi, tutti gli anelli\ndei vari regni sono stati recuperati.\x0E\x04\x02\x00
MID_ED2_#028	\x0E\x03\x02\x0A\x08ヴェイル\nSignifica che mio fratello è ancora vivo, e\nio lo troverò.\x0E\x04\x02\x00
MID_ED2_#028_F	\x0E\x03\x02\x0A\x08ヴェイル\nSignifica che mia sorella è ancora viva, e\nio la troverò.\x0E\x04\x02\x00
MID_ED2_#029	Forse con il suo aiuto riuscirò a convincere\npapà a porre fine a questa orribile guerra.\x0E\x04\x02\x00
MID_ED2_#029_F	Forse con il suo aiuto riuscirò a convincere\npapà a porre fine a questa orribile guerra.\x0E\x04\x02\x00
MID_ED2_#030	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_ED2_#031	\x0E\x03\x02\x0A\x08ヴェイル\nZephia, qualcosa non va?\x0E\x04\x00\x00
MID_ED2_#032	\x0E\x03\x02\x08\x06セピア\nNo, sono solo commossa.\x0E\x04\x02\x00
MID_ED2_#033	Quando avremo finito con le nostre faccende\nin Firene, vi aiuteremo senz'altro a trovare\nvostr\x0E\x0A\x00\x08\x02o\x02a \x0E\x0A\x00"\x10fratello\x0Esorella.\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x02\x0A\x08ヴェイル\nGrazie! Per tutto questo tempo ho dovuto\ncercare da sola. Voi mi sarete di grande aiuto.\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x02\x08\x06セピア\nGuardate, lady Veyle! Il Firene è all'orizzonte.\x0E\x04\x02\x00
MID_ED2_#036	Perché non vi godete un po' il panorama?\nPotete riflettere su cosa dire per rimettere\nle cose a posto.\x0E\x04\x00\x00
MID_ED2_#037	\x0E\x03\x02\x0A\x08ヴェイル\nBuona idea.\x0E\x04\x00\x00
MID_ED2_#038	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x02\x00
MID_ED2_#039	\x0E\x0A\x00$\x10Un altro\x10Un'altra figli\x0E\x0A\x00\x08\x02o\x02a di lord Sombron è sopravvissut\x0E\x0A\x00\x08\x02o\x02a?\x0E\x04\x00\x00
MID_ED2_#040	\x0E\x03\x02\x06\x04グリ\nMai sentita una cosa del genere.\x0E\x04\x00\x00
MID_ED2_#041	\x0E\x03\x02\x08\x06セピア\nNon capisco... dovrebbero essere tutti morti\nnella guerra di mille anni fa.\x0E\x04\x02\x00
MID_ED2_#042	Tutti tranne lady Veyle, che era troppo piccola\nper combattere.\x0E\x04\x02\x00
MID_ED2_#043	Li ho visti con i miei occhi, Griss. Li ho visti\nandare incontro alla morte uno per uno.\x0E\x04\x02\x00
MID_ED2_#044	A meno che... no.\x0E\x04\x00\x00
MID_ED2_#045	\x0E\x03\x02\x06\x04グリ\nCosa? Ti è venuto in mente qualcosa?\x0E\x04\x00\x00
MID_ED2_#046	\x0E\x03\x02\x08\x06セピア\nSolo una vaga idea... ma se ho ragione,\npotrebbe essere un problema per noi.\x0E\x04\x00\x00
MID_ED2_#047	\x0E\x03\x02\x06\x04グリ\nPer fortuna ce ne ha parlato prima di\naddormentarsi.\x0E\x04\x00\x00
MID_ED2_#048	\x0E\x03\x02\x08\x06セピア\nSì... dopotutto, una volta arrivati in Firene\ne svelata la verità...\x0E\x04\x02\x00
MID_ED2_#049	... non si risveglierà più.\x0E\x04\x00\x00
