MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\nPossiamo contare sul tuo aiuto per portare\nla pace in questo mondo?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nChe fermezza, Ike! Tu sì che sei un vero eroe.\nMi alleneresti a combattere?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06アイク\nDi solito mi alleno da solo. Potrei non essere\nun buon insegnante, ma posso provarci.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDicono che i sorrisi siano contagiosi.\nDovresti provare a sorridere ogni tanto!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06アイク\nVa bene, ci proverò.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMi piace stare in tua compagnia, Ike. Cosa posso\nfare per sdebitarmi? Cosa ti piacerebbe?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06アイク\nNon mi viene in mente niente.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nQualsiasi cosa! Non farti problemi.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06アイク\nAllora, forse potresti aiutarmi ad esercitarmi\na sorridere.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nNon mi sembri a tuo agio con me.\nHo detto qualcosa di sbagliato?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNo, non è quello. Il fatto è che non so bene\ncome comportarmi con quelli come te.\nMi succede anche con la gente del Solm.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nLascia che ti dica una cosa, ma interrompimi se\nsbaglio. Secondo me ti fai carico di troppe\nresponsabilità.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nParli in modo molto diretto, dico bene?\nMa devo ammettere che questo mi conforta.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アイビー\nMa dimmi, tu come capo di un gruppo di\nmercenari come gestivi le questioni basate\nsulla fiducia?\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06アイク\nUna volta che scelgo di fidarmi di qualcuno,\nnon metto in discussione le sue motivazioni.\nSe mente avrà le sue ragioni.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nCapisco... Allora se mai tu dovessi ingannarmi,\ncercherò di farmene una ragione.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06アイク\nFarò altrettanto, ma mi fido di te.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSembri sempre molto indaffarato, o sbaglio?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNon sbagli. Mi tengo occupato. Serve a dare\nun *senso* alla mia vita.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAnche oggi un bambino è *scappato* appena\nmi ha visto... Siamo alle solite.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06アイク\nÈ successo anche a me. Perché non provi a\nporti in modo più amichevole?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nTu vieni da un altro *mondo*, giusto?\nQual era la tua *occupazione*?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06アイク\nAvevo un gruppo di mercenari. Avevamo\nincarichi in ogni angolo del continente.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nInteressante. Deduco che la *noia* fosse\nun concetto a voi del tutto *estraneo*.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06アイク\nNon era una passeggiata, ma non ci si può\nannoiare con un lavoro così pericoloso.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06カゲツ\nTi ho osservato attentamente nell'ultima\nbattaglia, Ike. La tecnica che usi con la spada\nè inusuale, ma di sicuro molto potente.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06アイク\nGrazie. Tutto quello che so l'ho imparato\nda mio padre.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06カゲツ\nIke! Non ci vediamo dall'ultima battaglia!\nAllora, dove sei stato, amico mio?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06アイク\n"Amico mio", eh? Beh, penso che ci siano modi\npeggiori in cui potresti chiamarmi.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06カゲツ\nEri a capo di un gruppo di mercenari, eh?\nScommetto che erano fortissimi!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06アイク\nC'era un mago che sapeva usare il vento e un\narciere dalla mira infallibile. Un sacco di gente\nforte, sì.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nSe lo dici tu non posso che crederti! Mi racconti\nqualcosa sui tuoi compagni d'armi?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06アイク\nCerto. Comincerò col parlarti di una consigliera\nche avevo, una delle persone più forti che abbia\nmai conosciuto.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nPerò, che bel ragazzo che sei, Ike! Farmi vedere\nin giro con te non può che giovarmi.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06アイク\nNon capisco bene come, ma comunque grazie.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAmmettilo, Ike. Qui non c'è nessun'altra carina\ncome me, non è vero?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06アイク\nNon sono bravo a esprimere giudizi di questo\ntipo. Ma di sicuro l'impegno che metti in tutto\nquello che fai è impressionante.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSpero che, quando tutto questo sarà finito,\nriusciremo a ricostruire l'Elusia...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06アイク\nLe cose non torneranno mai com'erano prima.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06アイク\nMa prima riusciamo a riportare la pace nel\nmondo, prima potremo ricominciare da capo.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nSai una cosa? Hai ragione! Ce la metterò tutta,\nIke. Vedrai.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nTi ho osservato durante l'ultima battaglia,\nRosado. Sei un abile guerriero.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nMi hai osservato a lungo e il tuo unico\ncommento è sul mio modo di combattere?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ロサード\nSai cosa mi piace di te, Ike? Ti comporti nello\nstesso modo con tutti. Non reciti mai.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06アイク\nÈ un bel modo per dire che manco di buone\nmaniere. Non sono mai stato bravo in quel\ncampo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ロサード\nCome mai è così facile per te trattare tutti nello\nstesso modo? Qual è il tuo segreto?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06アイク\nHo visto persone arricchirsi, e altre lasciate\nai margini.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06アイク\nTutto ciò non ha senso.\nNessuno è superiore o inferiore a qualcun altro.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nHai ragione da vendere! Come vorrei che tutti\nla pensassero come te.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSalve, Ike. Spero che vorrai perdonarmi\nse il mio fascino è così disarmante.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06アイク\nTi prego, dimmi che nel tuo regno non parlate\ntutti così.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSpero che non sia un problema allenarti con\nuna persona dalla bellezza conturbante come\nme, Ike.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06アイク\nUn allenamento... con le armi? Non capisco\ncosa c'entri la tua bellezza, ma per me non\nc'è problema.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNon dev'essere difficile per te passare così\ntanto tempo con me senza provare... sentimenti\nparticolari.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06アイク\nNon saprei cosa rispondere.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06アイク\nTi sei conquistata la mia fiducia, Goldmary.\nE la fiducia è un sentimento, no?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nLo sapevo. Sono così felice. Grazie.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nGrazie alla cura con cui avete custodito il mio\nanello, sono stato evocato con successo.\nTi ringrazio.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nNon servono formalità! Sei sempre stato nel\nmio palazzo e ormai ti considero parte della mia\nfamiglia!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nChe buon odore.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nSto grigliando un po' di carne! Ah, beh, spero\nche tu possa apprezzare l'odore... anche se non\npuoi mangiarla.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nミスティラ\nSenti, Ike, raccontami cosa fa di solito\nuna banda di mercenari.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06アイク\nUn sacco di cose. Fermare banditi, salvare\nvillaggi... Una volta una regina ci ha chiesto\ndi sconfiggere degli invasori.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nChe meraviglia! Sembrate più una banda di\neroi, che di mercenari.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06アイク\nNon saprei. Ma non riuscivamo a girare le spalle\ne ad andare via quando qualcuno era nei guai.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06メリン\nSono sicura che io e te andremo d'accordo, ser\nIke! Due estimatori della carne come noi devono\ndarsi man forte!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06アイク\nÈ vero. Anch'io sono contento di collaborare\ncon te, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06メリン\nVorrei imparare una nuova mossa da\ncombattimento che faccia anche un po'\ndi scena. Quale mi consigli, ser Ike?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06アイク\nPreferisco le mosse efficaci a quelle che fanno\nscena. Anche se, ora che ci penso, Etere non è\nniente male da vedere.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06メリン\nQuando sarà tornata la pace, vorrei studiare\nogni singola bestiolina rara che esiste al mondo.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06アイク\nE che ci vuoi fare con quelle... bestioline rare,\nquando le trovi? Te le vuoi mangiare?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nCerto che no! Voglio solo osservarle, questo è\nil mio sogno! Ser Ike, vorresti farmi compagnia?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06アイク\nAllora stai inseguendo un sogno, dico bene?\nPerché no, ci sto.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSaluti cordiali, Lorsignor Ike. Devo dire che\noggi avete un aspetto meravigliante.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06アイク\nChe modo... particolare di parlare che hai.\nDove lo avrai mai imparato?\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nHo sentito che siete stato al servizio della\nfamiglia reale. Immagino che fossero molto\nrigidi con l'etichetta.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06アイク\nStando ai miei amici facevo qualche gaffe,\nma di mio non ho mai avuto problemi.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nPovera me, ho commesso un altro pasticcio.\nDebbo impegnarmi a raffinare le mie tecniche\nbattagliere.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06アイク\nNon mi pare niente di grave. In fondo Timerra\nnon ti ha detto niente, no?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nMa sono la sua attendente! Un passo falso da\nparte mia si ripercuote sull'immagine dell'intiera\ncasa reale e questo non posso permetterlo!\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06アイク\nScusami per il mio commento insensibile.\nVedo che tieni molto a lei.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nフォガート\nDevo dire che è strano pensare che una persona\nseria come te abbia passato tutto questo tempo\nnel nostro palazzo.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06アイク\nNon mi sembra strano... sono abituato\na viaggiare con una banda di mercenari e nel\nvostro palazzo mi sono sentito a mio agio.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nフォガート\nSai una cosa? Sei sempre tosto, ma quando\nsei in battaglia sei ancora più tosto.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06アイク\nNon so bene cosa tu intenda con "tosto", ma se\ndevo tirare a indovinare... mi sa che sei tu il re\ndei tosti.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nフォガート\nAbbiamo incontrato così tanta gente nuova,\neppure è da un pezzo che non facciamo una\nfesta. Che noia, eh?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06アイク\nNon è il momento per le feste... Quando sarà\ntornata la pace, potrai organizzare le tue feste.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nLe "mie" feste? Guarda che non potrai defilarti,\ntu sarai l'ospite d'onore.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06アイク\nAllora vedi di portare un bel po' di carne\nsucculenta. Anche se non posso mangiarla,\nmi consolerò con l'odore!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Ike! Sei qui per pregare? Perché non\nti unisci a me? Insieme si prega meglio.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06アイク\nVeramente ero qui per ascoltare... ma una\npreghiera ogni tanto non può far male.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nLe chiese di questo mondo sono piuttosto\nappariscenti, eh?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nQuesta l'ho appena fatta restaurare, ma è\nun peccato che non siano tutte così sfarzose.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Ike, cos'è questa passione che hanno tutti\nper la guerra? Io spero solo che torni la pace.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06アイク\nOgnuno ha le proprie ragioni. La verità è che\nsperare non serve a far tornare la pace.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06アイク\nGuarda noi... Siamo in guerra per riportare la\npace, no? Ma non temere, sarò al tuo fianco\nfino alla fine.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nChe parole sagge, lord Ike! Io sono pronto a\nseguire il tuo comando!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ボネ\nIke, la tua forza è come un taglio di carne\nsopraffino. Peccato che non possa leccarti\ne assorbire così le tue qualità.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06アイク\nNon capisco se sia un complimento o uno\nscherzo.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ボネ\nIke, sono curioso... qual è il tuo cibo preferito?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06アイク\nBeh, essendo io un emblema, niente cibo per\nme. Ma nel mio mondo adoravo i piatti di carne.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nOh oh. Quell'espressione sul tuo volto mi dice\nche c'è qualcosa che non va. Che succede,\nBunet?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nSto cercando di creare un piatto di carne che\npossa soddisfarti, ma temo che sia una sfida...\nsenza speranza.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x08\x06アイク\nBunet, te l'ho detto, sono un emblema...\nGli emblemi non possono mangiare.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nAppunto per questo sto cercando di creare\nun piatto fatto apposta per te, che non debba\nessere mangiato per soddisfarti.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nChe ci fa una ragazzina in giro a vendere\ndella merce?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nNon è mica "merce" qualunque! È tutta roba di\nprima scelta. Dai un'occhiata e forse troverai\nanche tu qualcosa di tuo gradimento!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nHai un momento, Anna?\nStavo cercando una cosa.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nSe mi chiami Anna non ti rispondo. Siamo amici,\npuoi chiamarmi "signorina Anna"!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アンナ\nHo trovato una gemma bellissima e pensavo\ndi organizzare un festival per celebrare\nl'occasione. Parteciperai anche tu?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アイク\nScusa ma non ho capito cosa vuoi celebrare...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nIke! Ho bisogno di qualcuno che mi aiuti\ncon l'organizzazione! E se non mi aiuti tu,\nmi metterò a piangere!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06アイク\nVa bene, farò tutto quello che vuoi... ma non\npiangere.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ジャン\nUhm... non l'avevo mai notato, in battaglia.\nMa voi emblemi siete piuttosto grossi da vicino.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06アイク\nNon tutti gli emblemi sono così...\nSono io a essere grosso.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nDevi essere un genio per essere già un medico\nalla tua età.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nLa mia età non conta per un paziente.\nVoglio diventare un grande medico e non\nho tempo da perdere.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ジャン\nCome mai sei così incuriosito da me, Ike?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06アイク\nHo grande ammirazione per chi sa curare le\nferite. Ma se ti dà fastidio, ti lascerò in pace.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nNon mi dà fastidio! Mi chiedevo solo perché...\x0E\x04\x00\x00
